,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,2.230206,1.0244048,0,0.029812198,0.21101296
1,1.1841036,5.047542,1,0.8071376,0.93684167
2,1.3366915,1.583621,2,0.3812586,0.09501839
3,0.7720872,1.7307031,3,0.7995547,0.36817998
4,0.5072494,4.4622817,4,0.7975114,0.64041275
5,1.7732829,1.2332705,5,0.29029074,0.6924446
6,0.6184558,1.267122,6,0.78399456,0.5365539
7,0.8198685,1.9066072,7,0.82086414,0.59839344
8,2.7838109,1.7282839,8,0.040386047,0.38536066
9,0.7321664,1.0041598,9,0.69362247,0.8129105
10,4.0968246,3.0671344,10,0.05306659,0.20845044
11,2.299646,1.9847242,11,0.7380614,0.42380244
12,1.074589,1.2996224,12,0.30220935,0.68218654
13,4.721792,1.9485474,13,0.90757173,0.65815336
14,0.6529135,2.019615,14,0.7835198,0.22714919
15,0.5819231,1.380798,15,0.7721498,0.76675105
16,2.759208,2.6539521,16,0.024517996,0.039988756
17,1.4716438,4.0330787,17,0.8172207,0.8840023
18,0.5707597,2.1256242,18,0.78926367,0.6970385
19,0.640645,2.4430394,19,0.8133277,0.81391215
20,0.59678894,3.0277002,20,0.7932103,0.049332142
21,4.891289,1.4310486,21,0.87998587,0.02247572
22,3.2815542,5.735435,22,0.020361809,0.670217
23,1.998654,5.3646183,23,0.42702302,0.53221
24,0.6914367,4.2676888,24,0.80440426,0.733322
25,2.4482183,1.4601705,25,0.5348661,0.57374054
26,0.9627378,1.7064164,26,0.52262926,0.023885429
27,1.675106,5.691897,27,0.8667912,0.09962124
28,3.0133703,3.9512522,28,0.09980788,0.4097625
29,0.54755104,1.4225383,29,0.80408144,0.63409203
30,3.1111555,5.662314,30,0.39368424,0.60017985
31,0.56242603,1.9222338,31,0.81091964,0.77474326
32,0.86330885,2.8742576,32,0.7384554,0.85504
33,4.185848,4.1548758,33,0.01510998,0.23600346
34,0.5162632,1.6650033,34,0.8098809,0.35927916
35,2.8720946,4.912777,35,0.043873534,0.58028674
36,0.6206044,1.1580191,36,0.8064493,0.63676757
37,0.80330396,2.14432,37,0.60824865,0.52172154
38,1.3588802,3.9321036,38,0.45292538,0.52077836
39,1.1896853,2.0463822,39,0.83054507,0.6111633
40,2.634761,3.4081364,40,0.034305263,0.23104763
41,3.9618633,5.422081,41,0.030024277,0.42264014
42,3.5886714,4.6790276,42,0.10403725,0.2094518
43,1.9547917,1.300172,43,0.7459107,0.11832768
44,3.3583422,2.6684098,44,0.15661068,0.5160146
45,0.63775986,1.1140654,45,0.8025635,0.22960848
46,3.392815,4.7217627,46,0.057846177,0.16444165
47,0.7225249,2.377703,47,0.6916251,0.7719452
48,4.0334487,3.1101394,48,0.8444717,0.53495353
49,5.6518164,4.811356,49,0.9202351,0.2506675
50,4.5600724,5.1246786,50,0.008691491,0.022690654
51,0.6653774,5.426199,51,0.80549365,0.85376304
52,2.9424477,2.8187764,52,0.58687705,0.609366
53,0.7121651,4.786607,53,0.7262353,0.9350958
54,6.3500614,5.1727633,54,0.9445286,0.8389666
55,0.6466895,1.5334148,55,0.82424444,0.6903891
56,3.6925104,3.1632292,56,0.25237367,0.40511996
57,0.9939547,1.8052349,57,0.6463923,0.97864217
58,1.5755494,5.9890847,58,0.23366272,0.43208426
59,2.9684918,3.002715,59,0.040515922,0.44210804
60,0.56744117,3.4760299,60,0.80963606,0.37293494
61,5.9094186,5.8861856,61,0.04207312,0.19021785
62,1.3771499,4.411134,62,0.56275713,0.8672072
63,0.84675497,2.2336955,63,0.43398055,0.39219922
64,1.6902816,2.3983703,64,0.82397485,0.7322466
65,0.5773502,2.4152381,65,0.812033,0.21316767
66,1.2495483,5.370021,66,0.29612452,0.34157228
67,0.7789888,5.7699447,67,0.8192205,0.9421106
68,3.9209929,4.3985558,68,0.051682223,0.12355095
69,0.544525,3.3254485,69,0.8068186,0.8955496
70,1.1765704,5.695471,70,0.81973827,0.89168775
71,0.76238155,3.9408696,71,0.6771365,0.32091248
72,1.144134,1.6520504,72,0.45717725,0.7844657
73,0.6308608,1.4393384,73,0.78319937,0.37200624
74,2.0423594,1.6871405,74,0.046805225,0.18366742
75,5.9557667,2.4904118,75,0.01501502,0.10822773
76,0.5983214,1.3949556,76,0.79276943,0.59364545
77,4.1264358,4.390418,77,0.6536122,0.85472953
78,3.3803482,3.241975,78,0.022822281,0.6738488
79,2.2278924,1.4988453,79,0.044320974,0.037908196
80,0.6022403,1.8838701,80,0.7967092,0.5901062
81,0.56596994,1.9811246,81,0.8177119,0.36597925
82,2.3222578,1.132364,82,0.7717105,0.5488271
83,2.5218904,4.8326125,83,0.7413899,0.9202298
84,0.8357473,2.2104087,84,0.57409704,0.22901368
85,0.7642585,3.8941462,85,0.7991465,0.6264581
86,6.0437064,3.1364095,86,0.008069561,0.029685974
87,0.55010444,4.2892466,87,0.68896973,0.41765612
88,2.4240403,5.5209503,88,0.031826407,0.33807582
89,2.777825,3.7887776,89,0.017837502,0.2571311
90,0.80971116,3.9992042,90,0.66532147,0.583005
91,1.2648607,4.8174458,91,0.617511,0.55020934
92,2.0772293,1.8488395,92,0.29538092,0.3401599
93,0.6328931,2.944485,93,0.81207216,0.4056698
94,4.710667,2.6394126,94,0.4608679,0.70970637
95,3.2594204,2.1072087,95,0.018603642,0.01961261
96,5.064947,3.174525,96,0.91826624,0.9108307
97,2.5830424,5.999575,97,0.8338819,0.48779923
98,1.7304336,5.474814,98,0.43087104,0.06602359
99,0.66917,1.5473962,99,0.814919,0.006454289
100,0.8174902,5.079153,100,0.81915367,0.39912713
101,4.8167205,4.171876,101,0.93454504,0.5595271
102,0.8388662,3.4379268,102,0.52141917,0.33379
103,3.013612,4.128975,103,0.12531897,0.32821262
104,1.5245502,3.7801995,104,0.020934554,0.6589003
105,1.5061156,3.2446167,105,0.45321938,0.43139488
106,5.2565217,3.5072913,106,0.88005894,0.72709316
107,0.650709,1.9135503,107,0.7745272,0.31843638
108,4.53785,3.430049,108,0.028712615,0.11273795
109,0.5523027,5.6861296,109,0.78995246,0.33169907
110,0.5853139,2.8068852,110,0.80738527,0.58397233
111,4.1229973,5.652752,111,0.025336877,0.3618536
112,1.1830864,5.925279,112,0.49689263,0.07355887
113,2.1638105,1.177882,113,0.033623092,0.77514154
114,0.70999473,1.9691912,114,0.8340001,0.6774381
115,0.5466268,5.2907248,115,0.77102244,0.46120095
116,4.58081,5.5356693,116,0.011251438,0.06399727
117,2.8110185,2.3683062,117,0.028929634,0.3386218
118,0.71533835,4.070352,118,0.55381334,0.008098781
119,3.204334,2.495837,119,0.2088379,0.4747373
120,5.447057,5.351672,120,0.879864,0.86901456
121,2.982812,4.364216,121,0.1317363,0.51689446
122,0.6073967,1.9911591,122,0.78617567,0.59582955
123,1.8270181,4.8001432,123,0.01237904,0.28722054
124,2.079097,3.732935,124,0.10673853,0.37836868
125,2.078215,4.1922913,125,0.41383904,0.6424448
126,2.2816474,1.3004637,126,0.0071402225,0.008874893
127,2.5212245,5.7582836,127,0.022128211,0.29944903
128,0.7873837,1.9630054,128,0.8100504,0.68740773
129,3.1343534,4.716751,129,0.122534394,0.4091782
130,0.9913817,1.0810272,130,0.5413808,0.49951452
131,4.950177,4.4882493,131,0.035263587,0.08597529
132,3.4071774,4.523152,132,0.032064814,0.09348488
133,1.9757427,3.0367694,133,0.8288181,0.6352576
134,2.4859273,5.029492,134,0.028391715,0.24091804
135,4.31366,3.300922,135,0.035146896,0.07866657
136,0.6802322,5.735066,136,0.80461997,0.65800554
137,3.1904352,2.424339,137,0.8999437,0.5374338
138,3.1053057,4.7784157,138,0.16307467,0.40024
139,1.216339,1.3533301,139,0.7016881,0.7306821
140,2.5123544,5.1440926,140,0.49271274,0.8953052
141,0.86444855,4.2982683,141,0.7973872,0.99128604
142,1.0852175,2.2327142,142,0.52642494,0.45221835
143,0.6862498,1.1202798,143,0.78363764,0.43689162
144,2.8108032,3.5542932,144,0.04643806,0.52796435
145,6.123611,5.9081736,145,0.9011403,0.6336323
146,0.6420507,2.0629525,146,0.81903726,0.9698691
147,0.6283978,4.550558,147,0.7699215,0.43194264
148,0.65656435,5.3936734,148,0.8175028,0.52497584
149,4.443135,4.251807,149,0.91321915,0.7837068
150,0.8484404,3.4432518,150,0.7354084,0.8635963
151,1.5796413,4.7509737,151,0.041858733,0.5041923
152,0.5523981,1.8629336,152,0.8068884,0.3922642
153,0.7436165,3.811358,153,0.6810714,0.4065789
154,1.1858127,1.8977985,154,0.6141103,0.5588622
155,0.7325055,1.1231956,155,0.8189463,0.12931615
156,2.4505143,5.1079545,156,0.32848048,0.9172717
157,2.3692124,1.7995588,157,0.27712497,0.6308296
