,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate
0,0.6143552,0,0.64374495,1.5667641,0.044774387
1,5.285023,1,0.024136992,1.9018245,0.027528435
2,1.4101325,2,0.46857965,2.2965922,0.123411775
3,0.75796324,3,0.3703745,2.281701,0.22418417
4,1.084511,4,0.22060148,2.3173492,0.30943415
5,2.5436678,5,0.05390969,2.2025933,0.39750624
6,0.6884855,6,0.56457317,2.5732632,0.27402568
7,2.8358753,7,0.115266524,1.6720737,0.65017325
8,3.6158433,8,0.28830853,1.8599612,0.1264019
9,3.3402936,9,0.14469327,1.5265439,0.05712705
10,1.8932605,10,0.3787324,1.6964985,0.10693626
11,2.171746,11,0.016676083,1.9544883,0.51277506
12,1.6715188,12,0.415677,2.0411916,0.24019788
13,1.322456,13,0.045643326,2.4264572,0.24649617
14,2.1861544,14,0.17388725,2.6275904,0.13274992
15,2.3435943,15,0.30282032,2.1525068,0.4588072
16,0.9923037,16,0.5041498,2.379377,0.15092735
17,0.7253639,17,0.4225752,1.9390337,0.18055665
18,2.4284196,18,0.903147,1.941735,0.27696553
19,3.572172,19,0.0061737034,2.3039572,0.17012796
20,1.5696572,20,0.7870712,2.7238023,0.5690176
21,0.7880434,21,0.27348232,3.0715866,0.65314174
22,1.1133232,22,0.41805127,2.644939,0.32034537
23,1.4841971,23,0.54273474,3.4531147,0.14226414
24,1.1763772,24,0.11612483,2.7314448,0.31833857
25,0.706425,25,0.5105543,2.4353037,0.36952263
26,0.8108687,26,0.34403723,1.594836,0.040004026
27,0.784005,27,0.64555955,2.4260654,0.27908728
28,0.6587042,28,0.59983546,2.205571,0.31074494
29,1.6781887,29,0.8342114,1.563957,0.64073294
30,3.5710523,30,0.46178174,1.8282254,0.028896637
31,1.7474279,31,0.832079,2.515733,0.724476
32,2.7995546,32,0.0129010035,2.319219,0.2575431
33,2.229578,33,0.26483202,2.992283,0.16001858
34,0.7382603,34,0.56274253,3.0435116,0.5210657
35,0.5058287,35,0.46416867,2.0684192,0.29083332
36,2.4251332,36,0.06507019,2.4793437,0.32177523
37,1.0865972,37,0.26828337,2.8226345,0.35413477
38,1.4283477,38,0.45186374,2.1496954,0.22347198
39,0.8897537,39,0.5090209,2.067687,0.15127896
40,1.0792797,40,0.61790466,1.0005519,0.24604075
41,2.057684,41,0.080906026,2.0817094,0.4182616
42,0.7994143,42,0.30265418,2.505976,0.5887306
43,2.0167992,43,0.07662465,2.1023717,0.2357515
44,1.7555807,44,0.5086544,3.5178137,0.15504278
45,0.81826514,45,0.24711697,2.7406192,0.6131084
46,0.48515052,46,0.75151634,1.4308386,0.024356456
47,0.54224586,47,0.69745934,1.414667,0.03181497
48,0.87786084,48,0.6080801,2.2883286,0.18274772
49,0.64913535,49,0.5499984,1.7220215,0.023183428
50,0.80584174,50,0.53169763,1.9492707,0.09036942
51,3.9851537,51,0.01876873,2.0198414,0.3442148
52,0.902178,52,0.48389247,1.9007788,0.14244866
53,3.9059765,53,0.04457833,1.9904792,0.13807073
54,2.8428452,54,0.07244249,1.6447371,0.42519075
55,1.1577641,55,0.392668,2.6442573,0.2350907
56,0.85574883,56,0.360677,2.626445,0.31229633
57,0.6967623,57,0.63410515,2.2313786,0.162611
58,1.7155117,58,0.22824298,2.3704433,0.14981577
59,0.80832875,59,0.49629882,2.133236,0.10327936
60,1.2305799,60,0.5106328,2.4649196,0.73198014
61,2.0290606,61,0.199336,2.1175807,0.44761953
62,1.3336071,62,0.09692436,1.5492185,0.25694156
63,0.6694615,63,0.6422161,2.583878,0.4234904
64,0.9767645,64,0.56085086,2.2065465,0.5408182
65,0.6750663,65,0.4873567,2.407705,0.30961335
66,0.9456129,66,0.5191068,2.3066034,0.26763093
67,0.61104053,67,0.5803558,2.229718,0.22645529
68,1.3184149,68,0.5956059,2.3307981,0.5116424
69,0.57302696,69,0.6864228,1.4172153,0.023212992
70,2.9391565,70,0.42593217,1.8752623,0.07976024
71,2.3553932,71,0.40198493,1.5105759,0.049861375
72,0.69070846,72,0.70887184,2.1920583,0.25428352
73,2.4731357,73,0.0047177933,2.8970551,0.2124992
74,1.6685854,74,0.084650226,2.0090268,0.16167042
75,0.72167146,75,0.60498726,1.7382859,0.07952659
76,2.2738867,76,0.13517109,2.534115,0.17932467
77,1.6157515,77,0.22892494,2.313583,0.24807821
78,1.1436943,78,0.50889075,2.4435267,0.2953576
79,0.74626046,79,0.5143601,2.224124,0.23527887
80,2.2298145,80,0.86953306,1.4366171,0.25521305
81,0.94795996,81,0.3579045,2.8725035,0.4199339
82,1.8203102,82,0.78239155,2.1598806,0.62553895
83,2.4383736,83,0.07311527,1.8458303,0.4488791
84,1.4396757,84,0.721903,2.1551988,0.7895423
85,4.0732017,85,0.0030443897,3.017228,0.24292403
86,2.3280058,86,0.6787969,2.2327588,0.47748634
