,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred dec temp,true dec temp,inferred weight,true weight,inferred prior lr,true prior lr,inferred prior weight,true prior weight
21,0.49127448,0.6087156,21,0.49436536,0.28591883,2.8786933,3.6874402,2.9421043,0.8140475,0.47555512,0.5189278,3.106115,1.9363579
22,0.4910862,0.65797025,22,0.48387522,0.93952686,2.9912143,5.238849,3.003766,0.28137285,0.49459624,0.37822932,2.9579825,0.59718275
23,0.4898097,0.9614145,23,0.48295018,0.49516934,2.9602952,0.4017309,2.8219545,0.09618932,0.47950178,0.09074944,3.0246243,3.1354513
24,0.48035315,0.43829817,24,0.49604222,0.07171935,2.92422,4.6120715,2.88339,0.042156756,0.49933812,0.6579208,3.0474777,3.010149
25,0.49579993,0.7278574,25,0.4985829,0.05972427,2.8630514,3.3842468,2.8265934,0.41996998,0.50066096,0.5391355,3.0292017,5.666488
26,0.4893496,0.7391554,26,0.48862654,0.63302606,2.9180021,3.5149446,2.93502,0.68805397,0.5065185,0.82051194,3.084818,5.480879
27,0.47621748,0.5357557,27,0.49473664,0.34662527,3.007807,5.932066,2.8467207,0.38836634,0.47930896,0.26253295,3.0339653,3.1657553
28,0.51637155,0.9931398,28,0.4795832,0.44609964,2.9120119,5.4891167,2.8939419,0.8823595,0.49207202,0.54277503,3.0435278,0.11099696
29,0.4954988,0.9638402,29,0.4972306,0.5278179,2.945248,1.1074036,2.812163,0.3964644,0.5107871,0.44511533,3.0682228,5.2666407
30,0.5120113,0.68039525,30,0.487865,0.13943338,2.927349,0.8558911,2.9902587,0.84795517,0.5012185,0.8955614,2.9671419,0.2481401
31,0.48531613,0.7394534,31,0.49883354,0.55773693,2.9265053,0.15032136,2.9117477,0.49666494,0.5076462,0.81507856,2.9761539,5.3094954
32,0.49273095,0.6084926,32,0.48623863,0.6043665,2.941464,0.08948672,2.9676397,0.12055659,0.5233052,0.39860523,3.1075938,4.2768116
33,0.4977581,0.48021406,33,0.47267726,0.5027871,2.9766536,0.12906504,2.9294646,0.20385104,0.4945009,0.18050331,2.9237196,1.0865371
34,0.48256636,0.7427469,34,0.4859167,0.41273236,2.9419615,4.8635798,2.9717324,0.13177055,0.5158511,0.87098634,3.0959396,1.413551
35,0.48764184,0.43313032,35,0.48929417,0.75534904,2.9393592,5.9847875,2.9485445,0.8246082,0.5088039,0.56642205,3.0440862,4.4680552
36,0.5091907,0.2808218,36,0.48662832,0.2686472,2.9443388,1.5040104,2.8949723,0.9095654,0.501551,0.50850904,2.9777784,0.37025034
37,0.51350224,0.5905362,37,0.48412836,0.258712,2.9390519,1.363654,2.9767761,0.98539525,0.47893584,0.8304626,2.9417994,0.3175664
38,0.46366802,0.24446118,38,0.50447744,0.9345234,2.931362,3.1165502,2.846552,0.65858763,0.49454072,0.44823617,3.056325,3.6033335
39,0.4939908,0.9568067,39,0.488541,0.23027235,2.8933501,2.648809,2.9128911,0.78365546,0.52862084,0.58928484,3.1320229,2.9366803
40,0.4981282,0.70562255,40,0.49661532,0.8491369,2.9180024,3.1876166,2.9345362,0.5593634,0.5220919,0.6335517,3.0107007,3.8007026
41,0.4851228,0.8245904,41,0.4774724,0.53234327,2.9986281,0.759058,2.9261415,0.26437563,0.4744074,0.10679084,2.9935844,3.4100008
42,0.54139733,0.081796885,42,0.47676018,0.4601171,2.923476,1.1812423,2.9510322,0.72033554,0.4882838,0.2939871,2.8151977,0.030602217
43,0.4926228,0.34313887,43,0.49189797,0.69684094,2.9164248,1.648457,2.85071,0.45252484,0.48434943,0.111056566,3.1031778,4.2263412
44,0.4904543,0.50860715,44,0.48201105,0.47731012,2.9269989,2.8424306,2.828048,0.64915526,0.52209324,0.9175367,2.9896579,1.6194023
45,0.50410515,0.44194484,45,0.49308228,0.19633275,2.9963996,1.3067425,2.93655,0.3970936,0.48574126,0.15028542,2.9947228,1.4226651
46,0.49721515,0.961963,46,0.49375314,0.4912532,2.9547203,0.0044932365,2.757043,0.26516932,0.5260238,0.93715906,3.1786392,4.59286
47,0.48258597,0.57169926,47,0.50512826,0.50809985,3.01671,2.5658016,2.8673668,0.23968804,0.49703613,0.0896675,3.0629706,2.9162614
48,0.48498648,0.4443249,48,0.48100817,0.2929148,2.8742027,2.159783,2.9178262,0.87436336,0.492362,0.70843035,2.9750931,1.6310549
49,0.4812837,0.73912674,49,0.48628345,0.35063064,2.9020112,3.2088904,2.9100611,0.51664335,0.49774942,0.14802778,3.123401,4.246744
50,0.50519264,0.50291777,50,0.4685238,0.097305894,2.9222622,5.9587708,2.9470391,0.8668198,0.48462147,0.004286945,2.8784704,1.3625404
51,0.4927748,0.8636808,51,0.4883127,0.28935033,2.9381914,2.2692413,2.8971148,0.43885732,0.47856084,0.060756743,2.937516,1.9015256
52,0.48874724,0.07488078,52,0.5000835,0.61424357,2.9738662,3.1450388,2.8933232,0.49300438,0.5207976,0.7044477,3.0439322,2.1403627
53,0.47358692,0.960894,53,0.49504083,0.80289793,2.9281013,1.859603,2.9352808,0.40071994,0.5151846,0.5711545,2.9959526,3.448044
54,0.4807882,0.55786264,54,0.49396837,0.30179226,2.881673,1.3385525,2.9689853,0.95863026,0.50597936,0.85237527,3.0623324,4.7895036
55,0.48753345,0.1997822,55,0.48137042,0.50449485,2.950278,3.4149232,2.8771605,0.6732499,0.5194272,0.28648,3.008,4.272906
56,0.49094757,0.36822927,56,0.47763953,0.9473057,2.966486,5.1242404,2.9806154,0.1968981,0.49795666,0.14961588,3.0096607,4.271366
57,0.47892797,0.79051095,57,0.48652917,0.40460974,2.907772,5.754453,2.897708,0.38034207,0.4878082,0.9126026,3.1076174,4.831749
58,0.48143974,0.29486138,58,0.48511052,0.20149446,2.865216,1.7598217,2.8635793,0.93501997,0.5030354,0.5343041,3.1006632,4.2190437
59,0.49244267,0.80929816,59,0.48897815,0.3009025,2.9626706,4.793611,2.9051685,0.75511736,0.5078481,0.96666026,3.1190214,4.226184
60,0.5028347,0.503029,60,0.4841895,0.8154516,2.807025,0.5379181,2.924311,0.74625576,0.5027815,0.042686224,2.9306495,1.7832638
61,0.49550676,0.49877155,61,0.48071936,0.35695082,2.9695039,2.9573514,3.0161064,0.7586306,0.494273,0.06276584,3.0566351,3.2131526
62,0.5046637,0.07394987,62,0.48718,0.31210327,2.9193196,4.5096893,2.9740527,0.72927207,0.4915334,0.5517906,2.9049196,0.8337754
63,0.48146197,0.7205413,63,0.4839377,0.27557987,2.9022624,5.6419477,3.0428863,0.8585593,0.49402618,0.5605237,3.173871,5.9709973
64,0.49671638,0.8768741,64,0.49812758,0.67202026,2.9658902,1.8742629,2.9318051,0.5025608,0.5055434,0.5406069,3.1555521,5.354202
65,0.48582166,0.12022233,65,0.4940467,0.18060172,2.8799982,0.67590415,2.8316393,0.22659194,0.49562776,0.79621303,3.0573092,2.079664
66,0.5202308,0.49662042,66,0.49108255,0.48394132,2.9530668,5.6953335,2.8864784,0.37399447,0.49784318,0.3115021,3.0102851,0.178393
67,0.49625257,0.043801606,67,0.5078353,0.5762666,2.8751616,5.7031546,2.9016526,0.56077534,0.50669676,0.30457813,3.0119033,4.314278
68,0.4934358,0.8666543,68,0.5086355,0.45971054,2.8931074,2.5927706,2.9453316,0.4877252,0.51160103,0.47179157,2.9947062,2.2130663
69,0.48580933,0.8280203,69,0.5060469,0.9743625,2.8966436,4.5586643,2.897048,0.8737838,0.49318203,0.38042647,3.1084156,4.3428874
70,0.47785208,0.14304411,70,0.47064078,0.87817514,2.9163702,2.733674,2.873436,0.49866074,0.5102077,0.98282564,3.0849283,4.6038427
71,0.4862922,0.28093266,71,0.4846256,0.35479468,2.9578433,3.4439225,2.9829059,0.24434453,0.52658546,0.77938026,2.9932184,5.57106
72,0.47914088,0.6887813,72,0.48110592,0.65704554,2.9661963,1.6604644,2.9808335,0.6421987,0.51121646,0.37786907,3.007144,3.6378329
73,0.49879044,0.5091889,73,0.4746138,0.98235476,2.9026968,4.858375,2.9620352,0.047854424,0.48383942,0.15704376,2.9980264,5.4477673
74,0.5084793,0.8712992,74,0.4695276,0.7816988,2.8897297,1.5716407,3.0297892,0.7201856,0.49173617,0.011739731,2.9608095,1.9183638
75,0.4840485,0.8269866,75,0.47771722,0.050073683,2.9452112,4.0780554,2.9446046,0.18418884,0.512838,0.9125631,2.9741428,1.710984
76,0.47968653,0.5510981,76,0.4877216,0.53861916,2.8868108,2.5819144,3.0022354,0.45177794,0.50229377,0.3706609,3.0362923,5.8684144
77,0.48465037,0.23252982,77,0.49000818,0.5667742,2.8674712,3.922845,2.9544468,0.8741533,0.53375953,0.6696144,3.0652115,5.7233586
78,0.49402317,0.85730314,78,0.4989447,0.4773935,2.8349018,4.073086,2.8350112,0.8146752,0.4811844,0.22360349,3.0599625,4.0089097
79,0.49258438,0.06140673,79,0.48837873,0.9082345,2.939878,2.6503944,2.9441566,0.43578684,0.5028611,0.7680219,3.0923345,3.5480971
80,0.4592416,0.91064495,80,0.47966796,0.34179163,3.0632343,3.4902773,2.8779328,0.224724,0.49124622,0.4128368,2.9315856,0.17917585
81,0.4900404,0.5203737,81,0.48516092,0.47629392,2.9871895,5.946451,2.9202476,0.72591066,0.5119734,0.5365807,3.0977285,4.344454
82,0.4875154,0.4904086,82,0.49288192,0.7452085,2.9437718,4.5201874,2.86932,0.39809835,0.4846676,0.23024708,3.1264937,4.8520956
83,0.4990775,0.36797506,83,0.4820256,0.72018564,2.9440181,4.672718,2.9660795,0.65044314,0.51190776,0.541497,3.0506544,3.2209089
84,0.4732024,0.1363191,84,0.48314753,0.50756687,2.9575655,5.665813,2.9380074,0.6164693,0.49872646,0.4808147,3.0465713,4.0924397
85,0.47800863,0.0883649,85,0.49285138,0.2825871,2.8620691,2.2366352,2.8883219,0.6191563,0.48770133,0.1499449,2.9399583,2.6535234
86,0.4971371,0.8015179,86,0.48968875,0.85074717,2.9052334,1.0366995,2.967897,0.12802714,0.49664623,0.55803055,3.146102,3.6669037
87,0.47615677,0.45370644,87,0.48375982,0.3278216,2.8571312,0.34625673,2.9324167,0.3294921,0.4843247,0.27128,3.0123818,4.744007
88,0.52196395,0.6845837,88,0.48802668,0.29908568,2.9761417,0.2085414,2.9329543,0.2931366,0.48949966,0.6037929,2.9036446,1.1057249
89,0.464894,0.6185182,89,0.4857478,0.517098,3.01766,5.839062,2.877433,0.76946324,0.4856817,0.10470778,3.1480043,5.0527244
90,0.50398743,0.9038277,90,0.48348334,0.51624984,2.9044507,4.996045,3.0531948,0.6427846,0.48830292,0.71943617,2.910188,0.0013900995
91,0.5274835,0.22894675,91,0.49638703,0.6380469,2.9428034,1.9115446,2.8779864,0.9585327,0.48599443,0.17447388,2.774109,0.78845465
92,0.49260512,0.85216755,92,0.4832845,0.76106834,2.9179316,3.8403661,3.0082383,0.025255144,0.5082667,0.7611302,2.9471157,5.43104
93,0.47426954,0.33280522,93,0.4877337,0.45608944,2.8474658,4.118851,2.8424628,0.33893645,0.5095582,0.5508345,3.0006063,5.6399083
94,0.47377753,0.46032107,94,0.4923587,0.5589806,2.9223409,5.8360224,2.9056602,0.6996117,0.50855505,0.6524354,3.106246,4.473765
95,0.4909128,0.7643921,95,0.48278657,0.26961553,2.9097846,0.25510275,2.8522484,0.4374879,0.5205808,0.8713089,3.1499908,4.3806486
96,0.50311315,0.13383895,96,0.50022286,0.26355374,2.9598072,1.3465093,2.9428563,0.10712123,0.49746907,0.698247,2.8494678,0.606617
97,0.49549833,0.7704314,97,0.49678075,0.29489303,2.9730678,2.3256934,2.9017901,0.37698674,0.49515378,0.53327537,2.924768,1.8044554
98,0.48762304,0.14750493,98,0.4984369,0.49174327,2.9399884,4.6838646,2.9628303,0.28467667,0.5035613,0.86285603,3.1489985,4.0197716
99,0.4776195,0.72706676,99,0.4889633,0.9139214,3.0430028,3.9113626,2.8950274,0.31187093,0.48194513,0.1245749,3.0829935,3.4309707
100,0.50560063,0.062422276,100,0.4912458,0.9795122,2.92558,3.3832102,3.028869,0.15909833,0.4790222,0.2373308,2.9150355,0.0055521727
101,0.4951823,0.14727432,101,0.47689226,0.063586116,2.9581,1.9281918,2.8798785,0.34737653,0.5053085,0.8782618,2.9990406,4.449586
102,0.49603558,0.20703149,102,0.479412,0.9327043,2.9367294,1.7180722,3.0742369,0.645907,0.47722197,0.027777195,3.0350072,5.2681103
103,0.5024251,0.41680664,103,0.48389342,0.19206941,2.9265337,0.24592817,2.8646305,0.44735962,0.47890168,0.039990664,2.8617592,0.5838572
104,0.48127782,0.94569445,104,0.48851523,0.22817904,2.9786592,1.0459492,2.968345,0.94530284,0.5176336,0.540124,3.0518053,4.36473
105,0.49721825,0.6876517,105,0.47896892,0.42201233,2.9234343,1.9278831,2.8000488,0.48147488,0.49976566,0.31566554,3.0290854,4.759934
106,0.49793798,0.4076423,106,0.4930991,0.2162016,2.9051735,0.32095742,2.9043705,0.9541797,0.5181111,0.7536018,3.0047016,5.035538
107,0.48640898,0.2943579,107,0.49296695,0.025116503,2.9174335,5.4064484,2.9236553,0.7717287,0.48645073,0.5683264,2.8930573,1.0588088
108,0.4991012,0.61915356,108,0.47205538,0.85803777,2.879126,3.548134,2.8454897,0.707287,0.5111283,0.9834936,3.0210245,3.642733
109,0.49730915,0.7377649,109,0.48268336,0.9078224,2.9583213,1.8427806,2.970206,0.33918542,0.47549403,0.6176927,2.9665458,0.2527331
110,0.5032438,0.9037596,110,0.4853866,0.19748008,2.9352915,0.5512551,2.9175463,0.16174293,0.47328454,0.46355486,2.8740523,1.4197683
111,0.48087436,0.75527537,111,0.49924466,0.44592333,2.937354,3.0542812,2.876703,0.7422429,0.48359272,0.045159042,3.10138,3.818774
112,0.48297352,0.1672166,112,0.48292944,0.1706385,2.9735231,5.381585,2.8499537,0.71102804,0.5093086,0.71050227,3.0751228,3.4423862
113,0.4852247,0.29208797,113,0.4777348,0.25404972,2.9326386,2.9995317,2.9317138,0.23391223,0.5029222,0.9329559,3.1340823,4.566008
114,0.4866356,0.32380116,114,0.49972606,0.79188526,3.0160565,1.7104375,2.984144,0.45229107,0.51527333,0.7176182,2.9626381,5.519259
115,0.5099386,0.24687916,115,0.48421893,0.49057722,2.983319,3.2332358,2.8691373,0.5802323,0.47901902,0.24180716,3.0531788,4.952654
116,0.5044405,0.71499735,116,0.4842569,0.7117781,2.8798697,2.029315,2.9501927,0.57568884,0.47060803,0.33907932,3.065003,3.9482117
117,0.482226,0.53813994,117,0.51073194,0.11634034,2.9135482,1.1869147,2.8816094,0.30346143,0.5228728,0.8656185,3.0797276,4.3630667
118,0.48348,0.5976471,118,0.47422674,0.6301532,2.9096396,2.604248,2.9288511,0.41243923,0.49984825,0.109690785,3.0287697,5.9825354
119,0.50083524,0.86914116,119,0.48497248,0.97327304,2.86421,3.2581973,2.9616015,0.32239223,0.4743185,0.45947164,2.85012,1.0903172
120,0.48509356,0.8772266,120,0.50075394,0.6731795,2.9666715,0.7205429,2.9405093,0.035490632,0.5219088,0.46680814,3.017975,5.008017
121,0.51221496,0.522213,121,0.47587067,0.035235465,2.966045,1.7867467,2.9237592,0.39781183,0.48395807,0.9479373,2.994818,1.0647869
122,0.49237922,0.47440463,122,0.48751405,0.30844766,2.9236064,1.0394207,2.8676186,0.99693286,0.5139231,0.22858977,3.0836046,4.1552234
123,0.48554918,0.86948293,123,0.4829835,0.6901007,2.998714,5.9310155,2.9212182,0.74466485,0.5097032,0.4864211,2.992701,2.1303482
124,0.4945194,0.55696315,124,0.47940847,0.5989081,2.9383466,2.4085674,2.8317587,0.87059903,0.4889571,0.07565379,2.9715073,2.698907
125,0.48018774,0.40373522,125,0.49668893,0.83882403,2.9847963,4.33128,3.0247893,0.91680473,0.49512863,0.075014174,2.999437,4.184519
126,0.4899072,0.9213899,126,0.47999328,0.9347465,2.9356768,4.731872,2.9532564,0.61089873,0.47937822,0.05005628,3.0451853,4.212893
127,0.47410437,0.08776158,127,0.47982883,0.042535305,3.0192564,2.154148,2.948106,0.89836216,0.51169914,0.73535264,3.093898,5.30022
128,0.50143117,0.7574764,128,0.4779652,0.94178104,2.9189131,0.35617197,2.999754,0.16974133,0.47856134,0.06293023,2.8297148,0.19130409
129,0.48396394,0.63050663,129,0.49239913,0.28953207,2.9167216,0.4322884,2.9465597,0.725635,0.50768614,0.8538982,2.952025,1.8710479
130,0.47207588,0.050317407,130,0.5059364,0.08753437,2.9198165,2.8837214,2.9686983,0.27943838,0.49186555,0.11009884,3.034049,3.60668
131,0.49876142,0.5903897,131,0.50507885,0.6161585,2.9339805,0.7662717,2.8494337,0.18673491,0.49053082,0.26983064,3.037453,1.4952965
132,0.47590962,0.042748153,132,0.4802839,0.94142205,2.96471,2.5614274,2.8414538,0.5241073,0.5137394,0.44357026,3.04646,4.2771683
133,0.5067177,0.2431516,133,0.52003485,0.61777985,2.9199615,5.8994675,2.9224443,0.76166695,0.47358796,0.82328326,2.907478,0.025446296
134,0.486471,0.18900955,134,0.4780911,0.45930314,2.834516,4.6256037,2.9513211,0.35772586,0.48468477,0.63550675,2.905688,1.1138345
135,0.5130653,0.6140538,135,0.494356,0.60645115,2.8610566,3.099286,2.990756,0.7390836,0.5047589,0.88301414,2.889491,0.5823902
136,0.48359725,0.8731854,136,0.47644335,0.84281427,3.0297098,4.0870566,2.812375,0.31348383,0.49338385,0.121830106,3.042171,5.190793
137,0.49008298,0.87529206,137,0.48665416,0.5548948,2.9521983,2.1410716,2.9759462,0.41476285,0.49989894,0.71098375,2.912019,0.15080845
138,0.49754316,0.6033744,138,0.4890782,0.6312447,2.962988,4.3455477,2.9698608,0.87131506,0.513339,0.7732271,3.0493126,1.7981315
139,0.48964825,0.7285522,139,0.47166187,0.47814232,3.0841997,3.9361649,2.9374208,0.26219803,0.49750677,0.37258273,3.0724084,5.272005
140,0.48771375,0.28593373,140,0.47421613,0.2413863,3.017539,2.7188706,3.0399818,0.4821775,0.48926505,0.16531843,2.9299786,2.2276425
141,0.47527605,0.42561615,141,0.47970778,0.05791205,2.9474323,1.3488057,2.9953592,0.05476737,0.5189767,0.84475726,3.1294081,3.4495835
142,0.48629212,0.5918938,142,0.48112383,0.86450803,2.8943,1.4846145,2.9757364,0.42220443,0.48908475,0.84545183,2.951878,0.49295318
143,0.50158465,0.75623834,143,0.49371332,0.09754622,2.923481,4.8103724,3.0299067,0.67450476,0.4851045,0.39428282,2.982455,0.7808676
144,0.48942968,0.7784393,144,0.4965787,0.91643125,2.933037,4.8318963,2.922477,0.42545968,0.51458377,0.27040857,3.0828526,2.9446063
145,0.49482867,0.8610429,145,0.4924557,0.2904808,2.8798356,4.2172527,2.9493263,0.10869777,0.5085766,0.90818274,3.1395016,3.4465532
146,0.4847635,0.8399718,146,0.48981428,0.65169334,2.9952123,1.8025235,2.8442237,0.4021153,0.50165635,0.9304301,3.1298134,3.3255544
147,0.4951632,0.18013614,147,0.49296346,0.9676133,2.9813783,0.42237604,2.9621773,0.8040728,0.51056087,0.90279853,2.8189273,1.595379
148,0.48210052,0.172503,148,0.48601,0.7673042,2.9812627,1.3933171,2.9199595,0.2745868,0.5121602,0.61020315,3.1497064,4.2448606
149,0.4990254,0.98974043,149,0.48307982,0.5198155,2.8759234,1.6315752,2.9177294,0.21276867,0.50393623,0.54336745,3.10693,3.8486173
150,0.47823554,0.39616358,150,0.4790971,0.025936186,2.9411476,1.8846477,2.8843212,0.13012022,0.49933192,0.18327254,2.9712427,3.1157856
151,0.49310955,0.032822013,151,0.4998432,0.055508316,2.8635976,0.8390397,2.963248,0.26762676,0.48426396,0.11140585,3.1005237,4.8926053
152,0.5111246,0.030708611,152,0.4649823,0.2500164,3.00086,0.35039556,2.9510233,0.548242,0.5006327,0.069064915,2.9086342,0.15834439
153,0.48072132,0.9520173,153,0.49560598,0.7830667,2.881965,0.9094298,2.9205365,0.5863536,0.5058957,0.40181828,3.0326636,3.117528
154,0.48763075,0.51974976,154,0.4915129,0.9739449,2.9289691,0.46844637,2.8841987,0.2543196,0.47642693,0.1816634,2.9418592,2.318522
155,0.49088433,0.92723215,155,0.47139448,0.34838128,3.0489821,0.39353693,2.945017,0.25927,0.48601183,0.2854669,3.0212486,4.8490124
156,0.48956522,0.18537593,156,0.48277888,0.005668044,2.8532684,5.9608874,2.9116719,0.51987094,0.4965696,0.2897368,3.0028973,3.3861616
157,0.47710797,0.5414772,157,0.4872244,0.24830776,2.9494424,2.9235883,2.994386,0.6466466,0.50060457,0.77989656,3.086252,1.8234823
158,0.49122694,0.8231951,158,0.48208025,0.7630593,3.0220706,2.045904,2.8924918,0.40935504,0.51812166,0.981786,3.0828102,2.6682034
159,0.5129447,0.734483,159,0.5083063,0.87801933,2.8931563,0.52149546,2.9123886,0.071887314,0.4856257,0.7474748,2.8154185,0.19094718
160,0.46895045,0.9827239,160,0.4860351,0.4077952,2.9902344,3.5235915,3.0041623,0.10368776,0.5014342,0.80762076,3.0291722,4.071388
161,0.49451217,0.7248122,161,0.49382707,0.83074826,2.935068,3.5470371,2.926961,0.250893,0.51306576,0.94737154,3.0683799,3.1744733
162,0.49805525,0.64482284,162,0.48838753,0.8307725,2.9374912,3.7125757,2.8304107,0.49161297,0.4814297,0.6887225,2.8238149,0.734936
163,0.4794937,0.86203444,163,0.50119954,0.50334615,2.86779,5.855895,2.9656475,0.2808249,0.50977063,0.9650925,3.0527532,5.833259
164,0.5140743,0.57122135,164,0.49410847,0.9265048,3.0086222,1.7700809,2.8986082,0.7710446,0.483797,0.4851191,2.8913126,0.6957582
165,0.4910528,0.41327792,165,0.49316788,0.06556338,2.9026341,4.581766,2.9389107,0.8135854,0.4803379,0.43095583,3.0759668,2.6963468
166,0.4879704,0.3497597,166,0.4985554,0.5157433,2.8138871,3.8094683,2.9582262,0.39240563,0.4981652,0.18190897,3.036477,2.4413505
167,0.4926633,0.034530282,167,0.4910547,0.6481434,2.8987548,4.727026,2.885458,0.6029282,0.5067386,0.66320693,3.03747,4.4702578
168,0.48575997,0.42424464,168,0.49100384,0.26345724,2.8872292,0.98508847,2.8616607,0.43700844,0.50023913,0.912038,3.0223649,1.5643859
169,0.4959474,0.10620636,169,0.47304013,0.25135964,2.8874571,3.9187217,2.9131484,0.052835584,0.49047968,0.30228698,2.8765016,1.9353057
170,0.51477045,0.3878904,170,0.4860279,0.15888566,2.978293,2.3092222,2.9671721,0.24922574,0.48848403,0.023201406,2.8796833,0.814157
171,0.49879083,0.90622234,171,0.48005277,0.15514344,2.9378798,1.57561,2.9699955,0.6685576,0.51963305,0.40570104,3.1071947,5.4656715
172,0.49099898,0.3715585,172,0.47720724,0.75630164,3.0549731,5.3303137,2.9149997,0.42737037,0.4756892,0.2912007,2.9426782,0.089248896
173,0.49763018,0.79436606,173,0.47239068,0.5674149,2.830378,2.1755927,2.8723211,0.20466727,0.5055895,0.56961775,2.9449444,0.2562114
174,0.5224767,0.19196296,174,0.5039561,0.47117776,2.8545783,2.819837,2.9569104,0.502963,0.48980695,0.46447897,2.95241,0.12738812
175,0.46504235,0.4387036,175,0.48127648,0.27170908,2.9104047,5.320113,2.9811635,0.5324034,0.4960911,0.024631321,2.9579117,5.758024
176,0.49747935,0.99001104,176,0.48126698,0.36306745,2.9236698,5.8310347,2.9449122,0.32799327,0.4760017,0.25215524,3.019845,5.5928683
177,0.48294732,0.08999902,177,0.47817364,0.3105808,2.9107833,1.1633956,2.933893,0.7229145,0.5020992,0.28221595,2.979241,4.5128937
178,0.48419824,0.93334514,178,0.47469756,0.8590497,2.9801848,1.2011304,2.8716502,0.88599616,0.49178872,0.0671885,2.9306533,2.663302
179,0.5048923,0.37982303,179,0.50103265,0.148646,2.9545372,3.9978042,2.938266,0.5336277,0.4868813,0.16878253,2.9246364,1.3929527
180,0.4866299,0.49481732,180,0.4821419,0.39079,2.9255154,1.7901689,2.869225,0.1561842,0.5208237,0.790167,3.0660825,5.1377687
181,0.49706426,0.19512433,181,0.4845794,0.022875845,2.8888154,2.6602278,3.0652685,0.6366855,0.48238742,0.37323314,3.0918374,3.0896096
182,0.49456605,0.91662836,182,0.48711133,0.8544241,2.957772,2.1876419,2.9178548,0.3781039,0.50558096,0.6206437,3.0606885,5.0843067
183,0.50005955,0.49740148,183,0.4961493,0.52458334,2.9626348,5.072315,2.8071935,0.6802224,0.5080746,0.7935743,3.0662837,1.3893524
184,0.49161425,0.92223054,184,0.47648004,0.12879258,2.9577594,3.920856,2.9382548,0.41998386,0.51479185,0.69479686,3.1661339,3.1543314
