,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,7.0572143,0,0.15893973,1.279249,0.74760365,0.825925,0.68281966
1,6.9578886,1,0.18144232,1.7571721,0.6454801,0.7196125,0.7091597
2,1.4731228,2,0.28821388,1.1151004,0.74175966,1.1011546,0.5511349
3,2.6194124,3,0.03274624,1.4322702,0.21373737,0.70575184,0.6650957
4,2.5709262,4,0.38784486,1.5025674,0.6244675,0.8594805,0.57480735
5,2.0143888,5,0.11249205,1.297733,0.44255432,0.7628095,0.5831322
6,4.7722993,6,0.22417335,1.5151831,0.6458638,0.71528053,0.49559283
7,1.5409532,7,0.39621547,0.73422414,0.3858028,0.91515553,0.66683996
8,5.4240274,8,0.20685308,1.588385,0.58537024,0.7073291,0.6194521
9,3.98903,9,0.25480425,1.2476126,0.6215071,0.76044637,0.6740613
10,7.7174435,10,0.2011044,1.7454075,0.5598441,0.65404564,0.57763916
11,6.0902047,11,0.18869445,1.5406206,0.60760736,0.7548594,0.67771864
12,8.203447,12,0.12877713,1.2195253,0.54852194,0.83150613,0.58923846
13,6.1746883,13,0.25492853,1.5001668,0.8055129,0.7092596,0.64861125
14,3.4060006,14,0.17488602,1.4997414,0.449861,0.84072226,0.5756869
15,4.5612745,15,0.30333835,1.3911896,0.6181651,0.7800694,0.635637
16,2.6322534,16,0.13710332,1.7881787,0.4424729,0.9093628,0.6094606
17,4.4855976,17,0.39892364,0.9606715,0.42054433,0.7946516,0.5675014
18,5.0533323,18,0.39466688,1.7751423,0.5493491,1.2529795,0.46758556
19,2.29121,19,0.14034268,1.017399,0.4547824,0.74349195,0.6350338
20,2.0706878,20,0.10927675,0.80897325,0.220311,0.6780886,0.5348323
21,3.5193887,21,0.26597595,0.7644981,0.69421315,0.86293286,0.561913
22,5.366659,22,0.15687978,1.5693171,0.6313988,0.6849517,0.62340945
23,4.4909825,23,0.27967894,1.610875,0.74725884,0.73084843,0.6196211
24,2.3623922,24,0.4210634,0.81170726,0.57023585,0.79810816,0.64076245
25,6.619189,25,0.2034457,1.2364917,0.48603326,0.64445794,0.7487543
26,1.2444702,26,0.11022878,0.90656286,0.5276133,0.7002954,0.6591183
27,6.4713607,27,0.2731369,1.3713892,0.66118664,0.66926986,0.65216243
28,1.3403555,28,0.2988756,1.0364802,0.5344106,0.7524823,0.68622804
29,2.4787095,29,0.23776874,1.1146089,0.3830327,0.74490416,0.6305666
30,3.9964745,30,0.19050416,1.2361162,0.6715082,0.7025128,0.6081655
31,2.2053862,31,0.25701088,1.0091627,0.14190476,0.6520056,0.6659581
32,1.5418715,32,0.37770095,1.051394,0.7543101,0.75299335,0.6918053
33,3.488498,33,0.33850738,1.0970757,0.046956886,0.8500608,0.7759962
34,1.1161919,34,0.12037573,0.70895064,0.2966789,0.68643373,0.63881415
35,1.9983934,35,0.11604721,1.8317806,0.63609356,0.8389219,0.53252333
36,1.5891036,36,0.12596859,1.0130546,0.5455006,0.622994,0.6967174
37,3.9100933,37,0.31121498,1.2742587,0.15436554,0.7309287,0.6391676
38,3.9691498,38,0.1717896,1.3680885,0.3315202,0.64740515,0.60165864
39,2.3300488,39,0.10556033,1.141081,0.27441475,0.7432673,0.703631
40,1.1942937,40,0.40323693,1.0231581,0.7232239,1.6973178,0.5800644
41,1.7918228,41,0.12387465,0.8277848,0.7126619,0.64275914,0.7092723
42,2.1936393,42,0.15991619,1.2893625,0.2791353,0.7510884,0.6774622
43,7.6912785,43,0.31451207,1.2894332,0.7504016,0.9197388,0.70187145
44,2.5019517,44,0.17461938,0.80151886,0.5222492,0.73672193,0.70957154
45,4.3583794,45,0.37066168,0.9518999,0.67161024,0.86465657,0.68533546
46,4.962747,46,0.21684152,1.0208726,0.67989117,0.66640204,0.614634
47,5.497034,47,0.19159046,1.347712,0.54867077,0.62305516,0.69100964
48,4.233526,48,0.3478153,1.3229312,0.7915238,1.2354181,0.6769004
49,4.2336187,49,0.2475005,0.94076,0.5820134,0.8875619,0.6001016
50,5.3231006,50,0.5079677,1.2522625,0.6389287,0.8846992,0.56710756
51,1.993562,51,0.36459813,0.7839403,0.2678706,0.6778994,0.7316145
52,5.120833,52,0.22588354,1.1710613,0.6893821,0.66645104,0.66208386
53,3.0802495,53,0.15752134,1.005384,0.65023977,0.7334884,0.76329374
54,3.709581,54,0.26877213,1.40096,0.7814528,0.74243313,0.5997255
55,3.5387003,55,0.37570122,0.87916076,0.7183125,0.6410963,0.62874025
56,4.7432313,56,0.23391423,1.7063177,0.7653241,0.6862417,0.54091924
57,3.0558057,57,0.19004661,2.3391678,0.3590614,0.66634065,0.6632555
58,6.50113,58,0.21035707,1.2694907,0.74827284,0.8988256,0.67791075
59,7.7636976,59,0.099837095,2.0088823,0.6635585,0.91523623,0.7281788
60,2.9698613,60,0.24602258,0.79507166,0.7430495,0.808847,0.6860195
61,4.061546,61,0.026037399,1.6328324,0.6417887,0.93286353,0.6244239
62,4.5669074,62,0.658833,0.9517346,0.7673978,0.6800655,0.6279551
63,2.1192203,63,0.45244107,1.091675,0.6716877,0.7803516,0.6955599
64,7.3421273,64,0.22455063,1.4973739,0.64101267,0.68821496,0.626661
65,2.527001,65,0.49412724,0.99928904,0.82736963,0.973077,0.65159476
66,5.851131,66,0.11511858,1.915461,0.595181,0.7610065,0.64074266
67,6.0434256,67,0.23824815,1.4586086,0.24381706,0.681491,0.6686364
68,3.1329696,68,0.13374572,0.95734245,0.7260802,0.67802185,0.63521343
69,1.5425289,69,0.12638608,0.82506484,0.31656256,0.71958655,0.73021466
70,4.0031023,70,0.41598567,1.3647662,0.62539613,0.8776607,0.73625034
71,3.806484,71,0.54687697,1.0186197,0.68402636,0.85679007,0.7581503
72,8.596025,72,0.62328905,0.93403876,0.8338289,0.6988227,0.6723228
73,3.0687773,73,0.29321972,1.5478086,0.6317841,0.66195786,0.6581328
74,5.962247,74,0.09498836,1.3579345,0.5974459,0.8397036,0.7165151
75,2.8717752,75,0.513801,0.7698413,0.731984,0.8269589,0.7322029
76,3.0278707,76,0.13696288,1.3275703,0.46873546,0.7154506,0.61235666
77,8.406602,77,0.76014113,0.97680587,0.75837845,0.760902,0.6792497
78,2.4948094,78,0.3848999,0.8431963,0.2866374,0.8643418,0.5245291
79,4.21826,79,0.38397574,0.7555162,0.22631612,0.7078787,0.70401245
80,3.6773665,80,0.17733407,1.4645213,0.60391897,0.69226754,0.71616507
81,6.9339004,81,0.49333113,1.0119303,0.79755616,0.6944787,0.72029114
82,0.7158659,82,0.34130242,0.75074404,0.29654455,0.6833294,0.68126917
83,6.0209394,83,0.5966579,0.9458991,0.82744527,0.87043875,0.7084819
84,0.8733882,84,0.20619528,0.7328313,0.3354583,0.7895454,0.50444514
85,3.4485064,85,0.23634408,0.83729035,0.5456571,0.7485195,0.6896526
86,3.3451138,86,0.19887461,0.9024777,0.7697172,0.77557826,0.71760297
87,7.0554824,87,0.22373214,1.2200252,0.49646795,0.8370593,0.6502312
88,2.4425151,88,0.33969358,1.174149,0.0395146,0.726465,0.56284827
89,0.7889662,89,0.49137825,0.730764,0.23893629,0.6917309,0.6222357
90,5.8591056,90,0.6707314,1.3244358,0.7905929,0.7230276,0.72283447
91,3.7154453,91,0.44508794,0.8790315,0.80582637,0.849253,0.67325294
92,0.9949182,92,0.6090259,0.72844744,0.39046064,0.79006654,0.7625016
93,6.9411197,93,0.07685325,1.4223573,0.4919462,0.84360266,0.715618
94,5.521899,94,0.29704827,1.9998845,0.785586,0.65504336,0.5739552
95,3.8269727,95,0.31652868,1.1581018,0.764605,0.8089109,0.6162884
96,1.3524187,96,0.3705075,1.1919434,0.51790214,1.116807,0.7287469
97,4.1091948,97,0.24030527,1.5053953,0.025500251,0.6535756,0.64548945
98,3.1724129,98,0.4493775,1.5884819,0.7713912,0.87018675,0.5778243
99,3.2877467,99,0.25294596,2.2661266,0.7130016,0.79813015,0.54404867
100,0.7780513,100,0.37134168,0.97993237,0.10630562,0.7004796,0.7087604
101,7.113157,101,0.28314784,1.4256116,0.688556,0.79099673,0.6255917
102,3.816018,102,0.23132892,0.7970215,0.41778758,0.98575485,0.758239
103,3.3961835,103,0.35128006,0.84315044,0.61463267,0.7463414,0.6732482
104,3.9322233,104,0.12233434,1.7918901,0.6283859,0.83308494,0.58678395
105,1.3718657,105,0.2704191,1.3437723,0.21276931,0.8272229,0.6971826
106,0.8405798,106,0.5976211,0.6915184,0.24689949,0.9766317,0.7133096
107,1.4220626,107,0.19638377,1.0197924,0.65820587,0.8348336,0.6502521
108,1.0546529,108,0.5246051,0.69983804,0.2749154,0.8440232,0.66047364
109,7.935384,109,0.13387747,1.1799734,0.7814961,0.69970787,0.57378745
110,1.8362736,110,0.04901509,0.97723657,0.36514112,0.7350134,0.70325524
111,3.450956,111,0.07604941,1.583098,0.36389422,0.7877245,0.58520573
112,2.5464048,112,0.19696179,0.8210949,0.4634287,0.7777412,0.6816284
113,5.8275847,113,0.22551194,1.7013828,0.5420306,0.65376145,0.65444505
114,1.4706248,114,0.1774414,0.7991605,0.7583256,0.7130091,0.3218865
115,2.3975813,115,0.3677695,0.8089247,0.42155385,0.7782961,0.6164648
116,2.5030868,116,0.4576371,0.87246656,0.71370167,0.8407947,0.6154401
117,2.5329678,117,0.6077148,0.8405936,0.6420349,0.8300597,0.67852396
118,3.0445864,118,0.11457094,0.8476984,0.20316885,0.70393825,0.7075888
119,0.99414456,119,0.48014393,0.7462324,0.27616882,0.8243096,0.7023822
120,2.1905122,120,0.5880985,0.9343694,0.5948227,0.9927925,0.6461476
