,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,6.5857754,5.303096,0,0.20079218,0.10730839
1,3.2802608,1.2301099,1,0.771625,0.7604984
2,4.703947,2.562296,2,0.3198861,0.36721838
3,4.4967628,1.3136617,3,0.53703535,0.487853
4,5.726708,4.4265404,4,0.33127028,0.49573934
5,4.3732276,3.2156143,5,0.607386,0.949796
6,4.3036027,1.5574868,6,0.6743984,0.998837
7,1.6568053,1.2855406,7,0.41417566,0.8010415
8,3.4246342,1.4387015,8,0.66097546,0.54585993
9,3.7922227,2.432663,9,0.44230103,0.23072863
10,2.6537316,1.0404102,10,0.54946166,0.89621764
11,4.321927,2.4811041,11,0.6363612,0.78315634
12,3.2703497,2.9671443,12,0.5786214,0.746849
13,5.5361414,4.090069,13,0.28917,0.39880425
14,4.842289,4.2153606,14,0.8582303,0.7660413
15,4.4407063,3.975387,15,0.04550844,0.0336715
16,3.4343774,1.3811902,16,0.1128682,0.026290417
17,5.457836,3.253779,17,0.531853,0.3308345
18,5.9534307,5.5226264,18,0.46996388,0.4862587
19,4.3206873,4.1382165,19,0.36643732,0.38788176
20,3.8375108,3.2949922,20,0.07804717,0.07288301
21,3.562471,2.5056608,21,0.8637632,0.84229785
22,6.8585467,5.0003486,22,0.5829479,0.57778305
23,5.065196,2.0408137,23,0.6835528,0.8382435
