,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate
59,3.037543,4.353983,59,0.6717202,0.70899,3.921582,5.186884,0.14141251,0.24803138
60,2.855069,4.1256905,60,0.7878624,0.8057975,3.0372655,1.3294272,0.7229895,0.9048147
61,1.7661165,0.85951567,61,0.7407305,0.5992734,4.1703815,5.759626,0.5732283,0.619825
62,4.9580703,5.4521704,62,0.29356438,0.8980469,1.6582558,0.7664516,0.41132173,0.44458777
63,0.6231742,2.0050807,63,0.804664,0.36313456,2.9068184,2.409816,0.46444264,0.90244246
64,3.9815807,5.589198,64,0.55834275,0.17974532,2.1559415,3.9118931,0.53469354,0.9541509
65,1.0654451,1.6836212,65,0.8203521,0.86837715,4.328873,3.1253006,0.3199593,0.5106336
66,0.93365663,4.848733,66,0.7989933,0.14723706,3.9258661,2.5062513,0.3271335,0.71276855
67,2.6284726,2.7598736,67,0.75087327,0.77853847,4.38945,0.07130885,0.2740285,0.50769377
68,2.021469,4.5399504,68,0.80446833,0.95968246,3.9167206,2.6471837,0.6134272,0.89069504
69,3.1058884,2.752641,69,0.6558988,0.99468076,3.9519317,1.5428016,0.10738866,0.075056314
70,1.1311831,0.8080834,70,0.69614357,0.8222636,2.7564547,1.8249046,0.20328848,0.8841617
71,0.7698247,0.08403146,71,0.8776597,0.77918935,2.9931448,4.687759,0.60890883,0.8448937
72,0.523719,1.1724944,72,0.7730287,0.7104304,2.1835659,1.3293597,0.2701474,0.74570173
73,1.4597993,2.0338054,73,0.77991223,0.8139263,4.303576,4.129462,0.33628896,0.42326093
74,2.123979,5.8942366,74,0.4904638,0.26632798,1.9438051,1.9292786,0.27357686,0.57810706
75,1.5417273,0.46643007,75,0.65733415,0.5139247,3.4952967,1.700522,0.1592178,0.14610553
76,2.0207977,5.0589333,76,0.68741345,0.7174124,3.7369354,3.5743074,0.1728756,0.29733688
77,1.3772858,2.1330104,77,0.7415878,0.5854578,3.1646285,3.3554296,0.3580245,0.5630497
78,2.377558,1.1913285,78,0.69335496,0.044282258,3.9885144,5.8148136,0.3962549,0.7536434
79,0.732247,0.038740754,79,0.8391156,0.6155551,3.8669214,2.9129457,0.37672266,0.6176525
80,4.0548716,4.223729,80,0.4337807,0.053735137,1.5296566,0.8922125,0.677557,0.7842234
81,4.8066545,4.2895417,81,0.67977566,0.97223854,3.582329,1.220056,0.4286805,0.5121673
82,2.6709785,3.5044935,82,0.47112188,0.72847754,1.7663153,0.8481842,0.6583613,0.8240961
83,3.8300157,4.709897,83,0.3330536,0.17130846,1.422529,0.9764861,0.4747431,0.43736804
84,2.556515,3.1457038,84,0.75332904,0.62709904,3.7429585,3.5632777,0.7903264,0.93785864
85,2.3526578,1.0713029,85,0.5861123,0.11665201,4.106218,2.79829,0.30937633,0.28537762
86,0.9268781,0.43417597,86,0.7056873,0.55429643,3.4774966,3.9761517,0.54087377,0.57136154
87,2.4870512,4.567793,87,0.5701288,0.16597378,2.8140328,3.9699078,0.4186529,0.76437306
88,3.394501,2.9165459,88,0.636083,0.012501955,4.0712094,2.7532132,0.095815025,0.17135161
89,1.4197146,4.5122957,89,0.7857172,0.62862754,4.319292,2.6932046,0.2912741,0.6605567
90,2.7086763,2.8411708,90,0.39417705,0.15839666,2.2455227,0.36025608,0.17686194,0.2624048
91,0.82979494,2.170599,91,0.7049718,0.91722816,2.1103911,5.6414337,0.20358655,0.66737336
92,1.5936323,1.2270881,92,0.7395515,0.80604935,3.920628,5.8717346,0.8285644,0.9451554
93,1.8855709,2.8295226,93,0.5725802,0.47470117,1.7641603,0.31273234,0.5398755,0.7998887
94,2.2806225,1.919019,94,0.7212693,0.7092781,4.179967,5.4435034,0.23080389,0.2860114
95,2.4929664,2.483041,95,0.65565944,0.43775612,4.115406,1.8997024,0.5198462,0.45630085
96,2.517221,2.8951364,96,0.34946096,0.0052103996,2.5655055,5.903523,0.46496028,0.650695
97,0.5044465,0.09021306,97,0.87402195,0.55665153,3.3822563,2.2425392,0.42931932,0.7661631
98,2.9457197,2.4051125,98,0.2919438,0.04328513,2.548199,0.21018505,0.17238492,0.19283855
99,0.81497294,4.021247,99,0.8219552,0.13684231,2.5741317,2.9773598,0.34630194,0.8094515
100,2.65897,2.9669995,100,0.6603298,0.48401022,3.6764517,5.147912,0.28172413,0.47215366
101,1.723995,1.922572,101,0.2751533,0.63674957,1.1251789,0.28632367,0.4431609,0.42886984
102,0.7463854,0.6684061,102,0.40587577,0.09003842,1.3971323,0.45850718,0.72776353,0.7793781
103,3.2012923,0.20146716,103,0.64305544,0.1464808,4.124668,5.5450606,0.084661655,0.027232528
104,4.368294,5.731599,104,0.5278457,0.05603701,1.9860281,4.730912,0.24222772,0.3728335
105,0.73018837,2.6792178,105,0.72588146,0.5734462,2.8955843,1.1582361,0.16270855,0.9584914
106,1.1634434,3.8053207,106,0.7460608,0.30395657,1.9632974,2.99949,0.3497198,0.99361044
107,3.2179272,4.1257105,107,0.65255433,0.92748654,4.0293183,1.0799725,0.12633231,0.103203714
108,0.6134971,0.36034513,108,0.8695813,0.9709997,3.912343,2.395022,0.49494144,0.7210754
109,2.8969579,5.275012,109,0.7086826,0.71888196,4.125258,1.7227854,0.22173917,0.24917102
110,1.4580113,2.1467192,110,0.40228376,0.32255632,1.2539464,0.95346665,0.6958092,0.82465434
111,1.8173313,1.4211187,111,0.17051092,0.063156724,2.0231395,4.7454696,0.43902832,0.47335494
112,0.8960169,5.240843,112,0.8368857,0.57497615,2.933467,0.6697018,0.54613,0.90697104
113,3.337706,2.122025,113,0.6703208,0.79065245,4.110839,1.3437202,0.2336542,0.16446972
114,4.3283205,4.210226,114,0.49383768,0.7074048,1.9913044,1.0199422,0.49816266,0.496288
115,1.1053873,0.30281317,115,0.5422423,0.28933346,3.1123087,5.6854124,0.37700412,0.54658175
116,2.7278812,3.3363738,116,0.7070278,0.50188667,4.345339,4.278273,0.19013703,0.19542259
117,0.84626675,1.412212,117,0.7623173,0.42429042,3.4551578,0.29751492,0.44212958,0.625885
118,2.0379376,2.08619,118,0.7704106,0.98532015,4.306338,5.65778,0.28343907,0.5032155
119,3.1287842,0.44056427,119,0.660752,0.82995385,4.118804,5.863837,0.06470064,0.0136915445
120,1.1856179,0.52097726,120,0.6603442,0.08600551,3.9109962,5.3505,0.55028456,0.74134785
121,0.95923,0.34812677,121,0.75769603,0.39317417,3.0565956,4.7287893,0.3977434,0.79230213
122,3.4442027,2.8250065,122,0.7105642,0.67745125,4.1103473,3.7482498,0.3507666,0.5627284
123,1.5297583,2.5930471,123,0.77187115,0.48819417,4.1898913,3.472869,0.2724488,0.3543321
124,0.47401837,4.2237973,124,0.81396157,0.16943145,1.8545932,2.088338,0.29231054,0.93010736
125,0.6302844,4.9488325,125,0.8060703,0.44523305,3.4411995,1.860746,0.29141602,0.6707862
126,4.1432605,5.5340395,126,0.4332455,0.087144375,2.2362616,3.7438095,0.47818503,0.68695986
127,2.367063,5.3796697,127,0.68044347,0.22265005,3.6097634,5.231251,0.45269665,0.80942446
128,2.6031754,5.551505,128,0.6966836,0.98007405,4.203587,5.050099,0.0816713,0.14464617
129,0.841028,4.92316,129,0.76786065,0.9345848,3.658793,3.1361103,0.25655913,0.5403792
130,2.2766128,2.3457491,130,0.7308372,0.85011005,4.30685,5.6447177,0.24282132,0.2814842
131,3.377911,5.5010967,131,0.65577775,0.45653468,4.117384,3.6155512,0.08902239,0.052383423
132,2.4496484,0.93541,132,0.70553833,0.14531708,4.1433673,2.5793977,0.26708218,0.263421
133,2.496603,3.3594947,133,0.74311554,0.38290924,4.3582754,5.2703495,0.26985195,0.39960873
134,0.8619647,1.1043102,134,0.5926754,0.45386052,0.691683,0.53262377,0.1262263,0.27970386
135,3.1009076,4.5846825,135,0.6972133,0.6886052,3.7264178,3.895648,0.55520767,0.744977
136,2.1949708,1.9346913,136,0.8228768,0.8878435,4.7199893,5.872245,0.6259363,0.69588464
137,0.7895857,1.396554,137,0.68944263,0.7171439,2.4839513,0.5986433,0.133353,0.12266326
138,1.876406,1.5107403,138,0.71018565,0.9207233,3.8510406,3.1301308,0.22534451,0.19063824
139,0.50429994,1.1519054,139,0.795598,0.23561692,1.7249253,1.9669919,0.30670568,0.7651199
140,2.479405,2.7795682,140,0.7128509,0.030720472,3.865154,0.7036607,0.36533,0.5042764
141,3.7338834,5.371891,141,0.44071892,0.122544706,1.7071543,1.4059521,0.812807,0.9809512
142,0.7607947,1.8932304,142,0.80325234,0.5772311,3.5879745,2.9133272,0.3287664,0.6596881
143,4.5041337,4.833317,143,0.3931316,0.017047584,1.9686787,4.0251527,0.364099,0.6671994
144,1.9300894,1.6427736,144,0.78645164,0.44104177,4.2904353,5.602007,0.40563697,0.45538694
145,4.3812695,5.4131284,145,0.6992424,0.25005144,2.556562,1.4596728,0.51913714,0.712516
146,0.93723094,1.6642803,146,0.39073908,0.8173219,1.606546,0.25412858,0.7254435,0.72712106
147,4.6271486,3.7336972,147,0.30722198,0.008009613,2.1884923,4.081911,0.47915295,0.55375034
148,5.2042384,4.951535,148,0.23539633,0.29579586,2.3211665,0.052464366,0.20249636,0.14423901
149,1.0939171,1.9368124,149,0.18304554,0.04815936,4.091496,1.6585958,0.2699588,0.21132207
150,2.4458773,2.3696938,150,0.4853291,0.55284554,2.2369823,2.0459528,0.19202682,0.73193073
151,2.8347325,5.0315137,151,0.77433425,0.9290097,4.457742,4.322819,0.42919463,0.5317296
152,2.5531373,3.0713177,152,0.7427524,0.35453516,3.6282437,2.9964387,0.5995007,0.8362283
153,0.9830054,0.72437954,153,0.2992154,0.1986534,3.1948376,4.5222254,0.5073333,0.58111036
154,2.7808824,2.4444,154,0.7617967,0.5314724,4.649422,5.746344,0.4797011,0.562446
155,2.5742667,5.445085,155,0.710265,0.51422787,3.2292442,2.6091638,0.3212991,0.8063052
156,0.94915307,1.5544478,156,0.42623687,0.20401943,1.1611906,0.16689384,0.15336137,0.5212144
157,3.8429651,5.502956,157,0.7056483,0.7610058,3.694733,4.4148827,0.6547129,0.71363205
158,2.046545,2.0315373,158,0.52507055,0.60903925,3.1921961,0.45834374,0.12886164,0.1931526
159,1.5517312,2.9755907,159,0.59357786,0.5659859,1.0999045,0.34153748,0.19896698,0.50516564
160,0.38094208,0.31117988,160,0.41405353,0.35954964,0.32202217,0.39834344,0.09170232,0.11448157
161,2.0157197,3.7835474,161,0.73950416,0.77584815,3.901519,4.151079,0.28008395,0.4730764
162,2.2783575,4.3252516,162,0.71662146,0.5950973,3.5157943,5.0293245,0.598203,0.8862174
163,0.7287167,0.7022563,163,0.8155,0.6282815,4.0461955,5.9863114,0.3255097,0.9043225
164,0.86972696,0.58414865,164,0.5363887,0.17941666,1.9189265,2.1536357,0.28704125,0.40496302
165,0.57206094,0.2149036,165,0.809202,0.48734492,2.5933511,5.5044217,0.45927802,0.89667284
166,3.3666368,4.9107237,166,0.3008064,0.08597106,2.6178827,3.7854717,0.19395804,0.47996807
167,1.4134276,5.6121244,167,0.82280934,0.9072683,4.3026195,5.47784,0.7157233,0.8885657
168,3.521818,0.8517462,168,0.21778166,0.09486437,2.7494295,4.8763547,0.12803228,0.13262427
169,2.7862012,2.58129,169,0.6964046,0.39496613,4.17592,3.8133366,0.23301964,0.3716712
170,0.74694663,0.6819409,170,0.80311906,0.5554876,3.6202633,2.7131388,0.34700745,0.4686458
171,0.92309433,2.2535343,171,0.58244747,0.049358726,1.1219459,2.2889986,0.34972256,0.96828246
172,3.192186,2.852353,172,0.50920355,0.18135148,3.4225807,2.3180552,0.35815594,0.54131174
173,2.6669507,4.274176,173,0.7278679,0.3542806,4.2814307,2.8835735,0.22504093,0.33155864
174,1.5971278,2.5383368,174,0.5894527,0.2120241,3.7688696,4.637062,0.6310826,0.7768532
175,3.268379,5.460934,175,0.678226,0.28554904,4.0194335,4.930654,0.15986975,0.19706053
176,4.6479387,5.5661416,176,0.3429838,0.38452452,2.3285356,1.6039588,0.54050744,0.57681555
177,3.251125,4.431957,177,0.66349363,0.42912108,4.151662,5.910844,0.16181317,0.1700508
178,2.7454298,3.4489245,178,0.6681594,0.29703212,3.9798331,1.0547798,0.117150016,0.07546103
179,1.0522984,2.0377314,179,0.36403725,0.49936682,2.315173,0.6299633,0.7370113,0.97170204
180,2.953937,3.8494196,180,0.6617271,0.9768183,4.242858,1.1390955,0.09076989,0.045817375
181,3.0604243,3.8745184,181,0.69366,0.45197648,4.305095,4.6933284,0.48170307,0.5209486
182,2.8480291,3.8652296,182,0.7450359,0.029482424,4.3666964,4.903217,0.24282764,0.33679152
183,0.6900206,2.9146605,183,0.8160071,0.89403456,3.2513485,4.3800726,0.34786722,0.8017461
184,4.0305347,5.448234,184,0.58313644,0.17167807,3.255627,5.987235,0.29433626,0.39859915
185,2.341843,2.9080133,185,0.34409943,0.1439901,1.7827959,2.042544,0.5605582,0.65195936
186,0.53995275,1.6769332,186,0.8076029,0.86130375,2.2955322,4.81938,0.3760157,0.8609929
187,3.1699548,3.2049885,187,0.4298623,0.5035652,2.6155431,2.7252483,0.22459787,0.27079612
