,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,4.825099,0,0.0586654,1.1508389,0.39660782,1.0815728,0.52084726
1,0.77391064,1,0.6178985,0.7283457,0.33766443,0.750442,0.63875055
2,1.0092349,2,0.60151404,0.95231235,0.49067065,0.9758536,0.77989733
3,2.9043262,3,0.4905932,2.2726982,0.47133568,1.5940536,0.5210562
4,1.3606067,4,0.6531575,1.319586,0.34413335,1.0289582,0.6530939
5,2.2133803,5,0.12600818,1.0294387,0.7368882,0.8753052,0.65945303
6,2.7603402,6,0.19821775,2.238601,0.60638905,1.6984931,0.6619216
7,5.8954797,7,0.33729026,1.2811809,0.6270419,0.9337439,0.61304575
8,1.7797918,8,0.28352198,0.7815978,0.2503043,0.7183341,0.5021879
9,1.7039492,9,0.19792423,1.3764334,0.17476575,0.71050966,0.5830007
10,0.75585544,10,0.49663088,0.69276077,0.34438637,0.89317775,0.6967927
11,1.3952122,11,0.47364798,1.6093149,0.38036138,1.2630047,0.70378697
12,3.3919518,12,0.29394457,1.8109745,0.6518972,1.0134119,0.52162814
13,1.1532576,13,0.44431007,0.7257024,0.2799388,0.7833123,0.50406384
14,1.0738599,14,0.5658883,0.93680483,0.28527233,1.0064857,0.5710377
15,1.100542,15,0.6777162,0.7520393,0.6635845,0.73202014,0.7424996
16,2.3399253,16,0.054794952,0.9203727,0.78973705,0.79177773,0.7095267
17,0.80839306,17,0.5950789,0.7195356,0.24431701,0.8381742,0.72552747
18,0.9311007,18,0.32611492,0.9831372,0.76922864,0.99121153,0.6718816
19,5.1393576,19,0.17953227,0.78374153,0.33090106,0.9138679,0.5571911
20,2.2348716,20,0.15453872,1.200736,0.19267438,0.913422,0.5904729
21,1.2752187,21,0.24832854,0.82319164,0.3448404,1.0320699,0.35610983
22,2.1291842,22,0.27696094,1.1187723,0.14775524,1.1460247,0.3645288
23,4.605179,23,0.043246657,1.5365994,0.38169152,0.7791986,0.6285888
24,0.7600965,24,0.40014836,0.73188645,0.5887167,0.75270236,0.660031
25,3.032933,25,0.1372272,1.638288,0.3509378,1.2572566,0.6104298
26,4.218014,26,0.10541977,2.238776,0.7012484,1.3137437,0.37403294
27,6.8282094,27,0.017229447,0.8698903,0.3721365,0.88288087,0.7099055
28,0.9340867,28,0.33479223,0.78915936,0.20387873,0.95545864,0.5079337
29,3.0456095,29,0.62561786,1.1086658,0.8218173,3.7570148,0.74065644
30,0.64586204,30,0.64443576,0.7516303,0.17595561,0.80985546,0.7507495
31,2.7245395,31,0.47214618,2.005873,0.5077455,0.9445527,0.5994325
32,0.8545546,32,0.26769057,1.8849888,0.5532096,1.1892685,0.25806198
33,6.172474,33,0.5080898,1.2221231,0.7855018,0.8656089,0.616182
34,2.178242,34,0.23853913,1.420549,0.7948217,3.0885572,0.39957446
35,3.8496718,35,0.12583035,1.6203948,0.35664782,0.9629773,0.6243927
36,3.4056973,36,0.18606909,1.9682026,0.37622076,1.4038559,0.7995439
37,6.2651014,37,0.15708376,1.633377,0.40228555,0.8851675,0.5536467
38,1.3705528,38,0.16617794,0.9566757,0.4682501,0.91290295,0.651923
39,3.5484579,39,0.18784733,0.9643798,0.65747845,0.97684205,0.51564014
40,1.1624839,40,0.42025712,1.8430437,0.5006561,0.96832055,0.5768628
41,0.8054544,41,0.5766336,0.72041595,0.30218714,1.0472153,0.7220253
42,0.7544756,42,0.53525823,1.167189,0.49064773,0.9459894,0.6391844
43,1.1424094,43,0.1529926,1.3131653,0.1831624,1.3590962,0.6476403
44,0.887216,44,0.6502787,0.7102605,0.3136618,0.76743996,0.7109865
45,1.9703789,45,0.59421206,1.1282065,0.6473518,0.82076406,0.67773616
46,3.7497377,46,0.2398334,0.96965456,0.5284904,0.99035645,0.6947433
47,1.0580637,47,0.43931052,0.9931332,0.3757912,1.0957512,0.5200794
48,4.183907,48,0.1327673,1.0737563,0.20362626,1.2652173,0.6795986
49,0.81011444,49,0.40580407,0.7852988,0.39026812,0.9844837,0.57936513
50,5.4413843,50,0.20897268,0.8851895,0.5520757,1.1014423,0.6137205
51,0.6223219,51,0.43689293,0.70896876,0.25339156,0.7533727,0.6077848
52,2.5300028,52,0.104164794,0.7900082,0.3771516,0.8525377,0.538108
53,1.0932484,53,0.13185562,1.3878834,0.32377,0.70653456,0.533952
54,3.085462,54,0.039636243,1.1446581,0.45247626,1.1878852,0.45336628
55,3.7655885,55,0.028963614,1.4682912,0.5871892,1.5146853,0.4514439
56,6.0956173,56,0.21531126,1.2854255,0.5107329,1.4059285,0.3580796
57,6.6990056,57,0.2296091,1.142236,0.562974,1.5208857,0.74444604
58,3.2157817,58,0.018112836,0.85118616,0.6554177,0.7420695,0.73947984
59,5.4909277,59,0.33779186,1.5224504,0.6026865,0.95993125,0.5587054
60,5.4678564,60,0.1881474,1.9279182,0.41162845,1.0372154,0.62285703
61,3.4627209,61,0.33793965,2.353542,0.55590355,0.7107943,0.6536344
62,1.2271373,62,0.51466817,0.83082163,0.1411871,0.7424553,0.6453026
63,5.1515636,63,0.46407345,1.7127292,0.46191913,0.7278384,0.6348518
64,0.9528752,64,0.3947769,0.7427715,0.18635769,1.0334214,0.5683878
65,1.9540161,65,0.2988332,0.7004021,0.34549963,0.92533296,0.7430006
66,0.78082323,66,0.6105192,0.7041166,0.3889986,0.6918023,0.62263
67,1.4228405,67,0.0843892,0.7444573,0.61281675,0.7257045,0.4914995
68,2.8451052,68,0.26380232,1.3247012,0.7662732,1.4822868,0.60318947
69,3.526312,69,0.6638052,1.1450611,0.83074564,1.2397246,0.66603744
70,0.7681315,70,0.584614,0.9230238,0.8090391,0.6928999,0.6521066
71,2.8109214,71,0.119853616,1.6901536,0.117995664,0.89282006,0.63812196
72,0.878995,72,0.56451285,0.70316553,0.7005134,0.77627087,0.7003704
73,4.857208,73,0.21499845,1.2337717,0.42438915,2.179683,0.527453
74,1.1161618,74,0.5534038,1.3877318,0.3754134,0.96143746,0.61094457
75,4.6608973,75,0.19375452,1.9858876,0.34008893,0.83608216,0.56613195
76,2.9993298,76,0.6239911,1.0916135,0.72684056,1.5592775,0.6232362
77,1.4395945,77,0.29476997,1.0229613,0.83248585,1.1432157,0.67210555
78,3.5132706,78,0.1665101,1.0336474,0.7840654,0.839437,0.6087615
79,3.3520293,79,0.18859825,1.6779655,0.49193865,0.9764276,0.3914092
80,1.232024,80,0.26917052,1.4360143,0.110917106,1.0246081,0.64620763
81,1.4445668,81,0.10788608,0.74577796,0.28098664,0.98410064,0.6024772
82,4.1485605,82,0.07537881,1.6432835,0.44024867,1.8124048,0.34792188
83,1.3486319,83,0.35146227,1.4758594,0.2850401,0.9912866,0.6235062
84,5.9397645,84,0.12256407,2.2792072,0.6704955,1.0326391,0.5970353
85,1.2285701,85,0.53383106,0.80110306,0.40459338,0.9996078,0.7115588
86,1.8073765,86,0.6652233,1.496844,0.56658906,2.9374347,0.6907827
87,2.1402006,87,0.6959939,1.2540556,0.42178932,1.1054645,0.56270033
88,1.150406,88,0.27945063,1.191816,0.48120844,0.9196727,0.25392777
89,2.312128,89,0.1589739,0.8602446,0.1731025,0.93836623,0.6269923
90,2.7646427,90,0.10128153,0.9647157,0.09867621,0.9136984,0.5643264
91,0.8005221,91,0.5824058,0.7041305,0.19796377,0.8276643,0.7734502
92,0.8940416,92,0.5079864,0.7672134,0.62134665,0.6654522,0.6628121
93,0.77396625,93,0.52798605,0.7483788,0.39492866,0.769306,0.61675733
94,0.71164834,94,0.47503614,0.7201103,0.27170995,0.83396363,0.6868716
95,0.7201857,95,0.7167971,0.6703362,0.43301985,0.741726,0.65715176
96,2.3189282,96,0.38323754,0.9010187,0.3718603,0.7472449,0.6223015
97,2.5680115,97,0.30104136,1.2304666,0.4123717,0.762746,0.68306935
98,1.2291112,98,0.7402521,0.8380012,0.7905391,0.89386135,0.63686395
99,0.7051732,99,0.6644685,0.72463953,0.30017707,0.7479407,0.6670819
100,0.6931283,100,0.50793725,0.7056588,0.25327474,0.68031627,0.6995785
101,0.97121835,101,0.573793,0.80188584,0.4012277,0.8624541,0.7041804
102,2.031958,102,0.1347803,1.4625806,0.642624,1.0668626,0.5019449
103,1.7588195,103,0.05372904,0.76612973,0.43556878,0.9689276,0.51832414
104,1.6778632,104,0.3199354,1.4592916,0.41292134,1.29686,0.47271723
105,0.7439102,105,0.69186974,0.75861186,0.5467717,0.9377469,0.7843224
106,0.9133081,106,0.42771164,1.1915182,0.13428055,0.9767636,0.61046946
107,7.786349,107,0.16743681,0.9281116,0.533291,1.8491856,0.76493055
108,1.2672354,108,0.24408597,1.0816956,0.73260504,0.88144934,0.7491809
109,0.6468462,109,0.4914907,0.9466361,0.105253644,0.72206044,0.7131315
110,1.7980157,110,0.3709174,0.7953739,0.6260389,0.7768557,0.5751872
111,0.7307866,111,0.5518113,0.7434741,0.21251227,0.847737,0.54669845
112,1.9769026,112,0.0511966,2.0022264,0.32696325,1.1186252,0.35735852
113,0.9586272,113,0.38364863,0.99702305,0.78548115,0.90516734,0.67421824
114,2.3813808,114,0.063569754,1.4891199,0.34704578,0.8008841,0.5293336
115,2.4517767,115,0.2003627,0.7519217,0.32584402,0.98105574,0.45895314
116,0.8187928,116,0.7228007,0.7332137,0.41148266,0.75272924,0.77559
117,4.614132,117,0.107389696,1.7139401,0.8156594,1.0915112,0.4941764
118,6.454286,118,0.63965994,1.308891,0.7680896,1.6686699,0.55669904
119,1.6366663,119,0.3562752,2.1773407,0.67474157,1.8977224,0.5929978
120,4.691492,120,0.21016058,1.1016296,0.6716023,1.2496197,0.5096498
121,1.2539023,121,0.4732807,0.9933496,0.65493375,0.9064794,0.6590103
122,0.83376515,122,0.667978,0.7879338,0.1851735,0.81845075,0.749979
123,2.70352,123,0.69193184,1.8861738,0.7196861,1.8361194,0.61824757
124,3.549107,124,0.17448789,0.8544587,0.6413756,1.1356295,0.6195664
125,6.566482,125,0.09242489,1.676431,0.66993517,1.0091972,0.636841
126,5.561818,126,0.3688165,0.99242604,0.3384436,0.8519547,0.7390556
127,3.7594213,127,0.11143195,1.7148911,0.43555272,0.74432665,0.52762914
128,2.3535607,128,0.23681113,0.77785057,0.24894258,1.0747006,0.7639343
129,0.8831855,129,0.53827035,0.8571216,0.69274926,0.93532693,0.5745315
130,3.0376668,130,0.17692433,1.4478476,0.43826643,0.85934377,0.6682477
131,0.8567577,131,0.6478663,0.8716585,0.13224198,0.8242356,0.761235
132,2.0135918,132,0.7040446,0.7694688,0.37881705,0.811292,0.6837091
133,0.97467124,133,0.11700446,1.4359453,0.3993554,0.8585996,0.6241834
134,1.1453946,134,0.12452774,1.7194234,0.6321232,1.4464059,0.66050565
