,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,3.3983624,3.2880125,0,0.6443005,0.9807149,3.3909628,3.291225,0.6017127,0.53944236
1,5.451604,3.6415942,1,0.34956244,0.18916374,3.064095,1.4002271,0.49507624,0.6536907
2,3.4204032,2.2945051,2,0.3674533,0.27051723,3.032418,3.1600745,0.3048166,0.11350119
3,3.3778317,1.2976873,3,0.63049895,0.6978821,5.8166504,5.6861467,0.6252391,0.52842546
4,3.3954444,2.905573,4,0.63736916,0.9792574,3.3653126,2.9956636,0.6450371,0.84036046
5,3.8774312,4.041334,5,0.61620545,0.69434243,5.328658,4.8835387,0.6368539,0.6701904
6,3.6910772,3.7568974,6,0.6223104,0.3669175,3.6606627,5.4931192,0.6294679,0.60749817
7,3.4416096,4.6821165,7,0.60756224,0.7131181,4.787483,5.4766574,0.33601525,0.26298797
8,3.2095304,1.4307151,8,0.6079812,0.30426168,6.3395576,5.967833,0.37202817,0.31136078
9,4.8652496,4.585906,9,0.35960364,0.037897408,4.057285,5.757912,0.30846438,0.22435218
10,6.6219025,5.133435,10,0.34214452,0.44650984,3.0474145,2.8226683,0.32600945,0.06259334
11,3.2096996,2.3431153,11,0.5372291,0.25140494,5.603718,3.9694464,0.3500146,0.3448034
12,3.9992456,3.5129714,12,0.53153163,0.72606355,3.4267666,3.0692177,0.38585493,0.35165876
13,3.3292625,2.9880595,13,0.66130394,0.9733925,3.1479955,3.3351667,0.6162838,0.6478614
14,3.7447293,2.2839885,14,0.5999426,0.8426031,3.8862498,4.823619,0.41905347,0.34893566
