,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,2.4691296,3.2880125,0,0.74670994,0.9807149,2.8850303,3.291225,0.53258973,0.53944236
1,4.247829,3.6415942,1,0.24201885,0.18916374,1.81649,1.4002271,0.4334549,0.6536907
2,2.36811,2.2945051,2,0.2127465,0.27051723,2.745672,3.1600745,0.1134053,0.11350119
3,2.207826,1.2976873,3,0.7097222,0.6978821,5.8614407,5.6861467,0.6008038,0.52842546
4,2.785184,2.905573,4,0.7664568,0.9792574,3.3036792,2.9956636,0.763755,0.84036046
5,3.7834144,4.041334,5,0.63998103,0.69434243,5.6415663,4.8835387,0.6368483,0.6701904
6,2.777974,3.7568974,6,0.60026157,0.3669175,3.7936149,5.4931192,0.70879704,0.60749817
7,2.2977755,4.6821165,7,0.65532446,0.7131181,5.0274982,5.4766574,0.28108814,0.26298797
8,1.4952213,1.4307151,8,0.5731851,0.30426168,6.2355785,5.967833,0.31569776,0.31136078
9,4.4444647,4.585906,9,0.044785902,0.037897408,5.4311695,5.757912,0.21387856,0.22435218
10,5.1377273,5.133435,10,0.28807002,0.44650984,3.0056024,2.8226683,0.06214232,0.06259334
11,2.0716414,2.3431153,11,0.47979403,0.25140494,6.001787,3.9694464,0.30364996,0.3448034
12,3.5326586,3.5129714,12,0.54025537,0.72606355,3.2378843,3.0692177,0.3180453,0.35165876
13,1.9860178,2.9880595,13,0.70950377,0.9733925,2.7794333,3.3351667,0.6330509,0.6478614
14,3.0357046,2.2839885,14,0.69106126,0.8426031,4.393407,4.823619,0.36325398,0.34893566
