,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,2.277047,3.2880125,0,0.77683777,0.9807149,2.89565,3.291225,0.52513355,0.53944236
1,4.1964517,3.6415942,1,0.2356881,0.18916374,1.8637931,1.4002271,0.42623034,0.6536907
2,2.480822,2.2945051,2,0.21193613,0.27051723,2.735236,3.1600745,0.11581429,0.11350119
3,1.8948774,1.2976873,3,0.7296874,0.6978821,5.708197,5.6861467,0.5784335,0.52842546
4,2.8800788,2.905573,4,0.809082,0.9792574,3.318702,2.9956636,0.78864425,0.84036046
5,3.5793982,4.041334,5,0.64869094,0.69434243,5.5903926,4.8835387,0.6212074,0.6701904
6,2.6675313,3.7568974,6,0.59671867,0.3669175,3.8549669,5.4931192,0.69797444,0.60749817
7,2.3485959,4.6821165,7,0.6583059,0.7131181,5.099818,5.4766574,0.28100446,0.26298797
8,1.4577634,1.4307151,8,0.5885732,0.30426168,6.1058416,5.967833,0.31726572,0.31136078
9,4.460926,4.585906,9,0.042493165,0.037897408,5.475517,5.757912,0.2094187,0.22435218
10,4.986041,5.133435,10,0.35095823,0.44650984,3.675101,2.8226683,0.05624085,0.06259334
11,1.9355526,2.3431153,11,0.4923563,0.25140494,5.9068904,3.9694464,0.3046413,0.3448034
12,3.274854,3.5129714,12,0.5177273,0.72606355,3.2830915,3.0692177,0.32279253,0.35165876
13,1.836669,2.9880595,13,0.7193085,0.9733925,2.8820148,3.3351667,0.6425718,0.6478614
14,2.939038,2.2839885,14,0.7070307,0.8426031,4.3279614,4.823619,0.36364287,0.34893566
