,locs0,locs1,locs2,locs3,locs4,locs5,subject
0,0.6043241,-2.8807511,-0.75137055,-0.9463697,0.37577718,-0.2802747,0
1,1.3718009,-0.48197782,-1.5895772,-0.16208607,-0.9410361,0.6644726,1
2,-0.2302559,0.5147952,-0.13206863,0.07216865,-0.18681607,-1.0909767,2
3,1.8281951,0.43835744,0.99034363,0.9661195,0.62889194,0.39079607,3
4,0.64080006,-0.0621275,0.2115503,-1.6364322,-0.48059735,-0.72475594,4
5,-0.11266589,0.4832533,1.9737153,0.118248574,1.0013232,0.6401635,5
6,0.22075096,-2.825855,-0.58341706,-1.4712983,0.33010086,0.049457435,6
7,0.72067463,-0.62299144,0.025974702,-0.7496818,1.044018,-0.588,7
8,0.03426382,0.5619371,-0.22577122,-0.24775189,1.1014911,-0.7601372,8
9,0.47781247,1.1965373,-0.48991212,-1.5265721,-0.47190523,0.58852524,9
10,-1.3069776,0.8171214,-0.07191244,-0.43377763,-0.58519083,0.8988607,10
11,0.7285598,0.24516374,-2.2740998,-1.5187132,0.38045037,-2.1015444,11
12,0.2921497,0.5873735,0.68625575,-0.29066163,1.0603532,-0.470029,12
13,-1.18566,-0.27149314,-0.17398717,-0.3849915,0.33708337,1.1656942,13
14,-0.67025054,1.6258094,-0.67322177,-0.4014706,1.112856,-1.0621126,14
15,0.14478433,1.2996889,-0.19745469,-0.21628201,0.5762709,-0.064426154,0
16,1.1262057,-0.795936,-1.2016565,0.08445388,-0.053437475,-0.6966627,1
17,-0.23895842,1.0455287,-0.24402848,0.05977413,-1.169919,-1.2443442,2
18,-0.2321859,-0.72416776,0.08315839,-0.26956975,-1.1926053,-0.76622725,3
19,1.984933,0.27706903,-0.6408211,-0.4361999,0.4354149,-0.72999287,4
20,0.32045,0.83941483,1.3521746,-0.014926732,0.27298665,1.7936873,5
21,0.71492636,-2.6463056,0.36590558,0.2152493,-2.8209035,0.45876917,6
22,0.61951303,0.60298795,0.73237187,0.21944004,0.30001187,-1.4104744,7
23,0.24758637,0.9187453,-0.46691248,0.40142134,-1.7263731,0.47366992,8
24,1.6963212,0.71448696,-0.04350859,-0.82422465,1.2839092,-0.48403698,9
25,-0.61759925,0.27963248,-0.8268285,-0.9757764,-0.5527249,-1.9561712,10
