,mb score,mf score,rep score
0,0.3563085968536468,-0.13217066581916403,0.27052876211663757
1,0.10798611111111112,0.024652777777777857,-0.0035590277777777235
2,0.14167209731725872,0.23038177473661348,0.10717728358857392
3,0.016119015356820254,0.45361901535682025,0.37440012420957536
4,0.048994708994709035,0.368994708994709,0.31632275132275134
5,0.10628557874762812,0.18047912713472491,0.132821394686907
6,0.22971975393028032,0.3859102301207564,0.2932194121667806
7,0.3593556631692224,0.061736615550174956,0.32178336023675
8,0.06066624632198403,-0.02651324085750323,-0.0441283102143758
9,0.10079744816586933,0.08910154173312068,0.39186602870813403
10,0.031199186991869854,0.0978658536585365,0.03488313008130084
11,0.006490560866138972,0.2882296913009217,0.2934744920683865
12,0.45399122807017556,-0.08767543859649118,0.3152521929824561
13,-0.2762187088274045,-0.24288537549407108,0.024127140974967043
14,-0.022181441746659147,0.10768868812347077,0.14959297948428385
15,0.24627138089278267,-0.17284626616604093,0.04627529203170633
16,0.028550724637681157,-0.1018840579710143,0.06713768115942031
17,0.15629414445203915,0.012753474595579961,0.0050823080428343825
18,-0.15533469335713385,0.45897105699349733,0.1162249776871096
19,0.13585896613014703,0.10347030216253583,0.1099497321516738
20,-0.1238539238539238,0.11546231546231545,0.27711732711732706
21,0.0034013605442177464,-0.07993197278911568,0.02593537414965985
22,0.29576067581182675,-0.12321165620398356,0.17828799503991322
23,0.2723172905525847,-0.0676827094474155,0.36464795008912654
24,0.056153066791364725,-0.08670407606577812,0.023195775855350376
25,0.02841880341880354,0.1117521367521368,0.3765491452991453
26,0.08986403427081402,0.10700689141367115,0.42905941516111
27,-0.33247066942719117,0.4718771566597654,0.025577984817115262
28,0.02467091104734581,0.0858473816355812,0.03414477223816359
29,0.05145576914480732,0.7759139734791725,0.24271143683957874
30,-0.3987547684581584,0.13365263894924906,0.07267598025013278
31,0.4109848484848484,0.04734848484848486,0.39725378787878796
32,0.06931785195936135,0.0816255442670536,0.35550072568940494
33,0.7722512005298889,-0.12926395098526255,0.23370487663520456
34,0.12671957671957668,0.46957671957671965,0.32572751322751325
35,0.07869962077784631,0.08157318399623725,0.30753097715847955
36,0.13701439405664761,0.06558582262807633,0.4587041479647114
37,0.24351851851851858,0.12685185185185177,0.4057870370370371
38,0.043360955288526626,0.373795737897222,0.02814281202532598
39,0.19128231025324505,0.122861257621666,0.18234438708712075
40,0.027108092812676787,0.11482739105829087,0.32344368986983585
41,-0.004788062202602306,0.30040674299220277,-0.012051832375616744
42,0.13315339631129097,0.41385515069725576,0.1743139901034637
43,-0.1504854055797451,0.39652314142880174,0.2653136590872439
44,0.11076147456394125,0.036458068991185866,0.07670997648412259
45,0.45553835129758513,-0.12709470192370342,0.17476010082029236
46,0.08376934414148862,0.5337693441414886,0.2068119012527635
47,0.1389397639397641,0.43381155881155886,0.14086029711029713
48,0.13370129870129877,0.21370129870129861,0.154788961038961
49,0.029866900687436027,0.16320023402076922,0.0349861050168202
50,0.64403648200827,0.18249802046980845,0.1551951670136954
51,0.32105508870214744,-0.4083566760037348,0.016374883286647934
52,0.30204259017818336,0.13537592351151695,0.08833116036505873
53,-0.01886395511921468,0.2811360448807855,0.39745792426367466
54,0.2627536231884058,0.22275362318840564,0.20735507246376805
55,-0.08180538973221896,0.29115498322815403,0.34577186025356754
56,0.6281204906204907,0.025847763347763397,0.2641008297258297
57,0.5997295469912103,-0.06693711967545646,0.3108519269776876
58,-0.06413398692810468,0.10580065359477131,0.08466094771241839
59,0.27471766848816037,0.252495446265938,0.37312386156648447
60,0.26348357524828114,0.06348357524828119,0.4276355996944232
61,0.0070533476548514384,0.016577157178660817,0.4278284998209809
62,-0.2348484848484848,-0.09848484848484845,0.017045454545454475
63,0.15787284610814023,0.04676173499702907,0.34992572786690435
64,0.194840501476657,-0.07518238181853748,-0.06333000841009995
65,0.07107142857142851,0.2794047619047619,-0.07776785714285717
66,0.08675239234449761,-0.16061602870813407,0.01922099282296652
67,-0.26980287154705757,-0.025047626791812883,8.058801663446413e-05
68,0.5330745341614906,0.49021739130434794,0.25065993788819885
69,0.062248289345063545,0.4695210166177909,0.24201368523949163
70,0.2680687471732248,-0.18647670737222966,0.05035052012663965
71,0.5097451274362819,-0.09895052473763133,0.29047976011994003
72,-0.04273396247612621,-0.07051174025390411,-0.027591703179418114
73,0.3631847475832437,0.4703276047261009,0.3203880236305049
74,0.4067549727160711,-0.08752420348530199,0.2036624273895441
75,0.06784511784511782,0.1678451178451177,0.44877946127946133
76,-0.0763971248876909,0.49979335130278535,0.15576594788858933
77,0.2360248447204969,0.3788819875776397,0.17313664596273282
78,0.431350131516021,-0.07845379005260655,0.15518330045432804
79,0.08611111111111114,0.028968253968254087,0.35486111111111107
80,0.04179993510406532,0.02328141658554672,0.409959787697585
81,-0.0339409601139391,0.32450059832761924,-0.04740149618612022
82,0.045097671369641934,0.3327230894298424,0.29758339101539844
83,0.009637730690362112,0.24600136705399867,0.25955228981544765
84,0.31746031746031744,0.12698412698412698,0.4206349206349206
85,0.18519337805052088,0.16211645497359772,-0.02462002283430853
86,0.17691348124387418,0.7324690367994297,0.2373808250913303
87,-0.2802143797404877,0.2740713345452267,0.33334263147997245
88,0.07626262626262614,-0.15707070707070692,0.2031565656565657
89,-0.14274025830089915,0.14558926114990195,-0.015442149595467691
90,0.2729954218924806,0.1509910645940058,0.18572570732497207
91,0.08111780692425857,0.03716176296821461,-0.19976663121824412
92,0.12197846351655411,-0.25449212471873994,-0.0013279492124718129
93,-0.5613176297386824,0.27600294442399703,0.008271991166728054
94,-0.07827426810477656,0.23081664098613258,-0.042295839753466846
95,-0.45522097727980093,0.0077419856831622,0.020123327108621303
96,0.29142857142857137,-0.10857142857142854,0.06285714285714283
97,0.27906630984240266,-0.05426702349093082,0.18270517395182873
98,0.3173653053398523,-0.039359840858978146,0.17997884910363338
99,-0.21274054345284688,0.07607933232355069,0.00648183915991507
100,-0.10355716878402899,0.14907441016333933,-0.0327313974591652
101,-0.006043956043955967,0.5368131868131869,-0.04079670329670332
102,0.09312928267846288,0.33651552606470636,0.20009730896001388
103,-0.36282051282051275,0.4705128205128206,-0.0009615384615384581
104,-0.22851025467658315,0.3840658102321388,0.21574825332431824
105,-0.06965811965811974,0.21923076923076923,0.028525641025641035
106,-0.031807081807081805,0.28565323565323564,0.31427045177045176
107,0.6868708884837917,0.45959816121106434,0.2359069113101372
108,0.14334360554699532,0.20334360554699527,0.16507318952234207
109,-0.45042893298127606,0.17141980651452227,0.16755228819037393
110,0.20230186480186485,-0.25154428904428894,-0.0016972610722610915
111,-0.18535809018567645,0.22843501326259968,0.018488063660477505
112,0.05612573099415208,0.02501461988304088,0.4133369883040935
113,-0.0878062169766004,0.15429904618129409,0.11650998421738823
114,0.1588120659404345,-0.044807843561827765,0.20897072356794189
115,0.14491725768321517,0.07380614657210394,0.01377068557919614
116,0.34291733358440823,0.01396996516335558,-0.04939212409377647
