,inferred dec temp,subject,inferred reward rate,inferred cached weight,inferred cached rate
0,7.876177,0,0.14570765,0.719923,0.04467619
1,8.248155,1,0.16411634,0.5530681,0.19755769
2,2.002464,2,0.24864061,0.72037905,0.02355534
3,4.059159,3,0.009776192,0.44125208,0.67727697
4,3.1773634,4,0.3165617,0.62686384,0.026854698
5,3.1014712,5,0.09360455,0.4530072,0.6352878
6,5.776211,6,0.18379293,0.7347699,0.10661408
7,1.6182044,7,0.10083954,0.7161654,0.2592304
8,6.783293,8,0.1436178,0.534071,0.2676912
9,4.6005387,9,0.22674777,0.54831994,0.11799781
10,8.590224,10,0.15524176,0.54266876,0.29749694
11,7.3132715,11,0.16409734,0.5949658,0.14201307
12,9.092366,12,0.09410818,0.68509215,0.07969084
13,7.157851,13,0.2451431,0.709215,0.06927704
14,4.947157,14,0.1303455,0.4648045,0.38372168
15,5.763112,15,0.2704729,0.63709825,0.12247478
16,4.1375213,16,0.09923557,0.44715998,0.58679724
17,5.016086,17,0.34537512,0.5552133,0.30289906
18,5.8442774,18,0.29674745,0.86620116,0.03760568
19,3.2139823,19,0.10994974,0.5071915,0.2671624
20,2.569559,20,0.10003836,0.55140054,0.7304463
21,3.9560878,21,0.23645239,0.61688906,0.19234903
22,6.5871463,22,0.13330747,0.46941394,0.38887227
23,5.2056775,23,0.21704713,0.6175814,0.1386575
24,2.9080002,24,0.3598734,0.5328494,0.43146202
25,8.312832,25,0.18747745,0.50455177,0.70873874
26,1.4429326,26,0.113277555,0.48075452,0.6452194
27,7.487231,27,0.21742815,0.5389097,0.19927332
28,1.6214339,28,0.26235443,0.4761002,0.5701991
29,3.288519,29,0.15064904,0.47407416,0.6255104
30,4.6613865,30,0.16186756,0.6196224,0.10334743
31,2.2157114,31,0.05295147,0.550932,0.6919182
32,1.9099594,32,0.3286192,0.5038478,0.40204334
33,3.2989473,33,0.09175873,0.46416432,0.6444292
34,1.4894168,34,0.09121439,0.5815192,0.6324906
35,2.5160246,35,0.057387084,0.6302912,0.06879035
36,1.8604219,36,0.10598807,0.47515672,0.73192227
37,3.6411939,37,0.15339768,0.4467576,0.63424903
38,5.5426292,38,0.12710941,0.44772816,0.69506294
39,2.6511128,39,0.08267358,0.48340568,0.71134055
40,1.4567962,40,0.36540386,0.95640725,0.040181793
41,2.127168,41,0.07874949,0.533061,0.6953877
42,3.8637192,42,0.105092674,0.4891646,0.6946155
43,8.2492285,43,0.30127227,0.7643585,0.07948984
44,2.6386554,44,0.14772353,0.5397767,0.5923738
45,4.9792857,45,0.36365637,0.6987981,0.057067037
46,5.811022,46,0.2093005,0.60086924,0.1612294
47,6.1697326,47,0.18407413,0.45531777,0.6540779
48,4.6844234,48,0.29091364,0.68862754,0.094521336
49,4.736534,49,0.2180543,0.5816054,0.13627312
50,6.168626,50,0.4604465,0.75634825,0.07479298
51,2.1718256,51,0.3337605,0.5687079,0.6987936
52,5.451394,52,0.21464813,0.46994448,0.47802794
53,3.7649724,53,0.12327633,0.49766237,0.5924417
54,4.939745,54,0.24228713,0.6558867,0.027388366
55,4.4158907,55,0.35963172,0.49684235,0.52604854
56,5.007283,56,0.19790906,0.5980785,0.06396369
57,2.5230238,57,0.11659556,0.40714797,0.77552736
58,6.966874,58,0.19798477,0.83092904,0.028799675
59,9.026827,59,0.10377687,0.48556584,0.41748205
60,3.2869942,60,0.23351392,0.6293666,0.14542568
61,5.376733,61,0.041920967,0.5633291,0.16886245
62,4.9484982,62,0.5899431,0.56022495,0.09339753
63,2.6540592,63,0.44419768,0.5022392,0.36974025
64,8.136424,64,0.1944313,0.5763314,0.122219235
65,2.9041016,65,0.4759045,0.677364,0.07685476
66,6.8573155,66,0.09123877,0.54461217,0.19185896
67,7.6396036,67,0.17212111,0.4657757,0.6814449
68,3.6033647,68,0.12647572,0.53646165,0.41090026
69,1.9331313,69,0.112352006,0.5423358,0.68266433
70,4.487781,70,0.32895455,0.526495,0.20774351
71,4.5090704,71,0.46967176,0.5146663,0.3074243
72,8.893767,72,0.559301,0.6168594,0.1804793
73,3.4451013,73,0.2057039,0.4423943,0.63177097
74,7.5252304,74,0.09237266,0.49884272,0.51560277
75,3.4867904,75,0.4780536,0.560769,0.43547404
76,3.6827939,76,0.101949744,0.4654413,0.57803196
77,8.89309,77,0.68523806,0.5868246,0.22940215
78,2.741442,78,0.26408625,0.57873887,0.12012622
79,4.3922997,79,0.35652387,0.6057463,0.6717501
80,4.594808,80,0.15857394,0.45140088,0.5066997
81,7.6428266,81,0.46898615,0.53692096,0.25015858
82,0.73954934,82,0.3557162,0.574318,0.7031064
83,6.8188787,83,0.578874,0.66805923,0.13663991
84,1.1037518,84,0.105600685,0.5865709,0.4708844
85,4.2358866,85,0.22022061,0.5231557,0.50769496
86,3.6231458,86,0.19510779,0.6505743,0.056761574
87,8.064082,87,0.1928397,0.60615265,0.1584044
88,2.6085522,88,0.26865143,0.46020007,0.7199035
89,0.80283785,89,0.27608356,0.5869817,0.68366957
90,6.5419564,90,0.6006574,0.5219568,0.10285853
91,4.187227,91,0.40752453,0.6041506,0.1767521
92,1.0624714,92,0.55195147,0.5674548,0.58906186
93,8.316288,93,0.081154145,0.49703038,0.6632813
94,6.997305,94,0.24519387,0.58573574,0.17063123
95,4.299882,95,0.28556058,0.8559848,0.024458822
96,3.88773,96,0.004756044,0.61304724,0.28311804
97,3.631795,97,0.23283084,0.43558666,0.76015043
98,3.1215944,98,0.40521172,0.7461089,0.043764014
99,4.134912,99,0.1910337,0.57573384,0.07959052
100,0.7547271,100,0.29975107,0.5788226,0.7598192
101,7.723262,101,0.24526988,0.6287671,0.054822493
102,4.763083,102,0.17162521,0.59592795,0.39148766
103,3.8849058,103,0.32889947,0.52475095,0.43569973
104,5.3778524,104,0.08127346,0.7801904,0.17155935
105,5.0833926,105,0.033771377,0.5303156,0.58332986
106,0.94071084,106,0.50194544,0.7315364,0.34601676
107,1.7958488,107,0.1640503,0.5493844,0.20076792
108,1.1595101,108,0.33383232,0.6878872,0.48350483
109,8.807641,109,0.1275522,0.69414955,0.10507411
110,2.5499947,110,0.045198128,0.5094773,0.67796826
111,6.408196,111,0.067667924,0.4827502,0.6611266
112,3.2005196,112,0.15474106,0.545723,0.6105356
113,6.668936,113,0.17944202,0.46853864,0.58034986
114,2.008724,114,0.14290188,0.53766054,0.55044836
115,2.4091992,115,0.3580891,0.55586106,0.3998804
116,2.6178594,116,0.3947964,0.6127904,0.07360469
117,2.7970345,117,0.51034176,0.56056494,0.24248163
118,3.3696842,118,0.08665996,0.5573821,0.65406764
119,1.0510465,119,0.27875653,0.63540477,0.5503851
120,2.5236685,120,0.51535267,0.591356,0.15636195
121,9.227795,121,0.21180274,0.7810759,0.075854525
122,9.112468,122,0.555349,0.78390473,0.13717505
123,0.912801,123,0.22651248,0.5749491,0.5410684
124,8.719428,124,0.16228394,0.6699149,0.0894307
125,4.180157,125,0.32202724,0.41469458,0.56021154
126,4.979246,126,0.15921955,0.5854345,0.27377105
127,3.336151,127,0.17503443,0.38762006,0.74144644
128,1.5646048,128,0.19119725,0.5461238,0.72063965
129,0.6669162,129,0.36267638,0.602291,0.67559916
130,4.074406,130,0.029454619,0.40333337,0.73632133
131,7.566941,131,0.53575116,0.5947939,0.17821448
132,9.077195,132,0.51932883,0.7776439,0.09356619
133,5.5430946,133,0.30219054,0.7374435,0.053569656
134,4.1914535,134,0.111548774,0.43589205,0.6167177
135,2.3809469,135,0.19050367,0.60269815,0.42009348
136,7.20349,136,0.3309336,0.5624424,0.09795187
137,3.5137768,137,0.10168683,0.9772931,0.018229052
138,5.6714516,138,0.20858574,0.5012735,0.3422128
139,4.0134034,139,0.12475468,0.55472213,0.37137073
140,1.8570225,140,0.5320642,0.46391356,0.53773665
141,7.2863855,141,0.2765839,0.6586492,0.09902852
142,6.5006623,142,0.48016796,0.585521,0.23540354
143,0.7307113,143,0.53333193,0.58197373,0.75602347
144,1.7702173,144,0.24768744,0.55232435,0.5747681
145,1.1510801,145,0.43179607,0.5178529,0.4231106
146,2.7943375,146,0.5014297,0.5679795,0.07999174
147,2.659302,147,0.25902173,1.0485882,0.038465843
148,8.613236,148,0.27368495,0.58155674,0.20948707
149,8.894908,149,0.55864584,0.61537033,0.22591975
150,3.513718,150,0.15938842,0.39677474,0.625135
151,6.4867744,151,0.2395314,0.56015515,0.06725304
152,1.2554371,152,0.33104682,0.7372192,0.13182592
153,2.5274012,153,0.102175854,0.512731,0.6078031
154,4.5921817,154,0.17322028,0.4992124,0.45766902
155,0.8373589,155,0.19580625,0.6652357,0.7371311
156,3.767028,156,0.08301035,0.50408584,0.42421257
157,1.0675838,157,0.33259577,0.6152275,0.39011523
158,1.999986,158,0.17587195,0.73864895,0.033086713
159,7.1571093,159,0.25476408,0.60562104,0.1348456
160,2.651687,160,0.15378046,0.5134023,0.15245646
161,3.1410933,161,0.027036488,0.44346818,0.7716934
162,2.5743906,162,0.16573246,0.58732337,0.71574616
163,2.2253501,163,0.12200819,0.43841508,0.578402
164,3.0010934,164,0.60419667,0.68204147,0.076791964
165,4.79786,165,0.14355618,0.43262294,0.62487507
166,0.92220366,166,0.18746911,0.4584922,0.48239323
167,2.02842,167,0.15816425,0.53322655,0.54855835
168,5.054333,168,0.072412126,0.5548977,0.67077017
169,4.682372,169,0.17862162,0.7321229,0.046147443
170,0.9462401,170,0.44612437,0.52793545,0.6276407
171,5.0385814,171,0.40104157,0.46688774,0.25506443
