,subject,rewarded common,rewarded rare,unrewarded common,unrewarded rare
0,65,0.8166666666666667,0.5161290322580645,0.4852941176470588,0.43243243243243246
0,66,1.0,0.84375,0.7974683544303798,1.0
0,67,0.9714285714285714,0.7916666666666666,0.7777777777777778,0.9534883720930233
0,68,0.6666666666666666,0.5652173913043478,0.5189873417721519,0.696969696969697
0,69,0.5797101449275363,0.5384615384615384,0.5217391304347826,0.6666666666666666
0,70,0.9482758620689655,0.6153846153846154,0.5714285714285714,0.7428571428571429
0,71,0.9014084507042254,0.5161290322580645,0.5535714285714286,0.6410256410256411
0,72,0.921875,0.22727272727272727,0.4936708860759494,0.7741935483870968
0,73,0.8620689655172413,0.5454545454545454,0.7564102564102564,0.8461538461538461
0,74,0.984375,0.6956521739130435,0.7272727272727273,0.8235294117647058
0,75,0.6857142857142857,0.38095238095238093,0.4383561643835616,0.6129032258064516
0,76,0.828125,0.6086956521739131,0.725,0.8709677419354839
0,77,0.9861111111111112,0.0,0.5142857142857142,0.7333333333333333
0,78,0.7241379310344828,0.5,0.4426229508196721,0.5714285714285714
0,79,0.47368421052631576,0.38235294117647056,0.4266666666666667,0.45161290322580644
0,80,0.8235294117647058,0.8125,0.7808219178082192,0.8148148148148148
0,81,0.9230769230769231,0.3103448275862069,0.38571428571428573,0.8666666666666667
0,82,0.5303030303030303,0.6190476190476191,0.4861111111111111,0.38461538461538464
0,83,0.9253731343283582,0.3548387096774194,0.43661971830985913,0.7931034482758621
0,84,0.4838709677419355,0.5217391304347826,0.49230769230769234,0.4523809523809524
0,85,0.5333333333333333,0.6666666666666666,0.6027397260273972,0.39285714285714285
0,86,0.8115942028985508,0.6285714285714286,0.4931506849315068,0.7272727272727273
0,87,0.9838709677419355,0.56,0.5316455696202531,1.0
0,88,0.7833333333333333,0.6129032258064516,0.8142857142857143,0.8214285714285714
0,89,0.5735294117647058,0.5,0.47692307692307695,0.5
0,90,0.9242424242424242,0.5185185185185185,0.4057971014492754,0.8918918918918919
0,91,0.75,0.5416666666666666,0.38961038961038963,0.6571428571428571
0,92,0.609375,0.782608695652174,0.47435897435897434,0.59375
0,93,1.0,0.9090909090909091,0.7868852459016393,0.9545454545454546
0,94,0.9358974358974359,0.5217391304347826,0.676923076923077,0.8529411764705882
0,95,0.8153846153846154,0.6153846153846154,0.4868421052631579,0.8709677419354839
0,96,0.8333333333333334,0.7083333333333334,0.5641025641025641,0.5625
0,97,1.0,1.0,1.0,1.0
0,98,0.9322033898305084,0.6111111111111112,0.5180722891566265,0.75
0,99,0.9714285714285714,0.7916666666666666,0.8472222222222222,0.7692307692307693
0,100,0.5517241379310345,0.5,0.5121951219512195,0.7307692307692307
0,101,0.9384615384615385,0.782608695652174,0.6585365853658537,0.9655172413793104
0,102,0.6493506493506493,0.6538461538461539,0.4153846153846154,0.6333333333333333
0,103,0.6714285714285714,0.4583333333333333,0.5555555555555556,0.48484848484848486
0,104,0.8805970149253731,0.8529411764705882,0.6521739130434783,0.8571428571428571
0,105,0.84,0.5625,0.6716417910447762,0.64
0,106,0.5205479452054794,0.34782608695652173,0.4246575342465753,0.3333333333333333
0,107,0.6794871794871795,0.7391304347826086,0.5238095238095238,0.5555555555555556
0,108,0.4444444444444444,0.6071428571428571,0.38028169014084506,0.5882352941176471
0,109,0.875,0.5151515151515151,0.7068965517241379,0.9333333333333333
0,110,0.6875,0.5217391304347826,0.5595238095238095,0.46153846153846156
0,111,0.9583333333333334,0.7368421052631579,0.7205882352941176,0.8611111111111112
0,112,0.5633802816901409,0.4666666666666667,0.5303030303030303,0.5151515151515151
0,113,0.967741935483871,0.5714285714285714,0.7432432432432432,0.9512195121951219
0,114,0.38095238095238093,0.5384615384615384,0.6341463414634146,0.7037037037037037
0,115,0.5245901639344263,0.7333333333333333,0.6301369863013698,0.5
0,116,0.6451612903225806,0.6666666666666666,0.5056179775280899,0.5483870967741935
0,117,0.6774193548387096,0.5294117647058824,0.47435897435897434,0.45454545454545453
0,118,0.5161290322580645,0.5405405405405406,0.4782608695652174,0.5666666666666667
0,119,0.43333333333333335,0.5,0.5402298850574713,0.2727272727272727
0,120,0.575,0.7058823529411765,0.39655172413793105,0.5454545454545454
0,121,0.9285714285714286,0.75,0.4461538461538462,1.0
0,122,0.8840579710144928,0.2857142857142857,0.3064516129032258,0.8823529411764706
0,123,0.47368421052631576,0.3,0.4098360655737705,0.36363636363636365
0,124,0.9861111111111112,0.7272727272727273,0.375,0.9743589743589743
0,125,0.926829268292683,0.9090909090909091,0.7678571428571429,0.8888888888888888
0,126,0.7796610169491526,0.5428571428571428,0.5285714285714286,0.7714285714285715
0,127,1.0,1.0,1.0,1.0
0,128,0.5692307692307692,0.2608695652173913,0.4927536231884058,0.6764705882352942
0,129,0.5217391304347826,0.6451612903225806,0.4,0.7083333333333334
0,130,0.9696969696969697,0.9583333333333334,0.9285714285714286,0.8461538461538461
0,131,0.9295774647887324,0.2,0.47058823529411764,0.8275862068965517
0,132,0.9864864864864865,0.36363636363636365,0.582089552238806,0.8888888888888888
0,133,0.7391304347826086,0.5238095238095238,0.5753424657534246,0.6
0,134,0.8987341772151899,0.84375,0.8571428571428571,0.7857142857142857
0,135,0.5454545454545454,0.5555555555555556,0.3924050632911392,0.5161290322580645
0,136,0.9565217391304348,0.6774193548387096,0.47297297297297297,0.92
0,137,0.84375,0.76,0.5223880597014925,0.7058823529411765
0,138,0.8656716417910447,0.5454545454545454,0.5138888888888888,0.5428571428571428
0,139,0.7619047619047619,0.71875,0.5774647887323944,0.7575757575757576
0,140,0.7540983606557377,0.6923076923076923,0.6266666666666667,0.6470588235294118
0,141,0.9333333333333333,0.6521739130434783,0.5161290322580645,0.8378378378378378
0,142,0.9661016949152542,0.1,0.5384615384615384,0.7741935483870968
0,143,0.4666666666666667,0.23076923076923078,0.38596491228070173,0.5833333333333334
0,144,0.6451612903225806,0.6538461538461539,0.5324675324675324,0.5454545454545454
0,145,0.7307692307692307,0.5384615384615384,0.4810126582278481,0.525
0,146,0.8305084745762712,0.6190476190476191,0.449438202247191,0.6666666666666666
0,147,0.9714285714285714,0.9615384615384616,0.7846153846153846,0.5945945945945946
0,148,0.9733333333333334,0.38461538461538464,0.5652173913043478,0.9666666666666667
0,149,0.9142857142857143,0.30434782608695654,0.410958904109589,0.8787878787878788
0,150,0.9117647058823529,0.8076923076923077,0.9076923076923077,0.8461538461538461
0,151,0.9019607843137255,0.45,0.6082474226804123,0.8928571428571429
0,152,0.5285714285714286,0.4444444444444444,0.49206349206349204,0.5428571428571428
0,153,0.6029411764705882,0.6451612903225806,0.47692307692307695,0.5161290322580645
0,154,0.6727272727272727,0.717948717948718,0.581081081081081,0.7
0,155,0.4925373134328358,0.4583333333333333,0.47560975609756095,0.5217391304347826
0,156,0.8823529411764706,0.5862068965517241,0.6212121212121212,0.9032258064516129
0,157,0.5,0.47368421052631576,0.3626373626373626,0.5806451612903226
0,158,1.0,0.8823529411764706,0.8115942028985508,0.65625
0,159,0.8875,0.45,0.6521739130434783,0.8620689655172413
0,160,0.8076923076923077,0.875,0.7352941176470589,0.8214285714285714
0,161,0.84375,0.75,0.8285714285714286,0.9230769230769231
0,162,0.46551724137931033,0.3076923076923077,0.5287356321839081,0.5925925925925926
0,163,0.6842105263157895,0.782608695652174,0.6271186440677966,0.7058823529411765
0,164,0.5147058823529411,0.7391304347826086,0.44776119402985076,0.4864864864864865
0,165,0.875,0.68,0.6268656716417911,0.7352941176470589
0,166,0.7361111111111112,0.8,0.6764705882352942,0.6428571428571429
0,167,0.575,0.2608695652173913,0.4426229508196721,0.5714285714285714
0,168,0.7945205479452054,0.5,0.625,0.8333333333333334
0,169,0.8955223880597015,0.5945945945945946,0.8333333333333334,0.5365853658536586
0,170,0.45,0.6176470588235294,0.582089552238806,0.6470588235294118
0,171,0.972972972972973,0.9333333333333333,0.9117647058823529,0.84
0,172,0.8857142857142857,0.8076923076923077,0.5866666666666667,0.25925925925925924
0,173,0.9130434782608695,0.5384615384615384,0.6619718309859155,0.8620689655172413
0,174,0.5357142857142857,0.625,0.5375,0.5833333333333334
0,175,0.49019607843137253,0.6451612903225806,0.5416666666666666,0.6388888888888888
0,176,0.3709677419354839,0.4827586206896552,0.5079365079365079,0.4146341463414634
0,177,0.958904109589041,0.7586206896551724,0.7692307692307693,0.9375
0,178,0.9850746268656716,0.5238095238095238,0.691358024691358,0.9333333333333333
0,179,0.9897959183673469,1.0,0.7924528301886793,1.0
0,180,0.6714285714285714,0.8571428571428571,0.4189189189189189,0.7037037037037037
0,181,0.6056338028169014,0.6296296296296297,0.704225352112676,0.45161290322580644
0,182,0.8472222222222222,0.8461538461538461,0.7666666666666667,0.7692307692307693
0,183,0.3684210526315789,0.375,0.4230769230769231,0.35
0,184,0.9661016949152542,0.72,0.6875,0.9411764705882353
0,185,0.972972972972973,0.48148148148148145,0.546875,0.9393939393939394
0,186,0.9482758620689655,0.5769230769230769,0.4235294117647059,0.7
0,187,0.7288135593220338,0.7777777777777778,0.4925373134328358,0.6551724137931034
