,subject,rewarded common,rewarded rare,unrewarded common,unrewarded rare
0,0,0.8833333333333333,0.5,0.6891891891891891,0.8
0,1,0.9565217391304348,0.6842105263157895,0.7051282051282052,0.8709677419354839
0,2,0.6896551724137931,0.5769230769230769,0.4675324675324675,0.6470588235294118
0,3,0.8382352941176471,0.8529411764705882,0.8636363636363636,0.8620689655172413
0,4,0.921875,0.5555555555555556,0.6933333333333334,0.8536585365853658
0,5,0.6885245901639344,0.7407407407407407,0.6455696202531646,0.75
0,6,0.8840579710144928,0.6,0.6515151515151515,0.7241379310344828
0,7,0.603448275862069,0.5925925925925926,0.45454545454545453,0.5294117647058824
0,8,0.9365079365079365,0.6176470588235294,0.6666666666666666,0.8235294117647058
0,9,0.7419354838709677,0.6875,0.527027027027027,0.6551724137931034
0,10,0.984375,0.6071428571428571,0.676056338028169,0.9714285714285714
0,11,0.918918918918919,0.7142857142857143,0.6818181818181818,0.76
0,12,0.9322033898305084,0.6153846153846154,0.6,0.9736842105263158
0,13,0.8904109589041096,0.7037037037037037,0.5737704918032787,0.9166666666666666
0,14,0.8552631578947368,0.7692307692307693,0.6617647058823529,0.7666666666666667
0,15,0.868421052631579,0.6538461538461539,0.5362318840579711,0.6666666666666666
0,16,0.9130434782608695,0.7619047619047619,0.6891891891891891,0.8125
0,17,0.7619047619047619,0.5161290322580645,0.6571428571428571,0.7777777777777778
0,18,1.0,0.9230769230769231,0.7183098591549296,0.8
0,19,0.7176470588235294,0.5384615384615384,0.5,0.6296296296296297
0,20,0.5147058823529411,0.8709677419354839,0.6666666666666666,0.6923076923076923
0,21,0.5873015873015873,0.5454545454545454,0.4457831325301205,0.5161290322580645
0,22,0.8552631578947368,0.875,0.7246376811594203,0.8387096774193549
0,23,0.9821428571428571,0.4,0.6875,0.7894736842105263
0,24,0.5555555555555556,0.2608695652173913,0.4794520547945205,0.5641025641025641
0,25,0.9634146341463414,0.782608695652174,0.6078431372549019,0.9534883720930233
0,26,0.684931506849315,0.6470588235294118,0.6176470588235294,0.44
0,27,0.9583333333333334,0.4,0.6984126984126984,0.7428571428571429
0,28,0.7333333333333333,0.56,0.575,0.59375
0,29,0.625,0.6666666666666666,0.6410256410256411,0.6486486486486487
0,30,0.8507462686567164,0.8064516129032258,0.5692307692307692,0.7777777777777778
0,31,0.45161290322580644,0.4642857142857143,0.43902439024390244,0.6296296296296297
0,32,0.6666666666666666,0.45454545454545453,0.6027397260273972,0.5151515151515151
0,33,0.8780487804878049,0.7307692307692307,0.6935483870967742,0.7586206896551724
0,34,0.3815789473684211,0.4666666666666667,0.5098039215686274,0.48
0,35,0.8918918918918919,0.9666666666666667,0.8813559322033898,0.8333333333333334
0,36,0.6290322580645161,0.5483870967741935,0.5714285714285714,0.6153846153846154
0,37,0.9056603773584906,0.7037037037037037,0.676923076923077,0.6764705882352942
0,38,0.9382716049382716,0.7083333333333334,0.7352941176470589,0.8846153846153846
0,39,0.6290322580645161,0.8181818181818182,0.6714285714285714,0.7441860465116279
0,40,0.8620689655172413,0.8275862068965517,0.5609756097560976,0.4642857142857143
0,41,0.49206349206349204,0.375,0.6031746031746031,0.5405405405405406
0,42,0.8378378378378378,0.75,0.6470588235294118,0.8372093023255814
0,43,0.9571428571428572,0.7058823529411765,0.5588235294117647,0.8148148148148148
0,44,0.5769230769230769,0.5555555555555556,0.47058823529411764,0.4666666666666667
0,45,0.9113924050632911,0.6153846153846154,0.5098039215686274,0.4857142857142857
0,46,0.8873239436619719,0.5483870967741935,0.6451612903225806,0.8333333333333334
0,47,0.8939393939393939,0.696969696969697,0.6666666666666666,0.9714285714285714
0,48,0.8360655737704918,0.9166666666666666,0.5384615384615384,0.7428571428571429
0,49,0.8095238095238095,0.6666666666666666,0.4939759036144578,0.6206896551724138
0,50,0.8823529411764706,0.5,0.6129032258064516,0.8333333333333334
0,51,0.5483870967741935,0.5,0.47692307692307695,0.5517241379310345
0,52,0.8181818181818182,0.37037037037037035,0.5487804878048781,0.5862068965517241
0,53,0.6716417910447762,0.5714285714285714,0.4857142857142857,0.5142857142857142
0,54,0.9210526315789473,0.6363636363636364,0.5964912280701754,0.8536585365853658
0,55,0.6052631578947368,0.3793103448275862,0.5217391304347826,0.5416666666666666
0,56,0.873015873015873,0.72,0.684931506849315,0.9210526315789473
0,57,0.9672131147540983,0.95,0.8953488372093024,0.9375
0,58,0.9836065573770492,0.6428571428571429,0.6463414634146342,0.7586206896551724
0,59,0.9759036144578314,0.7727272727272727,0.746031746031746,1.0
0,60,0.7272727272727273,0.47058823529411764,0.4262295081967213,0.5945945945945946
0,61,0.8676470588235294,0.75,0.75,0.6
0,62,0.8135593220338984,0.3103448275862069,0.4819277108433735,0.8888888888888888
0,63,0.7727272727272727,0.5357142857142857,0.6363636363636364,0.7272727272727273
0,64,0.8933333333333333,0.88,0.7538461538461538,0.9428571428571428
