,trial type,subject,rewarded,common,repeat
235,rewarded common,118.0,rewarded,common,False
236,rewarded common,118.0,rewarded,common,False
237,unrewarded common,118.0,unrewarded,common,False
238,rewarded rare,118.0,rewarded,rare,False
239,unrewarded rare,118.0,unrewarded,rare,True
240,unrewarded rare,118.0,unrewarded,rare,True
241,unrewarded common,118.0,unrewarded,common,False
242,unrewarded common,118.0,unrewarded,common,True
243,unrewarded common,118.0,unrewarded,common,True
244,unrewarded common,118.0,unrewarded,common,False
245,unrewarded common,118.0,unrewarded,common,False
246,rewarded rare,118.0,rewarded,rare,True
247,rewarded common,118.0,rewarded,common,False
248,unrewarded rare,118.0,unrewarded,rare,False
249,unrewarded common,118.0,unrewarded,common,False
250,rewarded rare,118.0,rewarded,rare,False
251,unrewarded rare,118.0,unrewarded,rare,True
252,unrewarded common,118.0,unrewarded,common,True
253,unrewarded rare,118.0,unrewarded,rare,False
254,unrewarded common,118.0,unrewarded,common,False
255,unrewarded rare,118.0,unrewarded,rare,True
256,unrewarded common,118.0,unrewarded,common,True
257,unrewarded common,118.0,unrewarded,common,False
258,rewarded rare,118.0,rewarded,rare,False
259,unrewarded common,118.0,unrewarded,common,True
260,rewarded rare,118.0,rewarded,rare,False
261,rewarded common,118.0,rewarded,common,False
262,rewarded common,118.0,rewarded,common,False
263,unrewarded rare,118.0,unrewarded,rare,False
264,unrewarded common,118.0,unrewarded,common,True
265,unrewarded rare,118.0,unrewarded,rare,False
266,unrewarded common,118.0,unrewarded,common,False
267,rewarded common,118.0,rewarded,common,False
268,unrewarded common,118.0,unrewarded,common,True
269,rewarded common,118.0,rewarded,common,False
270,unrewarded common,118.0,unrewarded,common,False
271,unrewarded common,118.0,unrewarded,common,True
272,unrewarded common,118.0,unrewarded,common,True
273,unrewarded rare,118.0,unrewarded,rare,True
274,unrewarded common,118.0,unrewarded,common,True
275,unrewarded common,118.0,unrewarded,common,True
276,unrewarded common,118.0,unrewarded,common,False
277,rewarded rare,118.0,rewarded,rare,True
278,rewarded common,118.0,rewarded,common,False
279,rewarded common,118.0,rewarded,common,False
280,unrewarded rare,118.0,unrewarded,rare,True
281,unrewarded common,118.0,unrewarded,common,False
282,unrewarded common,118.0,unrewarded,common,True
283,unrewarded rare,118.0,unrewarded,rare,False
284,rewarded common,118.0,rewarded,common,False
285,unrewarded common,118.0,unrewarded,common,True
286,rewarded rare,118.0,rewarded,rare,False
287,rewarded common,118.0,rewarded,common,True
288,rewarded common,118.0,rewarded,common,True
289,rewarded common,118.0,rewarded,common,True
290,unrewarded rare,118.0,unrewarded,rare,False
291,unrewarded common,118.0,unrewarded,common,False
292,rewarded rare,118.0,rewarded,rare,True
293,rewarded common,118.0,rewarded,common,True
294,rewarded rare,118.0,rewarded,rare,True
295,rewarded rare,118.0,rewarded,rare,True
296,rewarded rare,118.0,rewarded,rare,True
297,unrewarded rare,118.0,unrewarded,rare,True
298,unrewarded common,118.0,unrewarded,common,False
299,unrewarded common,118.0,unrewarded,common,False
300,unrewarded common,118.0,unrewarded,common,False
301,rewarded common,118.0,rewarded,common,True
302,unrewarded common,118.0,unrewarded,common,True
303,rewarded common,118.0,rewarded,common,True
304,unrewarded common,118.0,unrewarded,common,True
305,rewarded rare,118.0,rewarded,rare,False
306,rewarded common,118.0,rewarded,common,False
307,rewarded common,118.0,rewarded,common,True
308,rewarded common,118.0,rewarded,common,False
309,rewarded common,118.0,rewarded,common,True
310,rewarded rare,118.0,rewarded,rare,True
311,unrewarded common,118.0,unrewarded,common,True
312,rewarded rare,118.0,rewarded,rare,False
313,rewarded rare,118.0,rewarded,rare,False
314,unrewarded common,118.0,unrewarded,common,True
315,rewarded common,118.0,rewarded,common,True
316,unrewarded rare,118.0,unrewarded,rare,True
317,unrewarded common,118.0,unrewarded,common,False
318,rewarded common,118.0,rewarded,common,True
319,rewarded common,118.0,rewarded,common,False
320,unrewarded common,118.0,unrewarded,common,False
321,rewarded common,118.0,rewarded,common,False
322,rewarded rare,118.0,rewarded,rare,True
323,rewarded common,118.0,rewarded,common,True
324,unrewarded common,118.0,unrewarded,common,True
325,rewarded common,118.0,rewarded,common,False
326,unrewarded rare,118.0,unrewarded,rare,False
327,unrewarded common,118.0,unrewarded,common,False
328,rewarded common,118.0,rewarded,common,True
329,rewarded rare,118.0,rewarded,rare,True
330,unrewarded common,118.0,unrewarded,common,False
331,unrewarded rare,118.0,unrewarded,rare,False
332,unrewarded rare,118.0,unrewarded,rare,True
333,rewarded common,118.0,rewarded,common,True
334,unrewarded common,118.0,unrewarded,common,True
335,rewarded common,118.0,rewarded,common,True
336,unrewarded common,118.0,unrewarded,common,False
337,rewarded common,118.0,rewarded,common,False
338,rewarded common,118.0,rewarded,common,False
339,rewarded common,118.0,rewarded,common,False
340,unrewarded common,118.0,unrewarded,common,True
342,rewarded rare,118.0,rewarded,rare,True
343,unrewarded common,118.0,unrewarded,common,False
344,rewarded rare,118.0,rewarded,rare,False
345,unrewarded common,118.0,unrewarded,common,False
346,unrewarded common,118.0,unrewarded,common,True
347,unrewarded common,118.0,unrewarded,common,True
348,unrewarded rare,118.0,unrewarded,rare,False
349,unrewarded rare,118.0,unrewarded,rare,True
350,rewarded common,118.0,rewarded,common,True
351,unrewarded common,118.0,unrewarded,common,True
352,rewarded common,118.0,rewarded,common,True
353,rewarded rare,118.0,rewarded,rare,False
354,rewarded common,118.0,rewarded,common,True
355,rewarded rare,118.0,rewarded,rare,False
356,unrewarded common,118.0,unrewarded,common,True
357,rewarded common,118.0,rewarded,common,True
358,unrewarded common,118.0,unrewarded,common,False
359,rewarded common,118.0,rewarded,common,True
360,rewarded common,118.0,rewarded,common,True
361,rewarded rare,118.0,rewarded,rare,False
362,rewarded common,118.0,rewarded,common,False
363,unrewarded common,118.0,unrewarded,common,False
364,rewarded common,118.0,rewarded,common,False
365,unrewarded common,118.0,unrewarded,common,True
366,rewarded common,118.0,rewarded,common,True
367,rewarded rare,118.0,rewarded,rare,False
368,rewarded common,118.0,rewarded,common,True
369,unrewarded common,118.0,unrewarded,common,True
370,rewarded common,118.0,rewarded,common,False
371,unrewarded common,118.0,unrewarded,common,True
372,rewarded common,118.0,rewarded,common,False
373,unrewarded rare,118.0,unrewarded,rare,False
374,rewarded rare,118.0,rewarded,rare,True
375,rewarded rare,118.0,rewarded,rare,True
376,unrewarded rare,118.0,unrewarded,rare,False
377,unrewarded common,118.0,unrewarded,common,False
378,unrewarded common,118.0,unrewarded,common,True
379,unrewarded rare,118.0,unrewarded,rare,False
380,rewarded common,118.0,rewarded,common,False
381,unrewarded common,118.0,unrewarded,common,False
382,unrewarded rare,118.0,unrewarded,rare,True
383,unrewarded common,118.0,unrewarded,common,False
384,rewarded rare,118.0,rewarded,rare,True
385,rewarded rare,118.0,rewarded,rare,False
386,unrewarded common,118.0,unrewarded,common,False
387,unrewarded common,118.0,unrewarded,common,False
388,unrewarded common,118.0,unrewarded,common,False
389,unrewarded common,118.0,unrewarded,common,False
390,rewarded common,118.0,rewarded,common,False
391,rewarded rare,118.0,rewarded,rare,True
392,unrewarded common,118.0,unrewarded,common,False
393,rewarded rare,118.0,rewarded,rare,True
394,unrewarded rare,118.0,unrewarded,rare,True
395,unrewarded common,118.0,unrewarded,common,True
396,unrewarded common,118.0,unrewarded,common,False
397,rewarded common,118.0,rewarded,common,False
398,rewarded rare,118.0,rewarded,rare,True
399,rewarded common,118.0,rewarded,common,False
400,unrewarded common,118.0,unrewarded,common,True
201,unrewarded common,119.0,unrewarded,common,True
202,rewarded rare,119.0,rewarded,rare,True
203,unrewarded common,119.0,unrewarded,common,False
204,unrewarded common,119.0,unrewarded,common,False
205,unrewarded common,119.0,unrewarded,common,True
206,unrewarded common,119.0,unrewarded,common,True
207,unrewarded common,119.0,unrewarded,common,True
208,rewarded common,119.0,rewarded,common,True
209,rewarded common,119.0,rewarded,common,True
210,rewarded common,119.0,rewarded,common,False
211,rewarded rare,119.0,rewarded,rare,False
212,unrewarded common,119.0,unrewarded,common,False
213,rewarded common,119.0,rewarded,common,False
214,unrewarded common,119.0,unrewarded,common,True
215,rewarded common,119.0,rewarded,common,False
216,unrewarded common,119.0,unrewarded,common,False
217,unrewarded common,119.0,unrewarded,common,True
218,unrewarded rare,119.0,unrewarded,rare,False
219,rewarded rare,119.0,rewarded,rare,True
220,rewarded common,119.0,rewarded,common,True
221,unrewarded common,119.0,unrewarded,common,False
222,unrewarded common,119.0,unrewarded,common,True
223,unrewarded rare,119.0,unrewarded,rare,False
224,rewarded common,119.0,rewarded,common,True
225,unrewarded common,119.0,unrewarded,common,True
226,unrewarded common,119.0,unrewarded,common,False
227,unrewarded common,119.0,unrewarded,common,False
228,rewarded common,119.0,rewarded,common,True
229,rewarded common,119.0,rewarded,common,True
230,unrewarded common,119.0,unrewarded,common,False
231,rewarded common,119.0,rewarded,common,True
232,rewarded common,119.0,rewarded,common,True
233,unrewarded rare,119.0,unrewarded,rare,False
234,unrewarded common,119.0,unrewarded,common,False
235,rewarded common,119.0,rewarded,common,True
236,rewarded common,119.0,rewarded,common,True
237,rewarded common,119.0,rewarded,common,False
238,unrewarded common,119.0,unrewarded,common,True
239,rewarded common,119.0,rewarded,common,False
240,rewarded common,119.0,rewarded,common,False
241,unrewarded common,119.0,unrewarded,common,False
242,rewarded rare,119.0,rewarded,rare,False
243,unrewarded common,119.0,unrewarded,common,False
244,rewarded rare,119.0,rewarded,rare,True
245,rewarded common,119.0,rewarded,common,False
246,unrewarded common,119.0,unrewarded,common,True
247,unrewarded common,119.0,unrewarded,common,True
248,unrewarded rare,119.0,unrewarded,rare,False
249,rewarded rare,119.0,rewarded,rare,False
250,unrewarded common,119.0,unrewarded,common,False
251,rewarded rare,119.0,rewarded,rare,False
252,unrewarded common,119.0,unrewarded,common,True
253,unrewarded common,119.0,unrewarded,common,False
254,unrewarded common,119.0,unrewarded,common,False
255,unrewarded common,119.0,unrewarded,common,True
256,rewarded common,119.0,rewarded,common,False
257,rewarded common,119.0,rewarded,common,False
258,unrewarded common,119.0,unrewarded,common,True
259,unrewarded common,119.0,unrewarded,common,True
260,unrewarded common,119.0,unrewarded,common,True
261,unrewarded common,119.0,unrewarded,common,True
262,unrewarded rare,119.0,unrewarded,rare,True
263,unrewarded common,119.0,unrewarded,common,True
265,unrewarded common,119.0,unrewarded,common,False
266,unrewarded common,119.0,unrewarded,common,True
267,rewarded common,119.0,rewarded,common,False
268,unrewarded rare,119.0,unrewarded,rare,True
269,unrewarded common,119.0,unrewarded,common,True
270,rewarded common,119.0,rewarded,common,False
271,rewarded common,119.0,rewarded,common,True
272,unrewarded rare,119.0,unrewarded,rare,False
274,unrewarded common,119.0,unrewarded,common,True
275,rewarded common,119.0,rewarded,common,False
276,unrewarded common,119.0,unrewarded,common,True
277,rewarded common,119.0,rewarded,common,True
278,rewarded rare,119.0,rewarded,rare,False
279,unrewarded common,119.0,unrewarded,common,False
280,rewarded common,119.0,rewarded,common,True
281,rewarded common,119.0,rewarded,common,False
282,unrewarded common,119.0,unrewarded,common,True
283,rewarded rare,119.0,rewarded,rare,False
284,rewarded common,119.0,rewarded,common,False
285,unrewarded common,119.0,unrewarded,common,False
286,unrewarded common,119.0,unrewarded,common,False
287,rewarded common,119.0,rewarded,common,False
288,rewarded common,119.0,rewarded,common,False
289,rewarded rare,119.0,rewarded,rare,False
290,rewarded common,119.0,rewarded,common,False
291,rewarded common,119.0,rewarded,common,True
292,rewarded rare,119.0,rewarded,rare,True
293,unrewarded common,119.0,unrewarded,common,True
294,unrewarded rare,119.0,unrewarded,rare,False
295,unrewarded common,119.0,unrewarded,common,False
296,unrewarded common,119.0,unrewarded,common,False
297,unrewarded rare,119.0,unrewarded,rare,False
298,rewarded common,119.0,rewarded,common,False
299,unrewarded common,119.0,unrewarded,common,True
300,unrewarded common,119.0,unrewarded,common,True
301,unrewarded common,119.0,unrewarded,common,False
302,rewarded rare,119.0,rewarded,rare,True
303,rewarded common,119.0,rewarded,common,False
304,rewarded common,119.0,rewarded,common,True
305,unrewarded rare,119.0,unrewarded,rare,False
306,unrewarded common,119.0,unrewarded,common,True
307,unrewarded common,119.0,unrewarded,common,True
308,unrewarded common,119.0,unrewarded,common,False
309,unrewarded common,119.0,unrewarded,common,True
310,unrewarded rare,119.0,unrewarded,rare,False
311,rewarded rare,119.0,rewarded,rare,False
312,rewarded common,119.0,rewarded,common,False
314,unrewarded common,119.0,unrewarded,common,False
315,rewarded rare,119.0,rewarded,rare,False
316,unrewarded common,119.0,unrewarded,common,True
317,rewarded common,119.0,rewarded,common,False
318,unrewarded common,119.0,unrewarded,common,True
319,unrewarded rare,119.0,unrewarded,rare,False
320,unrewarded rare,119.0,unrewarded,rare,False
321,rewarded common,119.0,rewarded,common,False
322,rewarded rare,119.0,rewarded,rare,False
323,rewarded common,119.0,rewarded,common,True
324,unrewarded common,119.0,unrewarded,common,True
325,rewarded common,119.0,rewarded,common,False
326,unrewarded common,119.0,unrewarded,common,False
327,rewarded common,119.0,rewarded,common,True
328,rewarded common,119.0,rewarded,common,False
329,rewarded common,119.0,rewarded,common,False
330,rewarded common,119.0,rewarded,common,False
331,unrewarded rare,119.0,unrewarded,rare,False
332,rewarded rare,119.0,rewarded,rare,False
333,unrewarded common,119.0,unrewarded,common,True
334,unrewarded common,119.0,unrewarded,common,False
335,unrewarded rare,119.0,unrewarded,rare,False
336,unrewarded common,119.0,unrewarded,common,False
337,unrewarded common,119.0,unrewarded,common,True
338,unrewarded common,119.0,unrewarded,common,True
339,rewarded rare,119.0,rewarded,rare,False
340,rewarded common,119.0,rewarded,common,False
341,rewarded common,119.0,rewarded,common,False
343,rewarded common,119.0,rewarded,common,False
344,unrewarded common,119.0,unrewarded,common,False
345,rewarded common,119.0,rewarded,common,True
346,unrewarded common,119.0,unrewarded,common,False
347,rewarded rare,119.0,rewarded,rare,True
348,unrewarded common,119.0,unrewarded,common,False
349,unrewarded rare,119.0,unrewarded,rare,True
350,unrewarded common,119.0,unrewarded,common,True
351,unrewarded common,119.0,unrewarded,common,False
352,rewarded common,119.0,rewarded,common,False
353,rewarded rare,119.0,rewarded,rare,True
354,rewarded common,119.0,rewarded,common,True
355,unrewarded common,119.0,unrewarded,common,False
357,unrewarded common,119.0,unrewarded,common,False
358,rewarded rare,119.0,rewarded,rare,True
359,rewarded common,119.0,rewarded,common,False
360,rewarded common,119.0,rewarded,common,True
361,unrewarded common,119.0,unrewarded,common,True
362,unrewarded common,119.0,unrewarded,common,True
363,rewarded rare,119.0,rewarded,rare,True
364,rewarded rare,119.0,rewarded,rare,True
365,unrewarded common,119.0,unrewarded,common,False
366,unrewarded common,119.0,unrewarded,common,False
367,unrewarded rare,119.0,unrewarded,rare,True
368,unrewarded common,119.0,unrewarded,common,False
369,unrewarded common,119.0,unrewarded,common,True
370,rewarded rare,119.0,rewarded,rare,True
371,rewarded common,119.0,rewarded,common,False
372,unrewarded common,119.0,unrewarded,common,False
373,rewarded common,119.0,rewarded,common,True
374,unrewarded common,119.0,unrewarded,common,True
375,unrewarded common,119.0,unrewarded,common,True
376,rewarded common,119.0,rewarded,common,True
377,unrewarded common,119.0,unrewarded,common,False
378,unrewarded common,119.0,unrewarded,common,True
379,rewarded rare,119.0,rewarded,rare,False
380,unrewarded rare,119.0,unrewarded,rare,True
381,rewarded rare,119.0,rewarded,rare,True
382,rewarded common,119.0,rewarded,common,True
383,rewarded common,119.0,rewarded,common,True
384,rewarded rare,119.0,rewarded,rare,True
385,rewarded common,119.0,rewarded,common,True
386,unrewarded rare,119.0,unrewarded,rare,True
387,unrewarded rare,119.0,unrewarded,rare,False
388,rewarded common,119.0,rewarded,common,False
389,unrewarded common,119.0,unrewarded,common,False
390,unrewarded common,119.0,unrewarded,common,True
391,unrewarded common,119.0,unrewarded,common,True
392,unrewarded common,119.0,unrewarded,common,True
393,rewarded common,119.0,rewarded,common,True
394,unrewarded common,119.0,unrewarded,common,True
395,unrewarded common,119.0,unrewarded,common,False
396,unrewarded rare,119.0,unrewarded,rare,False
397,unrewarded common,119.0,unrewarded,common,True
398,unrewarded rare,119.0,unrewarded,rare,False
399,unrewarded common,119.0,unrewarded,common,False
400,rewarded common,119.0,rewarded,common,False
201,unrewarded common,120.0,unrewarded,common,True
202,rewarded common,120.0,rewarded,common,True
203,rewarded common,120.0,rewarded,common,True
204,rewarded common,120.0,rewarded,common,True
205,rewarded common,120.0,rewarded,common,True
206,unrewarded common,120.0,unrewarded,common,True
207,rewarded common,120.0,rewarded,common,True
208,rewarded common,120.0,rewarded,common,True
209,rewarded common,120.0,rewarded,common,True
210,unrewarded rare,120.0,unrewarded,rare,True
211,unrewarded common,120.0,unrewarded,common,False
212,unrewarded common,120.0,unrewarded,common,True
213,rewarded common,120.0,rewarded,common,True
214,unrewarded common,120.0,unrewarded,common,False
215,unrewarded common,120.0,unrewarded,common,False
216,unrewarded common,120.0,unrewarded,common,True
217,rewarded common,120.0,rewarded,common,True
219,rewarded common,120.0,rewarded,common,False
220,unrewarded common,120.0,unrewarded,common,True
221,rewarded rare,120.0,rewarded,rare,True
222,rewarded rare,120.0,rewarded,rare,True
223,unrewarded common,120.0,unrewarded,common,True
224,unrewarded rare,120.0,unrewarded,rare,False
226,unrewarded common,120.0,unrewarded,common,False
227,rewarded rare,120.0,rewarded,rare,True
228,rewarded common,120.0,rewarded,common,True
229,unrewarded common,120.0,unrewarded,common,False
231,unrewarded common,120.0,unrewarded,common,False
232,rewarded rare,120.0,rewarded,rare,True
233,unrewarded common,120.0,unrewarded,common,True
234,rewarded common,120.0,rewarded,common,False
236,rewarded common,120.0,rewarded,common,False
237,unrewarded rare,120.0,unrewarded,rare,True
238,unrewarded rare,120.0,unrewarded,rare,False
239,rewarded common,120.0,rewarded,common,True
240,rewarded rare,120.0,rewarded,rare,True
241,rewarded rare,120.0,rewarded,rare,True
242,rewarded common,120.0,rewarded,common,True
243,unrewarded common,120.0,unrewarded,common,False
245,unrewarded common,120.0,unrewarded,common,True
246,rewarded common,120.0,rewarded,common,False
247,unrewarded common,120.0,unrewarded,common,False
249,rewarded common,120.0,rewarded,common,True
250,unrewarded common,120.0,unrewarded,common,True
251,rewarded rare,120.0,rewarded,rare,True
252,rewarded common,120.0,rewarded,common,True
254,unrewarded common,120.0,unrewarded,common,False
255,rewarded common,120.0,rewarded,common,False
256,unrewarded common,120.0,unrewarded,common,False
257,unrewarded rare,120.0,unrewarded,rare,False
258,rewarded common,120.0,rewarded,common,True
259,unrewarded rare,120.0,unrewarded,rare,False
261,unrewarded common,120.0,unrewarded,common,True
263,unrewarded common,120.0,unrewarded,common,False
264,rewarded common,120.0,rewarded,common,True
265,unrewarded common,120.0,unrewarded,common,True
267,unrewarded common,120.0,unrewarded,common,False
268,rewarded common,120.0,rewarded,common,False
269,unrewarded rare,120.0,unrewarded,rare,True
271,rewarded common,120.0,rewarded,common,False
272,unrewarded common,120.0,unrewarded,common,False
273,unrewarded common,120.0,unrewarded,common,True
274,unrewarded common,120.0,unrewarded,common,True
275,unrewarded common,120.0,unrewarded,common,True
276,unrewarded common,120.0,unrewarded,common,False
277,rewarded rare,120.0,rewarded,rare,False
278,unrewarded common,120.0,unrewarded,common,False
279,unrewarded common,120.0,unrewarded,common,False
281,unrewarded common,120.0,unrewarded,common,False
282,unrewarded common,120.0,unrewarded,common,True
283,unrewarded common,120.0,unrewarded,common,False
285,rewarded common,120.0,rewarded,common,False
288,unrewarded common,120.0,unrewarded,common,True
291,unrewarded common,120.0,unrewarded,common,False
292,unrewarded common,120.0,unrewarded,common,True
295,unrewarded common,120.0,unrewarded,common,False
296,rewarded common,120.0,rewarded,common,False
298,unrewarded common,120.0,unrewarded,common,True
299,unrewarded common,120.0,unrewarded,common,True
301,unrewarded rare,120.0,unrewarded,rare,True
302,unrewarded common,120.0,unrewarded,common,False
305,unrewarded common,120.0,unrewarded,common,False
306,unrewarded rare,120.0,unrewarded,rare,False
308,unrewarded rare,120.0,unrewarded,rare,False
312,rewarded common,120.0,rewarded,common,False
319,unrewarded common,120.0,unrewarded,common,True
320,unrewarded common,120.0,unrewarded,common,False
322,rewarded common,120.0,rewarded,common,False
325,unrewarded rare,120.0,unrewarded,rare,True
326,rewarded rare,120.0,rewarded,rare,False
328,rewarded common,120.0,rewarded,common,False
331,unrewarded common,120.0,unrewarded,common,False
335,rewarded common,120.0,rewarded,common,False
339,unrewarded common,120.0,unrewarded,common,False
346,rewarded common,120.0,rewarded,common,False
349,unrewarded common,120.0,unrewarded,common,True
351,rewarded rare,120.0,rewarded,rare,False
352,unrewarded rare,120.0,unrewarded,rare,True
353,unrewarded rare,120.0,unrewarded,rare,False
354,unrewarded common,120.0,unrewarded,common,False
355,unrewarded rare,120.0,unrewarded,rare,True
357,unrewarded rare,120.0,unrewarded,rare,True
358,rewarded common,120.0,rewarded,common,False
359,rewarded common,120.0,rewarded,common,True
361,rewarded common,120.0,rewarded,common,True
362,unrewarded rare,120.0,unrewarded,rare,True
363,rewarded rare,120.0,rewarded,rare,True
364,unrewarded common,120.0,unrewarded,common,False
365,unrewarded common,120.0,unrewarded,common,False
366,unrewarded rare,120.0,unrewarded,rare,False
367,unrewarded common,120.0,unrewarded,common,False
369,unrewarded rare,120.0,unrewarded,rare,True
370,rewarded common,120.0,rewarded,common,True
371,unrewarded common,120.0,unrewarded,common,False
372,rewarded rare,120.0,rewarded,rare,True
373,unrewarded common,120.0,unrewarded,common,False
374,unrewarded common,120.0,unrewarded,common,True
376,unrewarded common,120.0,unrewarded,common,False
377,unrewarded rare,120.0,unrewarded,rare,False
378,unrewarded rare,120.0,unrewarded,rare,False
380,unrewarded rare,120.0,unrewarded,rare,True
381,rewarded common,120.0,rewarded,common,True
382,unrewarded common,120.0,unrewarded,common,False
383,rewarded rare,120.0,rewarded,rare,True
384,unrewarded common,120.0,unrewarded,common,False
385,rewarded rare,120.0,rewarded,rare,False
387,rewarded rare,120.0,rewarded,rare,True
388,rewarded rare,120.0,rewarded,rare,False
389,rewarded rare,120.0,rewarded,rare,True
390,unrewarded common,120.0,unrewarded,common,False
392,rewarded common,120.0,rewarded,common,True
393,rewarded common,120.0,rewarded,common,True
395,unrewarded rare,120.0,unrewarded,rare,True
396,rewarded common,120.0,rewarded,common,False
397,rewarded common,120.0,rewarded,common,True
398,rewarded common,120.0,rewarded,common,False
400,unrewarded common,120.0,unrewarded,common,True
201,unrewarded common,121.0,unrewarded,common,True
202,unrewarded rare,121.0,unrewarded,rare,True
203,unrewarded common,121.0,unrewarded,common,False
204,unrewarded common,121.0,unrewarded,common,True
205,rewarded common,121.0,rewarded,common,True
206,unrewarded common,121.0,unrewarded,common,False
207,unrewarded common,121.0,unrewarded,common,True
208,rewarded common,121.0,rewarded,common,True
209,rewarded rare,121.0,rewarded,rare,False
210,rewarded rare,121.0,rewarded,rare,True
211,unrewarded common,121.0,unrewarded,common,False
212,unrewarded common,121.0,unrewarded,common,False
213,unrewarded rare,121.0,unrewarded,rare,True
214,rewarded rare,121.0,rewarded,rare,False
215,rewarded common,121.0,rewarded,common,True
216,rewarded common,121.0,rewarded,common,True
217,unrewarded common,121.0,unrewarded,common,True
218,unrewarded common,121.0,unrewarded,common,False
219,rewarded common,121.0,rewarded,common,True
220,rewarded common,121.0,rewarded,common,True
221,unrewarded rare,121.0,unrewarded,rare,True
222,unrewarded common,121.0,unrewarded,common,True
223,rewarded common,121.0,rewarded,common,True
224,rewarded rare,121.0,rewarded,rare,True
225,rewarded common,121.0,rewarded,common,True
226,rewarded common,121.0,rewarded,common,False
227,unrewarded common,121.0,unrewarded,common,False
228,rewarded rare,121.0,rewarded,rare,True
229,rewarded common,121.0,rewarded,common,True
230,unrewarded common,121.0,unrewarded,common,False
231,rewarded common,121.0,rewarded,common,False
232,rewarded common,121.0,rewarded,common,True
233,rewarded common,121.0,rewarded,common,False
234,rewarded common,121.0,rewarded,common,False
235,unrewarded common,121.0,unrewarded,common,False
236,rewarded common,121.0,rewarded,common,True
237,unrewarded rare,121.0,unrewarded,rare,True
238,rewarded common,121.0,rewarded,common,True
239,unrewarded rare,121.0,unrewarded,rare,True
240,rewarded common,121.0,rewarded,common,True
241,rewarded common,121.0,rewarded,common,True
242,unrewarded common,121.0,unrewarded,common,True
243,rewarded common,121.0,rewarded,common,True
244,rewarded common,121.0,rewarded,common,True
245,unrewarded common,121.0,unrewarded,common,True
246,rewarded rare,121.0,rewarded,rare,True
247,unrewarded common,121.0,unrewarded,common,False
248,rewarded rare,121.0,rewarded,rare,True
249,unrewarded common,121.0,unrewarded,common,False
250,rewarded common,121.0,rewarded,common,True
251,rewarded rare,121.0,rewarded,rare,True
252,unrewarded common,121.0,unrewarded,common,False
253,rewarded rare,121.0,rewarded,rare,True
254,unrewarded common,121.0,unrewarded,common,False
255,unrewarded common,121.0,unrewarded,common,False
256,rewarded common,121.0,rewarded,common,False
257,unrewarded common,121.0,unrewarded,common,False
258,unrewarded common,121.0,unrewarded,common,True
259,unrewarded rare,121.0,unrewarded,rare,True
260,unrewarded rare,121.0,unrewarded,rare,True
261,unrewarded common,121.0,unrewarded,common,False
262,unrewarded common,121.0,unrewarded,common,False
263,unrewarded common,121.0,unrewarded,common,True
264,unrewarded rare,121.0,unrewarded,rare,True
265,unrewarded common,121.0,unrewarded,common,False
266,unrewarded common,121.0,unrewarded,common,False
267,rewarded rare,121.0,rewarded,rare,False
268,rewarded common,121.0,rewarded,common,True
269,unrewarded common,121.0,unrewarded,common,True
270,rewarded common,121.0,rewarded,common,True
271,rewarded rare,121.0,rewarded,rare,True
272,rewarded rare,121.0,rewarded,rare,True
273,rewarded rare,121.0,rewarded,rare,False
274,rewarded rare,121.0,rewarded,rare,True
275,unrewarded common,121.0,unrewarded,common,False
276,unrewarded common,121.0,unrewarded,common,False
277,rewarded common,121.0,rewarded,common,True
278,unrewarded common,121.0,unrewarded,common,True
279,rewarded common,121.0,rewarded,common,True
280,rewarded rare,121.0,rewarded,rare,True
281,unrewarded rare,121.0,unrewarded,rare,True
282,unrewarded rare,121.0,unrewarded,rare,True
283,unrewarded common,121.0,unrewarded,common,True
284,rewarded common,121.0,rewarded,common,True
285,unrewarded common,121.0,unrewarded,common,True
286,unrewarded common,121.0,unrewarded,common,True
287,unrewarded rare,121.0,unrewarded,rare,True
288,unrewarded common,121.0,unrewarded,common,False
289,unrewarded rare,121.0,unrewarded,rare,True
290,rewarded common,121.0,rewarded,common,True
291,rewarded rare,121.0,rewarded,rare,True
292,rewarded rare,121.0,rewarded,rare,False
293,unrewarded common,121.0,unrewarded,common,False
294,unrewarded common,121.0,unrewarded,common,False
295,unrewarded rare,121.0,unrewarded,rare,True
296,unrewarded rare,121.0,unrewarded,rare,True
297,unrewarded common,121.0,unrewarded,common,True
298,rewarded common,121.0,rewarded,common,True
299,rewarded rare,121.0,rewarded,rare,True
300,unrewarded common,121.0,unrewarded,common,False
301,rewarded common,121.0,rewarded,common,True
302,rewarded common,121.0,rewarded,common,True
303,unrewarded common,121.0,unrewarded,common,True
304,rewarded common,121.0,rewarded,common,True
305,unrewarded rare,121.0,unrewarded,rare,True
306,rewarded common,121.0,rewarded,common,True
307,rewarded common,121.0,rewarded,common,True
308,rewarded common,121.0,rewarded,common,True
309,rewarded common,121.0,rewarded,common,True
310,rewarded common,121.0,rewarded,common,True
311,rewarded rare,121.0,rewarded,rare,True
312,unrewarded common,121.0,unrewarded,common,True
313,unrewarded common,121.0,unrewarded,common,False
314,unrewarded rare,121.0,unrewarded,rare,True
315,unrewarded common,121.0,unrewarded,common,False
316,rewarded common,121.0,rewarded,common,True
317,rewarded common,121.0,rewarded,common,True
318,rewarded rare,121.0,rewarded,rare,True
320,unrewarded rare,121.0,unrewarded,rare,True
