,inferred dec temp,subject,inferred reward rate,inferred cached weight,inferred cached rate
0,0.9421749,0,0.28696913,0.5929102,0.34545448
1,1.9090918,1,0.94382584,1.0701554,0.5091611
2,1.3199767,2,0.7623364,0.49821752,0.510246
3,1.1139272,3,0.7899948,0.80584484,0.23663709
4,5.5913067,4,0.053721815,1.4919856,0.111915305
5,3.1785562,5,0.20353869,0.81015664,0.13995813
6,0.8426814,6,0.38243043,2.05078,0.15164639
7,0.88553643,7,0.8468012,0.667741,0.16968201
8,1.6160495,8,0.035666406,1.7656118,0.5388102
9,0.5984208,9,0.32196686,1.2819068,0.17067233
10,2.6306217,10,0.6206788,0.6556394,0.16105634
11,1.3421687,11,0.29208407,0.47042903,0.33254522
12,3.2036324,12,0.19113001,4.014968,0.0810274
13,3.3428392,13,0.18576388,2.4317658,0.09335291
14,0.6167771,14,0.3442003,3.63169,0.46008614
15,0.61020815,15,0.76445764,0.4922983,0.44404066
16,0.6968196,16,0.3289052,1.1698611,0.74888724
17,1.6219426,17,0.80162156,0.8181577,0.18508877
18,0.86873704,18,0.14442636,0.8528244,0.15283604
19,4.4339805,19,0.051828347,0.9517639,0.26630342
20,0.8703001,20,0.14655158,0.6679725,0.5920687
21,2.2004993,21,0.5154402,0.9939738,0.1536742
22,0.7226051,22,0.25349608,0.882948,0.12404084
23,0.69332117,23,0.6633417,0.51438695,0.58520204
24,4.9775558,24,0.08643941,2.006816,0.22578757
25,3.748674,25,0.12241266,1.0861521,0.24215876
26,0.59678704,26,0.5775835,0.5603445,0.63799894
27,4.3936043,27,0.14855142,2.054411,0.20691855
28,0.8051943,28,0.67840755,0.6090796,0.44701198
29,6.0878277,29,0.0065327305,0.5733117,0.29675296
30,2.9335575,30,0.5218458,1.6083852,0.13928986
31,1.087722,31,0.6571666,1.757838,0.6635012
32,9.078926,32,0.005795433,1.8818214,0.20572302
33,4.9796124,33,0.69820505,0.6499296,0.24789569
34,0.8077046,34,0.16674478,1.3022194,0.8417738
35,0.9375683,35,0.4394039,0.7769181,0.63711375
36,1.5817808,36,0.83245677,0.8483903,0.4656241
37,0.46357715,37,0.82653064,0.49238917,0.84817904
38,1.7092865,38,0.17599572,5.994613,0.12098304
39,3.6360831,39,0.1356765,3.0559766,0.2627355
40,1.5661982,40,0.1863712,0.7416835,0.18680924
41,2.6410737,41,0.14838843,9.134412,0.0058251736
42,1.6029812,42,0.17266968,0.64014566,0.2430481
43,0.89409316,43,0.18499692,0.5794785,0.9251204
44,1.5653795,44,0.8697926,1.3417466,0.55278987
45,2.442054,45,0.47041106,0.597641,0.24208468
46,0.5376948,46,0.4210888,1.5180666,0.12488489
47,2.1135793,47,0.22729047,1.7198155,0.17559133
48,4.564305,48,0.35579568,8.644613,0.012607016
49,1.4058385,49,0.4458911,1.2761834,0.4824859
50,0.8303487,50,0.87939876,1.4908397,0.09377632
51,0.94204867,51,0.35369,3.073553,0.081177525
52,0.70896226,52,0.5211258,1.1276133,0.28605914
53,7.456992,53,0.041445244,7.650995,0.00964334
54,1.3538883,54,0.841412,0.9504511,0.8447539
55,2.1992278,55,0.19721417,0.48129693,0.23352022
56,1.333927,56,0.89035535,2.6599267,0.087411426
57,5.041929,57,0.06573278,5.296624,0.07762819
58,2.1941006,58,0.15008557,5.2544208,0.07079915
59,0.71798104,59,0.51119125,0.62696415,0.20084776
60,0.5891636,60,0.26912788,0.5745299,0.36390567
61,1.9975379,61,0.0050230045,0.4725829,0.32636243
62,0.9776954,62,0.13542594,0.6859279,0.8173657
63,1.2139145,63,0.668329,0.87934715,0.13416336
64,0.6375764,64,0.35233063,0.5236262,0.7732885
65,0.8356345,65,0.35640624,0.52981156,0.22678384
66,3.0226896,66,0.16676274,4.9833574,0.09126235
67,1.1141639,67,0.54796034,3.3720102,0.13405636
68,0.4435005,68,0.7679212,0.41399103,0.7279977
69,3.6604433,69,0.3153962,2.2878532,0.6953226
70,0.8761012,70,0.56227845,8.043429,0.029942807
71,1.8000681,71,0.81598276,2.762618,0.14956012
72,3.366856,72,0.15382086,0.7340313,0.20708668
73,1.9128045,73,0.70945716,0.59634864,0.39718273
74,2.152887,74,0.29364556,1.3529575,0.06264787
75,3.2186446,75,0.71688867,0.47859815,0.7653671
76,3.4508326,76,0.8141919,0.65558106,0.0753049
77,8.258134,77,0.012993408,5.287098,0.05021975
78,1.3936583,78,0.11428048,1.3787589,0.2378409
79,0.8306025,79,0.2406603,0.98751867,0.36412
80,2.3651183,80,0.7961211,3.7749217,0.08682581
81,1.3526543,81,0.69137746,2.404028,0.82662547
82,3.0123048,82,0.048176143,8.113272,0.008112187
83,2.2603416,83,0.46369514,1.1460607,0.82066035
84,4.8883533,84,0.46181285,0.7836453,0.12779507
85,5.34878,85,0.20092513,1.8842598,0.3832879
86,0.8890741,86,0.742853,0.764492,0.6327296
87,5.409584,87,0.021188881,0.60073006,0.30409247
88,2.316365,88,0.12883765,2.6365414,0.9251085
89,2.261544,89,0.27217522,0.73355746,0.3993212
90,0.7164832,90,0.85855687,0.5642076,0.87109536
91,4.695391,91,0.100998625,1.0643291,0.23060018
92,1.8927468,92,0.3397103,0.45887622,0.29105112
93,1.163477,93,0.38563702,1.2767396,0.1440238
94,4.2079167,94,0.2191177,6.1331115,0.039393853
95,1.431287,95,0.85601616,0.8491613,0.5105621
96,1.0933137,96,0.892021,0.66440547,0.15327035
97,0.7637776,97,0.85875905,2.6630552,0.68333435
