,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate
0,2.8567462,3.6397588,0,0.6232106,0.4026596,5.5894747,4.1231604,0.3435085,0.22202533
1,4.6613255,4.1326294,1,0.52102476,0.33346677,2.2369254,2.1881933,0.7240288,0.8000907
2,3.6702669,2.6039262,2,0.59901476,0.32600367,2.0828006,1.8949637,0.6376923,0.4520768
3,2.7298458,1.8985338,3,0.5436604,0.19096035,2.385913,2.9773972,0.6914722,0.720068
4,4.558177,2.5194502,4,0.64924645,0.62674946,5.534081,2.7264414,0.3218145,0.05330199
5,2.1775572,2.0268483,5,0.6415918,0.30629677,2.739888,3.2910502,0.57023394,0.60159576
6,1.5966254,2.3025718,6,0.6508886,0.85600096,2.9074824,3.0605664,0.67690253,0.78588516
7,3.3125918,2.643015,7,0.72632927,0.7230001,1.6864924,1.9230316,0.34046814,0.3104145
8,2.558323,5.548334,8,0.76059836,0.9717318,1.8221147,1.4563429,0.77731305,0.89834976
9,3.194452,4.0155497,9,0.62205064,0.66668904,2.4644566,3.174438,0.4550348,0.54987246
10,4.038349,4.310621,10,0.7205651,0.6775262,1.6197507,1.1220939,0.4726728,0.16578108
11,5.5058813,5.2590194,11,0.6420591,0.7362704,5.61891,5.8782663,0.75635374,0.7579253
12,1.8156049,1.5334272,12,0.22908516,0.13773078,3.8089542,4.0244923,0.57819235,0.46638823
13,4.9541903,5.647593,13,0.58304507,0.92816854,3.2903783,2.787156,0.55008936,0.45219237
14,4.385446,4.3409142,14,0.52610755,0.25329113,4.331328,3.5186205,0.70299774,0.5018304
