,discount,learning rate,dec temp,weight,prior weight,prior lr,subject
158,0.09111413,0.7163361,1.8223968,0.40910724,1.13096,0.8350275,158
159,0.22838937,0.7485868,0.15475726,0.8661287,0.9043275,0.0627363,159
160,0.40325004,0.8170827,0.8505808,0.78917944,0.9451366,0.06601156,160
161,0.053197466,0.26380137,0.7918904,0.8095886,0.7862452,0.1481966,161
162,0.2608415,0.11139626,4.1410685,0.9583572,0.9782088,0.0682832,162
163,0.14376517,0.39735416,0.88923085,0.76688457,1.4093568,0.04392756,163
164,0.121372856,0.05252331,1.2849197,0.7266525,0.48272064,0.100277014,164
165,0.4525245,0.22663167,2.025589,0.6511487,1.8429749,0.6625971,165
166,0.27580228,0.535477,1.6020298,0.5403222,1.2071211,0.70857024,166
167,0.0620442,0.95712924,1.3027282,0.5507318,1.3562069,0.41854143,167
168,0.6118125,0.05549087,4.95735,0.86466587,1.6560874,0.3179041,168
169,0.32356808,0.06441693,1.3768241,0.7195874,1.0288072,0.08329228,169
170,0.25171173,0.8993935,2.310541,0.30866113,1.1725533,0.06133431,170
171,0.28444377,0.5142013,1.2992774,0.76236606,0.83690524,0.088490196,171
172,0.7657844,0.1083604,0.63571465,0.7323764,0.6371455,0.43387046,172
173,0.3254875,0.74047047,2.063466,0.77112377,0.82767797,0.5331372,173
174,0.18579833,0.5590108,2.9017322,0.9266339,1.1371834,0.12601605,174
175,0.4649951,0.8805538,0.3377111,0.86788315,1.0531135,0.12222536,175
176,0.7950294,0.64411414,3.5064898,0.67501044,1.1419119,0.06536672,176
177,0.7127737,0.47547334,1.892861,0.8921402,1.8027059,0.14976484,177
178,0.47389036,0.09762385,0.6457226,0.8736295,1.6934128,0.12178713,178
179,0.20334779,0.64428395,4.653739,0.8946561,1.006144,0.03709067,179
180,0.30228236,0.48958784,4.4169264,0.87129927,0.4408537,0.8200697,180
181,0.3938661,0.28956786,0.5767283,0.75169265,0.25195014,0.55014306,181
182,0.67019373,0.8777677,0.8430704,0.918013,1.3419598,0.020205623,182
183,0.4050816,0.117094435,1.5798385,0.9289351,0.5867861,0.7180035,183
184,0.18924801,0.5491178,1.5289748,0.7861343,0.9792253,0.80145496,184
185,0.34147188,0.18603873,1.1301425,0.6137063,1.0087593,0.41684115,185
186,0.34157693,0.8399616,1.4210719,0.60302454,0.6508253,0.92363966,186
187,0.873831,0.7007654,3.366737,0.8550599,0.94822645,0.17102465,187
188,0.794244,0.56886137,1.7475783,0.6130133,0.5861253,0.69862956,188
189,0.268852,0.14438237,2.8562427,0.71034056,0.6507889,0.2033104,189
190,0.36196578,0.5099153,0.88402104,0.7230545,0.8146017,0.1457093,190
191,0.35322946,0.4605463,2.0049212,0.82443887,1.9604757,0.6989772,191
192,0.021305043,0.333699,2.1569097,0.6904052,1.1037664,0.43211016,192
193,0.067708716,0.53523594,2.194402,0.44666785,0.7287186,0.33956718,193
194,0.25991035,0.10886259,1.9970773,0.80469954,1.3687698,0.1579712,194
195,0.45979166,0.13171378,1.1706536,0.77933806,0.90332735,0.30706802,195
196,0.59592474,0.105226785,0.6401253,0.4573998,1.6655416,0.05051657,196
197,0.6662668,0.78484106,0.5935627,0.70151144,1.378236,0.041789964,197
198,0.17631066,0.3205422,2.480585,0.91083103,1.0355552,0.4956072,198
199,0.5016407,0.6129206,2.9332218,0.7182879,0.8689787,0.33939475,199
200,0.16178693,0.36572468,0.50415426,0.80306286,1.3726233,0.33106014,200
201,0.37209168,0.2293854,1.2459686,0.19370942,1.9065173,0.12935963,201
202,0.10510231,0.24350604,1.5304711,0.63059783,1.1387298,0.37793294,202
