,inferred discount,subject,inferred learning rate,inferred dec temp,inferred weight,inferred prior lr,inferred prior weight
83,0.5099581,83,0.75287145,1.4103214,0.7655922,0.27532136,2.011679
84,0.6410933,84,0.6556633,3.237853,0.6974255,0.6570548,1.278941
85,0.41149527,85,0.38025886,0.9249266,0.7797778,0.226379,0.779114
86,0.704323,86,0.8945321,1.1972502,0.6107661,0.4118943,0.9233276
87,0.7043716,87,0.83487546,1.2503971,0.2641049,0.2633622,0.6832131
88,0.47883722,88,0.32304427,1.439552,0.6373159,0.3048808,1.13827
89,0.3431936,89,0.4744991,2.1768146,0.8545878,0.18312237,0.8851483
90,0.42879176,90,0.33539048,1.7878089,0.80190784,0.20906751,1.5884607
91,0.41697294,91,0.26365247,0.88638985,0.762947,0.16668119,0.7589885
92,0.40595654,92,0.29046533,1.069719,0.7758034,0.19660176,0.81007177
93,0.41786364,93,0.30200335,0.8803639,0.7376301,0.18997848,0.83254236
94,0.42130023,94,0.26673114,0.9289657,0.7424301,0.19941083,0.75838256
95,0.43998778,95,0.22707294,0.86090046,0.7342893,0.20105627,0.7085818
96,0.38174102,96,0.58940345,1.3825237,0.810561,0.23100887,0.95162636
97,0.49206877,97,0.7125704,2.00596,0.7802305,0.22786607,1.061017
98,0.4545832,98,0.35999957,0.9773499,0.68286425,0.24794878,0.8391776
99,0.43808898,99,0.29993224,0.82516783,0.720572,0.17758201,0.7614617
100,0.41312107,100,0.21744895,0.9758634,0.74017066,0.1915645,0.7511618
101,0.4650994,101,0.32795995,0.9522828,0.68610585,0.20539904,0.6313105
102,0.480393,102,0.3386772,2.2649748,0.7819634,0.34667212,1.0543122
103,0.4194195,103,0.3331759,1.3305216,0.7982867,0.2501191,0.94300354
104,0.63921356,104,0.5323745,1.7530556,0.5296128,0.307685,0.8011401
105,0.42450345,105,0.3128461,0.8091052,0.7297246,0.24452801,0.7340006
106,0.63437253,106,0.42210802,1.5590848,0.46316248,0.17724109,1.1366826
107,0.61237013,107,0.78910315,3.5972226,0.84643054,0.23269822,0.93388206
108,0.46637073,108,0.40906054,1.3642268,0.754603,0.29769203,0.8864045
109,0.43794763,109,0.23431824,0.9285671,0.62952125,0.23987104,1.1330078
110,0.40039772,110,0.3989157,1.5037705,0.81377065,0.21193016,0.82901734
111,0.4455309,111,0.22016628,1.1032449,0.7507474,0.1699592,0.9092936
112,0.47186372,112,0.5276258,3.3798685,0.84243464,0.6759358,2.0162656
113,0.43096164,113,0.42512944,0.92366445,0.731427,0.33290917,0.7871428
114,0.44865027,114,0.47187176,2.403308,0.7539554,0.34182134,1.3506157
115,0.39142612,115,0.55406547,1.8668606,0.8455416,0.1944509,0.9208047
116,0.43579683,116,0.28729436,0.90598863,0.7541729,0.2005918,0.8121278
117,0.47149426,117,0.4373979,3.4139194,0.86093533,0.7880576,1.1427101
118,0.8239634,118,0.9206283,1.9454165,0.44963494,0.45794842,0.54947156
119,0.5166172,119,0.5444803,1.3626621,0.7612096,0.57072747,1.6392629
120,0.59139,120,0.6986387,2.1799083,0.7226666,0.35299706,0.739113
121,0.47463232,121,0.33134454,1.163,0.71888894,0.2213894,0.9035181
122,0.42098024,122,0.27108824,0.9363397,0.7408948,0.21685761,0.78222996
123,0.7388385,123,0.8440957,1.8562554,0.55082154,0.46241724,0.784786
124,0.46352375,124,0.6729524,2.2356646,0.8448369,0.22782513,0.69037855
125,0.70244205,125,0.8288254,3.8720238,0.68697476,0.21595803,1.1636055
126,0.59994686,126,0.7854316,2.6414282,0.78431606,0.23357597,0.90022016
127,0.50542545,127,0.57328284,2.9306462,0.58706814,0.49873462,1.0027454
128,0.38581038,128,0.6789875,1.4660137,0.8386113,0.2156239,0.94230694
129,0.43127075,129,0.2881595,1.0412415,0.75176954,0.2406116,0.82742894
130,0.5311886,130,0.6339684,1.7441511,0.7164754,0.2367786,1.2594068
131,0.46457732,131,0.23617062,1.0461917,0.6971834,0.2117451,0.96683055
132,0.3994055,132,0.43049905,0.9039427,0.7569223,0.2543769,0.810111
133,0.4594899,133,0.47289044,1.1432577,0.7644534,0.43767712,1.3257424
134,0.7294077,134,0.74479604,1.6146814,0.36555332,0.26810005,0.9019342
135,0.64269537,135,0.62407225,1.5327039,0.30243734,0.5717552,1.0559692
136,0.5102404,136,0.64772326,2.2117794,0.6700587,0.45821947,0.83814096
137,0.58367664,137,0.5342616,3.7462764,0.79508525,0.36682796,0.89199305
138,0.4189641,138,0.34150824,0.85402614,0.7490934,0.19330768,0.76460254
139,0.7731427,139,0.81014055,1.475947,0.38564318,0.5355087,1.2292951
140,0.4501403,140,0.27443248,0.8974805,0.7065679,0.23197949,0.8774532
141,0.45911723,141,0.24796382,1.1380806,0.73084927,0.2996158,1.0813799
142,0.66568476,142,0.7246499,1.1104165,0.5592146,0.32070458,0.83395165
143,0.6781095,143,0.87039536,1.0326629,0.52197933,0.57250935,0.7348755
144,0.5882112,144,0.4863029,1.2352996,0.40092996,0.38380304,1.3271904
145,0.40172297,145,0.28353828,0.9911976,0.76993966,0.19434723,0.7735062
146,0.43425536,146,0.3810158,1.3577124,0.78640985,0.25495437,0.97108763
147,0.54112816,147,0.47758153,1.0909868,0.59148383,0.33790687,0.8636609
148,0.5342665,148,0.8266398,1.70676,0.7754745,0.36051348,0.8645725
149,0.43041712,149,0.2896758,0.8835568,0.7428915,0.21813715,0.6892516
150,0.5783453,150,0.45114797,1.2322578,0.39700305,0.3470926,2.0298693
151,0.48010853,151,0.5782644,2.2374406,0.73874366,0.19444843,2.0124466
152,0.44121936,152,0.30221522,0.8897656,0.7445667,0.18446417,0.921837
153,0.4509796,153,0.4898705,0.9127504,0.6592943,0.3524084,1.3374832
154,0.3803701,154,0.5543733,2.5248878,0.8247003,0.25320965,0.77728456
155,0.653055,155,0.7355024,2.4147959,0.55880886,0.2341509,0.7905651
156,0.46860573,156,0.31183058,1.0150875,0.69365376,0.28260526,0.9008727
157,0.4887679,157,0.20324366,1.6315129,0.60855174,0.3649662,3.814741
158,0.7017402,158,0.7607845,2.1640592,0.5711077,0.74910814,1.1502327
159,0.44615027,159,0.22948731,1.0385801,0.7006219,0.23431566,0.5598389
160,0.41871035,160,0.33856356,0.87332046,0.7643308,0.1687018,0.71226346
161,0.4236661,161,0.28055707,0.84391785,0.7389203,0.1858314,0.7336899
162,0.40194067,162,0.11567662,4.0088096,0.8603779,0.18117414,0.78058374
163,0.40147668,163,0.34808007,1.2110791,0.8038274,0.18044409,0.8786527
164,0.44389227,164,0.2704688,0.80417055,0.74411964,0.24969913,0.70901096
165,0.48023733,165,0.4333093,2.720408,0.74034303,0.48828834,1.6378514
166,0.5805493,166,0.5388567,1.9850208,0.5940194,0.5579514,1.1394652
167,0.7204493,167,0.8069257,1.8944061,0.5703688,0.35538068,1.1076205
168,0.45090365,168,0.2343118,4.1013613,0.64683867,0.21131915,1.5534858
169,0.40006965,169,0.3038633,0.9993447,0.7537683,0.21685678,0.7232344
170,0.55756956,170,0.71655333,2.613894,0.538756,0.42673382,0.9067476
171,0.41069153,171,0.44634268,1.3648123,0.83144724,0.17780791,0.9265686
172,0.43955112,172,0.24689934,1.0867726,0.74772036,0.21738535,0.7666921
173,0.6806953,173,0.9008058,2.1572566,0.73320985,0.5493783,0.7773056
174,0.4217439,174,0.7095696,2.5300958,0.89983356,0.22360095,0.8014822
175,0.43713716,175,0.3151333,0.8673304,0.7645272,0.19261153,0.78068006
176,0.5883083,176,0.677718,3.2675128,0.70321316,0.1933428,0.8687015
177,0.42920697,177,0.39536792,1.6293838,0.76324373,0.2890435,1.6487446
178,0.49000514,178,0.23677732,1.1085515,0.7133645,0.24180676,1.3024281
179,0.5798381,179,0.60676634,3.5926704,0.803959,0.2483441,0.87231106
180,0.5751365,180,0.59090936,3.2145426,0.75130475,0.50330055,0.75803244
181,0.42751172,181,0.27390864,0.8515237,0.7395755,0.19009921,0.76497024
182,0.43509448,182,0.29946977,1.0007249,0.764798,0.17906745,0.7404742
183,0.41716787,183,0.3537862,1.1717924,0.7734898,0.2437427,0.84874773
184,0.44608343,184,0.42793095,1.6590726,0.7277203,0.64368373,1.0419428
185,0.4452422,185,0.250313,0.96349317,0.73877174,0.28510836,0.89221805
186,0.7926199,186,0.9182604,1.739999,0.58319485,0.31023988,0.7098743
187,0.5584824,187,0.72894096,2.7329926,0.8077377,0.17231193,1.0517546
188,0.6020046,188,0.7267931,1.2687021,0.64094836,0.36396623,0.69245285
189,0.3882137,189,0.28399023,1.9839694,0.8096477,0.18015778,0.9193816
190,0.44832522,190,0.45318925,1.2530686,0.754857,0.33845502,0.8554619
191,0.57014316,191,0.53944546,1.3830296,0.6423413,0.534167,1.7138193
192,0.4654321,192,0.5088556,1.944186,0.61975306,0.25425863,1.3542471
193,0.5190513,193,0.69090253,1.8702741,0.6065674,0.27628657,0.91269875
194,0.39817226,194,0.22317083,1.8087269,0.8112454,0.18070632,1.1790345
195,0.48161542,195,0.3525335,1.2448252,0.71681577,0.1902309,0.9225992
196,0.4144079,196,0.28247863,0.9249486,0.7596342,0.176284,0.7998136
197,0.47754827,197,0.31211615,1.2268151,0.71695024,0.3272912,0.9211758
198,0.4368257,198,0.6036978,1.4978689,0.7646206,0.5367093,1.1777525
199,0.6549948,199,0.63187754,3.0469098,0.59181744,0.16248545,1.3730241
200,0.4305131,200,0.21174057,1.0589428,0.71374303,0.39753577,1.125992
201,0.5997917,201,0.23839176,1.478222,0.4025091,0.11046921,1.951168
202,0.4508787,202,0.42903534,1.1486769,0.76779604,0.37796527,0.86391836
203,0.6540784,203,0.837931,2.9914029,0.55526507,0.5161615,1.0311965
204,0.5440434,204,0.19520545,1.9640605,0.53429854,0.3688927,1.3572886
205,0.4278862,205,0.30726293,0.9387202,0.7503589,0.1597529,1.3840623
