,inferred dec temp,subject,inferred reward rate,inferred cached weight,inferred cached rate
0,7.983322,0,0.5087383,1.180146,0.051004563
1,1.18402,1,0.56725574,0.7999146,0.59318507
2,8.193324,2,0.61101776,1.0468601,0.13076998
3,7.918131,3,0.3615884,0.76257545,0.060245633
4,7.859373,4,0.75917673,0.89362276,0.076570906
5,3.732721,5,0.016348606,1.0302153,0.10123492
6,2.9243057,6,0.0016852696,0.42985365,0.26221496
7,2.5960624,7,0.027701218,0.8455121,0.5833704
8,3.4413218,8,0.1379173,0.8694034,0.20292224
9,6.837483,9,0.34409449,1.5194262,0.056989018
10,3.8668275,10,0.045910973,0.8891321,0.20983051
11,4.735293,11,0.7595784,1.204254,0.06223398
12,7.8852606,12,0.49702638,1.0435327,0.057833187
13,9.026828,13,0.74349415,0.8965078,0.12151579
14,7.458389,14,0.5270046,0.4928161,0.40196466
15,9.004941,15,0.64343834,1.4574583,0.03611189
16,1.6298208,16,0.3483789,0.6663333,0.18711977
17,0.66780335,17,0.45123893,0.85988003,0.58854145
18,3.406422,18,0.025184749,0.61022437,0.039331727
19,9.147116,19,0.7828361,1.0124518,0.1266595
20,8.849118,20,0.47026777,1.217042,0.10526833
21,4.7534366,21,0.8003424,0.921498,0.17045254
22,3.8664653,22,0.5460186,0.95275986,0.0642195
23,4.66371,23,0.11481221,0.7060393,0.18954071
