,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,2.1271641,1.6052369,0,0.44261894,0.79867077,6.4479775,4.1380825,0.47960126,0.31760412,2.1461568,0.0,0.57613474,0.0
1,3.775812,3.7255974,1,0.04927394,0.06771046,4.983583,3.3390174,0.38653576,0.38754064,1.9941574,0.0,0.52565444,0.0
2,2.959563,4.5439453,2,0.47899023,0.5489603,6.777665,4.372718,0.49557152,0.2562849,2.389557,0.0,0.4538096,0.0
3,1.6301097,2.284449,3,0.04744382,0.041562617,1.9555864,1.5675012,0.38439924,0.3728885,0.657448,0.0,0.5682264,0.0
4,1.7044424,5.355094,4,0.5529857,0.86760837,2.644361,2.5188456,0.17611487,0.13456339,1.7224815,0.0,0.7200619,0.0
5,6.066421,5.666884,5,0.8341358,0.87215656,1.7452797,1.1033459,0.7572272,0.49834323,0.765179,0.0,0.47076526,0.0
6,2.9241593,5.403382,6,0.4848914,0.69721305,6.7567415,4.1038685,0.28829554,0.1936549,2.7218814,0.0,0.5845448,0.0
7,2.8254552,3.328329,7,0.19364683,0.24303722,6.024774,5.716316,0.7453573,0.9138174,1.7504646,0.0,0.55094737,0.0
8,2.6525924,2.4134583,8,0.51516926,0.9300254,6.8440146,5.5500913,0.2894015,0.3247972,2.8087876,0.0,0.5815241,0.0
9,2.2102258,3.298529,9,0.6841353,0.9109911,3.71823,3.622116,0.40497488,0.48565918,1.4911529,0.0,0.6964036,0.0
10,2.8774123,5.63041,10,0.5440735,0.541246,6.426971,5.981866,0.3581027,0.41501194,2.9204903,0.0,0.5855768,0.0
11,2.752312,1.9080551,11,0.4989912,0.04774493,6.8534737,4.8769016,0.30322906,0.102888346,2.8130484,0.0,0.6047828,0.0
12,1.104658,1.7062435,12,0.5635542,0.9203535,2.628574,2.4870932,0.8628862,0.9168047,0.61762124,0.0,0.35842365,0.0
13,2.3298388,4.2128267,13,0.4997196,0.6872737,5.7118797,3.644249,0.3579082,0.25786972,2.3141778,0.0,0.5705689,0.0
14,2.894356,4.9876986,14,0.2282773,0.5889284,4.8119006,4.587719,0.7859153,0.6078427,1.0662118,0.0,0.5457318,0.0
15,2.7647035,2.015279,15,0.5162441,0.7326187,6.893744,2.630013,0.30228752,0.099160016,2.6643357,0.0,0.62291884,0.0
16,3.9702544,5.583923,16,0.5032858,0.4147988,1.9801673,1.4545512,0.30035615,0.21707189,1.425788,0.0,0.30068472,0.0
17,1.3583567,1.0275201,17,0.5045887,0.85870475,4.463447,3.81399,0.7850823,0.88379085,1.101511,0.0,0.38922328,0.0
18,1.5048953,1.9835925,18,0.19273593,0.20989966,2.2961206,2.1526332,0.6777859,0.6238714,0.7581659,0.0,0.588983,0.0
19,2.4350386,2.2215638,19,0.5120166,0.4318074,6.8066583,5.4325285,0.7658018,0.80355704,1.756303,0.0,0.54480225,0.0
20,3.4007714,4.2595367,20,0.1083963,0.2228486,2.753076,2.1813405,0.7494557,0.85819393,0.9089835,0.0,0.49718812,0.0
21,2.16582,3.2604249,21,0.78259456,0.9844865,1.4761297,1.32606,0.20547335,0.22009337,0.6946364,0.0,0.6317703,0.0
22,3.2489913,5.935462,22,0.3028583,0.6051115,2.5726519,2.3914168,0.48439905,0.48673624,1.4459393,0.0,0.45476276,0.0
23,2.129188,3.1393356,23,0.374522,0.67423266,2.4971366,2.4616764,0.42908752,0.49032915,0.7409944,0.0,0.5831934,0.0
24,1.5415947,1.0704098,24,0.5300828,0.036883175,3.7719073,3.8199222,0.74423873,0.9616794,0.79590183,0.0,0.57643074,0.0
25,1.5819726,1.8277025,25,0.07175509,0.21428198,1.4175156,1.0383955,0.6464717,0.8416598,0.7235521,0.0,0.6772031,0.0
26,2.3916724,3.831545,26,0.26601243,0.5115649,2.1357954,1.8123881,0.8043417,0.9882742,0.7181151,0.0,0.2541763,0.0
27,3.4524632,3.961836,27,0.28643712,0.6271402,2.0892115,1.8023808,0.098250985,0.10089362,1.0274236,0.0,0.40731788,0.0
28,2.593581,3.520118,28,0.25145015,0.41814315,6.9611588,5.7266955,0.68641835,0.7372232,1.7864873,0.0,0.4915276,0.0
29,2.6222568,1.5137918,29,0.41846153,0.21454257,6.894478,2.9503899,0.3160169,0.14266515,2.6373236,0.0,0.5656691,0.0
30,2.4172661,2.2817612,30,0.5531832,0.51597,6.3624773,2.4905522,0.37120605,0.057973087,2.4855185,0.0,0.5587472,0.0
31,4.0146475,3.4865723,31,0.034481235,0.07023531,2.1439438,2.0380669,0.74812067,0.85367,0.85313326,0.0,0.5437065,0.0
32,1.7812871,2.9485734,32,0.6276833,0.8949994,4.2957497,3.5881364,0.62020886,0.54102045,1.2126228,0.0,0.6020033,0.0
33,1.784131,3.0811806,33,0.66552395,0.9788842,1.9965718,1.9700778,0.50192267,0.41182232,0.68925613,0.0,0.44174236,0.0
34,2.654284,1.9494638,34,0.48773694,0.3541668,6.8862114,3.8516414,0.30748102,0.25033563,2.443579,0.0,0.61899465,0.0
35,3.7164009,5.3046064,35,0.24681744,0.09297973,6.190174,4.4777427,0.5903919,0.5951912,2.4331796,0.0,0.56143874,0.0
36,2.585171,4.47616,36,0.61212534,0.9020707,4.170152,3.644537,0.6376867,0.61831623,1.4402957,0.0,0.42052168,0.0
37,2.7079105,1.7958138,37,0.44473252,0.13013989,6.82268,5.8018675,0.30523217,0.12511396,2.7043657,0.0,0.60006607,0.0
38,3.2504535,3.6333227,38,0.032277223,0.08044392,2.0975976,1.621284,0.31081802,0.33238572,1.0150864,0.0,0.30117497,0.0
39,2.8924928,1.2022326,39,0.54560107,0.7478416,6.8572326,5.286836,0.29570892,0.03777677,2.853619,0.0,0.5942439,0.0
40,2.6402013,2.4566019,40,0.5141374,0.42482972,6.946658,5.4272003,0.30206606,0.19807589,2.5676122,0.0,0.61958385,0.0
41,2.6848786,3.2847774,41,0.49204615,0.8197999,6.727399,4.805526,0.29473358,0.17027915,2.7901444,0.0,0.58224094,0.0
42,3.127569,5.45292,42,0.37798595,0.5356418,6.809968,5.7808213,0.4587284,0.50779414,2.6980157,0.0,0.489378,0.0
43,1.0954072,2.1262977,43,0.39089283,0.029033303,3.2091846,3.037523,0.76964146,0.88176566,0.6695772,0.0,0.4938981,0.0
44,2.552685,1.3819329,44,0.5231373,0.39326042,6.917544,4.416635,0.29910466,0.15961784,2.60319,0.0,0.594061,0.0
45,3.4896226,4.8536415,45,0.5681744,0.80885786,2.2135546,2.3390975,0.49812755,0.5954165,1.0005797,0.0,0.48802978,0.0
46,2.2354045,1.4102376,46,0.503838,0.56398666,6.052221,4.06978,0.5246279,0.47130674,2.1540546,0.0,0.61579865,0.0
47,2.6629062,2.926309,47,0.55823696,0.5137517,2.6661093,2.2959375,0.55395144,0.5013693,0.7514766,0.0,0.69251394,0.0
48,3.0953455,5.5787377,48,0.4967088,0.9447596,6.5784044,4.0265045,0.28845134,0.019345224,3.0886624,0.0,0.5866018,0.0
49,4.714006,5.4578767,49,0.34907314,0.7769672,6.149744,3.9923522,0.6874685,0.5556549,2.79062,0.0,0.5356875,0.0
50,2.979357,4.285142,50,0.24596632,0.59965324,2.5277185,2.0908854,0.6912096,0.73317957,1.0533385,0.0,0.5207301,0.0
51,2.0234354,3.5560255,51,0.5719926,0.9453765,5.8230214,5.1444674,0.84882945,0.87524813,1.6872344,0.0,0.553885,0.0
52,2.6165862,2.611889,52,0.5168554,0.078559816,6.816466,3.6735113,0.29508027,0.14810741,2.7228618,0.0,0.58595103,0.0
53,3.8242476,4.5731378,53,0.10950666,0.16651559,3.4438496,2.9583325,0.7853879,0.7387698,0.8073624,0.0,0.50119597,0.0
54,2.8365636,3.3217058,54,0.24235342,0.6516004,3.6713102,3.1253731,0.26597327,0.23112756,1.9295776,0.0,0.51343924,0.0
55,1.4236951,3.2079637,55,0.58649397,0.81040376,1.760512,2.0459552,0.73295987,0.7421623,0.70958096,0.0,0.5954089,0.0
56,1.1008207,1.0342935,56,0.5833761,0.3352006,2.8001494,2.5787551,0.49034807,0.42631418,0.8025748,0.0,0.43595624,0.0
57,2.4691908,1.0927895,57,0.5973834,0.5658823,6.933496,5.5214553,0.50154805,0.36383504,2.171743,0.0,0.57913774,0.0
58,2.6153653,5.068784,58,0.47931162,0.9351655,6.965497,5.220718,0.31130543,0.10250801,2.590614,0.0,0.59887576,0.0
59,4.178529,5.5708394,59,0.21746717,0.28517014,1.7681255,1.1743567,0.6942245,0.97180367,1.14085,0.0,0.37662646,0.0
60,2.874166,4.0816493,60,0.5634833,0.47079074,1.8663697,1.6291201,0.78927684,0.79776394,0.8983181,0.0,0.24612424,0.0
61,2.8320787,4.500291,61,0.51313627,0.32270235,6.708347,3.267117,0.28917587,0.018482566,2.6713579,0.0,0.5787359,0.0
62,1.1705616,1.291755,62,0.48969594,0.60232586,1.9837923,1.7055187,0.47100392,0.4525242,0.7317217,0.0,0.5815929,0.0
63,2.7650297,4.667727,63,0.5059197,0.017280161,6.7323427,5.749145,0.2892547,0.13116169,2.652718,0.0,0.5791605,0.0
64,1.1735692,1.734837,64,0.5398197,0.27068907,4.036869,4.303714,0.81296843,0.9826689,0.916713,0.0,0.36958203,0.0
65,3.2316062,4.5857234,65,0.5271643,0.38746864,2.2173448,1.2741871,0.16258723,0.070497096,1.6715957,0.0,0.54806,0.0
66,2.7442505,3.8597088,66,0.5293285,0.5715514,6.7939205,3.7311447,0.29466125,0.0886274,2.7091792,0.0,0.5752601,0.0
67,1.2764374,1.3119177,67,0.4140658,0.8305325,2.7394326,2.478295,0.8215237,0.91846013,0.789239,0.0,0.39097393,0.0
68,2.1097481,2.194835,68,0.043191615,0.10869181,1.3282356,1.8149409,0.71154153,0.6861246,0.76891494,0.0,0.493812,0.0
69,1.8977793,3.7078347,69,0.2320951,0.33405393,1.8917009,1.72036,0.73356926,0.80068284,0.8330324,0.0,0.46229687,0.0
70,3.1318457,2.8446503,70,0.47641218,0.77529025,6.5678167,3.9929936,0.34448615,0.16330206,3.0892072,0.0,0.56318164,0.0
71,4.791249,4.922909,71,0.2538393,0.61759263,4.197162,3.0619998,0.77013725,0.84482414,1.2164161,0.0,0.45919964,0.0
72,2.9122882,3.5991974,72,0.15121125,0.30302542,2.3835454,2.8291388,0.56005836,0.62124676,0.7938896,0.0,0.5338925,0.0
73,2.3456059,1.212163,73,0.6634472,0.81286746,3.9719608,2.781281,0.32777965,0.24728435,1.652898,0.0,0.57691956,0.0
74,4.244837,5.6369557,74,0.7442839,0.8547417,5.2079277,4.724161,0.79003686,0.9792402,2.2294576,0.0,0.59971446,0.0
75,2.040214,3.2022774,75,0.26237652,0.46947253,1.3038608,1.195112,0.58062303,0.87872446,0.9084013,0.0,0.5315454,0.0
76,2.8839893,4.178227,76,0.5262334,0.44267863,6.934458,5.7583876,0.30738312,0.17793804,2.86905,0.0,0.5963477,0.0
77,2.1602886,5.2983146,77,0.08279871,0.057766616,3.2872255,2.4243925,0.32216355,0.22230488,1.0721046,0.0,0.45557746,0.0
78,2.6396,3.318795,78,0.14178348,0.3078335,2.3778684,1.9126678,0.38527933,0.42965913,1.2874769,0.0,0.6521943,0.0
79,2.0154269,2.8301127,79,0.05621178,0.13059032,2.7184556,2.7095468,0.49410596,0.592206,0.98208874,0.0,0.5894759,0.0
80,2.554668,3.1836712,80,0.6078173,0.6961047,5.2890244,3.617506,0.48153344,0.34892386,2.2754166,0.0,0.68907374,0.0
81,4.205837,5.8698835,81,0.19975854,0.32955182,5.308705,4.6773705,0.7197969,0.81714666,1.7102017,0.0,0.54373246,0.0
82,4.1229424,5.3105135,82,0.22810908,0.46339744,2.2877498,1.9098687,0.78145397,0.9849089,1.0290046,0.0,0.4315488,0.0
83,2.8510165,2.992619,83,0.6688224,0.93459594,4.115982,3.1029873,0.35561955,0.3400153,2.0357678,0.0,0.6197328,0.0
84,3.9061801,5.430857,84,0.384641,0.326486,3.677767,1.9568983,0.21317875,0.09312624,2.164717,0.0,0.63282603,0.0
85,1.545231,1.9016476,85,0.2721284,0.3238541,1.5872849,1.6424522,0.7893447,0.92980915,0.7207461,0.0,0.2458937,0.0
86,1.3899395,1.2996045,86,0.45362076,0.6083913,2.9565475,1.9892929,0.14802493,0.0099259615,1.1792123,0.0,0.5666362,0.0
87,2.5309527,4.556,87,0.36174235,0.102687895,6.1503205,4.905523,0.42406645,0.47903478,2.0222354,0.0,0.46697852,0.0
88,1.9706258,2.8477778,88,0.5777844,0.24044627,6.7495995,5.8291664,0.80297273,0.9139321,1.5774685,0.0,0.43832415,0.0
89,2.5745082,4.012204,89,0.5420466,0.65618515,4.709177,4.20356,0.44769007,0.46561307,2.0705683,0.0,0.6405382,0.0
90,1.3035903,2.604392,90,0.55361086,0.6186254,4.336235,3.7934096,0.5257408,0.46886337,0.9946137,0.0,0.42030585,0.0
91,2.0904102,1.0855193,91,0.51747483,0.35955852,7.1802745,5.6380897,0.7510605,0.5058824,1.6343589,0.0,0.5815779,0.0
92,2.6262567,5.757101,92,0.48472098,0.8665927,6.8926454,5.4526095,0.302577,0.30821133,2.4705997,0.0,0.58795166,0.0
93,1.8594924,2.8627214,93,0.6103517,0.7923201,2.1248848,2.311808,0.79779196,0.9129523,0.6900486,0.0,0.36404595,0.0
94,1.4957012,1.4154366,94,0.5570468,0.39596325,6.00012,5.4028063,0.8165062,0.97302675,1.789426,0.0,0.57133555,0.0
95,1.5681418,1.1177742,95,0.53322434,0.004232824,5.6057844,4.8530045,0.4752026,0.573149,2.0482452,0.0,0.6299603,0.0
96,3.438778,4.8899317,96,0.31056592,0.46262425,2.5826807,2.4220743,0.549327,0.57194316,1.0075767,0.0,0.47513777,0.0
97,2.521305,2.8199267,97,0.4149118,0.46186966,4.9745607,4.715757,0.76596373,0.7791194,1.0839001,0.0,0.5173171,0.0
98,1.3746881,2.7830768,98,0.49873248,0.9028514,3.4738448,4.003867,0.38675025,0.4805138,1.2155098,0.0,0.6361593,0.0
99,1.7090113,3.6626465,99,0.22489806,0.021748543,2.260828,1.6458399,0.19721578,0.17532688,1.0370835,0.0,0.5119735,0.0
100,1.7491512,2.2660317,100,0.15004677,0.20822155,5.192502,4.2328315,0.85223055,0.8893266,1.0548506,0.0,0.29838726,0.0
101,3.4288387,4.3610964,101,0.025404857,0.053115666,3.028954,2.5628374,0.8188746,0.97521496,0.78834337,0.0,0.50373673,0.0
102,2.2510123,2.3424592,102,0.49584246,0.783502,6.953374,5.2148294,0.72770727,0.8290577,1.6989017,0.0,0.4489955,0.0
103,2.064584,5.0250535,103,0.3127101,0.6525793,1.8108361,2.21216,0.74683714,0.97623223,0.76118016,0.0,0.5054027,0.0
104,2.1209633,4.957546,104,0.25708723,0.1272741,4.6775036,4.3960648,0.3375859,0.31536615,1.4563347,0.0,0.5010675,0.0
105,3.62,5.590994,105,0.13558502,0.26392138,2.549119,1.6913891,0.26016897,0.22554487,1.162197,0.0,0.32921755,0.0
106,4.3075976,4.655882,106,0.09637463,0.27905577,2.670233,2.3090167,0.5629398,0.5836448,1.3668284,0.0,0.54205614,0.0
107,2.0180092,2.71142,107,0.37074378,0.56563985,2.1135013,1.8650583,0.73775065,0.86344314,0.9373285,0.0,0.29998767,0.0
108,2.7814476,4.4365673,108,0.51328856,0.52898735,6.7899075,4.955183,0.28544414,0.074118376,2.7654338,0.0,0.61262417,0.0
109,1.6723684,1.5099442,109,0.07804649,0.15185052,2.5766435,2.2922702,0.7430507,0.7550941,0.6993269,0.0,0.46526188,0.0
110,2.167033,3.7389832,110,0.5983766,0.4266488,3.7682273,3.5954058,0.5131432,0.5735003,1.20158,0.0,0.5961595,0.0
111,2.1219716,3.567164,111,0.38638753,0.8155761,6.054084,4.92097,0.60101914,0.5056052,1.9553509,0.0,0.52428097,0.0
112,3.3375928,3.9458504,112,0.38318625,0.6582045,1.863822,1.7751653,0.79437643,0.950539,0.61830676,0.0,0.40204504,0.0
113,1.7242925,2.451025,113,0.29420832,0.0926047,5.027803,4.383213,0.6930972,0.62587637,1.1993765,0.0,0.6005824,0.0
114,2.6967294,1.8976576,114,0.4469875,0.8314369,5.3345733,3.4171162,0.46888846,0.39241284,1.9205405,0.0,0.61905724,0.0
115,4.494903,5.2897515,115,0.32734862,0.32045597,1.2540365,1.0232162,0.24761456,0.81926477,0.6795597,0.0,0.57944876,0.0
116,3.7575502,4.8591294,116,0.82465506,0.9542287,3.519649,3.3671925,0.8525946,0.9256487,1.0691055,0.0,0.48448402,0.0
117,4.517067,5.9768248,117,0.45877838,0.75093406,2.7085087,2.897809,0.46594805,0.5797435,0.7673596,0.0,0.55996996,0.0
118,3.2455776,3.9622397,118,0.10802797,0.278405,4.3966246,4.116825,0.7589582,0.8036802,1.2808628,0.0,0.60292995,0.0
119,2.8872569,4.632203,119,0.43873233,0.59513444,6.015199,3.9864535,0.42857587,0.345977,2.8946679,0.0,0.5125167,0.0
120,3.2310498,2.1931596,120,0.60922915,0.9940067,4.4735303,3.3137095,0.5152487,0.42410344,1.3550574,0.0,0.5787952,0.0
121,1.907456,3.7430665,121,0.67412275,0.8616906,4.5767255,4.268626,0.5144455,0.4090289,1.3845112,0.0,0.6333716,0.0
122,4.4677296,5.500244,122,0.6734553,0.6740785,3.1701655,2.9903708,0.5542487,0.5288982,1.0018502,0.0,0.6203378,0.0
123,3.1727822,2.4553,123,0.78199303,0.7720106,3.6340542,3.1708755,0.4816512,0.4763584,1.0827633,0.0,0.6450016,0.0
124,2.7610493,3.0948708,124,0.09917583,0.2655419,3.7661576,3.308521,0.5937639,0.6260555,1.062081,0.0,0.5011735,0.0
125,2.329555,4.003267,125,0.6076409,0.55165213,2.1240187,1.9840372,0.20215276,0.16755605,1.1702615,0.0,0.64002335,0.0
126,2.4078977,4.3638687,126,0.5336819,0.009846449,4.7281737,1.9603157,0.38425335,0.17103124,2.0461373,0.0,0.6874928,0.0
127,1.2431363,3.1902986,127,0.44199604,0.012955129,5.027607,4.4594584,0.8513052,0.9401752,1.0766147,0.0,0.42415687,0.0
128,2.6041427,4.0017424,128,0.48202693,0.36334878,4.543477,3.9973638,0.7076876,0.7828631,1.414901,0.0,0.3862635,0.0
129,2.3696375,4.587202,129,0.5755408,0.9351738,6.4426913,5.3924317,0.5537419,0.4200958,1.9923904,0.0,0.6908567,0.0
130,1.1530168,2.521034,130,0.065335415,0.047303975,1.5334628,1.247133,0.2258199,0.16931444,0.6609263,0.0,0.39155215,0.0
131,3.6373434,5.178388,131,0.033334613,0.082080245,4.219787,3.61498,0.65585953,0.54246294,0.9598928,0.0,0.515509,0.0
132,2.2857516,2.5829735,132,0.53877664,0.012028635,5.7111983,4.4300165,0.35052603,0.5169943,3.076679,0.0,0.5899279,0.0
133,1.646738,3.2929716,133,0.21555133,0.42499554,1.8844138,1.7758043,0.35393313,0.36004102,0.8713758,0.0,0.50935125,0.0
134,1.2897041,1.6565827,134,0.7345115,0.9148267,2.9921274,3.4471867,0.66236484,0.7239645,0.77008206,0.0,0.6166178,0.0
135,2.1822314,4.852947,135,0.016905544,0.029932678,2.1585958,1.8572695,0.7484695,0.85463417,1.0744162,0.0,0.6602221,0.0
136,2.7111137,3.6154733,136,0.5277046,0.42385828,6.8462706,5.120675,0.3060326,0.0828706,2.6585376,0.0,0.6030777,0.0
137,1.6670754,2.0456629,137,0.68288267,0.65647423,1.4962875,1.3085241,0.8243412,0.838191,0.9452413,0.0,0.58670497,0.0
