,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,4.9911113,5.43775,0,0.24586447,0.24196404,1.4601638,1.843128,0.74745446,0.9399113
1,6.0278106,5.9689116,1,0.6141229,0.75441056,0.8930726,3.2623527,0.27574852,0.0099615455
2,1.4970989,2.1770344,2,0.20570953,0.21805209,3.9216826,3.8473582,0.11254334,0.10551286
3,1.8938185,2.0276697,3,0.5521103,0.2691409,3.2909722,3.5299911,0.5766286,0.49969018
4,6.168666,5.051797,4,0.3418961,0.31725657,1.8526267,1.1602548,0.5692259,0.49307495
5,3.5418298,4.4195013,5,0.45293388,0.546218,3.980559,3.9944196,0.0776158,0.07012051
6,2.586646,3.1425614,6,0.7261795,0.9645127,1.4231809,1.0022707,0.4062937,0.44450873
7,5.0925646,5.8219495,7,0.07304688,0.07617277,3.5776834,4.6481605,0.8152448,0.83246064
8,2.8959625,3.0506353,8,0.46647564,0.49461102,1.4557331,1.3224423,0.29492646,0.18427879
9,1.4617265,1.3685248,9,0.118539736,0.07922149,2.4909546,3.694437,0.091156445,0.09109658
10,5.4028025,5.5781136,10,0.5643096,0.7468547,5.493643,4.514592,0.051828057,0.05434215
11,2.4250894,2.5013537,11,0.7987584,0.94693977,5.9714823,5.27084,0.27748507,0.24538743
12,4.2441764,4.3283706,12,0.3551442,0.36571836,5.1599355,5.8826036,0.68199193,0.77235496
13,5.4901667,4.8174925,13,0.48764038,0.58561504,1.9708192,1.8393266,0.54408634,0.5199323
14,5.381327,5.0167994,14,0.7757574,0.8108076,5.4076076,5.637143,0.050241984,0.042652488
15,4.6969275,4.5185385,15,0.30902547,0.26419348,5.267419,4.7724094,0.73408026,0.69584125
16,2.2363162,1.9463332,16,0.653311,0.6460945,1.1710951,1.2398163,0.6830103,0.67247945
17,1.4301037,2.7281554,17,0.3964242,0.97456855,5.0164375,4.6349816,0.60079294,0.6931797
18,4.7126317,4.6835737,18,0.021086572,0.026406288,7.561958,5.766987,0.2327633,0.19525993
19,3.5423305,4.26553,19,0.8251615,0.961035,1.2456049,1.6184266,0.71974987,0.63815933
20,1.911802,2.690612,20,0.6467812,0.5329115,4.112159,5.3293204,0.66588,0.673676
21,1.9411644,2.1459846,21,0.73498315,0.8457297,5.2677326,4.9080925,0.756989,0.8526186
22,5.4109616,5.0423675,22,0.52828074,0.44166517,3.2089083,3.7149332,0.25498492,0.347391
23,3.1294444,3.2588077,23,0.7723441,0.9556723,3.5639775,5.191757,0.658146,0.61666954
