,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,7.165679,0,0.16206738,2.7173882,0.7888067,2.7127936,0.7274809
1,7.051075,1,0.18869986,3.2627623,0.7461875,2.6621885,0.79418176
2,1.6511898,2,0.23624207,2.6011844,0.8059734,2.9830055,0.59974855
3,2.4644823,3,0.078839704,2.266102,0.3860999,1.3068669,0.714328
4,2.8027456,4,0.38348943,2.8383913,0.7408778,2.497579,0.7037025
5,2.2162354,5,0.11358607,2.5796402,0.7029545,2.4170225,0.7438564
6,4.9568367,6,0.23743896,2.851461,0.73454785,2.3892167,0.82750314
7,1.6211845,7,0.32881886,2.3312557,0.8674445,4.052077,0.71742076
8,5.4305925,8,0.20575503,2.9041529,0.74838406,2.1905322,0.75555146
9,4.0588837,9,0.2642171,2.5258296,0.7674413,2.4235198,0.74711376
10,7.8056626,10,0.20493783,3.0102317,0.71945596,2.1147811,0.81062293
11,6.209072,11,0.18908387,2.926208,0.74162006,2.5054605,0.79637724
12,8.130822,12,0.12881014,2.6466997,0.7161334,2.655603,0.7349299
13,6.2335835,13,0.26518685,2.6242485,0.8132356,2.081873,0.7070059
14,3.5640264,14,0.16587617,2.8264902,0.65142053,2.4980555,0.7304672
15,4.9540186,15,0.30574432,2.9225094,0.7437289,2.8015304,0.7789683
16,2.6356757,16,0.13132608,3.4045012,0.6321713,3.0634034,0.70814687
17,4.6175528,17,0.36933362,2.7965302,0.76916677,3.7437258,0.8368995
18,5.1181803,18,0.3786483,3.3852823,0.63584167,3.1618252,0.5407322
19,2.6768095,19,0.13636136,2.323421,0.77190953,2.4675455,0.78470075
20,2.3321557,20,0.103699386,2.3368714,0.71441406,3.48358,0.8582961
21,3.568225,21,0.24492155,2.3854415,0.8447974,3.8169923,0.7200655
22,5.512293,22,0.1620857,2.827506,0.72728086,2.246724,0.81055176
23,4.780673,23,0.2887958,2.9290366,0.7948847,2.3061762,0.77238584
24,2.5480819,24,0.3922617,2.4431634,0.8186111,3.683065,0.8068044
