,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate,inferred prior lr,inferred prior weight
0,0.72392905,0,0.25119483,0.8773431,0.42874396,0.24718782,5.1223445
1,1.0567775,1,0.3252571,1.605948,0.2492569,0.2801145,2.8953521
2,1.3196563,2,0.24988115,2.1814356,0.23991098,0.4676432,3.4796183
3,0.41697595,3,0.32629207,0.62176573,0.71815497,0.30409822,1.7542108
4,0.85189784,4,0.38281655,0.8879216,0.459792,0.05695948,4.0955477
5,1.4312758,5,0.37665823,1.2523165,0.7741538,0.18373486,0.89243823
6,1.0550576,6,0.37035376,2.3512228,0.071979545,0.27015463,3.3274386
7,1.603156,7,0.25851429,1.9896873,0.5499385,0.61545545,2.7264755
8,1.1236631,8,0.35613397,2.2232134,0.05703109,0.30139568,3.4540946
9,0.6487549,9,0.41259506,0.92276,0.71007943,0.30109477,3.5723891
10,0.91672057,10,0.38168967,1.7620207,0.071529225,0.29181528,3.0368345
11,1.3005462,11,0.37747297,2.5034761,0.06459469,0.32216865,3.702789
12,0.53802294,12,0.2879804,0.7552608,0.7461054,0.74586624,1.0039093
13,0.72330403,13,0.30234513,0.8635586,0.36767295,0.13816646,4.8247957
14,1.5794939,14,0.22726147,2.1421385,0.5906612,0.6951166,2.3713953
15,1.20375,15,0.3584028,2.2100928,0.05889511,0.45331654,4.1487803
16,0.93402565,16,0.4791344,1.7574006,0.694939,0.15096082,0.93167734
17,0.827787,17,0.26179254,1.472352,0.55213445,0.7230017,2.2330952
18,0.5549851,18,0.3215059,0.97104746,0.6414801,0.43188673,1.0466702
19,1.0642289,19,0.3102439,1.92789,0.58405906,0.46313646,3.7485478
20,0.9315263,20,0.39091998,1.4175432,0.6170431,0.58036095,0.83461255
21,0.61048913,21,0.227095,0.8940631,0.7125129,0.15043849,1.3722651
22,0.9200317,22,0.4697749,1.9624764,0.56881744,0.17368488,0.88832206
23,0.77337337,23,0.32178265,1.0196618,0.630913,0.29307312,1.7232556
24,0.7337239,24,0.2385487,1.0118502,0.6743113,0.59276015,2.2384431
25,0.4818622,25,0.25843742,0.96540034,0.68717885,0.2552992,0.8634746
26,0.63298666,26,0.45426318,1.2308226,0.7112543,0.36049116,0.8347896
27,0.6282502,27,0.37284002,0.756142,0.5296334,0.09223021,2.4313838
28,1.1205286,28,0.22907452,2.0173268,0.44948956,0.50768614,4.079764
29,1.0133219,29,0.3823295,2.3466861,0.07315643,0.4236162,3.3441324
30,0.72602916,30,0.36627302,1.1609484,0.060670443,0.35714227,3.7283974
31,0.7621722,31,0.31510437,1.2218535,0.5727041,0.33813763,1.1437484
32,0.91024387,32,0.24119528,1.167416,0.63036525,0.44784436,2.8229368
33,0.5304068,33,0.33442858,0.7751345,0.67218554,0.32902482,0.971005
34,1.2103509,34,0.36889273,2.2447224,0.06400388,0.45564216,4.1492734
35,1.3555386,35,0.20659696,2.523549,0.3299013,0.53313637,2.6217165
36,1.1409812,36,0.38559416,1.3655081,0.5385022,0.4141086,1.7643669
37,1.2032512,37,0.3699759,2.4746997,0.046313677,0.44320092,3.9477603
38,1.0396099,38,0.21599221,1.5685645,0.4118667,0.31024784,1.0025326
39,1.1897112,39,0.3524317,2.278484,0.05897509,0.37180424,3.7678974
40,1.1061612,40,0.3397818,2.1410687,0.047468003,0.4813064,4.388589
41,1.0069948,41,0.42073092,2.4994938,0.058268514,0.22695452,2.902648
42,0.9719718,42,0.44070712,2.1999393,0.16114227,0.44041255,2.2518268
43,0.58356893,43,0.25887358,0.8562911,0.68832886,0.7084884,1.6384023
44,1.2123702,44,0.34122124,2.0333416,0.04324257,0.37759122,4.3618526
45,0.85767996,45,0.50544536,1.3524225,0.7110979,0.18562554,0.8951967
46,0.9927629,46,0.24852659,1.4061192,0.4525026,0.3068711,4.808984
47,0.70844114,47,0.37213182,1.2356371,0.7018159,0.276072,1.3548845
48,0.96026105,48,0.4227822,2.5743914,0.04715942,0.22118673,3.0366826
49,1.0384808,49,0.48792866,2.6040626,0.6905189,0.47219878,2.264514
50,1.0290514,50,0.4149613,1.3683538,0.7207169,0.4006482,0.7755657
51,1.2538811,51,0.33830783,1.6286373,0.65054274,0.58326674,2.7073286
52,1.195706,52,0.35965058,2.2020736,0.06364481,0.28925493,2.9471126
53,0.7555068,53,0.2236209,2.3195386,0.5197444,0.674329,1.1330894
54,0.88136685,54,0.3151121,1.5292242,0.39543587,0.24062213,2.373861
55,0.73564905,55,0.20742369,1.2833909,0.751546,0.30451158,0.9369535
56,0.5829701,56,0.40325633,0.76761013,0.6704901,0.35601526,1.8907723
57,2.3478491,57,0.10998773,1.2456292,0.08927862,0.5320544,3.5080478
58,1.1927322,58,0.34167632,2.1991754,0.060860414,0.40288135,3.6053193
59,1.2130078,59,0.26637584,2.0873568,0.65504247,0.1984086,0.86416054
60,0.79095346,60,0.41074577,1.1135952,0.7140265,0.2111099,1.1047009
61,1.1272112,61,0.36733773,2.2169788,0.0632566,0.38399723,3.5635848
62,0.48017865,62,0.40051237,0.6866266,0.66110003,0.3185009,1.4163967
63,1.1188322,63,0.3911542,2.3417916,0.06369198,0.34618858,3.2697136
64,0.53016114,64,0.34259748,0.72056854,0.6439102,0.7406403,1.8980542
65,1.3095102,65,0.3767287,1.3656652,0.527684,0.088588506,2.1426241
66,1.0692776,66,0.37238514,2.300187,0.06720148,0.39369434,3.5038102
67,0.517233,67,0.3146646,0.9000268,0.72058976,0.60214317,0.9602051
68,0.5091365,68,0.25500268,0.7412662,0.6619536,0.23560947,0.911834
69,0.63064355,69,0.42876226,0.9000595,0.64863324,0.2204172,0.90576106
70,1.4771153,70,0.11082547,1.4546151,0.10281685,0.26061064,4.1570973
71,1.063662,71,0.377192,2.5202727,0.67698854,0.68772095,1.161537
72,0.98657334,72,0.35647136,1.4150081,0.5923523,0.41460997,1.0164067
73,0.7705548,73,0.2285529,1.0689168,0.5991863,0.2040895,4.0972114
74,0.9293846,74,0.55940676,2.488916,0.7083698,0.46877772,1.7799684
75,0.7372092,75,0.30781463,0.96564317,0.69569606,0.2118362,0.86361885
76,1.3143728,76,0.35906592,2.3105948,0.057446025,0.3723661,3.833565
77,0.71939707,77,0.3350442,1.1364846,0.3216031,0.2765694,2.2127192
78,0.6998461,78,0.48457476,1.6273541,0.59647703,0.19246204,1.2134094
79,0.61540115,79,0.33233973,1.108452,0.53868216,0.34922907,1.8038158
80,0.8455804,80,0.37602502,1.0478226,0.57906187,0.32445765,4.0275006
81,1.0509212,81,0.34908026,2.7142684,0.61980706,0.54688394,2.018782
82,1.5040965,82,0.29950404,1.9159546,0.7307613,0.24440728,0.79587007
83,0.66359127,83,0.42848137,1.5149627,0.6361955,0.1440559,3.5620005
84,0.81784064,84,0.3719929,1.4684339,0.34169728,0.08406096,3.968704
85,0.6620007,85,0.25206906,0.7095742,0.699344,0.20510599,0.9023169
86,0.6068678,86,0.33873954,0.6643545,0.56173265,0.06640926,5.304292
87,0.64915526,87,0.37188545,1.0287579,0.11652801,0.20089273,4.186138
88,1.2156106,88,0.3368844,1.2083986,0.5226238,0.48539972,3.5977066
89,1.1116956,89,0.30604658,1.2064385,0.46947753,0.18225,3.8867643
90,0.69219434,90,0.18406558,1.1549453,0.52606493,0.3262127,3.6693196
91,0.8762567,91,0.2359392,1.6956967,0.55896455,0.45736217,4.7203565
92,1.1254191,92,0.35656872,2.1372406,0.046110127,0.42740402,3.9022825
93,0.50500196,93,0.34512237,1.1255654,0.7493258,0.36207166,0.8411298
94,0.80466264,94,0.34820762,1.1412398,0.6129,0.6712333,3.006085
95,0.61609036,95,0.32465,0.7258273,0.54053247,0.20261084,5.0193305
96,0.5369574,96,0.5873579,1.6517776,0.6036815,0.2806087,0.96616733
97,1.1763487,97,0.34147352,1.3915465,0.568515,0.7410468,2.1613624
98,0.69252646,98,0.39392003,0.82244694,0.58375746,0.26735157,3.3758252
99,0.6565061,99,0.23467153,1.2280127,0.57731104,0.07613087,3.349457
100,0.56489474,100,0.2487145,0.7765823,0.589836,0.6841185,2.6980624
101,0.6298235,101,0.3451309,0.76356226,0.5488329,0.7216454,1.5938641
102,0.6998933,102,0.21941409,1.6822966,0.57242054,0.420133,4.285152
103,0.73203623,103,0.31207532,0.860776,0.6929983,0.22615348,0.8790994
104,0.80319726,104,0.13309954,0.71709067,0.15426958,0.14525297,4.3380146
105,0.76098573,105,0.38121298,1.0934455,0.34935057,0.120861754,1.58669
106,1.2510866,106,0.36980549,2.2786436,0.5898534,0.27423906,0.75542444
107,0.79640317,107,0.3719925,1.3399882,0.72129613,0.29526636,0.7375021
108,1.0720923,108,0.3544226,2.171581,0.05994578,0.4190934,3.8200293
109,0.4818006,109,0.34541172,0.79400796,0.68217653,0.79271483,1.207418
110,0.95059097,110,0.40691045,1.7296041,0.56625134,0.36969483,2.3987231
111,0.74152076,111,0.2033882,1.4836694,0.46156555,0.33193427,3.8215284
112,0.6045027,112,0.41526437,1.0148674,0.7155729,0.24146242,0.9114599
113,0.63982826,113,0.2983092,1.2059692,0.65897524,0.49719465,3.0336518
114,0.7600765,114,0.2847936,1.3418002,0.299134,0.28210723,3.9766738
115,1.2687594,115,0.23855835,1.0531734,0.694446,0.1443074,0.99342394
116,0.9145283,116,0.47193092,1.7144086,0.78236294,0.7485442,0.9965779
117,0.9527751,117,0.41412756,1.6155174,0.66054064,0.27949104,0.91288036
118,0.822747,118,0.40652958,1.307615,0.5991304,0.5812047,2.1686056
119,1.119926,119,0.3050888,1.9608313,0.24174945,0.3911463,2.718209
120,0.9415973,120,0.48262072,2.2954037,0.6151504,0.20466389,3.4157948
121,1.3643619,121,0.20701532,0.9046649,0.32707372,0.38132226,2.8920407
122,0.8376219,122,0.5047631,1.470844,0.6699519,0.32906225,1.3874075
123,1.1052828,123,0.31568214,1.8332678,0.74906784,0.24180256,2.4508994
124,1.110577,124,0.2899336,1.4746875,0.54597497,0.5823573,1.9881972
125,0.6901824,125,0.30922222,0.84670424,0.6708104,0.13801146,2.240806
126,0.81412053,126,0.19040996,1.7666389,0.39006618,0.31293723,3.7775548
127,0.47918332,127,0.29906842,0.720322,0.6710939,0.7087746,2.654147
128,0.9226893,128,0.5302194,1.6250452,0.6241911,0.60015976,1.6131207
129,1.1838005,129,0.26199964,1.189168,0.24489234,0.44727913,4.5831246
130,0.4349608,130,0.26458216,0.53393394,0.558584,0.15034872,1.5806363
131,0.78809375,131,0.26740918,1.5454895,0.5318253,0.5848849,2.1875958
132,1.593867,132,0.23607062,1.4582515,0.20228632,0.19159776,3.3406842
133,0.7701548,133,0.29517525,0.84828234,0.5303069,0.17872849,1.236199
134,0.72142905,134,0.30094656,0.851079,0.7194768,0.5225803,1.9027181
135,0.64013344,135,0.31240803,0.94539064,0.6611355,0.18138611,1.5721724
136,1.1309844,136,0.35316366,2.2941523,0.046727385,0.43235004,3.671316
137,0.6655091,137,0.31631616,0.7982428,0.7759588,0.22000048,0.79462355
138,1.5259837,138,0.13313591,1.3930811,0.10937825,0.5636687,3.014852
139,0.5122518,139,0.050860364,2.4061122,0.17050047,0.14045489,2.3057353
140,0.96601516,140,0.123087585,1.8501862,0.24660507,0.14039879,3.4013822
141,0.8482489,141,0.30205306,1.1951231,0.5143259,0.6757539,1.179291
142,0.6313081,142,0.23285852,0.6579146,0.39301142,0.14948998,2.441567
143,0.65468293,143,0.3644609,2.2203443,0.6110892,0.6397921,0.9426888
144,0.5801482,144,0.3321634,1.0066594,0.5809034,0.21159182,1.011268
145,0.63190883,145,0.20182963,0.9921267,0.6731776,0.64761263,2.8798335
146,0.7181715,146,0.29921645,1.2942628,0.53448427,0.3288225,4.828328
147,1.2246685,147,0.37529024,2.464465,0.054849245,0.20934555,2.6865585
148,0.7222566,148,0.16249964,1.9252992,0.19985653,0.2579768,3.4189157
149,0.6522861,149,0.37555084,1.7082595,0.7581676,0.6891203,1.071923
150,0.7893742,150,0.30811927,1.2729983,0.697068,0.44018638,3.289698
151,1.4984775,151,0.14524713,1.6498909,0.20135668,0.4205678,3.4066288
152,0.9836604,152,0.5487977,1.728548,0.74272233,0.5191768,0.7328158
153,0.96139014,153,0.48600563,2.5511386,0.73650134,0.56525755,1.9031337
154,0.79130656,154,0.36388317,1.8475918,0.6532947,0.26296803,0.8524192
155,1.1147534,155,0.36149874,2.3356035,0.04982033,0.35711372,3.4199057
156,1.5712304,156,0.31341633,1.3035262,0.69873697,0.2211375,0.901161
157,1.1078931,157,0.23987289,1.9449421,0.3732563,0.096125536,4.6921377
158,0.47223908,158,0.30418226,0.79153836,0.71667826,0.48913878,2.4022694
159,0.5730873,159,0.39531964,0.73468083,0.69237095,0.7801658,1.6421698
160,0.93906075,160,0.4044117,1.8968211,0.2231658,0.12117659,4.139682
161,0.42969367,161,0.23883694,0.5647929,0.7374408,0.17629358,0.875172
162,0.4373163,162,0.30160445,0.7500622,0.7081717,0.4502973,0.92608106
163,0.40012255,163,0.300797,0.5222438,0.7087394,0.2425008,0.7852886
164,1.1133137,164,0.5822704,2.7153213,0.5574325,0.677793,1.7756367
165,0.86100024,165,0.29672188,2.075412,0.60942554,0.46774468,0.7187817
166,0.9376429,166,0.27313367,2.348852,0.36875522,0.39365673,4.224516
167,0.84002167,167,0.18305448,1.4832536,0.13939703,0.10512887,3.8202393
168,1.2698227,168,0.31501937,1.5953145,0.3812465,0.4391577,3.9535275
169,0.63766503,169,0.35700145,0.72703534,0.55021596,0.14218332,3.0785918
170,0.6382146,170,0.53333604,1.4886702,0.67638797,0.5735556,0.800976
171,0.9231863,171,0.3941902,1.7870591,0.11576701,0.16141513,3.2658174
172,0.70693135,172,0.40015203,0.9453082,0.68467224,0.52103347,1.1652733
173,0.9483993,173,0.41034675,2.4800932,0.052215714,0.26851612,3.3702004
174,1.0354688,174,0.47821558,1.433697,0.61434585,0.48033306,0.877831
175,0.53706455,175,0.29559103,0.77045304,0.6457078,0.20311917,1.6027215
176,0.77464813,176,0.15712546,1.2246667,0.16766983,0.16630743,1.5011824
177,0.5148941,177,0.40113562,0.7301614,0.61111706,0.411257,2.1466773
178,1.099699,178,0.3684362,1.1249689,0.48003435,0.17770702,1.3443085
179,0.72942746,179,0.34590465,0.9937312,0.64565736,0.7749641,1.5114231
180,0.76755524,180,0.31725785,1.3800993,0.6698211,0.304902,0.78872496
181,0.4471048,181,0.30275878,0.49291736,0.6421475,0.5900243,1.8403506
182,1.0743464,182,0.31947845,1.3691803,0.038764596,0.12941693,2.8153193
183,1.2593958,183,0.46971577,1.6559085,0.67996186,0.5362422,0.97748756
184,0.61185694,184,0.32306373,0.9056781,0.7046181,0.09707769,2.592768
185,0.6423637,185,0.31874594,1.2876048,0.38580492,0.36237958,2.0507514
186,0.77196825,186,0.4400137,1.3685198,0.6848325,0.76529545,1.7164046
187,0.8868501,187,0.3858733,1.6656643,0.04557208,0.20793568,3.084963
