,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,3.818335,2.5798154,0,0.5728777,0.6616662,3.7883258,2.9140706,0.39916497,0.32619673,1.5511627,1.0164299,0.47662938,0.674868
1,4.0236025,3.8336506,1,0.21492657,0.13581526,2.2905953,5.5813046,0.38082147,0.4479016,3.562751,3.45753,0.77825403,0.8929124
2,1.7122813,0.13904142,2,0.5647668,0.48036206,1.8917761,2.4938393,0.24263091,0.23387712,3.0475135,0.32732248,0.44210535,0.74175906
3,4.3446937,5.750764,3,0.3089769,0.047124684,2.1453352,0.4154123,0.51550204,0.37796712,1.0715839,0.67790365,0.46702966,0.45132172
4,2.2607043,2.5241246,4,0.25996363,0.16504478,1.7700938,1.2115932,0.70433205,0.7660096,1.2544895,1.9026568,0.27368796,0.14562118
5,1.5734794,3.3019862,5,0.64891565,0.9160034,2.5613756,5.2755156,0.7330636,0.9771706,1.381231,1.6126385,0.2829453,0.14031637
6,3.7086349,4.314921,6,0.29896882,0.029389262,2.112797,3.6508675,0.5894348,0.6149497,2.6488326,2.7416582,0.8051394,0.9419902
7,3.2324479,2.9969802,7,0.5452535,0.823024,3.5521832,3.3111906,0.43537694,0.40695006,3.9995685,5.6720085,0.47648132,0.2284174
8,4.050334,4.293965,8,0.25000927,0.33801353,2.686378,3.1680012,0.24707648,0.22633839,3.1819873,3.3026118,0.6816489,0.98860216
9,1.7452312,2.0247731,9,0.34270734,0.2866671,1.8721048,2.6348598,0.7355117,0.83621913,2.6350102,2.9611058,0.20103323,0.14939284
10,4.534819,4.251192,10,0.173962,0.32262057,2.3699145,0.7831868,0.14701803,0.14729917,2.3533692,2.243792,0.60531193,0.46601164
11,3.374078,2.6686082,11,0.559159,0.746827,3.8777583,3.3861237,0.36721766,0.31837624,3.815058,2.589087,0.5349891,0.18593168
12,1.7844466,1.6887467,12,0.21672672,0.49075562,0.969546,0.081640005,0.09323259,0.07742661,3.131769,3.175603,0.7271415,0.6918683
13,3.4797153,3.30227,13,0.5064419,0.9682418,3.7620006,2.5967999,0.19320224,0.21226823,3.2796593,5.54263,0.5345417,0.5621422
14,2.9705362,1.9307306,14,0.559077,0.6150836,3.4041278,2.4962103,0.60757273,0.49247944,4.4513736,5.8769636,0.528989,0.63789105
15,2.197448,1.753977,15,0.5491025,0.5143323,2.47039,2.381236,0.63779515,0.8159426,4.550715,4.4311347,0.5435027,0.15739048
16,3.2434137,1.7212347,16,0.51541823,0.8771824,3.4701152,4.4110165,0.31794056,0.26095015,3.8300967,3.3495247,0.5666914,0.7805692
17,1.9062333,0.8839756,17,0.5557251,0.7734222,2.0988092,4.8140955,0.7532246,0.93497944,4.669096,4.747347,0.56424266,0.71767455
18,4.8460226,5.9430285,18,0.14517993,0.6009865,1.6804454,0.119154096,0.1152461,0.075345814,1.9219644,0.78645015,0.506969,0.5213892
19,3.7341313,1.7586429,19,0.53322357,0.6961701,3.8829405,1.1547571,0.10677594,0.045689523,3.4443479,5.2939034,0.5267686,0.126594
20,3.7794626,5.3454666,20,0.48567382,0.36816,3.7115297,3.684529,0.15592395,0.14535928,2.5566857,0.8003919,0.3955176,0.5033558
21,4.748663,5.6296673,21,0.23556934,0.10039139,1.8104734,0.741516,0.24708077,0.2279973,1.795824,2.7927809,0.21173692,0.13124484
22,1.5376208,1.6658932,22,0.34831363,0.46984172,1.6634482,1.9802177,0.72987187,0.9574794,1.0865036,0.2687888,0.35454404,0.9010585
23,1.9679307,2.7108884,23,0.5995962,0.9881221,2.4078686,3.7432857,0.732304,0.89348716,1.7627356,1.3044627,0.7079011,0.69837666
24,2.3887196,0.42637038,24,0.49280852,0.506299,2.643461,4.162101,0.6744426,0.6060675,4.1936016,5.0467257,0.3628615,0.25148708
25,3.7999294,5.7147226,25,0.44737294,0.5321368,2.9848568,3.5805926,0.5956448,0.6639981,1.0785003,0.6466559,0.78149325,0.4546098
26,2.2414875,2.3927536,26,0.59380966,0.596005,2.6444843,4.1110625,0.67288357,0.7520273,2.5301096,2.1251335,0.6375594,0.8878617
27,2.6776762,1.4656627,27,0.5322583,0.6697881,2.955475,3.3351054,0.22030275,0.19516057,3.5012367,5.7009206,0.50279397,0.47317517
28,4.3059597,5.4304056,28,0.32518342,0.5401724,3.7172432,0.048282266,0.10001959,0.053706825,2.5878325,2.747449,0.4741834,0.2144903
29,2.038123,2.365679,29,0.5726374,0.413642,2.4913735,0.45088363,0.4626582,0.30652177,3.6565087,5.5447106,0.66444093,0.77036715
30,1.7923453,1.7882556,30,0.56731004,0.725705,1.9470061,4.8278456,0.74876183,0.98795766,2.472515,2.523028,0.64045274,0.8655646
31,1.9660182,3.0972276,31,0.47239733,0.11138219,1.8369917,4.3464394,0.75482047,0.9897032,4.070795,3.287197,0.7250258,0.624775
32,3.8492768,4.0527325,32,0.5440548,0.9509245,3.8553872,1.5564119,0.15620826,0.16037017,3.37952,2.0755925,0.5293683,0.7259219
33,3.5628629,4.975566,33,0.5437216,0.4199505,3.659465,5.7378206,0.45648864,0.45379198,2.7395196,2.2122352,0.6526371,0.97409815
34,3.9529068,4.410029,34,0.4760804,0.38405263,3.9236176,1.265674,0.13881493,0.023661017,3.1796534,1.063375,0.5384768,0.57366645
35,4.0543504,3.5421362,35,0.45667592,0.022337615,4.119933,2.9644885,0.09988416,0.061149836,3.2006207,2.6823943,0.47801238,0.3838032
36,3.1484697,2.5235634,36,0.5488811,0.25680918,3.5939562,4.5399294,0.62916225,0.7431796,4.5277967,5.8221297,0.56271714,0.325121
37,3.3352036,5.03745,37,0.5024749,0.8029794,3.095977,2.4521537,0.37673667,0.39308494,3.2867637,2.0889206,0.32594132,0.18738967
38,2.735777,4.1509776,38,0.52207553,0.28412157,3.1202202,2.895862,0.6516056,0.7368058,4.5474324,5.540385,0.57146156,0.31393862
39,3.1039252,5.0140066,39,0.5821971,0.6035288,3.5864978,3.168748,0.39957005,0.47540408,4.0466843,5.108698,0.50152814,0.5835057
40,1.4422368,1.2326388,40,0.36522228,0.21594757,1.794189,2.5109782,0.7140857,0.95819813,1.9894793,2.5542088,0.17867628,0.06988406
41,1.7293389,2.7319627,41,0.30723345,0.24423796,2.5946612,3.1969485,0.446581,0.51349854,1.6570218,2.3962855,0.32397515,0.24379492
42,3.9261093,3.1558993,42,0.3391733,0.15203542,2.9309356,1.3425035,0.21017861,0.17916584,2.5581806,3.4181705,0.36141315,0.16834223
43,2.8844972,0.12139177,43,0.2979691,0.40569,2.5967104,2.4305983,0.58910024,0.45293856,3.2073174,1.7444819,0.79390234,0.90547484
