,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,3.629395,2.5798154,0,0.56857765,0.6616662,3.7858365,2.9140706,0.39022133,0.32619673,1.2361733,1.0164299,0.48613536,0.674868
1,3.9096246,3.8336506,1,0.16529001,0.13581526,2.4593673,5.5813046,0.3678474,0.4479016,3.6276388,3.45753,0.8068772,0.8929124
2,1.5934641,0.13904142,2,0.57907987,0.48036206,1.8527594,2.4938393,0.231346,0.23387712,2.6651518,0.32732248,0.4172912,0.74175906
3,4.1921473,5.750764,3,0.26919502,0.047124684,2.231284,0.4154123,0.46674535,0.37796712,0.8515492,0.67790365,0.4962931,0.45132172
4,2.4646368,2.5241246,4,0.2303124,0.16504478,1.6874884,1.2115932,0.73715687,0.7660096,1.2289758,1.9026568,0.27083716,0.14562118
5,1.4611113,3.3019862,5,0.7597487,0.9160034,3.4654984,5.2755156,0.82032436,0.9771706,1.2981172,1.6126385,0.18422166,0.14031637
6,3.7596323,4.314921,6,0.24931933,0.029389262,1.9061842,3.6508675,0.5749373,0.6149497,2.705805,2.7416582,0.8379033,0.9419902
7,3.160298,2.9969802,7,0.54282427,0.823024,3.3992844,3.3111906,0.42997733,0.40695006,4.037826,5.6720085,0.50635874,0.2284174
8,4.0191064,4.293965,8,0.247657,0.33801353,2.3380616,3.1680012,0.23926212,0.22633839,3.3955004,3.3026118,0.7199002,0.98860216
9,1.8209722,2.0247731,9,0.3528758,0.2866671,1.8712624,2.6348598,0.7847072,0.83621913,2.6883998,2.9611058,0.19364356,0.14939284
10,4.5471745,4.251192,10,0.17992851,0.32262057,1.9362725,0.7831868,0.1333182,0.14729917,2.1670692,2.243792,0.59257233,0.46601164
11,3.4938216,2.6686082,11,0.54853076,0.746827,3.9187567,3.3861237,0.35917062,0.31837624,3.879917,2.589087,0.54235023,0.18593168
12,1.3572991,1.6887467,12,0.2292186,0.49075562,0.6870152,0.081640005,0.062789895,0.07742661,2.9352899,3.175603,0.7670189,0.6918683
13,3.3850741,3.30227,13,0.5156694,0.9682418,3.4031534,2.5967999,0.18703867,0.21226823,3.1292622,5.54263,0.5574993,0.5621422
14,3.2760048,1.9307306,14,0.5536151,0.6150836,3.533805,2.4962103,0.616668,0.49247944,4.5131583,5.8769636,0.5529652,0.63789105
15,2.1596355,1.753977,15,0.49541682,0.5143323,2.5941763,2.381236,0.6484537,0.8159426,4.753019,4.4311347,0.5539236,0.15739048
16,3.1164873,1.7212347,16,0.52179855,0.8771824,3.4312465,4.4110165,0.31574,0.26095015,3.8444688,3.3495247,0.6123534,0.7805692
17,2.0229876,0.8839756,17,0.5120271,0.7734222,2.3652115,4.8140955,0.79916966,0.93497944,4.8622227,4.747347,0.57805425,0.71767455
18,4.958031,5.9430285,18,0.12500586,0.6009865,1.1388142,0.119154096,0.08579264,0.075345814,1.6054878,0.78645015,0.5588874,0.5213892
19,2.7556317,1.7586429,19,0.48369485,0.6961701,3.2265904,1.1547571,0.08019017,0.045689523,3.2643213,5.2939034,0.5809453,0.126594
20,3.5553136,5.3454666,20,0.4637373,0.36816,3.5047767,3.684529,0.14355654,0.14535928,2.2285194,0.8003919,0.39874646,0.5033558
21,5.002215,5.6296673,21,0.22904758,0.10039139,1.7052767,0.741516,0.2510389,0.2279973,2.093743,2.7927809,0.1293219,0.13124484
22,1.5011902,1.6658932,22,0.39981568,0.46984172,1.6150422,1.9802177,0.7637689,0.9574794,0.8464989,0.2687888,0.40648174,0.9010585
23,1.9767551,2.7108884,23,0.66135305,0.9881221,2.8174436,3.7432857,0.7790105,0.89348716,1.6763822,1.3044627,0.70558405,0.69837666
24,2.390996,0.42637038,24,0.5124009,0.506299,2.926612,4.162101,0.7006475,0.6060675,4.242515,5.0467257,0.34746122,0.25148708
25,3.8625302,5.7147226,25,0.4806489,0.5321368,3.288122,3.5805926,0.5988173,0.6639981,0.8588103,0.6466559,0.8003126,0.4546098
26,2.4381592,2.3927536,26,0.6183421,0.596005,3.0028877,4.1110625,0.7091344,0.7520273,2.4624705,2.1251335,0.65705246,0.8878617
27,2.3585382,1.4656627,27,0.5067925,0.6697881,2.7564209,3.3351054,0.20541964,0.19516057,3.259234,5.7009206,0.5043252,0.47317517
28,4.1715145,5.4304056,28,0.3329667,0.5401724,3.209758,0.048282266,0.07058175,0.053706825,2.1923256,2.747449,0.5285451,0.2144903
29,1.6725581,2.365679,29,0.5170781,0.413642,2.3022037,0.45088363,0.42297795,0.30652177,3.5640273,5.5447106,0.6802946,0.77036715
30,1.8700317,1.7882556,30,0.5800305,0.725705,2.1861603,4.8278456,0.8084341,0.98795766,2.453774,2.523028,0.64911234,0.8655646
31,2.1221225,3.0972276,31,0.44712916,0.11138219,1.9546416,4.3464394,0.8018644,0.9897032,4.0626388,3.287197,0.75197524,0.624775
32,3.4868855,4.0527325,32,0.5114882,0.9509245,3.8192904,1.5564119,0.15052816,0.16037017,3.3434212,2.0755925,0.5530535,0.7259219
33,3.5727255,4.975566,33,0.56673217,0.4199505,3.8049808,5.7378206,0.45910078,0.45379198,2.4805152,2.2122352,0.6968596,0.97409815
34,3.4802291,4.410029,34,0.4566128,0.38405263,3.446311,1.265674,0.10266397,0.023661017,3.0387447,1.063375,0.56443256,0.57366645
35,3.6962821,3.5421362,35,0.44436765,0.022337615,3.5400288,2.9644885,0.069750436,0.061149836,2.9332175,2.6823943,0.49141857,0.3838032
36,3.4619107,2.5235634,36,0.53827184,0.25680918,3.835945,4.5399294,0.6433462,0.7431796,4.719528,5.8221297,0.59449,0.325121
37,3.5349874,5.03745,37,0.531317,0.8029794,3.1522067,2.4521537,0.3852118,0.39308494,3.1291747,2.0889206,0.3091338,0.18738967
38,2.8602076,4.1509776,38,0.5269901,0.28412157,3.19568,2.895862,0.6562297,0.7368058,4.7440877,5.540385,0.6091515,0.31393862
39,2.9903727,5.0140066,39,0.54675955,0.6035288,3.5164232,3.168748,0.39259347,0.47540408,4.1474447,5.108698,0.4939336,0.5835057
40,1.4083062,1.2326388,40,0.39213103,0.21594757,1.9522185,2.5109782,0.7733292,0.95819813,2.249061,2.5542088,0.094482526,0.06988406
41,1.4157312,2.7319627,41,0.28422442,0.24423796,2.7226753,3.1969485,0.42388085,0.51349854,1.4976364,2.3962855,0.33714226,0.24379492
42,3.7465713,3.1558993,42,0.36159077,0.15203542,2.543857,1.3425035,0.19542688,0.17916584,2.1197252,3.4181705,0.3596151,0.16834223
43,2.666634,0.12139177,43,0.24700952,0.40569,2.6967251,2.4305983,0.5673546,0.45293856,3.2366416,1.7444819,0.84276366,0.90547484
44,1.1247134,0.941303,44,0.2380296,0.42910796,1.3765663,1.0089716,0.6497876,0.8119924,1.2090907,1.2868441,0.21539438,0.14041841
45,1.6752434,2.4050403,45,0.50986207,0.17344952,1.8345331,0.37476254,0.7467684,0.76357096,4.4970746,5.6286974,0.37407702,0.46162653
46,1.720697,2.4109168,46,0.66910744,0.9221801,3.1811543,3.01368,0.78341323,0.88218147,1.4076377,0.3263812,0.15742876,0.053217173
47,2.9791567,2.547256,47,0.5580394,0.96452355,3.4876285,2.9422894,0.2927894,0.24656284,3.776913,4.428316,0.50545913,0.07818389
48,3.6140585,3.9453785,48,0.34540796,0.4729082,1.548981,1.3369217,0.69795144,0.7347852,0.83554727,0.2165165,0.25208855,0.504756
49,1.4407197,1.2515895,49,0.27672625,0.22422326,1.8363755,3.3177843,0.6499014,0.61884004,1.8091731,2.2001889,0.22786422,0.05838722
