,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,3.411073,4.8243055,0,0.21943042,0.6705148,1.522485,0.22670496,0.66500515,0.72697973,2.0550346,2.2571447,0.33197567,0.33317858
1,3.1430185,5.9465284,1,0.384214,0.17758298,3.2897208,1.9155722,0.09262262,0.08541614,2.9383843,3.2127442,0.5027673,0.9392465
2,1.3772963,0.327536,2,0.15850507,0.06002319,2.5426123,5.169572,0.2553791,0.28064746,3.3326383,1.1524336,0.6065532,0.69558257
3,0.9049578,0.95268667,3,0.4257595,0.6775123,1.6838928,1.2001691,0.7411968,0.7520251,2.9749284,2.6839938,0.5065756,0.5851257
4,2.3032918,1.7366828,4,0.51921964,0.3461995,3.5919757,5.9792557,0.34181604,0.42182648,3.628485,3.946681,0.6332775,0.7975941
5,3.4479086,5.8070273,5,0.3664207,0.24999946,2.9989982,4.7793574,0.25674483,0.29179734,3.8619835,4.7185287,0.67664456,0.40572584
6,2.2963336,5.4902678,6,0.4461891,0.9823986,1.8953613,2.0040083,0.82198524,0.9863912,2.2800498,1.4013408,0.38143578,0.49458784
7,1.4667062,1.3623734,7,0.50485945,0.23305249,3.0782049,5.202774,0.27087682,0.2989592,2.723773,5.884263,0.46593973,0.13092518
8,0.879819,1.04649,8,0.5797891,0.9590638,1.877304,1.7269124,0.7794017,0.95522076,2.2704928,0.42806518,0.35092717,0.07524264
9,1.5767329,0.6961169,9,0.57165784,0.4167322,3.3892076,4.0733185,0.24922612,0.23339051,2.7601163,0.083737135,0.4529648,0.8217502
10,0.8452701,0.05367887,10,0.2469419,0.22797465,2.5236235,3.929195,0.2523958,0.30398816,2.1386225,1.3402988,0.38023525,0.01315856
11,1.5999489,3.0092747,11,0.40893248,0.5635533,1.6348553,0.31658578,0.53925186,0.5993384,3.1210034,5.8268485,0.5218283,0.3559429
12,0.6937168,0.5078956,12,0.39381513,0.221587,0.6477189,1.0255591,0.10188768,0.095002055,2.4312196,4.7972145,0.43235144,0.15070003
13,0.56404084,0.16130161,13,0.23790552,0.11154193,0.64426994,0.39082217,0.7096489,0.6374707,1.4536031,1.1221629,0.23775308,0.08032489
14,1.315564,1.2191327,14,0.47992396,0.92948055,1.9875319,1.2928687,0.39566922,0.47794056,3.1544228,3.7964883,0.52368784,0.4947191
