,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,3.6258671,2.5798154,0,0.505161,0.6616662,3.5431693,2.9140706,0.46235833,0.32619673,2.5192783,1.0164299,0.4965201,0.674868
1,3.8642325,3.8336506,1,0.34636188,0.13581526,2.6687524,5.5813046,0.505256,0.4479016,3.295213,3.45753,0.66110766,0.8929124
2,2.5164912,0.13904142,2,0.5709628,0.48036206,2.8723974,2.4938393,0.3580156,0.23387712,3.4568346,0.32732248,0.45712578,0.74175906
3,3.74244,5.750764,3,0.352645,0.047124684,2.330939,0.4154123,0.58554494,0.37796712,1.8118563,0.67790365,0.42205206,0.45132172
4,2.2043111,2.5241246,4,0.36154827,0.16504478,2.0833368,1.2115932,0.631662,0.7660096,1.8213433,1.9026568,0.33907276,0.14562118
5,2.1110406,3.3019862,5,0.41062006,0.9160034,2.3334012,5.2755156,0.6502638,0.9771706,1.9552505,1.6126385,0.34719607,0.14031637
6,2.8444324,4.314921,6,0.38009503,0.029389262,2.3013291,3.6508675,0.5820407,0.6149497,2.3979163,2.7416582,0.6674264,0.9419902
7,3.155027,2.9969802,7,0.583367,0.823024,3.445304,3.3111906,0.49117568,0.40695006,3.765373,5.6720085,0.510077,0.2284174
8,3.94266,4.293965,8,0.4194944,0.33801353,3.3155673,3.1680012,0.34672943,0.22633839,3.3940454,3.3026118,0.624134,0.98860216
9,2.0688229,2.0247731,9,0.36137193,0.2866671,2.1319523,2.6348598,0.64580786,0.83621913,2.3374302,2.9611058,0.33384418,0.14939284
10,4.1033206,4.251192,10,0.33005872,0.32262057,3.28123,0.7831868,0.29566714,0.14729917,2.8245094,2.243792,0.55602556,0.46601164
11,3.3499732,2.6686082,11,0.58418125,0.746827,3.6764646,3.3861237,0.4142127,0.31837624,3.6837385,2.589087,0.5241438,0.18593168
12,2.8768559,1.6887467,12,0.38087842,0.49075562,2.2519736,0.081640005,0.27573583,0.07742661,3.4496133,3.175603,0.62292784,0.6918683
13,3.891144,3.30227,13,0.5715298,0.9682418,3.886204,2.5967999,0.29587287,0.21226823,3.5343683,5.54263,0.5054858,0.5621422
14,2.6485567,1.9307306,14,0.5974822,0.6150836,2.7572913,2.4962103,0.5902435,0.49247944,3.970475,5.8769636,0.5325102,0.63789105
15,2.1866412,1.753977,15,0.5956948,0.5143323,2.3681738,2.381236,0.6146268,0.8159426,4.0549164,4.4311347,0.52430075,0.15739048
