,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,2.9884396,3.373383,0,0.50792664,0.69747406,3.1084619,0.07327974,0.4621883,0.24529564,4.321417,5.1195955,0.5011723,0.46600765
1,3.8980439,5.9674854,1,0.3988513,0.90908766,2.5123305,1.9833856,0.5284512,0.6278806,3.8691363,4.0402045,0.39409405,0.4079697
2,2.1969306,1.2539592,2,0.47722724,0.15166187,2.4114563,2.7245069,0.6263789,0.42120856,4.0059695,2.9799793,0.7086316,0.898645
3,2.7565029,2.4895854,3,0.5557214,0.76185477,3.3227403,5.5138884,0.58720434,0.44749343,4.7247696,3.897236,0.45427957,0.56204623
4,3.2702143,5.505311,4,0.53615236,0.2156046,3.45121,4.496255,0.1671705,0.18432188,4.134654,4.3402944,0.5082644,0.7107549
5,2.1875122,2.870088,5,0.5493865,0.53123075,2.2866623,0.15908468,0.6735173,0.64678586,3.9879785,4.7655497,0.7165328,0.59100527
6,1.2226114,0.39743006,6,0.3515095,0.2125225,2.030944,5.604364,0.7417584,0.9784877,1.0813038,0.3543924,0.29987004,0.9109581
7,4.5065193,3.4600496,7,0.2858192,0.18321168,2.3243124,1.1243488,0.32070848,0.22809523,2.8644798,2.4966223,0.27416375,0.11422491
8,3.9794722,4.7451916,8,0.3416982,0.23515415,2.2426982,3.371738,0.29993927,0.28332806,3.8276489,1.5493491,0.41518444,0.6548769
9,1.6965108,2.2476704,9,0.37113932,0.42987043,1.9380232,3.4301195,0.7524584,0.925839,1.0672811,0.18867052,0.2692165,0.7025755
10,3.0867832,5.632188,10,0.51773244,0.3930419,2.6875575,4.532646,0.7059126,0.7593889,0.99383193,0.3564942,0.41554463,0.91711533
11,2.915502,1.3159686,11,0.4510281,0.3272354,3.373716,5.2248755,0.435603,0.3728761,1.6962429,0.14767528,0.23120901,0.7607182
12,3.7482457,5.786352,12,0.38062596,0.20673287,2.0937104,5.3411546,0.6847391,0.7706482,2.7859898,2.3486133,0.6120447,0.749065
13,1.9176214,0.71349406,13,0.55405533,0.8208396,2.51098,4.010472,0.31309557,0.4934274,4.3003683,5.0569706,0.40949944,0.25054735
14,2.8533633,3.8516374,14,0.5238272,0.75103223,3.2250533,2.0977788,0.36489287,0.5971006,4.429532,5.472637,0.51694274,0.44501323
15,1.5286785,1.419808,15,0.32784107,0.2820019,1.2754843,1.5128717,0.2241563,0.09875786,3.9416265,4.0392857,0.50557125,0.71645206
16,4.7212152,4.454571,16,0.3226468,0.22564077,2.1856751,1.6574525,0.47873184,0.36071026,1.411259,1.112714,0.5287825,0.93570435
17,2.6198921,2.2938275,17,0.77846426,0.7932054,4.2512035,5.520234,0.57842916,0.6264096,1.1686819,0.7615807,0.45668232,0.69294107
18,1.8191453,5.299411,18,0.5524458,0.25028288,2.2855904,0.75670874,0.65188694,0.7209931,4.9693046,5.677352,0.2276626,0.13313669
19,3.3158364,4.943097,19,0.40958592,0.5030939,2.1893172,2.5472074,0.64633214,0.7033106,4.396051,4.6751194,0.6246268,0.7499719
20,1.4007387,2.6453476,20,0.33701715,0.28563035,1.7735128,1.4213612,0.6930447,0.9259767,1.4268141,1.5405529,0.7510448,0.82828426
21,2.1585088,1.7845488,21,0.4615373,0.8865664,2.5107086,1.1776657,0.53983694,0.4381845,4.235666,4.046335,0.76247424,0.6958071
22,3.2028875,2.345679,22,0.15767303,0.0005630851,1.4147191,5.3111167,0.1612648,0.12652564,2.7576368,3.3711197,0.24951193,0.38217604
23,2.5609357,5.8086967,23,0.58468413,0.82616454,3.2412846,4.351617,0.6552584,0.66555405,4.4497294,4.0270333,0.12181856,0.07011503
24,2.946721,4.2880745,24,0.55426246,0.9847438,3.4536138,1.0177052,0.43523404,0.4551292,4.576185,5.795888,0.69044954,0.74787194
25,4.621046,4.271532,25,0.29741144,0.83459383,1.78878,0.2962035,0.50780696,0.26815557,1.8893633,0.008235812,0.2678961,0.051769257
26,4.060255,3.1885867,26,0.34231272,0.23151952,2.6420217,2.5515223,0.47534522,0.285425,2.7575936,1.1708586,0.42382583,0.99297196
27,3.6901073,5.081452,27,0.50929826,0.1007666,3.6318114,3.9131892,0.1444657,0.06891376,4.094283,2.8723063,0.3134104,0.64620876
28,1.5023578,0.39313102,28,0.36451942,0.44880104,1.9127024,1.8872917,0.72404987,0.9326735,1.1239425,0.9840617,0.37430778,0.7661767
29,3.3556747,4.0183992,29,0.29031855,0.019738197,1.5346181,0.78528464,0.71102667,0.98192173,1.9103088,2.8327296,0.5594131,0.4679839
30,2.8674178,3.8682246,30,0.30770737,0.82092714,2.028718,0.31245017,0.6333323,0.4615621,1.1643912,0.5476656,0.30440882,0.68235433
31,3.12285,3.9801726,31,0.53170353,0.542869,3.3757715,5.7837176,0.3272963,0.45928568,4.485416,4.851866,0.36303964,0.23887426
32,3.4193454,3.9352012,32,0.51045567,0.35100633,3.514798,1.7411281,0.13897994,0.06000209,3.9037955,5.17038,0.36038995,0.51818615
33,3.576732,1.357932,33,0.5119472,0.7067697,3.7414834,2.3565826,0.13567294,0.009545624,4.032586,3.8963878,0.31396806,0.41146374
34,3.4603767,3.605645,34,0.50963235,0.38006538,3.589601,2.9851842,0.13453989,0.01004827,4.1104054,3.7134118,0.33047917,0.9972962
35,1.9677067,2.534533,35,0.45784447,0.76452446,1.9936782,2.239335,0.6921904,0.88416344,1.8303088,1.9507542,0.43054664,0.29284722
36,3.0122645,1.4622284,36,0.549408,0.8321806,3.5302281,1.2300764,0.21632577,0.13283718,4.055024,5.3334875,0.86185056,0.94865537
37,2.171067,1.2196301,37,0.70380336,0.3555134,3.7070887,4.595223,0.60507154,0.46908456,2.8590844,1.8075868,0.38857502,0.696768
38,3.039314,0.7726618,38,0.45206085,0.53320783,2.9946191,2.334704,0.39805928,0.24589527,4.185351,2.930731,0.25135937,0.21175903
39,0.9679347,0.52290165,39,0.43217152,0.8411782,1.3369688,1.338619,0.69085705,0.73830205,1.114458,0.17485929,0.2643295,0.33226526
40,3.545877,2.9216967,40,0.5167487,0.83855164,3.5748098,2.7375684,0.14072333,0.054614305,4.3197923,5.4404964,0.3618113,0.4049418
41,0.9133929,0.2794869,41,0.37580574,0.23560935,1.4022664,1.5259262,0.6116049,0.4663986,2.3640635,2.7175326,0.5401404,0.5707664
42,1.9631777,0.4712516,42,0.5690587,0.01583594,2.1557105,1.3710684,0.66448474,0.69140315,4.767882,5.53712,0.50279194,0.64722663
