,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,3.7346592,2.5798154,0,0.5745159,0.6616662,3.7359207,2.9140706,0.39326397,0.32619673,1.3910698,1.0164299,0.48234978,0.674868
1,3.788309,3.8336506,1,0.18258415,0.13581526,2.3033037,5.5813046,0.36670706,0.4479016,3.5823126,3.45753,0.787098,0.8929124
2,1.6457741,0.13904142,2,0.572541,0.48036206,1.8330495,2.4938393,0.2345729,0.23387712,2.8357685,0.32732248,0.4483744,0.74175906
3,4.3015437,5.750764,3,0.28570074,0.047124684,2.2376182,0.4154123,0.48974335,0.37796712,0.94223756,0.67790365,0.48459035,0.45132172
4,2.3890507,2.5241246,4,0.24502894,0.16504478,1.7115195,1.2115932,0.71165293,0.7660096,1.213719,1.9026568,0.2687491,0.14562118
5,1.47279,3.3019862,5,0.71963364,0.9160034,3.033728,5.2755156,0.7832353,0.9771706,1.284501,1.6126385,0.22397004,0.14031637
6,3.7588542,4.314921,6,0.27178738,0.029389262,1.9652332,3.6508675,0.57880497,0.6149497,2.6614168,2.7416582,0.8245603,0.9419902
7,3.2174995,2.9969802,7,0.5381931,0.823024,3.4019263,3.3111906,0.42248875,0.40695006,4.0838594,5.6720085,0.49872425,0.2284174
8,4.0743365,4.293965,8,0.24971597,0.33801353,2.4878302,3.1680012,0.240979,0.22633839,3.3423293,3.3026118,0.68867683,0.98860216
9,1.7809868,2.0247731,9,0.34193718,0.2866671,1.9404817,2.6348598,0.7723812,0.83621913,2.6636207,2.9611058,0.19180466,0.14939284
10,4.5540314,4.251192,10,0.16866943,0.32262057,2.083736,0.7831868,0.13622884,0.14729917,2.2291353,2.243792,0.55918753,0.46601164
11,3.3503568,2.6686082,11,0.5590639,0.746827,3.8971837,3.3861237,0.35641608,0.31837624,3.7867665,2.589087,0.5495791,0.18593168
12,1.5431132,1.6887467,12,0.23187219,0.49075562,0.7187583,0.081640005,0.07385475,0.07742661,3.0032763,3.175603,0.7460454,0.6918683
13,3.187657,3.30227,13,0.49930647,0.9682418,3.6898463,2.5967999,0.1872613,0.21226823,3.233603,5.54263,0.51939344,0.5621422
14,3.075206,1.9307306,14,0.5384027,0.6150836,3.4697828,2.4962103,0.6084962,0.49247944,4.4415565,5.8769636,0.54892355,0.63789105
15,2.265605,1.753977,15,0.5287649,0.5143323,2.4897285,2.381236,0.64609444,0.8159426,4.5820284,4.4311347,0.56313926,0.15739048
16,3.2509701,1.7212347,16,0.51489663,0.8771824,3.4366353,4.4110165,0.31767365,0.26095015,3.8344922,3.3495247,0.56952405,0.7805692
17,1.9524684,0.8839756,17,0.5457847,0.7734222,2.2650757,4.8140955,0.7782686,0.93497944,4.7661686,4.747347,0.54897827,0.71767455
18,4.916262,5.9430285,18,0.12777041,0.6009865,1.3350849,0.119154096,0.097243026,0.075345814,1.684982,0.78645015,0.5264825,0.5213892
19,3.187387,1.7586429,19,0.506358,0.6961701,3.5414028,1.1547571,0.08952969,0.045689523,3.3754106,5.2939034,0.55388737,0.126594
20,3.6730046,5.3454666,20,0.49112016,0.36816,3.648877,3.684529,0.14725696,0.14535928,2.3692687,0.8003919,0.389609,0.5033558
21,4.8908415,5.6296673,21,0.2284029,0.10039139,1.845244,0.741516,0.24833044,0.2279973,1.9197732,2.7927809,0.17382279,0.13124484
22,1.4564534,1.6658932,22,0.37236103,0.46984172,1.6625427,1.9802177,0.7507007,0.9574794,0.9543737,0.2687888,0.36546075,0.9010585
23,1.9895551,2.7108884,23,0.64183277,0.9881221,2.598049,3.7432857,0.75540054,0.89348716,1.7047168,1.3044627,0.7218155,0.69837666
24,2.3732495,0.42637038,24,0.4991712,0.506299,2.8188727,4.162101,0.68577325,0.6060675,4.2197757,5.0467257,0.3619114,0.25148708
25,3.687257,5.7147226,25,0.44707954,0.5321368,3.139441,3.5805926,0.58510095,0.6639981,0.9318201,0.6466559,0.7965943,0.4546098
26,2.3545735,2.3927536,26,0.5829949,0.596005,2.7173066,4.1110625,0.68934214,0.7520273,2.5564935,2.1251335,0.65231055,0.8878617
27,2.3027449,1.4656627,27,0.54336816,0.6697881,2.7083209,3.3351054,0.20148483,0.19516057,3.2979643,5.7009206,0.49756536,0.47317517
28,4.2837567,5.4304056,28,0.33175257,0.5401724,3.3723912,0.048282266,0.08007855,0.053706825,2.3097818,2.747449,0.49842858,0.2144903
29,1.7835752,2.365679,29,0.5358866,0.413642,2.333045,0.45088363,0.43422085,0.30652177,3.6834207,5.5447106,0.66444385,0.77036715
30,1.6784879,1.7882556,30,0.55178225,0.725705,2.1027496,4.8278456,0.7781284,0.98795766,2.5156934,2.523028,0.632532,0.8655646
31,2.0343397,3.0972276,31,0.46020162,0.11138219,1.8707871,4.3464394,0.77937245,0.9897032,4.0493455,3.287197,0.7519641,0.624775
32,3.5722005,4.0527325,32,0.50698745,0.9509245,3.8806376,1.5564119,0.15424179,0.16037017,3.2685595,2.0755925,0.56043553,0.7259219
33,3.760137,4.975566,33,0.5641738,0.4199505,3.8316255,5.7378206,0.46566498,0.45379198,2.636192,2.2122352,0.6639811,0.97409815
34,3.7093208,4.410029,34,0.4801634,0.38405263,3.760607,1.265674,0.117312625,0.023661017,3.1497183,1.063375,0.5070802,0.57366645
35,3.8180873,3.5421362,35,0.46426463,0.022337615,3.8512392,2.9644885,0.07934358,0.061149836,3.1655586,2.6823943,0.50334334,0.3838032
36,3.3266518,2.5235634,36,0.5463978,0.25680918,3.8702104,4.5399294,0.6408632,0.7431796,4.5275693,5.8221297,0.56202096,0.325121
37,3.4845119,5.03745,37,0.5173079,0.8029794,3.0424278,2.4521537,0.39075208,0.39308494,3.2062314,2.0889206,0.32137346,0.18738967
38,2.7752373,4.1509776,38,0.5181943,0.28412157,3.2284465,2.895862,0.6508207,0.7368058,4.626901,5.540385,0.58128417,0.31393862
39,2.9147465,5.0140066,39,0.5520562,0.6035288,3.5463214,3.168748,0.38915846,0.47540408,4.0368257,5.108698,0.5096374,0.5835057
40,1.442306,1.2326388,40,0.37877578,0.21594757,1.8504702,2.5109782,0.7489086,0.95819813,2.132011,2.5542088,0.12438918,0.06988406
41,1.588661,2.7319627,41,0.29234535,0.24423796,2.6950943,3.1969485,0.43296388,0.51349854,1.5786831,2.3962855,0.33013934,0.24379492
42,3.6392758,3.1558993,42,0.34560013,0.15203542,2.6998565,1.3425035,0.19741692,0.17916584,2.3375003,3.4181705,0.400894,0.16834223
43,2.7310035,0.12139177,43,0.2720917,0.40569,2.5626934,2.4305983,0.5768634,0.45293856,3.2498505,1.7444819,0.81825876,0.90547484
44,1.1337186,0.941303,44,0.23909827,0.42910796,1.4241947,1.0089716,0.6430178,0.8119924,1.2273338,1.2868441,0.22172073,0.14041841
45,1.6143664,2.4050403,45,0.5288415,0.17344952,1.7370818,0.37476254,0.72319114,0.76357096,4.4632616,5.6286974,0.3593638,0.46162653
46,1.7524849,2.4109168,46,0.6299359,0.9221801,2.9468153,3.01368,0.7569601,0.88218147,1.3986137,0.3263812,0.19284521,0.053217173
47,2.9643962,2.547256,47,0.56442684,0.96452355,3.5477982,2.9422894,0.2937937,0.24656284,3.743526,4.428316,0.49342862,0.07818389
48,3.5158675,3.9453785,48,0.32849354,0.4729082,1.7423488,1.3369217,0.70256335,0.7347852,0.9200531,0.2165165,0.25415215,0.504756
49,1.3831017,1.2515895,49,0.28718776,0.22422326,1.8232026,3.3177843,0.65016204,0.61884004,1.7536916,2.2001889,0.2409267,0.05838722
