,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,2.9826007,3.0330467,0,0.36740693,0.18689883,2.1951518,1.4633299,0.6643304,0.6353893,1.7044393,2.0964532,0.32356462,0.37943184
1,3.3111563,5.3963733,1,0.581213,0.62162983,3.641498,3.0903988,0.31444037,0.3733086,3.5418963,5.4607563,0.51655084,0.4938978
2,3.3972275,5.6757517,2,0.50773907,0.98286486,3.2295463,3.7244403,0.5766201,0.6242801,1.3219004,0.38150597,0.43789148,0.038132668
3,3.9221318,3.5982156,3,0.5496829,0.014290273,4.0277123,2.9000666,0.19208144,0.12436658,3.5274174,4.1468577,0.5046039,0.76442176
4,1.7666504,3.2182941,4,0.37099344,0.76904833,1.9576223,3.638462,0.7037335,0.96252656,1.3174075,0.1976484,0.3093562,0.45638824
5,1.1031123,0.5122622,5,0.44448087,0.65907544,1.2990068,1.2049359,0.70767397,0.9666325,1.9938171,1.8404742,0.586687,0.7511849
6,2.5692377,3.5786562,6,0.3435456,0.32303435,2.0267656,2.057833,0.6796613,0.75927585,1.540448,1.8965267,0.36069927,0.1912446
7,2.1738372,3.9082367,7,0.3161153,0.15235776,1.8372593,4.1649656,0.7148838,0.9844236,1.3302796,0.07764423,0.29226238,0.7578021
8,2.2147286,2.9777088,8,0.57580346,0.9931278,2.354401,3.674471,0.6809485,0.8478278,4.4460807,4.0575247,0.5310013,0.75408614
9,1.7242998,1.4228722,9,0.3645379,0.9953861,1.9001727,2.2313747,0.70112014,0.88786525,1.3178867,0.25087953,0.3090811,0.38161093
10,3.4058568,0.5538783,10,0.54268414,0.3846748,3.5760326,2.711946,0.16725227,0.01598823,3.2196074,1.9655943,0.4540076,0.8767741
11,1.1428255,0.59064066,11,0.5719924,0.7667481,1.1711338,0.60400593,0.64064443,0.23835713,4.477128,3.4425035,0.50250506,0.78041774
12,3.5955346,5.396912,12,0.34161755,0.381954,2.1775253,0.30349696,0.64759094,0.70187646,1.3692024,0.78739643,0.3179887,0.37440532
13,1.8775237,0.29618347,13,0.53676087,0.91896236,1.8942121,5.071818,0.7074873,0.94021356,4.3367496,5.080052,0.67344457,0.7266653
14,4.018996,5.18626,14,0.44263706,0.92745525,3.0534232,1.8751073,0.36573827,0.3218903,1.9197829,1.0394661,0.4762714,0.5167224
15,3.9763877,5.2545924,15,0.54007125,0.085730255,3.9130418,2.571707,0.18256262,0.13223237,3.544847,5.4983087,0.47498414,0.89247984
16,2.166298,4.4358373,16,0.43368897,0.5564779,1.8999366,2.0419328,0.6913341,0.9131939,3.8664014,4.2793097,0.24081674,0.17437094
17,4.516623,4.201522,17,0.27683136,0.11835277,2.939941,1.1206216,0.21052097,0.12730974,3.1304862,3.2978516,0.6457664,0.68086797
18,2.2648628,2.3718252,18,0.60351163,0.4975382,2.5963173,4.614593,0.667677,0.7530182,1.8878525,1.5220782,0.641187,0.8042899
19,4.0518665,1.8611866,19,0.49754786,0.09328526,4.080581,1.2212441,0.17903674,0.054066837,3.3448026,4.730919,0.47651142,0.4054407
20,3.2970026,0.5224596,20,0.5102873,0.14736623,3.1232777,5.4164534,0.49768987,0.44859982,3.0331585,3.1156993,0.71114826,0.9888356
21,1.9190586,2.1185246,21,0.5741597,0.9208405,2.06849,4.8265786,0.6597243,0.7957425,4.422463,4.5695677,0.52650654,0.73798543
22,4.2018447,4.777547,22,0.54456997,0.15723693,4.1589274,4.8857307,0.15907106,0.08594477,3.4228544,3.3742714,0.46992326,0.09437758
23,3.188546,5.541839,23,0.2976061,0.14309394,1.7284985,0.42119265,0.70299363,0.8199434,1.278136,0.5107262,0.2646115,0.08611441
24,1.7456348,2.0644732,24,0.5771133,0.46303266,1.7850474,1.979526,0.7270641,0.9856252,4.5402665,4.985357,0.53840196,0.64886534
