,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,3.7103207,3.0330467,0,0.4197024,0.18689883,2.2025201,1.4633299,0.717816,0.6353893,1.7663455,2.0964532,0.31210235,0.37943184
1,3.376314,5.3963733,1,0.5873462,0.62162983,3.8689194,3.0903988,0.31411487,0.3733086,3.4078476,5.4607563,0.50302297,0.4938978
2,3.7192783,5.6757517,2,0.63866925,0.98286486,3.9141526,3.7244403,0.5795797,0.6242801,0.6834583,0.38150597,0.380475,0.038132668
3,3.4202595,3.5982156,3,0.55972135,0.014290273,3.4301674,2.9000666,0.16441599,0.12436658,3.1892784,4.1468577,0.51955557,0.76442176
4,1.639681,3.2182941,4,0.52755713,0.76904833,2.228982,3.638462,0.799047,0.96252656,0.7617522,0.1976484,0.38673383,0.45638824
5,0.6074274,0.5122622,5,0.56368655,0.65907544,0.70832396,1.2049359,0.7656367,0.9666325,2.1759317,1.8404742,0.6036584,0.7511849
6,3.5542471,3.5786562,6,0.37236956,0.32303435,1.7520142,2.057833,0.7598284,0.75927585,1.5899717,1.8965267,0.36931354,0.1912446
7,2.9884179,3.9082367,7,0.30824366,0.15235776,1.6173077,4.1649656,0.8074032,0.9844236,0.86326927,0.07764423,0.28324646,0.7578021
8,2.3020303,2.9777088,8,0.5378523,0.9931278,2.9474866,3.674471,0.7592628,0.8478278,4.920155,4.0575247,0.48819804,0.75408614
9,1.681379,1.4228722,9,0.5641898,0.9953861,2.2281992,2.2313747,0.8070423,0.88786525,0.7906265,0.25087953,0.2612088,0.38161093
10,1.9691709,0.5538783,10,0.50942904,0.3846748,2.2537837,2.711946,0.08274084,0.01598823,2.9589765,1.9655943,0.46798426,0.8767741
11,0.77347666,0.59064066,11,0.5533772,0.7667481,0.77747023,0.60400593,0.5302965,0.23835713,4.8938084,3.4425035,0.50960916,0.78041774
12,4.1149564,5.396912,12,0.38640475,0.381954,2.2476358,0.30349696,0.6843459,0.70187646,0.9513178,0.78739643,0.3166894,0.37440532
13,1.8321215,0.29618347,13,0.5472327,0.91896236,2.072042,5.071818,0.81096107,0.94021356,4.5765386,5.080052,0.7120522,0.7266653
14,4.26121,5.18626,14,0.52843744,0.92745525,2.9139898,1.8751073,0.34577563,0.3218903,1.5395864,1.0394661,0.47891155,0.5167224
15,3.2144136,5.2545924,15,0.5468121,0.085730255,3.2488701,2.571707,0.15566744,0.13223237,3.1616876,5.4983087,0.4569535,0.89247984
16,2.9020562,4.4358373,16,0.47041517,0.5564779,1.8720139,2.0419328,0.7916559,0.9131939,3.98942,4.2793097,0.2346493,0.17437094
17,4.5361233,4.201522,17,0.22150142,0.11835277,1.9409814,1.1206216,0.1534379,0.12730974,3.1857798,3.2978516,0.6374634,0.68086797
18,2.1844852,2.3718252,18,0.7240221,0.4975382,3.4773607,4.614593,0.7283701,0.7530182,1.6757468,1.5220782,0.66518945,0.8042899
19,3.5877998,1.8611866,19,0.5124261,0.09328526,3.412851,1.2212441,0.101088315,0.054066837,2.942893,4.730919,0.47164136,0.4054407
20,3.3467171,0.5224596,20,0.5424446,0.14736623,3.2327256,5.4164534,0.488083,0.44859982,2.8901694,3.1156993,0.73894155,0.9888356
21,1.8480215,2.1185246,21,0.5425122,0.9208405,2.0746183,4.8265786,0.70616055,0.7957425,4.9448514,4.5695677,0.5462326,0.73798543
22,3.641008,4.777547,22,0.5055571,0.15723693,3.4787827,4.8857307,0.10137836,0.08594477,2.86467,3.3742714,0.47781232,0.09437758
23,4.5025206,5.541839,23,0.24644592,0.14309394,1.3170953,0.42119265,0.81473327,0.8199434,0.9648672,0.5107262,0.19467355,0.08611441
24,1.7100414,2.0644732,24,0.5400008,0.46303266,1.9226394,1.979526,0.8392196,0.9856252,4.9569383,4.985357,0.54944336,0.64886534
