,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,3.0034776,3.373383,0,0.47192043,0.69747406,3.1396375,0.07327974,0.45568916,0.24529564,4.4272404,5.1195955,0.51982886,0.46600765
1,4.0437474,5.9674854,1,0.37554199,0.90908766,2.447146,1.9833856,0.50017047,0.6278806,3.8023467,4.0402045,0.39238647,0.4079697
2,2.2447393,1.2539592,2,0.49250016,0.15166187,2.344112,2.7245069,0.63769156,0.42120856,4.1165953,2.9799793,0.72288,0.898645
3,2.8567817,2.4895854,3,0.51085484,0.76185477,3.0669694,5.5138884,0.58481854,0.44749343,4.9481783,3.897236,0.44698572,0.56204623
4,2.9930825,5.505311,4,0.51474494,0.2156046,3.2848172,4.496255,0.14639328,0.18432188,3.9776042,4.3402944,0.57976186,0.7107549
5,2.2736564,2.870088,5,0.5398548,0.53123075,2.5502257,0.15908468,0.70594156,0.64678586,4.0671535,4.7655497,0.7128069,0.59100527
6,1.059844,0.39743006,6,0.40458632,0.2125225,2.0874517,5.604364,0.77310693,0.9784877,0.82485145,0.3543924,0.32630363,0.9109581
7,4.543793,3.4600496,7,0.26416874,0.18321168,2.2799995,1.1243488,0.2886088,0.22809523,2.527663,2.4966223,0.29304433,0.11422491
8,4.0708385,4.7451916,8,0.3482992,0.23515415,2.0323167,3.371738,0.27532557,0.28332806,3.7821455,1.5493491,0.46588075,0.6548769
9,1.9074148,2.2476704,9,0.46079794,0.42987043,2.1524262,3.4301195,0.81372863,0.925839,0.7775073,0.18867052,0.27509496,0.7025755
10,3.6810112,5.632188,10,0.5921095,0.3930419,3.1945713,4.532646,0.7434353,0.7593889,0.71694255,0.3564942,0.47727916,0.91711533
11,2.7687924,1.3159686,11,0.42649654,0.3272354,3.4738603,5.2248755,0.40175378,0.3728761,1.4093816,0.14767528,0.22093958,0.7607182
12,4.22585,5.786352,12,0.3764864,0.20673287,1.9968548,5.3411546,0.72297215,0.7706482,2.9477236,2.3486133,0.592404,0.749065
13,1.8779087,0.71349406,13,0.5393157,0.8208396,2.32712,4.010472,0.29625463,0.4934274,4.2953076,5.0569706,0.4406107,0.25054735
14,2.8763347,3.8516374,14,0.53538406,0.75103223,2.9412856,2.0977788,0.3620603,0.5971006,4.676313,5.472637,0.5156118,0.44501323
15,1.0883971,1.419808,15,0.32475415,0.2820019,0.9763044,1.5128717,0.11337304,0.09875786,3.0466816,4.0392857,0.69155043,0.71645206
16,4.741101,4.454571,16,0.31118348,0.22564077,2.159065,1.6574525,0.41769582,0.36071026,1.1283691,1.112714,0.6312904,0.93570435
17,2.6491191,2.2938275,17,0.805715,0.7932054,4.6476874,5.520234,0.56538343,0.6264096,0.9080897,0.7615807,0.45930618,0.69294107
18,1.9005333,5.299411,18,0.5261058,0.25028288,2.239063,0.75670874,0.7303025,0.7209931,5.2121797,5.677352,0.23548785,0.13313669
19,3.503712,4.943097,19,0.4179341,0.5030939,2.2099972,2.5472074,0.6690993,0.7033106,4.433033,4.6751194,0.617293,0.7499719
20,1.3211689,2.6453476,20,0.33912072,0.28563035,1.6290451,1.4213612,0.73148614,0.9259767,1.5073806,1.5405529,0.7604985,0.82828426
21,1.9332844,1.7845488,21,0.45016336,0.8865664,2.2826538,1.1776657,0.48805797,0.4381845,4.235181,4.046335,0.8014194,0.6958071
22,2.7350557,2.345679,22,0.108562104,0.0005630851,1.0657139,5.3111167,0.108085744,0.12652564,2.0910923,3.3711197,0.28743702,0.38217604
23,2.7254887,5.8086967,23,0.5750226,0.82616454,3.3464339,4.351617,0.66824657,0.66555405,4.5376515,4.0270333,0.09908121,0.07011503
24,2.9663856,4.2880745,24,0.52951944,0.9847438,3.3275273,1.0177052,0.42994323,0.4551292,4.814413,5.795888,0.70076084,0.74787194
25,4.5671687,4.271532,25,0.2725081,0.83459383,1.5659827,0.2962035,0.4426355,0.26815557,1.7890393,0.008235812,0.25553277,0.051769257
26,3.8495922,3.1885867,26,0.32707512,0.23151952,2.641521,2.5515223,0.40348133,0.285425,2.2964349,1.1708586,0.47933632,0.99297196
