,inferred mb weight,true mb weight,subject,inferred discount,true discount,inferred mf weight,true mf weight,inferred learning rate,true learning rate,inferred prior weight,true prior weight,inferred prior lr,true prior lr
0,3.2180154,3.0330467,0,0.37929168,0.18689883,2.1947525,1.4633299,0.6823005,0.6353893,1.7587065,2.0964532,0.3171481,0.37943184
1,3.3060715,5.3963733,1,0.55561465,0.62162983,3.8558116,3.0903988,0.30945092,0.3733086,3.385751,5.4607563,0.4707496,0.4938978
2,3.5604038,5.6757517,2,0.5634172,0.98286486,3.5706904,3.7244403,0.56991225,0.6242801,0.9684158,0.38150597,0.43288818,0.038132668
3,3.5860448,3.5982156,3,0.5159197,0.014290273,3.7029436,2.9000666,0.17163004,0.12436658,3.3550155,4.1468577,0.5130582,0.76442176
4,1.7036006,3.2182941,4,0.4199761,0.76904833,1.9806602,3.638462,0.74218476,0.96252656,1.0587901,0.1976484,0.3370713,0.45638824
5,0.8101057,0.5122622,5,0.50309587,0.65907544,0.9367684,1.2049359,0.74013686,0.9666325,2.1387358,1.8404742,0.61449045,0.7511849
6,2.8891633,3.5786562,6,0.34168553,0.32303435,1.8336575,2.057833,0.7039395,0.75927585,1.4923303,1.8965267,0.38032794,0.1912446
7,2.3730168,3.9082367,7,0.29625708,0.15235776,1.6808239,4.1649656,0.7426503,0.9844236,1.105636,0.07764423,0.25894803,0.7578021
8,2.2513359,2.9777088,8,0.5793615,0.9931278,2.6070518,3.674471,0.7157537,0.8478278,4.6535683,4.0575247,0.52871704,0.75408614
9,1.6581812,1.4228722,9,0.4297129,0.9953861,1.9802008,2.2313747,0.74438775,0.88786525,1.0532448,0.25087953,0.29849297,0.38161093
10,2.6951222,0.5538783,10,0.5251038,0.3846748,2.985742,2.711946,0.12127478,0.01598823,3.2872887,1.9655943,0.4767655,0.8767741
11,0.9265321,0.59064066,11,0.5650907,0.7667481,0.90878624,0.60400593,0.6166848,0.23835713,4.692571,3.4425035,0.51224655,0.78041774
12,3.99812,5.396912,12,0.34816924,0.381954,2.2285957,0.30349696,0.6728483,0.70187646,1.1779836,0.78739643,0.29645687,0.37440532
13,1.751657,0.29618347,13,0.5301641,0.91896236,1.8847287,5.071818,0.74177533,0.94021356,4.4374075,5.080052,0.676287,0.7266653
14,4.200257,5.18626,14,0.46570033,0.92745525,3.1128829,1.8751073,0.36112306,0.3218903,1.8173798,1.0394661,0.4719536,0.5167224
15,3.5502179,5.2545924,15,0.53247535,0.085730255,3.6618097,2.571707,0.16868009,0.13223237,3.3919775,5.4983087,0.46006605,0.89247984
16,2.3324683,4.4358373,16,0.4592295,0.5564779,1.9277922,2.0419328,0.7366529,0.9131939,3.8826249,4.2793097,0.24100465,0.17437094
17,4.6475315,4.201522,17,0.22208765,0.11835277,2.4891899,1.1206216,0.17255355,0.12730974,3.0694063,3.2978516,0.64412194,0.68086797
18,2.1749473,2.3718252,18,0.68654025,0.4975382,2.8997154,4.614593,0.68537474,0.7530182,1.79563,1.5220782,0.6475723,0.8042899
19,3.9933429,1.8611866,19,0.515571,0.09328526,3.8045573,1.2212441,0.13611056,0.054066837,3.2132223,4.730919,0.46717182,0.4054407
20,3.4689379,0.5224596,20,0.5315588,0.14736623,3.026191,5.4164534,0.49011555,0.44859982,2.9791725,3.1156993,0.71792996,0.9888356
21,1.9155068,2.1185246,21,0.55914664,0.9208405,2.0802011,4.8265786,0.6795502,0.7957425,4.697121,4.5695677,0.5277203,0.73798543
22,4.010213,4.777547,22,0.51005137,0.15723693,3.9597576,4.8857307,0.12238728,0.08594477,3.2444313,3.3742714,0.4574953,0.09437758
23,3.905057,5.541839,23,0.26964822,0.14309394,1.5977372,0.42119265,0.76152194,0.8199434,1.1567037,0.5107262,0.21982595,0.08611441
24,1.6348736,2.0644732,24,0.5612772,0.46303266,1.7832569,1.979526,0.77302617,0.9856252,4.7170615,4.985357,0.54362243,0.64886534
