,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,6.3999248,0,0.49113056,2.9529204,0.7759149,4.898631,0.5113223
1,1.1969988,1,0.61269456,2.3257234,0.80069196,4.5448,0.8492295
2,6.8934083,2,0.60636747,2.7243214,0.8452948,4.8720713,0.49377304
3,6.3990617,3,0.40037134,3.0875604,0.7487528,2.9446309,0.59318197
4,5.98483,4,0.7064633,2.9406965,0.822961,4.0478616,0.5411071
5,3.7124622,5,0.017107064,2.8397684,0.84443724,4.9172287,0.55239683
6,3.2688692,6,0.44698963,2.342379,0.14768295,2.0272782,0.4228886
7,2.56902,7,0.032835014,1.9587747,0.9023829,4.4897923,0.8783147
8,3.5338686,8,0.2196977,2.5335245,0.59641457,4.845911,0.668592
9,5.545031,9,0.35769182,2.749132,0.7374247,4.2715683,0.33632797
10,3.4408443,10,0.082779676,2.5199625,0.6756013,4.5961475,0.59771836
11,3.7559712,11,0.7324784,3.0327723,0.7591272,4.843463,0.6427075
12,6.4106903,12,0.50198257,2.9474952,0.74647206,4.11827,0.56531626
13,8.522088,13,0.7607573,2.549272,0.7644756,4.252925,0.46270856
14,8.448496,14,0.55435574,2.6252723,0.16974291,4.446025,0.3598521
15,8.651071,15,0.6695503,2.9633589,0.82062036,4.8275585,0.42819083
16,1.7486947,16,0.389816,1.9833578,0.8897837,2.89524,0.77369004
17,0.7688057,17,0.50474584,2.2376323,0.8704127,4.6426687,0.8498993
18,3.2478318,18,0.39345062,3.2588484,0.7067687,2.6089246,0.6951095
19,8.681643,19,0.7980426,2.4162621,0.83329445,4.3752313,0.52574426
20,8.30211,20,0.55687326,3.629772,0.6398519,6.5414376,0.42625025
21,3.3704271,21,0.7331628,2.2684486,0.89930123,3.6817722,0.4587995
22,3.4799542,22,0.52969587,2.4300897,0.78245795,5.1425858,0.8213079
23,5.60316,23,0.5657985,3.075457,0.3939506,4.4288726,0.3900631
