,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate
0,5.3161964,0,0.089645006,1.1605259,0.36680385
1,0.88693076,1,0.5514123,0.77281517,0.29845074
2,1.4049205,2,0.6582418,0.93115896,0.46058917
3,4.2522373,3,0.5109435,2.2960994,0.513523
4,2.1521342,4,0.68542147,1.2802492,0.23477305
5,2.7141793,5,0.14806314,1.0220958,0.72904
6,3.7312334,6,0.362453,2.3173974,0.5756481
7,6.450582,7,0.34688726,1.3672924,0.63903064
8,2.181383,8,0.29277354,0.81113136,0.24388194
9,2.2407732,9,0.29200763,1.453,0.17738363
10,0.85599065,10,0.3947797,0.73760813,0.33764032
11,2.1702714,11,0.5087096,1.5977892,0.35695192
12,4.2147303,12,0.29935053,1.82323,0.6660374
13,1.5023606,13,0.43076077,0.74869055,0.3349513
14,1.5563253,14,0.60096645,0.9708115,0.29940632
15,1.4305247,15,0.6674532,0.8057002,0.5254286
16,2.5771708,16,0.07934996,0.9326176,0.79488516
17,0.93238634,17,0.58717227,0.7503991,0.25518924
18,1.1444576,18,0.33024904,1.0414816,0.79889524
19,5.583194,19,0.20728454,0.84134173,0.32843518
20,2.8065748,20,0.1856439,1.2422255,0.19658783
21,1.8283899,21,0.26097903,0.84514844,0.32735834
22,2.9134657,22,0.3065072,1.1524032,0.18136989
23,5.1013165,23,0.07792456,1.5319575,0.35104075
24,0.8533035,24,0.40112072,0.74051553,0.4467885
25,3.5747313,25,0.1598519,1.6940093,0.35084298
26,4.7893276,26,0.1379429,2.2480843,0.6530036
27,7.08261,27,0.019324513,0.90129197,0.38327843
28,1.1459155,28,0.2875925,0.82026637,0.23536769
29,5.852404,29,0.77218956,1.3649162,0.8563269
30,0.6980175,30,0.6460055,0.771944,0.19887167
31,3.620112,31,0.47823358,2.0307899,0.49112263
32,1.2243694,32,0.26255065,1.8883919,0.5846852
33,6.925949,33,0.529666,1.3050237,0.8050008
34,4.2793465,34,0.32643807,1.7030796,0.7908324
35,4.593434,35,0.1394823,1.6112531,0.3655307
36,4.192036,36,0.22256304,1.9370223,0.38201252
37,6.79384,37,0.16761908,1.6019448,0.39696833
38,1.7404782,38,0.19638047,1.0004469,0.46370226
39,4.1003504,39,0.24245295,1.0290022,0.6213295
40,1.6236243,40,0.51554286,1.8610146,0.49316823
41,0.9414819,41,0.5463037,0.7351943,0.2787496
42,0.8502176,42,0.48535976,1.1366394,0.48362654
43,1.4044336,43,0.2182912,1.2877929,0.18359625
44,1.0309207,44,0.6572124,0.7611199,0.3289723
45,2.6653233,45,0.61205333,1.1818819,0.6345499
46,4.3279076,46,0.29329854,1.0129644,0.44496378
47,1.5668982,47,0.38205817,1.0707524,0.34592256
48,4.6509657,48,0.17809471,1.1407923,0.18562762
49,0.9631692,49,0.44829065,0.8097617,0.4392657
50,6.19749,50,0.24859923,0.9510853,0.5390261
51,0.6939634,51,0.39804858,0.7470282,0.28986993
52,2.992005,52,0.1355859,0.83522284,0.4612329
53,1.3744192,53,0.14319156,1.4195204,0.31374472
54,3.3881412,54,0.04725451,1.1727583,0.4678514
55,3.7041006,55,0.048105035,1.562189,0.5739128
56,7.108822,56,0.22986332,1.4438506,0.4670554
57,7.31626,57,0.24556747,1.1702636,0.588375
58,3.2400658,58,0.019508528,0.8965925,0.6556701
59,6.361582,59,0.3498028,1.5834688,0.5722994
60,6.3425636,60,0.2055596,2.0089633,0.3970836
61,4.174577,61,0.36982116,2.328891,0.5466655
62,1.498941,62,0.49406308,0.8479486,0.16578662
63,5.8099484,63,0.47654745,1.7038845,0.4489436
64,1.1819493,64,0.40936956,0.7619898,0.19217639
65,2.6281817,65,0.33663836,0.7200619,0.37407312
66,0.8484093,66,0.58937204,0.7621768,0.33730555
67,1.5604008,67,0.083397366,0.7589933,0.535226
68,4.18132,68,0.41551903,1.3937267,0.76824266
69,4.4523835,69,0.6757936,1.2730191,0.8347119
70,0.86961,70,0.5116432,0.9558489,0.8196148
71,3.1887221,71,0.13503994,1.7104224,0.12168446
72,1.0388535,72,0.46390897,0.7254394,0.38354534
73,5.9905753,73,0.3100928,1.3190483,0.25352395
74,1.5591272,74,0.5184213,1.3768711,0.37567586
75,5.1044884,75,0.20813125,2.0610874,0.34083807
76,4.2736773,76,0.6534236,1.2264344,0.71699643
77,2.1268575,77,0.33938533,1.0400147,0.8170987
78,4.1115084,78,0.17790036,1.0912154,0.8014645
79,4.0744457,79,0.20813935,1.755458,0.4732644
80,1.7715842,80,0.3088202,1.4235479,0.112229414
81,1.7148218,81,0.12590353,0.7660618,0.32727593
82,5.113533,82,0.09209291,1.8331699,0.45218256
83,1.8907183,83,0.37260315,1.5073133,0.28795654
84,6.525956,84,0.15061268,2.2989278,0.67314184
85,1.6792238,85,0.5299841,0.83807504,0.40820697
86,3.8620877,86,0.7314882,1.5686778,0.5881111
87,2.8914587,87,0.68136734,1.2643836,0.4048766
88,1.5174694,88,0.30004966,1.1807361,0.23632567
89,2.7441103,89,0.19444622,0.8988834,0.16957635
90,3.2467246,90,0.15871985,1.0508516,0.097310245
91,0.92224133,91,0.598448,0.712369,0.25382286
92,1.0737145,92,0.5215977,0.7747322,0.4543142
93,0.9143642,93,0.49222896,0.7724127,0.3006356
94,0.7558313,94,0.5247734,0.7391426,0.2676984
95,0.73311055,95,0.64488965,0.70416176,0.3021191
96,2.9690232,96,0.46404147,0.9512923,0.30885684
97,3.1573014,97,0.34758094,1.2469449,0.32313213
98,1.6415501,98,0.7333131,0.8315516,0.54689705
99,0.8041823,99,0.64442396,0.7501987,0.31251132
100,0.7100288,100,0.48045215,0.74863714,0.23838562
101,1.2546164,101,0.5716079,0.8028828,0.3335705
102,2.6226637,102,0.18616368,1.4171426,0.6394927
103,1.9731867,103,0.062665895,0.8265785,0.49035037
104,2.4828153,104,0.35572132,1.4445171,0.4276483
105,0.82406956,105,0.68655187,0.76552767,0.5588379
106,1.1586266,106,0.46935797,1.1832241,0.11524912
107,8.087463,107,0.19030969,0.99107957,0.5022756
108,1.6960707,108,0.3837648,1.0524504,0.711822
109,0.71401006,109,0.46301234,0.9531229,0.12179852
110,2.5515802,110,0.37396097,0.83371556,0.3063809
111,0.86640507,111,0.5712455,0.7460898,0.24252276
112,2.6180782,112,0.050163504,2.0046694,0.3331451
113,1.3850906,113,0.41298452,1.020505,0.7728223
114,2.8061957,114,0.09199296,1.4865417,0.33609024
115,3.3155646,115,0.23355396,0.79039013,0.30728063
116,0.8574541,116,0.7035075,0.75383794,0.37767425
117,5.3872814,117,0.12977347,1.763054,0.82014006
118,7.3337984,118,0.66413987,1.6122469,0.7651501
119,3.0129974,119,0.400427,2.1543999,0.6854107
120,5.196283,120,0.23353918,1.1091001,0.6730587
121,1.6058785,121,0.44452554,1.0432558,0.65709144
122,0.988128,122,0.67444646,0.7990871,0.21265139
123,4.2467766,123,0.7116203,1.9698416,0.7388728
124,4.2736945,124,0.20891815,0.89499646,0.61886865
125,7.371545,125,0.10872458,1.7395275,0.68085647
126,6.24884,126,0.43219864,1.0405556,0.23901951
127,4.2185183,127,0.12730478,1.7657524,0.45638666
128,3.0216851,128,0.2426625,0.78680027,0.29949108
129,1.1148174,129,0.49952924,0.89160603,0.6839489
130,3.4618428,130,0.20748572,1.4390974,0.4275175
131,1.0408373,131,0.6652306,0.8847559,0.13409555
132,2.8186808,132,0.7185525,0.7803121,0.39522183
133,1.155846,133,0.15777633,1.4360962,0.3965016
134,1.6379397,134,0.19193536,1.7395669,0.62123215
