,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate
0,4.1016726,4.2700596,0,0.14945945,0.1157276,0.692136,0.0,0.38276607,0.0
1,3.2498024,3.6661167,1,0.58596665,0.5874485,0.7168132,0.0,0.32847112,0.0
2,4.931281,4.866716,2,0.00946262,0.0009096861,0.70357347,0.0,0.38252753,0.0
3,1.8200041,1.9189254,3,0.68159366,0.6554475,0.7149833,0.0,0.39291698,0.0
4,1.7459102,1.0858221,4,0.675935,0.40125608,0.7000681,0.0,0.42334718,0.0
5,3.6373007,3.7071185,5,0.29803163,0.21022409,0.83303344,0.0,0.7293419,0.0
6,4.681634,3.9985247,6,0.37826505,0.24536574,0.6945051,0.0,0.37507686,0.0
7,4.731412,5.087621,7,0.8218878,0.9262492,0.743742,0.0,0.39244807,0.0
8,3.3655298,2.6297374,8,0.88266885,0.95471114,0.7042031,0.0,0.35600054,0.0
9,3.421503,2.7467365,9,0.6627096,0.5676253,0.7191636,0.0,0.32771793,0.0
10,4.5987587,5.1857986,10,0.8397288,0.7951034,0.6846409,0.0,0.40218464,0.0
11,1.442092,1.846772,11,0.73972315,0.930305,0.72134256,0.0,0.36278406,0.0
12,3.2636163,3.9728162,12,0.7642324,0.7667327,0.73197967,0.0,0.33636406,0.0
13,1.3590459,2.1183558,13,0.6763386,0.84173614,0.7182737,0.0,0.2673994,0.0
14,2.7725048,2.8884687,14,0.14790729,0.11917943,0.7161749,0.0,0.43336743,0.0
15,2.1170323,2.0486417,15,0.27232325,0.40739304,0.7484184,0.0,0.4773114,0.0
16,3.1954458,4.053529,16,0.5472373,0.6488709,0.7652362,0.0,0.40166107,0.0
17,1.6051722,1.0863447,17,0.79365236,0.48781675,0.76828027,0.0,0.3364981,0.0
18,2.5342622,2.8136806,18,0.43422443,0.47133476,0.684757,0.0,0.40465274,0.0
19,4.839307,4.6310625,19,0.3785066,0.5535973,0.7240612,0.0,0.42015684,0.0
20,4.150793,4.8805985,20,0.5022286,0.53991127,0.7048662,0.0,0.41978607,0.0
21,5.5861297,5.6474695,21,0.8259056,0.8553919,0.7450974,0.0,0.3259827,0.0
22,5.4652114,5.2154775,22,0.12020722,0.14589375,0.6691365,0.0,0.37654638,0.0
23,2.9334922,1.5428264,23,0.8045315,0.8904974,0.7840433,0.0,0.40282556,0.0
