,discount,learning rate,dec temp,weight,subject
0,0.75118273,0.2127266,0.52386844,0.40735525,0
1,0.78985465,0.013704254,2.036287,0.30273533,1
2,0.74659216,0.21657799,1.927902,0.6632509,2
3,0.71324974,0.5273841,3.5335155,0.08055485,3
4,0.5270244,0.8431382,3.7725234,0.28319922,4
5,0.9162016,0.08566387,2.3293345,0.68630403,5
6,0.63109726,0.040855683,1.2204516,0.36618006,6
7,0.31342041,0.7460806,2.968495,0.47642687,7
8,0.6398772,0.70483166,2.631817,0.8588685,8
9,0.12366021,0.2740423,5.252345,0.82553947,9
10,0.72625107,0.41319016,5.485722,0.8494097,10
11,0.40639967,0.94147867,4.9254684,0.8429505,11
12,0.5799476,0.5876887,5.152733,0.7124137,12
13,0.8084767,0.30444956,3.4753523,0.31101668,13
14,0.1063113,0.3202167,5.4351745,0.79981834,14
15,0.8251428,0.6481003,5.0696526,0.814639,15
16,0.23467153,0.022249153,2.9649603,0.21458486,16
17,0.09524613,0.89513737,3.367273,0.16884065,17
18,0.46573126,0.8633967,4.3946047,0.24677359,18
19,0.45815805,0.44364038,4.470758,0.60486066,19
20,0.7765537,0.4079116,3.9101176,0.34853625,20
21,0.7414062,0.5638489,1.9327168,0.38500887,21
22,0.4995848,0.4272959,2.447521,0.4013267,22
23,0.40794602,0.72775495,3.633148,0.7033218,23
24,0.49607223,0.029321076,2.818056,0.3453961,24
25,0.90849894,0.31115174,2.7049055,0.113112554,25
26,0.67853206,0.134952,1.1545832,0.08693613,26
27,0.6690096,0.3539045,1.3330717,0.46328965,27
28,0.28677455,0.14304608,2.4621222,0.14271818,28
29,0.40605476,0.58520764,5.3887205,0.4571958,29
30,0.21616465,0.15669324,4.4701657,0.31203592,30
31,0.6594345,0.36291677,1.8978138,0.944196,31
32,0.66883653,0.846898,5.002295,0.4994119,32
33,0.91762936,0.24623096,1.1265355,0.3558659,33
34,0.66994566,0.083909005,1.8803098,0.55134875,34
35,0.7391586,0.16059348,2.4581614,0.79860365,35
36,0.3365883,0.85243136,2.9517539,0.79762644,36
37,0.8117755,0.23329464,4.651748,0.17688002,37
38,0.08325008,0.34275943,5.0050125,0.16464318,38
39,0.48285416,0.744213,1.6921706,0.9168593,39
40,0.60549974,0.20843028,2.6420045,0.9165021,40
41,0.6563446,0.665847,5.5647078,0.22017422,41
42,0.5710908,0.39388788,5.0087748,0.1226224,42
43,0.86955893,0.19351713,0.891634,0.8046632,43
44,0.50087744,0.21932685,2.8476672,0.4340173,44
45,0.23636465,0.29132807,5.671791,0.5983101,45
46,0.8183769,0.31043443,1.1842014,0.9353493,46
47,0.2644283,0.27409846,4.708029,0.6064188,47
48,0.7136977,0.47137076,1.7201095,0.05981244,48
49,0.14780346,0.42376098,2.3608458,0.38153815,49
50,0.4461744,0.80052525,2.5458114,0.13251072,50
51,0.71290815,0.78256655,5.3271236,0.8381812,51
52,0.032092366,0.8167999,2.5642016,0.37504998,52
53,0.4756318,0.22626443,4.9078774,0.89093333,53
54,0.5211414,0.58132,3.3700633,0.3240077,54
55,0.5112437,0.42123175,2.457527,0.12854652,55
56,0.85046047,0.92354435,2.9980764,0.14116502,56
57,0.41131178,0.38683027,5.576983,0.938233,57
58,0.87191683,0.44360474,2.646278,0.15014589,58
59,0.8309223,0.5460379,2.3504453,0.3111982,59
60,0.8567426,0.70976204,2.1601145,0.40009806,60
61,0.9175061,0.37260777,2.0693116,0.7129705,61
62,0.77614117,0.4198378,4.3374577,0.72033745,62
63,0.7989887,0.38609916,5.3139877,0.8440367,63
64,0.20443057,0.49984163,1.4983296,0.62002605,64
65,0.9382414,0.2534554,5.09384,0.79804265,65
66,0.26669192,0.94841176,4.866705,0.20536403,66
67,0.68034804,0.1725794,1.1385901,0.54697436,67
68,0.95547193,0.5620407,5.381277,0.62225586,68
69,0.12142382,0.37118885,2.7981753,0.51649266,69
70,0.65059483,0.50455904,2.6351476,0.16473936,70
71,0.90382475,0.70037985,2.18845,0.52500445,71
72,0.600855,0.734742,4.9547014,0.4527351,72
73,0.56368446,0.06600848,5.584327,0.91111666,73
74,0.71901494,0.34868553,4.844535,0.35831872,74
75,0.8976312,0.37044817,4.543644,0.5921636,75
76,0.29862365,0.5006112,4.0802703,0.14736706,76
77,0.59478176,0.6901088,3.7670546,0.17460293,77
78,0.8343306,0.819104,4.552648,0.43534017,78
79,0.62052965,0.39951375,1.8065372,0.45968977,79
80,0.9115392,0.252568,0.8203994,0.20190617,80
81,0.29857293,0.17392515,1.4237394,0.66580564,81
82,0.90903395,0.64653677,4.2713027,0.052518167,82
83,0.4633515,0.41862124,5.2901077,0.8394637,83
84,0.66069156,0.83060837,4.8095474,0.40835762,84
85,0.2194855,0.6789374,0.6151389,0.5628899,85
86,0.7972335,0.6671515,5.3031597,0.36631662,86
87,0.52678853,0.6839406,0.18100205,0.13704391,87
88,0.2139373,0.5086841,5.7673626,0.50227517,88
89,0.67533505,0.3241704,1.0700761,0.90720767,89
90,0.15314595,0.017960541,1.6088543,0.36742184,90
91,0.21168503,0.19390535,3.2463942,0.6180944,91
92,0.38619614,0.40718338,1.6158001,0.36302096,92
93,0.23063867,0.352383,2.3958726,0.3255889,93
94,0.49216852,0.5579149,2.8296452,0.680197,94
95,0.24105161,0.54659855,1.6159562,0.4342229,95
96,0.46476585,0.37205514,1.4420853,0.6936307,96
97,0.39992207,0.85597646,1.2638323,0.32122585,97
98,0.8500524,0.14069517,2.1471338,0.3215902,98
99,0.6306986,0.37060216,1.7174302,0.7260371,99
100,0.9376325,0.5550153,1.6034914,0.081206836,100
101,0.32684463,0.4339794,0.5475671,0.4174904,101
102,0.11270231,0.8287642,1.892453,0.6265394,102
103,0.0829288,0.55887824,3.7871704,0.35367042,103
104,0.93378866,0.50779927,1.6747615,0.5960481,104
105,0.40741175,0.31287062,5.5767756,0.6742414,105
106,0.7235248,0.6927436,4.4952893,0.40024993,106
107,0.39196903,0.5773636,4.864258,0.09056554,107
108,0.0741309,0.2454333,5.8457823,0.78219754,108
109,0.67203224,0.086166196,1.8489035,0.5243818,109
110,0.5280678,0.34004042,4.8632336,0.6442313,110
111,0.1457969,0.9237815,4.6909113,0.4962718,111
112,0.5047983,0.6235025,5.154996,0.09405323,112
113,0.6079203,0.3091986,5.2789326,0.4529162,113
114,0.12852158,0.057365213,1.0506386,0.6773803,114
115,0.73855335,0.6491313,4.536735,0.8889727,115
116,0.69578815,0.5483365,4.1810026,0.11337202,116
117,0.84252834,0.42607772,1.6429821,0.8190425,117
118,0.1357395,0.86581725,1.1355538,0.1659982,118
119,0.44749156,0.098459266,2.814688,0.15346615,119
120,0.55118513,0.89071596,2.3018794,0.8996478,120
121,0.6004365,0.9509304,1.7988615,0.6937208,121
122,0.874842,0.5949359,0.3818347,0.3174955,122
123,0.66355187,0.15902203,1.3050245,0.16949712,123
124,0.23588881,0.69493496,4.564236,0.5260039,124
125,0.12335309,0.79560804,2.1056252,0.1292601,125
126,0.11397565,0.76939404,2.0103946,0.12723649,126
127,0.64534146,0.22009306,5.3309155,0.29218778,127
128,0.571267,0.8173195,1.59431,0.28747907,128
129,0.76021993,0.0630467,0.88307893,0.20710869,129
130,0.45518297,0.84983796,3.233506,0.7499853,130
131,0.9354466,0.77484566,1.4712944,0.3290404,131
132,0.5147584,0.069773875,4.3012037,0.8064197,132
133,0.20887485,0.16470835,2.3325338,0.7364459,133
134,0.71350205,0.68760854,4.6946516,0.8814237,134
135,0.23104607,0.33913645,0.9056841,0.15185665,135
136,0.75492823,0.24812561,5.4051213,0.89040095,136
137,0.6751246,0.13072729,2.1790109,0.76069725,137
138,0.09907279,0.07916276,4.115088,0.34862924,138
139,0.41319916,0.36933059,1.0335046,0.8967571,139
140,0.129463,0.45720226,1.9563321,0.8704051,140
141,0.35979366,0.04769358,1.4668155,0.06404585,141
142,0.4459308,0.13353963,4.3247523,0.96399826,142
143,0.6574402,0.9172128,5.089938,0.11265774,143
144,0.64486533,0.26023427,3.9821727,0.84077513,144
145,0.9368869,0.1761067,4.835308,0.28799537,145
146,0.53870875,0.71257854,4.629471,0.50878847,146
147,0.90086645,0.30829883,5.5061007,0.663157,147
148,0.4899124,0.5777698,3.4686563,0.7485911,148
149,0.83308923,0.12106291,0.95817554,0.60446656,149
150,0.8729196,0.39521834,3.399057,0.8831428,150
151,0.6369616,0.4302392,2.3219483,0.68168706,151
152,0.4373932,0.5039651,2.4595258,0.6890297,152
153,0.8489022,0.916891,5.063929,0.57764906,153
154,0.9295785,0.9292748,4.87968,0.046384614,154
155,0.74921566,0.53067315,4.7368464,0.070486315,155
156,0.3757979,0.13089135,2.7142246,0.24118802,156
157,0.8455656,0.16023864,1.6278193,0.20213252,157
158,0.8386904,0.21453176,3.3661857,0.95313674,158
159,0.6258344,0.52853346,0.33661145,0.7529033,159
160,0.4998247,0.07548536,0.87562203,0.6921565,160
161,0.8358456,0.6590723,2.3534858,0.2962716,161
162,0.16221868,0.8774957,1.3087895,0.6135843,162
163,0.8401125,0.07556515,4.748163,0.1369791,163
164,0.29307562,0.45036504,1.4926678,0.49732348,164
165,0.8251117,0.91912246,3.396123,0.7283125,165
166,0.6008214,0.22187436,1.0801725,0.30927524,166
167,0.5509144,0.12371927,2.0648005,0.6017882,167
168,0.7053709,0.8736769,2.0352907,0.3607731,168
169,0.698469,0.42012882,5.249996,0.049274582,169
170,0.18021825,0.56952465,5.156957,0.12601289,170
171,0.92379457,0.94132644,4.864864,0.09299498,171
172,0.1385406,0.7705408,4.550126,0.74727833,172
173,0.6981061,0.19050704,1.3700924,0.48746112,173
174,0.017679617,0.18106788,1.1765627,0.3079352,174
175,0.6272471,0.76998645,0.5495236,0.39344552,175
176,0.26912016,0.93778104,3.8107328,0.37090537,176
177,0.40945172,0.52303237,4.8595557,0.56698716,177
178,0.24721636,0.7726804,4.869208,0.6114395,178
179,0.73696566,0.7033366,3.7034762,0.4288764,179
180,0.25010803,0.5113597,3.5996237,0.8563081,180
181,0.30206445,0.66184855,1.8760232,0.094480924,181
