,inferred dec temp,subject,inferred reward rate
0,4.544868,0,0.31387106
1,3.571591,1,0.31202245
2,1.3730637,2,0.18058974
3,1.2946887,3,0.6496754
4,1.6315289,4,0.3816674
5,1.1526228,5,0.7705027
6,1.3995904,6,0.13823281
7,3.6391172,7,0.080345094
8,3.5550263,8,0.3281942
9,2.9898734,9,0.0962182
10,1.363912,10,0.20066248
11,6.1877503,11,0.097713545
12,3.4061806,12,0.5162309
13,1.9586341,13,0.17873041
14,3.5039105,14,0.59322083
15,1.9882251,15,0.2871311
16,1.0855238,16,0.76264584
17,3.5730472,17,0.07940471
18,3.737848,18,0.31474078
19,1.1506811,19,0.678442
20,1.2138599,20,0.6959442
21,1.2268621,21,0.68856496
22,1.1054478,22,0.7559379
23,1.2164577,23,0.73251474
24,5.2818465,24,0.5365746
25,1.250351,25,0.76306325
26,2.270101,26,0.071980804
27,1.4985589,27,0.41687804
28,1.6896155,28,0.6363888
29,1.4111568,29,0.16730782
30,5.219889,30,0.076778434
31,1.9610863,31,0.12343573
32,2.3754861,32,0.28317657
33,3.4582686,33,0.28464967
34,3.9170136,34,0.31199116
35,3.4355226,35,0.25890455
36,1.5260204,36,0.116996326
37,1.2344016,37,0.71990955
38,1.3684449,38,0.7086161
39,2.3271592,39,0.0968927
40,1.8633999,40,0.21435694
41,1.666301,41,0.37656894
42,3.5166886,42,0.31511515
43,1.4170239,43,0.090086065
44,1.8732151,44,0.68296033
45,2.2654467,45,0.102853544
46,1.8440319,46,0.083318405
47,1.1499009,47,0.77381593
48,2.3767266,48,0.23723492
49,1.709523,49,0.09465443
50,3.558618,50,0.38982838
51,1.8900405,51,0.24226514
52,1.9317617,52,0.08731738
53,1.1112695,53,0.7489043
54,1.6258131,54,0.115698025
55,1.5859734,55,0.12160562
56,1.074054,56,0.71466583
57,5.87954,57,0.15827921
58,1.1147976,58,0.76577085
59,2.7980573,59,0.35078087
60,1.916902,60,0.09731361
61,4.282446,61,0.47516698
62,1.1604959,62,0.77795655
63,4.7850785,63,0.11421241
64,1.2381165,64,0.61178935
65,3.1909394,65,0.10780534
66,1.1513007,66,0.72843087
67,1.145254,67,0.681491
68,1.1597341,68,0.7664503
69,1.2086289,69,0.6628362
70,1.7571477,70,0.2820511
71,1.1824888,71,0.6006844
72,3.3860822,72,0.3770699
73,1.8752695,73,0.09036229
74,1.2155734,74,0.5320188
75,1.9803715,75,0.099394396
76,3.3238862,76,0.58362794
77,1.151605,77,0.7492644
78,1.1912866,78,0.76461554
79,1.0872192,79,0.7738621
80,1.0930432,80,0.77230716
81,1.3210871,81,0.6436278
82,3.0834355,82,0.08074083
83,1.156157,83,0.70163965
84,1.111989,84,0.7709765
85,1.995267,85,0.10546625
86,1.2542111,86,0.5389469
87,1.2073452,87,0.7485171
88,1.1115191,88,0.6749573
89,1.1557695,89,0.76143104
90,1.2609693,90,0.73717475
91,1.2541581,91,0.6525366
92,1.2430413,92,0.7533307
93,1.2238492,93,0.7382069
94,4.1655416,94,0.3334737
95,1.4762474,95,0.7386533
96,3.4107397,96,0.12658155
97,1.1906747,97,0.76773053
98,1.0906851,98,0.78854173
99,1.2141426,99,0.7119349
100,3.8497496,100,0.6655552
101,1.1620945,101,0.5413779
102,1.1325598,102,0.7671685
103,2.7707684,103,0.103766516
104,2.2409878,104,0.087538496
105,1.176426,105,0.5133094
106,2.3138564,106,0.29707012
107,1.2200052,107,0.39454865
108,1.1550307,108,0.5031089
109,1.1274931,109,0.74832606
110,1.4427714,110,0.3681123
111,3.311631,111,0.6778295
112,2.8342872,112,0.5482789
113,1.1828479,113,0.6954315
114,1.1322957,114,0.7465971
115,1.199704,115,0.6892325
116,3.2445273,116,0.7153316
117,1.1489116,117,0.76552045
118,1.1858784,118,0.74153405
119,4.442189,119,0.32206354
120,1.2391164,120,0.733937
121,1.8496704,121,0.1995582
122,4.8371124,122,0.056187887
123,3.4669862,123,0.29890907
124,1.1726121,124,0.6982566
125,1.6806437,125,0.0971403
126,4.8143177,126,0.20749286
127,1.1540954,127,0.75476617
128,5.1181984,128,0.06726849
129,1.7458622,129,0.08428436
130,3.1587312,130,0.3521701
131,1.3127499,131,0.7320981
132,2.4950252,132,0.5722893
133,1.2792488,133,0.5748177
134,3.7929966,134,0.06964181
135,5.0636883,135,0.16536435
136,1.7687314,136,0.09995024
137,1.2379053,137,0.74111253
138,1.5460228,138,0.7187366
139,1.428509,139,0.51245165
140,3.3208227,140,0.12274953
141,2.0159018,141,0.343393
142,4.173118,142,0.31255046
143,4.952873,143,0.27851442
144,1.1769044,144,0.72666925
145,2.3797724,145,0.09563005
146,1.1966485,146,0.73915786
147,4.996786,147,0.2414336
148,1.1878597,148,0.758219
149,1.2849358,149,0.7816479
150,1.345011,150,0.14407007
151,3.1827986,151,0.50616884
152,4.586327,152,0.07668373
153,1.3080652,153,0.4431485
154,3.4143872,154,0.28773475
155,2.1004317,155,0.08258031
156,1.7872952,156,0.7431297
157,1.1367279,157,0.7810718
158,4.8191423,158,0.08666768
159,3.2971704,159,0.11751192
160,1.4831803,160,0.09117208
161,1.1288877,161,0.7840997
162,3.751143,162,0.0784973
163,1.3027861,163,0.2804129
164,1.8478899,164,0.22918445
165,1.1332512,165,0.77751994
166,5.009548,166,0.21263267
167,1.2842034,167,0.6992628
168,3.6445131,168,0.3313834
169,2.379018,169,0.35497835
170,1.683402,170,0.41261688
171,4.648378,171,0.1020471
172,2.0431652,172,0.26868442
173,4.21307,173,0.09576075
174,1.2125862,174,0.6025226
175,1.6795727,175,0.1417856
176,3.323255,176,0.13360062
177,5.4417667,177,0.29338598
178,3.5582755,178,0.6070133
179,1.9654131,179,0.13007693
180,1.2033675,180,0.7249318
181,1.0906297,181,0.77397764
182,1.2107574,182,0.6535667
183,3.8050733,183,0.10520421
184,3.732251,184,0.07441376
185,1.1743611,185,0.700666
186,1.3008741,186,0.5053996
187,3.2932296,187,0.15853137
