,reward rate,dec temp,subject
0,0.017025268,3.3655348,0
1,0.3461061,3.9364507,1
2,0.1503451,1.1182218,2
3,0.7208149,0.89100844,3
4,0.00053398695,4.920858,4
5,0.9042703,0.9247547,5
6,0.083270155,0.9321502,6
7,0.059165575,4.155054,7
8,0.23636942,0.56228745,8
9,0.034966506,4.444133,9
10,0.01714667,1.6127739,10
11,0.08831299,5.9218736,11
12,0.42636073,2.8085852,12
13,0.05957504,1.7937003,13
14,0.3807326,4.568057,14
15,0.052814834,1.2864298,15
16,0.86091584,0.9701758,16
17,0.02430784,5.4210687,17
18,0.0031249288,5.916445,18
19,0.79372734,0.74585295,19
20,0.5154713,1.2279807,20
21,0.74668205,0.69243515,21
22,0.773941,0.64161307,22
23,0.40873566,0.97608626,23
24,0.5123271,5.2903166,24
25,0.64142567,0.79933274,25
26,0.02545744,2.861843,26
27,0.12540509,1.0818629,27
28,0.82158405,1.5544887,28
29,0.10630972,1.5410386,29
30,0.045864385,5.907393,30
31,0.049590956,1.3373222,31
32,0.21410596,2.0982544,32
33,0.0639205,3.4524207,33
34,0.5380288,1.0949616,34
35,0.3905316,2.3166213,35
36,0.13968551,1.4020885,36
37,0.83562875,1.1813878,37
38,0.9559613,1.5740163,38
39,0.046976414,1.5951939,39
40,0.031359382,1.2383481,40
41,0.9921442,0.2755696,41
42,1.1134609e-05,9.350387,42
43,0.029805962,1.3619107,43
44,0.8607425,1.5962753,44
45,0.15218003,2.4079866,45
46,0.074118204,0.9679728,46
47,0.7021494,1.094956,47
48,0.2819803,1.2170546,48
49,0.044145934,0.85316515,49
50,0.40286228,3.1524494,50
51,0.008676527,2.5909636,51
52,0.06103064,2.3123255,52
53,0.46792305,0.6965205,53
54,0.13880466,1.1444579,54
55,0.015859421,1.4109054,55
56,0.6511021,0.674358,56
57,0.15970537,6.1887784,57
58,0.8617497,1.0455323,58
59,6.54945e-06,8.640876,59
60,0.08586861,1.6614838,60
61,0.565123,4.14023,61
62,0.622408,0.8814069,62
63,0.16365503,4.474599,63
64,0.9612923,0.8804045,64
65,0.15177384,3.0429137,65
66,0.9130495,1.2104486,66
67,0.72719765,0.6477303,67
68,0.95296264,1.2616743,68
69,0.1360567,0.949648,69
70,0.21232204,1.7289628,70
71,0.47237644,0.87677515,71
72,0.99399227,0.61744475,72
73,0.0804947,1.3557433,73
74,0.6295145,2.100989,74
75,0.04739445,1.7016146,75
76,0.7386489,4.0974264,76
77,0.9865813,0.78170687,77
78,0.8536734,0.8352255,78
79,0.9060059,1.450577,79
80,0.9446085,0.7367108,80
81,0.59150136,1.3674747,81
82,0.07132369,3.829173,82
83,0.9769494,1.1843333,83
84,0.8711732,0.73030144,84
85,0.055418063,3.2887695,85
86,0.31123388,1.3469508,86
87,0.4129146,0.52745426,87
88,0.6422317,0.56451,88
89,0.6890081,0.94202006,89
90,0.69630015,0.65412194,90
91,0.45457762,0.7158816,91
92,0.7558412,0.44251233,92
93,0.8325167,0.9595707,93
94,0.090172864,3.0807793,94
95,0.788499,1.2663519,95
96,0.018551374,5.158711,96
97,0.40728596,0.84764886,97
98,0.87106043,0.78518677,98
99,0.6174477,0.76579124,99
100,0.7981977,5.106335,100
101,0.907848,1.2349858,101
102,0.8609303,0.44542834,102
103,0.09707159,2.827807,103
104,0.108759895,2.8611586,104
105,0.052451894,0.8037063,105
106,0.06431829,1.58212,106
107,0.0008475932,1.102286,107
108,0.052890968,0.9693452,108
109,0.88497394,0.8576615,109
110,0.31729385,1.0498672,110
111,0.6977571,2.9788628,111
112,0.6802637,3.6778438,112
113,0.20261198,0.7283137,113
114,0.81730485,0.8468714,114
115,0.9977969,0.6478914,115
116,0.60562813,3.7799823,116
117,0.81046516,1.0176126,117
118,0.84038997,0.9659204,118
119,0.36161292,2.21896,119
120,0.7650546,1.0481427,120
121,0.33215955,1.3343177,121
122,0.040369947,4.820758,122
123,0.86413234,0.5659989,123
124,0.8477311,0.5406056,124
125,0.062269174,1.6025784,125
126,0.011826871,6.6952586,126
127,0.2701199,1.4661138,127
128,0.07373749,4.6497035,128
129,0.036249995,1.8543167,129
130,0.055755224,2.1478205,130
131,0.95926166,0.902254,131
132,0.47670594,2.4986095,132
133,0.16799869,0.9168998,133
134,0.08699857,3.787002,134
135,0.20789094,5.551829,135
136,0.031323694,1.2223613,136
137,0.81340265,0.5915792,137
138,0.9343617,1.8836218,138
139,0.59940153,0.6266978,139
140,0.09811759,2.8412292,140
141,0.12662336,1.3258613,141
142,0.8333283,0.8564799,142
143,0.27640098,5.491459,143
144,0.77718306,0.85277677,144
145,0.07189305,1.9162135,145
146,0.6513475,0.6853224,146
147,0.19960141,4.63984,147
148,0.6362179,0.81633306,148
149,0.9159419,1.0751686,149
150,0.022888027,0.81347334,150
151,0.57524616,3.2069514,151
152,0.044907503,5.194748,152
153,0.6133945,0.95564216,153
154,0.26562855,3.7682338,154
155,0.08482986,2.7349968,155
156,0.71570873,0.9250181,156
157,0.89546484,1.434381,157
158,0.06354574,5.3156757,158
159,0.13786988,3.3054876,159
160,0.10832484,0.85843146,160
161,0.834629,0.8454705,161
162,0.08787875,3.920981,162
163,0.75577146,0.9385199,163
164,0.022623274,1.7665325,164
165,0.7161915,1.3421428,165
166,0.0039697406,7.872679,166
167,0.8854996,1.2096071,167
168,0.001419447,6.304488,168
169,0.45445427,0.9255918,169
170,0.35076308,0.86162686,170
171,0.121619225,5.484221,171
172,0.5283734,1.5837741,172
173,0.0672012,4.1925044,173
174,0.90257484,0.8307921,174
175,0.10695014,1.8450465,175
176,0.22780412,3.4165013,176
177,0.3246958,4.4995923,177
178,0.5360646,3.9276373,178
179,0.21397261,2.0684812,179
180,0.59996015,0.6758659,180
181,0.64391786,0.3867724,181
182,0.7322019,1.515922,182
183,0.11434326,4.0011315,183
184,0.06841876,3.987626,184
185,0.6303975,0.5722728,185
186,0.78950083,0.75109196,186
187,0.12801743,3.3087244,187
188,0.10297867,2.9007974,0
189,0.3066862,4.3883886,1
190,0.19503109,1.0132447,2
191,0.045524575,0.68952566,3
192,0.5451471,0.53284186,4
193,0.85483587,0.763811,5
194,0.22166984,1.4124143,6
195,0.061591215,6.109849,7
196,0.00014599074,8.798467,8
197,0.053862303,4.328633,9
198,0.055249754,0.9793327,10
199,0.095281474,6.9363046,11
200,0.59875345,3.6480677,12
201,0.06801039,1.4203861,13
202,0.6139542,4.1833386,14
203,0.2682125,0.94109565,15
204,0.87117034,0.8660156,16
205,0.03593512,4.703533,17
206,0.0003793222,7.1996613,18
207,0.9870695,0.8830169,19
208,0.86370814,1.2083468,20
209,0.9156195,1.000099,21
210,0.7956149,1.017036,22
211,0.45228764,0.5254189,23
212,0.44006303,4.217277,24
213,0.9061337,1.1920185,25
214,0.063758574,1.9736792,26
215,0.24649398,1.401854,27
216,0.4425419,1.5570229,28
217,0.057637487,1.4229543,29
218,0.08302848,5.349031,30
219,0.012564871,2.4565022,31
220,0.37223053,2.18636,32
221,0.3640669,1.2526011,33
222,0.27964815,2.9257705,34
223,0.0020003344,6.294409,35
224,0.09563792,1.3351038,36
225,0.8070071,0.83497536,37
226,0.93296194,0.8721194,38
227,0.058975253,2.9863868,39
228,0.00425569,2.641281,40
229,0.29650283,1.1090637,41
230,0.00054459256,6.309456,42
231,0.00991096,1.0038782,43
232,0.5429168,0.9248253,44
233,0.10369226,3.090011,45
234,0.06613082,1.6701982,46
235,0.7978458,1.2723813,47
236,0.0017906978,5.5361123,48
237,0.08037611,1.1162235,49
238,0.4193177,4.1838713,50
239,0.010350147,2.3633738,51
240,0.07491583,2.5427203,52
241,0.68177336,0.43279496,53
