,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate,inferred cached weight,inferred cached rate
0,5.1806197,0,0.25969404,0.52054894,0.47862646,0.65964943,0.7370348
1,3.5320542,1,0.29422432,0.4636746,0.4963281,0.70000273,0.71196026
2,1.1340051,2,0.17153098,0.51730454,0.5078996,0.640567,0.7729089
3,1.049249,3,0.49406704,0.5332734,0.4991576,0.62011546,0.7637697
4,3.193233,4,0.23347259,0.48596448,0.49908727,0.68172693,0.77253354
5,0.7875227,5,0.75782365,0.49640667,0.49219117,0.63161975,0.7815407
6,1.0767184,6,0.11734003,0.4793392,0.47548208,0.63136756,0.74950933
7,4.6268077,7,0.04992186,0.49608508,0.5164508,0.654707,0.7443367
8,4.3109736,8,0.29021436,0.48595795,0.49061057,0.6488984,0.756452
9,4.3928576,9,0.051305037,0.5182845,0.5016392,0.62696254,0.7607409
10,1.1171153,10,0.08745217,0.48476857,0.49918577,0.61918175,0.75170654
11,6.5263014,11,0.09347603,0.51744384,0.47863048,0.7343773,0.6114934
12,3.0128345,12,0.5506582,0.50867486,0.5032551,0.95137656,0.17911604
13,2.1045904,13,0.08599067,0.48968744,0.4970373,0.6490157,0.7629426
14,3.3446708,14,0.5474437,0.51800585,0.50266176,0.63727146,0.6963664
15,1.8807237,15,0.2790024,0.49705955,0.5052379,0.6339023,0.754609
16,0.76193714,16,0.76078165,0.50554246,0.4818442,0.6357876,0.7874111
17,5.183931,17,0.03933158,0.47316712,0.49977022,0.64694864,0.76468337
18,4.300953,18,0.30733857,0.47895482,0.50818115,0.65433615,0.7581107
19,0.76847744,19,0.643521,0.49886534,0.4869436,0.63200736,0.77873194
20,0.84931386,20,0.6905103,0.51172876,0.52130467,0.62869054,0.7834354
21,0.8815673,21,0.62494576,0.5220645,0.51407874,0.79196656,0.3224336
22,0.7492007,22,0.7794164,0.506492,0.5135352,0.63224417,0.7837458
23,0.84478164,23,0.73550093,0.50519854,0.5031495,0.6158164,0.76699317
24,5.3070693,24,0.5449022,0.49317846,0.49671075,0.8751046,0.15936553
25,0.8806789,25,0.7708988,0.4906402,0.4963991,0.6447392,0.79249525
26,2.264791,26,0.05011818,0.4716476,0.5071275,0.6718466,0.73025167
27,1.1611652,27,0.25567746,0.49399608,0.51728,0.61272264,0.74083364
28,1.3535343,28,0.61746097,0.5022939,0.5193108,0.60798645,0.6847203
29,1.2653699,29,0.07227133,0.51751304,0.5162834,0.6343665,0.62849075
30,5.639764,30,0.056883544,0.49936903,0.50605875,0.686412,0.7156151
31,1.9877695,31,0.08727315,0.5050356,0.4899384,0.6271374,0.7506189
32,2.2581875,32,0.22900827,0.48691407,0.52031964,0.6745164,0.7302379
33,4.9190264,33,0.14273487,0.48524725,0.50633615,0.7346377,0.7574372
34,4.8628387,34,0.24199797,0.49353987,0.52485794,0.6582226,0.7351813
