,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate,inferred prior lr,inferred prior weight
0,0.90497404,0,0.46918055,2.9757607,0.6968386,0.12951411,0.78615606
1,0.8035371,1,0.27987388,0.73332787,0.50201917,0.1348291,1.0543369
2,0.49794117,2,0.25105762,0.66388637,0.5427712,0.105806716,1.3554173
3,1.3328671,3,0.502621,3.1167264,0.7727137,0.11039672,0.8427341
4,1.2864168,4,0.18444501,2.7471237,0.419616,0.11477897,1.2402846
5,1.060604,5,0.40974274,1.5067402,0.60434604,0.102941714,1.3543901
6,1.0318741,6,0.31541237,0.9968429,0.5325633,0.12369012,1.007597
7,0.6023868,7,0.47212598,1.1669476,0.6466798,0.15338711,0.9496796
8,0.85654086,8,0.3008308,1.6088809,0.47052908,0.08439913,1.5685549
9,0.7089031,9,0.6305294,1.8838553,0.6079531,0.17503779,0.72948223
10,0.5821686,10,0.35322753,0.87548405,0.6740358,0.15603143,0.9727951
11,1.9270229,11,0.43708137,3.39097,0.677586,0.15487327,0.7123505
12,1.7138851,12,0.38761464,2.0182297,0.6844766,0.14377376,1.0059023
13,0.47175053,13,0.3392202,0.6574735,0.6236427,0.1808255,0.76171696
14,1.1608385,14,0.2061642,1.9889956,0.4862516,0.08325964,1.7053934
15,1.0905076,15,0.25887585,1.6277977,0.57487404,0.13669874,1.0937856
16,1.0000457,16,0.48196742,1.625404,0.53667283,0.17515127,0.8565894
17,0.6799548,17,0.44883046,1.6306123,0.65292186,0.16485196,0.9308889
18,0.7766515,18,0.62031347,2.4561815,0.79243845,0.14925309,0.7040881
19,1.4795228,19,0.26220155,1.562044,0.5712079,0.13448896,1.020077
20,0.6030238,20,0.2866896,0.7677738,0.5990236,0.1703313,0.9805686
21,1.068441,21,0.19162366,2.0396469,0.38468707,0.1333094,1.0755847
22,0.85680795,22,0.55540293,2.9169385,0.73783815,0.13000137,0.8408197
23,0.9617279,23,0.6380026,3.1009507,0.7988531,0.15729325,0.63189775
24,1.0352088,24,0.5641961,2.364746,0.56153494,0.1579335,0.98437595
25,1.4767815,25,0.3279596,3.1603541,0.52922326,0.19592431,0.8887036
26,0.8249829,26,0.32949594,1.715266,0.49870697,0.14372477,1.1323531
27,1.4383439,27,0.5527097,3.466464,0.7170605,0.11468989,0.82094413
28,0.51901245,28,0.23802966,0.64551157,0.68584085,0.17834172,0.73371834
29,1.1116506,29,0.4761335,3.2473803,0.65049493,0.13557245,0.76222533
30,1.1077342,30,0.20624186,1.2601873,0.5246378,0.102623925,1.2236968
31,1.2893811,31,0.42885613,2.2016656,0.5009592,0.10219638,1.1854031
32,1.0108916,32,0.67597336,3.7071428,0.793897,0.13432746,0.72654164
33,1.2464592,33,0.24724233,1.5893883,0.560887,0.14259492,1.0992429
34,1.5798982,34,0.2112099,1.3719075,0.44089636,0.12521577,1.1588166
35,0.81486094,35,0.6511992,2.2033198,0.69580257,0.14710651,0.86653847
36,1.1919695,36,0.44260675,2.659292,0.71696246,0.14011276,0.93863696
37,0.7629249,37,0.16704431,1.753531,0.37927404,0.11518707,1.1694702
38,1.5625105,38,0.22916076,2.5198286,0.5438555,0.22346625,1.0385069
39,0.5859432,39,0.61139464,1.9117485,0.58072364,0.11896837,1.127905
40,1.759186,40,0.27020106,1.6939181,0.67205894,0.12989254,0.8784283
41,0.81593853,41,0.21693918,1.185111,0.5148729,0.09164736,1.9233403
42,0.95886606,42,0.42738554,1.7350402,0.6788637,0.15179993,0.74019384
43,1.3419623,43,0.33389342,2.666862,0.6434495,0.15241647,0.83903235
44,1.0108621,44,0.214547,1.6123492,0.5004602,0.1223949,1.3628552
45,0.9596999,45,0.3119127,1.3279403,0.41409135,0.13925003,1.035432
46,1.1724886,46,0.48555905,3.1406167,0.5752242,0.11466228,1.0432429
47,1.2834883,47,0.17892474,1.4391016,0.6322028,0.14597757,0.89862204
48,1.0324551,48,0.2796549,2.1223075,0.60289234,0.16387066,0.85836184
49,1.5856048,49,0.39971387,3.1906953,0.6120171,0.11455695,0.9704329
50,0.6947573,50,0.20669785,0.82893974,0.5655203,0.13747416,0.85852695
51,1.1708058,51,0.32312307,1.9537982,0.48054272,0.12675846,0.95324695
52,0.8976329,52,0.23200735,2.3473167,0.3702385,0.12649761,1.095061
53,0.7918463,53,0.32251123,0.86378074,0.67141163,0.14534287,0.8462583
54,0.91202515,54,0.38296893,2.359473,0.47566777,0.11468697,1.0143188
55,0.70732254,55,0.36186135,0.8903436,0.48432252,0.14432502,1.0199219
56,1.3103865,56,0.4193318,2.2469711,0.66218776,0.15220048,0.7477571
57,0.6209652,57,0.57875514,1.6238757,0.6319488,0.1711984,0.91106606
58,1.2868887,58,0.43824133,2.9320726,0.74612886,0.1355528,0.7075787
59,1.3113215,59,0.38456732,3.02949,0.5816372,0.15260062,1.2365986
60,0.6194329,60,0.51651794,1.4405799,0.45584068,0.16265607,1.1024168
61,1.056907,61,0.37509266,1.7469134,0.7002699,0.099988095,1.422586
62,0.82513463,62,0.54018986,2.421948,0.59737897,0.12883128,0.9689225
63,1.0424672,63,0.4333684,2.345959,0.6831778,0.20895423,0.7445821
64,0.7326863,64,0.5406733,2.2224448,0.63977563,0.14565612,0.91829675
65,0.9027647,65,0.48258296,1.9278345,0.6018501,0.11582088,1.1713066
66,1.0060294,66,0.44675452,2.5790553,0.5421675,0.13129713,1.1506482
67,1.1081927,67,0.67267066,2.4241362,0.739375,0.13873537,0.7043346
68,1.3881,68,0.30651495,2.2853646,0.56730515,0.16100453,0.745759
69,0.6156299,69,0.25020257,0.7111384,0.6525053,0.14067686,0.8157352
70,0.70999354,70,0.3962161,1.1525311,0.45310706,0.14369157,0.85382855
71,1.0107789,71,0.58681506,2.6196554,0.74590063,0.14665748,0.7152069
72,1.1125486,72,0.43167108,1.7385088,0.52048165,0.12843993,0.9158999
73,1.0768582,73,0.35203877,2.1578588,0.68442005,0.1504177,0.7704272
74,1.3253462,74,0.5622804,3.2720418,0.77913874,0.112537794,0.9769677
75,0.85667443,75,0.5739641,1.9983051,0.7588115,0.13696602,0.8554656
76,0.7026252,76,0.29616758,0.91221315,0.61380786,0.115302615,1.6498348
77,0.72513765,77,0.23514149,0.92091775,0.6463693,0.1401559,0.97452945
78,1.2376325,78,0.596436,3.3457792,0.7566172,0.1779634,0.926972
79,1.3208303,79,0.28235033,1.2725637,0.63288975,0.17602478,0.7847827
80,1.194197,80,0.20635211,1.2099845,0.44210467,0.111162275,1.4413769
81,1.4589636,81,0.3485662,1.593978,0.5628465,0.12183275,0.9222761
82,1.3345989,82,0.1552204,1.4065778,0.46296066,0.124708675,0.9419061
83,1.4099058,83,0.3661598,2.562074,0.580453,0.12615137,0.99165213
84,0.6696599,84,0.567066,1.853125,0.73820764,0.15659711,0.9320077
85,1.1578156,85,0.4848238,2.8256104,0.5882715,0.13781054,1.1000037
86,0.69596046,86,0.33495,1.4936448,0.49548665,0.097664885,1.3021165
87,0.9677286,87,0.33428302,2.0693827,0.5420865,0.14289163,0.9955996
88,0.7318601,88,0.5969972,2.0778406,0.60434026,0.12139733,1.2518662
89,0.6477882,89,0.41350394,0.8146865,0.5920235,0.11952753,1.6367725
90,1.0068492,90,0.42311853,2.288455,0.67102784,0.13304205,1.1080257
91,0.7874189,91,0.45793793,1.2558022,0.66346437,0.15334684,0.93334913
92,1.6814027,92,0.2567008,1.6868105,0.6069105,0.13445547,0.94515514
93,1.3772731,93,0.3978108,3.078749,0.56665134,0.12594578,1.2557089
94,0.8116244,94,0.5448788,1.6955665,0.7112399,0.1503233,0.8003855
95,1.5753623,95,0.20746283,2.1024644,0.5042821,0.14647055,0.8635893
96,0.8676616,96,0.3360961,1.0118412,0.6231382,0.17433213,0.8702888
97,1.2910372,97,0.46844605,2.9261875,0.67097545,0.19027318,0.8139228
98,1.1681584,98,0.3518782,2.6502242,0.5999836,0.12733893,0.96706
99,1.4249372,99,0.26528215,2.1256475,0.34579998,0.13943811,1.0747001
100,1.3094863,100,0.42699757,2.8170977,0.57583714,0.110039994,1.582749
101,1.9007603,101,0.2937318,1.2119175,0.6047701,0.1278028,0.8175483
102,0.76528394,102,0.33892897,1.0909629,0.40919808,0.07424959,2.027527
103,1.0963248,103,0.23509233,1.24323,0.5163576,0.12984788,1.1689255
104,1.0263369,104,0.4523543,2.8384936,0.5927316,0.1188535,1.2178279
105,1.7492793,105,0.4357252,2.6174288,0.71173906,0.1540626,0.82634896
106,0.9550037,106,0.33384448,1.1890723,0.6018261,0.13260567,1.0510864
107,0.6412026,107,0.49001142,1.8099866,0.63455784,0.15123434,0.97175425
108,1.2101609,108,0.25154334,1.6322138,0.47566736,0.08847125,1.4207978
109,0.76991755,109,0.26649183,0.7550181,0.58018774,0.13638379,0.9135955
110,1.0068967,110,0.42671305,1.7702239,0.50105983,0.12682515,1.0767881
111,0.8544898,111,0.36702386,2.5814989,0.5209516,0.14996469,1.005981
112,0.70887,112,0.39964297,1.551161,0.6661871,0.14822705,0.9518739
113,0.9800365,113,0.54745716,2.7533135,0.6725403,0.15801306,0.6732614
114,0.64071524,114,0.67499113,1.7998743,0.6174666,0.1526527,0.86613697
115,1.2897421,115,0.23090817,1.6691016,0.5275802,0.19556598,0.7809907
116,1.2476592,116,0.31156963,2.3698828,0.44015497,0.08830475,1.6966548
117,1.3297367,117,0.36091363,2.2600012,0.60241103,0.10185827,1.2934289
118,0.8172053,118,0.65130186,3.1581764,0.79158854,0.1553412,0.88601404
119,0.65115285,119,0.24659954,0.99901164,0.3795164,0.11010867,1.7155445
120,1.093655,120,0.3400212,2.977443,0.6204573,0.13827552,0.69049627
121,0.79211915,121,0.29350477,1.4985199,0.57151294,0.15619038,1.0302396
122,0.5570858,122,0.33564937,0.6967319,0.60728955,0.14080621,1.0973976
123,1.5000288,123,0.32498175,2.7003248,0.6441832,0.14910646,0.85261786
124,0.98999584,124,0.29598677,1.5901873,0.69518715,0.15794958,0.8301455
125,1.1570019,125,0.45676142,2.1822338,0.61829215,0.18832505,0.8186959
126,0.5502316,126,0.29447278,0.6894905,0.67021596,0.11089639,1.3027488
127,0.6807318,127,0.34006822,0.9447278,0.5566446,0.15119989,1.1296773
128,0.6053604,128,0.2823272,0.8180956,0.49319142,0.097205736,1.6764258
129,1.5190357,129,0.42556897,2.895567,0.6683683,0.105682254,1.3475522
130,1.7664504,130,0.4722915,1.9127676,0.72408545,0.13937691,0.83529013
131,0.57352257,131,0.26760417,0.9047332,0.67737865,0.14971635,0.8595542
132,0.8390282,132,0.3083633,1.2661784,0.49995717,0.15664163,1.0355215
133,0.84053576,133,0.26111206,1.4692373,0.5562944,0.14193612,0.9940138
134,0.97076637,134,0.2704281,1.6231425,0.45523804,0.1484085,1.0205568
135,0.57838976,135,0.27339125,0.83871496,0.551024,0.13086179,0.9242239
136,1.9317945,136,0.26746142,1.7933387,0.6941351,0.1482463,0.8589867
137,1.5538194,137,0.19481143,2.6346688,0.4025083,0.098547116,1.4973499
138,1.0137001,138,0.48374858,2.7969556,0.71894884,0.13940077,0.86682796
139,0.49490845,139,0.25849938,0.6711416,0.7071734,0.1532111,0.81786114
140,1.2482281,140,0.45551676,1.5719049,0.594322,0.14518298,0.8056495
141,0.8045011,141,0.36259168,1.7634263,0.6096997,0.11981041,1.1261555
142,0.6104755,142,0.36794928,1.1554887,0.67073596,0.12824576,1.2384303
143,1.2292091,143,0.51630616,2.4597402,0.6832083,0.121062785,0.9021869
144,0.97650737,144,0.43653107,2.8607373,0.6380182,0.14337057,0.95104
145,0.832263,145,0.19562475,1.5532641,0.41472888,0.11877809,1.344904
146,0.6861641,146,0.25133538,1.2583259,0.49274105,0.10966934,1.6666987
147,1.38751,147,0.29352182,2.3949296,0.4486941,0.0953561,1.206133
148,1.0860933,148,0.20770465,1.481626,0.5784652,0.114067696,1.1821053
149,1.2805136,149,0.20050782,1.8921716,0.50996834,0.13312852,1.0568607
150,0.7265193,150,0.20853516,0.84542626,0.45821768,0.1616327,0.9016168
151,1.0853921,151,0.31586796,1.123526,0.6195664,0.13636044,1.0701758
152,0.90107846,152,0.41615555,3.0156517,0.67177016,0.1580463,0.7438633
153,1.6945338,153,0.25547135,1.8129561,0.6031262,0.1220855,0.89884084
154,0.48781037,154,0.4890616,0.73646826,0.5873235,0.10427263,1.5399637
155,0.73385626,155,0.54559606,1.9781779,0.57560027,0.098273255,1.3481948
156,0.8014473,156,0.21196562,0.9427157,0.32449183,0.07718871,2.44562
157,0.8871682,157,0.41702616,2.429789,0.5198284,0.11197844,1.0433497
158,1.1984036,158,0.25368163,1.1044155,0.5947756,0.11517374,1.1201516
159,0.8110455,159,0.30486888,1.0700735,0.5690157,0.1432948,1.0059727
160,1.0444989,160,0.36779663,2.0441976,0.43900084,0.1013865,1.5284237
