,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate
0,0.9272666,0,0.4363439,3.2878027,0.65430343
1,0.84695584,1,0.30640882,0.7704781,0.35271558
2,0.5275995,2,0.2437784,0.7510685,0.2605009
3,1.2234395,3,0.51626587,3.2864995,0.7480696
4,1.1985034,4,0.10751255,2.9703703,0.26791474
5,1.008984,5,0.4008069,1.599242,0.43638664
6,0.9359442,6,0.31994915,0.97019994,0.32803816
7,0.64257395,7,0.56114733,1.2654191,0.57430154
8,0.7231382,8,0.24099438,1.3722036,0.2594912
9,0.7433105,9,0.6298496,1.9366744,0.5344625
10,0.58005923,10,0.4685743,0.9865163,0.56329286
11,1.7810737,11,0.40295273,3.6410897,0.62830955
12,1.503545,12,0.41317347,2.271954,0.6093187
13,0.5040347,13,0.43146393,0.71668494,0.53420454
14,0.69888425,14,0.07321426,2.236405,0.2110706
15,1.1083014,15,0.22707038,1.8229681,0.41407418
16,1.0500965,16,0.48086336,1.5623031,0.43587422
17,0.6595276,17,0.4953268,1.6788598,0.54259205
18,0.753537,18,0.6504822,2.5646064,0.78477275
19,1.2333795,19,0.30481568,1.722184,0.44460347
20,0.6187317,20,0.3322157,0.8983843,0.41796497
21,0.97503525,21,0.1451054,2.102857,0.26068664
22,0.8822287,22,0.54866314,3.0951624,0.69168127
23,0.9358417,23,0.66057664,3.3179686,0.79234284
24,1.020649,24,0.542406,2.4131896,0.45672613
25,1.4616089,25,0.31514877,3.2652543,0.44782177
26,0.7891887,26,0.3065338,1.9686389,0.38685316
27,1.3753072,27,0.5323583,3.6309996,0.66492456
28,0.55197465,28,0.26853025,0.6763215,0.62824595
29,0.97781616,29,0.43860656,3.442324,0.59666395
30,1.0007892,30,0.19536875,1.113311,0.30202386
31,1.1782072,31,0.42448124,2.1477644,0.3880965
32,0.96819544,32,0.66944253,3.91564,0.778882
33,1.1351084,33,0.22816701,1.6558421,0.3961168
34,1.4399889,34,0.20445237,1.3963714,0.34436035
35,0.79804254,35,0.6570247,2.215349,0.5988988
36,1.0532808,36,0.44606256,2.8021588,0.62890357
37,0.549906,37,0.1334401,1.6339208,0.21962124
38,1.5101153,38,0.18131752,2.642106,0.3911473
39,0.5682952,39,0.5963813,1.8958999,0.4583097
40,1.6542227,40,0.2692016,1.7793094,0.5864309
41,0.67040086,41,0.2288125,0.90679026,0.18924594
42,0.86578906,42,0.46338072,1.9065795,0.63935375
43,1.2086778,43,0.30066368,2.92432,0.5624153
44,0.92744565,44,0.13014132,1.4643749,0.24414901
45,0.9551517,45,0.321805,1.3909994,0.31358713
46,1.1457074,46,0.40744793,3.0511029,0.45922095
47,1.185361,47,0.16726913,1.5683415,0.522452
48,1.0304351,48,0.25763837,2.2734194,0.5080276
49,1.4558325,49,0.34853733,3.326624,0.52538675
50,0.76581347,50,0.22672279,0.8764998,0.44843578
51,1.0939779,51,0.31524226,1.8975525,0.39152402
52,0.8558729,52,0.18269348,2.3156044,0.265435
53,0.83788866,53,0.3782094,0.9724893,0.5957037
54,0.89937127,54,0.34232897,2.3957534,0.37234566
55,0.7017697,55,0.39413935,0.8057562,0.28657737
56,1.2517476,56,0.4084715,2.4034247,0.60508066
57,0.6376873,57,0.58806604,1.7161049,0.522535
58,1.1485984,58,0.44234338,3.353359,0.74311644
59,1.171451,59,0.31699574,3.186959,0.43359354
60,0.65383166,60,0.488325,1.3408577,0.32006505
61,1.0696118,61,0.36789447,1.9228956,0.5791309
62,0.7997523,62,0.5348907,2.2725997,0.4735825
63,1.0203809,63,0.4491231,2.665109,0.6363594
64,0.72551394,64,0.5343062,2.0932004,0.49055007
65,0.80795145,65,0.45603818,2.0496347,0.47325844
66,0.86481726,66,0.4429947,2.4116201,0.39532673
67,1.044438,67,0.6951003,2.380312,0.69395965
68,1.2511297,68,0.2805103,2.4278388,0.47944754
69,0.6795701,69,0.26110226,0.72043216,0.55584264
70,0.7062729,70,0.42878234,1.1709238,0.35420454
71,0.91105056,71,0.59922874,2.7590888,0.710529
72,1.0629342,72,0.42021304,1.7548722,0.41672608
73,1.0083315,73,0.3708058,2.2536533,0.61450857
74,1.2410257,74,0.5453155,3.4033258,0.7320543
75,0.82389784,75,0.6180412,2.1434124,0.7339425
76,0.56187284,76,0.3875923,0.9782827,0.29763818
77,0.755651,77,0.26386774,0.9556706,0.49085304
78,1.1562912,78,0.6034437,3.6104755,0.7063041
79,1.2822229,79,0.30336285,1.41796,0.56173503
