,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,0.50070006,1.0766966,0,0.78239495,0.1463111
1,4.342678,3.5581093,1,0.009581884,0.0049054623
2,2.120733,2.7414813,2,0.26264307,0.52768254
3,3.4058537,3.721695,3,0.2959043,0.5900875
4,3.6059995,2.922626,4,0.007755005,0.07327926
5,4.3988066,4.342515,5,0.7320029,0.8279162
6,7.901593,5.349745,6,0.009575327,0.3180123
7,2.6424434,1.8656559,7,0.5156003,0.8659342
8,0.93346924,1.0150436,8,0.741072,0.5626782
9,0.46868616,4.7846355,9,0.79729664,0.7618785
10,6.003485,3.3605509,10,0.028172785,0.28675067
11,7.6074386,5.996485,11,0.015833745,0.7649841
12,5.7354074,5.035462,12,0.09425323,0.19241089
13,4.572537,1.796772,13,0.14588404,0.41752148
14,5.1768055,5.4790606,14,0.00962047,0.022296607
15,0.9698833,1.2596769,15,0.24529973,0.93855846
16,0.71842945,2.3913908,16,0.59039825,0.9031932
17,3.1964502,4.9149566,17,0.015837748,0.35395116
18,2.9343102,5.353239,18,0.0046805493,0.6257497
19,1.3640084,3.442706,19,0.56444895,0.7384175
20,1.0016547,1.7318661,20,0.66271734,0.9074169
21,0.54727113,4.4368773,21,0.7359583,0.2527116
22,1.9013922,1.5242643,22,0.08374144,0.19351375
23,0.8086643,1.1031826,23,0.52517384,0.7302535
