,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate
95,1.6906999,95,0.38209465,1.5948,0.58501047
96,1.0843046,96,0.2910299,2.049432,0.51412976
97,0.39072466,97,0.8530288,2.6568816,0.3604725
98,1.5112872,98,0.5938639,1.831505,0.72548103
99,1.3487043,99,0.6264971,2.2547524,0.5339602
100,0.42362073,100,0.39271504,0.58823454,0.38074282
101,2.0504358,101,0.5726139,2.48223,0.5676455
102,0.8120419,102,0.27587983,1.3458692,0.58565813
103,0.9024324,103,0.33689338,1.0740068,0.6195554
104,0.77109396,104,0.47751263,1.8458331,0.4384793
105,0.79167014,105,0.3146569,1.0152179,0.28147665
106,0.45658132,106,0.24910748,0.5447351,0.7168826
107,0.5870294,107,0.37994933,0.8457202,0.61865574
108,0.47889557,108,0.26862535,0.77087766,0.63995993
109,2.1833622,109,0.30336925,2.0220714,0.4657093
110,0.6876766,110,0.30174583,0.7469042,0.29695952
111,1.2551926,111,0.46133888,1.3455635,0.31429732
112,0.7035202,112,0.21112421,0.9440372,0.54078084
113,3.0023072,113,0.5669059,2.0111275,0.5461135
114,0.49210602,114,0.19666615,0.80482674,0.5890184
115,0.4303308,115,0.3720611,0.93425304,0.5908012
116,0.7031492,116,0.36155987,1.0845933,0.6193024
117,0.6936652,117,0.38577783,0.89726084,0.7237473
118,0.7348079,118,0.16568933,1.328242,0.36698562
119,0.4478753,119,0.24997745,0.5826777,0.7240672
120,0.65528035,120,0.39914098,0.9964094,0.6274753
121,3.0538223,121,0.3774021,2.3921266,0.52571225
122,3.0889268,122,0.2591734,1.5049015,0.8104725
123,0.39191717,123,0.23912998,0.46267438,0.62611127
124,2.2626133,124,0.49847063,1.5719744,0.47946966
125,0.48626927,125,0.7639174,1.5470397,0.47799614
126,1.0799221,126,0.39636847,1.1138572,0.4607367
127,0.40825316,127,0.8267014,2.199718,0.29438478
128,0.650656,128,0.26078793,0.6585527,0.60404503
129,0.33669373,129,0.2911083,0.41715288,0.702953
130,1.2029446,130,0.37157655,3.6487367,0.41885224
131,2.7309475,131,0.3614177,0.89405286,0.7930227
132,2.39766,132,0.6135811,1.4012537,0.74016297
133,1.2824383,133,0.25250116,1.5677115,0.6256835
134,0.5791293,134,0.5651084,1.0064325,0.2705123
135,0.7467832,135,0.20324886,1.2861627,0.5501326
136,2.299007,136,0.5799735,2.2119708,0.7484431
137,1.108606,137,0.4911682,1.5580919,0.55378747
138,1.4604355,138,0.51651365,1.5839509,0.64523596
139,0.58149946,139,0.5340356,1.0318547,0.43719703
140,0.46488544,140,0.6832257,0.83132035,0.65594065
141,2.3871963,141,0.57432973,2.155006,0.6295447
142,2.4344797,142,0.38345116,0.6933611,0.80642605
143,0.41054958,143,0.28618965,0.45188293,0.73588336
144,0.5206377,144,0.3893745,0.7548214,0.66585565
145,0.6488313,145,0.43417865,0.8605505,0.6562362
146,0.7134763,146,0.6196792,1.0830482,0.7418164
147,0.5728286,147,0.80599415,2.1786225,0.7002207
148,2.8572524,148,0.48620847,1.3677253,0.6395124
149,2.1918523,149,0.3903321,1.0891169,0.7898413
150,1.185733,150,0.47516233,2.07371,0.37378606
151,3.0042462,151,0.42212048,1.521227,0.5951121
152,0.4710819,152,0.24930362,0.55681723,0.7301584
153,0.59967405,153,0.19824216,1.7769529,0.40834653
154,0.71392316,154,0.2857316,1.8516321,0.4397471
155,0.38887545,155,0.25862488,0.4554548,0.6652874
156,0.6301454,156,0.64159274,0.99580306,0.43757954
157,0.45882982,157,0.2694557,0.58454394,0.6770857
158,0.5231579,158,0.82898617,1.8352698,0.71131545
159,2.55486,159,0.35401484,1.4686885,0.5326554
160,0.5910338,160,0.58938944,1.3649769,0.46837926
161,0.50906926,161,0.5961195,0.88036245,0.25195765
162,0.6639749,162,0.18102029,0.8208965,0.50338864
163,0.53778017,163,0.38222718,1.2781223,0.32843
164,0.5028827,164,0.2809673,0.8360113,0.70195585
165,1.3512403,165,0.49808195,1.6766193,0.44852096
166,0.46500897,166,0.66629213,0.85525197,0.5558704
167,0.6491085,167,0.42534634,0.71953887,0.55496174
168,0.96143585,168,0.53060097,0.83587575,0.3619457
169,2.4250758,169,0.38591707,2.1384897,0.5645493
170,0.4255001,170,0.2907226,0.6244824,0.7035167
171,0.5022599,171,0.8346021,2.1801515,0.5553081
172,1.1192292,172,0.46557933,2.0706136,0.63384986
173,1.4519299,173,0.64049083,1.6696681,0.6133388
174,0.5563755,174,0.26223218,1.2686143,0.55238324
175,0.4489694,175,0.34088105,0.71789294,0.64091945
176,0.62228453,176,0.17364155,0.9469696,0.62552476
177,1.5800462,177,0.66316015,1.8818343,0.5173436
178,2.1444511,178,0.6681389,1.799133,0.6173797
179,1.5733733,179,0.59185964,3.0304735,0.5131494
180,0.5371299,180,0.4025824,1.1206731,0.47885785
181,0.513426,181,0.3616838,0.69771725,0.5007581
182,0.7300909,182,0.64381874,1.8391365,0.5983258
183,0.45100573,183,0.20118628,0.5602168,0.72072095
184,2.384241,184,0.4563402,3.3704793,0.67393434
185,4.204243,185,0.42064148,2.367021,0.6311556
186,2.7775807,186,0.3880108,1.6116124,0.5662616
187,0.60503507,187,0.5871602,1.37087,0.7222008
