,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate
0,1.9653834,0,0.45867234,1.5877299,0.4877898
1,2.8019423,1,0.56594336,2.3916872,0.56434476
2,0.6537026,2,0.31793568,0.8638107,0.71393675
3,0.49924263,3,0.5728952,0.6503948,0.19243164
4,0.9446834,4,0.69217736,1.3191848,0.5131782
5,0.7190542,5,0.2364457,2.1892283,0.35362366
6,1.5026653,6,0.3960952,1.9203452,0.52792025
7,0.59409827,7,0.32813376,0.8071094,0.6632998
8,1.9053115,8,0.44682866,1.2491589,0.41539422
9,0.93071604,9,0.2789471,2.092767,0.5114104
10,2.9087963,10,0.61665684,1.9728887,0.5206432
11,2.1869247,11,0.5634099,1.4639103,0.50913805
12,2.4722064,12,0.49272272,1.6694562,0.4512207
13,2.2737184,13,0.31883496,2.837558,0.62168574
14,0.88858664,14,0.52871704,1.3396397,0.40394905
15,1.3065577,15,0.52396506,1.8522874,0.6471456
16,0.80726445,16,0.41725373,1.7574333,0.3532144
17,1.0243253,17,0.47393933,1.1918826,0.5711499
18,1.2995467,18,0.75655615,3.4660532,0.6828938
19,0.87009794,19,0.32463363,1.0365545,0.49020296
20,0.3948094,20,0.38801128,0.6871861,0.31158364
21,0.87592375,21,0.17743723,1.5387837,0.5303193
22,0.7119229,22,0.4574189,2.0083377,0.46815383
23,2.4952192,23,0.6134125,1.369115,0.602394
24,0.9344299,24,0.20379163,0.9475851,0.62823075
25,2.1738017,25,0.6247606,1.6689533,0.48605427
26,0.45115358,26,0.43147472,0.66316736,0.5857781
27,3.6243837,27,0.3179116,2.406727,0.5771109
28,0.54747057,28,0.5939388,0.7594901,0.5782518
29,0.6705139,29,0.3546962,1.4568926,0.47702447
30,0.7164793,30,0.52401125,1.8287338,0.50993776
31,0.6703156,31,0.15396488,1.172033,0.35276783
32,0.83268213,32,0.26696494,0.89217556,0.6607844
33,0.8927702,33,0.5957134,1.4332501,0.47342816
34,0.39910907,34,0.214754,0.57160336,0.622353
35,0.56125027,35,0.7455717,2.0271058,0.55726504
36,0.64574915,36,0.29573396,0.87542593,0.5419281
37,0.8247866,37,0.66599584,1.3372543,0.4317925
38,0.69324744,38,0.733052,1.1647083,0.40337473
39,0.694029,39,0.27440602,1.6253244,0.31529152
40,0.45423645,40,0.757975,1.1127815,0.6793209
41,0.55664146,41,0.21343201,0.7462855,0.6115541
42,0.5656884,42,0.56612396,0.86801946,0.30139938
43,2.149275,43,0.5158024,2.4864874,0.6785398
44,0.6537393,44,0.2557941,0.8429232,0.5020649
45,1.0774666,45,0.6094164,1.5030224,0.6634673
46,1.4640496,46,0.5178462,1.2858708,0.5215049
47,1.6677884,47,0.49480653,1.7141515,0.47049
48,0.6543112,48,0.61970824,1.8608524,0.7027879
49,1.2436937,49,0.36069793,1.2400056,0.44703034
50,1.3465542,50,0.5686537,1.4011891,0.6091045
51,0.5803654,51,0.26205915,0.721423,0.6407362
52,2.080572,52,0.330332,1.3034912,0.5552643
53,0.84070337,53,0.29748574,1.1342165,0.5696914
54,0.8371151,54,0.69283026,1.3473022,0.6341981
55,1.0758126,55,0.1957011,1.1634754,0.61958134
56,1.5651795,56,0.4780151,2.4339805,0.59652036
57,0.668714,57,0.6793226,2.1755044,0.35232833
58,2.2043455,58,0.5984059,2.4285307,0.66923296
59,2.3654506,59,0.5434241,1.264224,0.3960442
60,1.0256481,60,0.34382606,1.0890654,0.61259574
61,1.2149647,61,0.32357,2.852525,0.46176904
62,1.1146983,62,0.42102996,0.7972241,0.7038226
63,0.87246764,63,0.4281183,1.123811,0.62051547
64,1.026762,64,0.46861255,2.7182705,0.5132577
65,0.9671532,65,0.48245856,1.1805935,0.70839524
66,2.2619927,66,0.69247913,2.1312666,0.48409668
67,1.0827138,67,0.6625946,1.9834193,0.4480171
68,1.0149766,68,0.21292451,1.4968466,0.45967555
69,0.5500611,69,0.31618446,0.74980235,0.4276114
70,1.619281,70,0.59332293,1.7165164,0.65148264
71,0.84905577,71,0.66745794,0.99011606,0.71414155
72,2.573105,72,0.3944072,1.1636869,0.7963031
73,1.2504545,73,0.63742197,1.4146343,0.5344485
74,2.4327111,74,0.56900233,2.2854772,0.50443345
75,1.0571226,75,0.26167762,1.0412593,0.75726354
76,0.9240531,76,0.5375244,1.1889027,0.39544964
77,3.9224267,77,0.33992445,0.9319125,0.82629883
78,0.72627026,78,0.45035183,1.039303,0.57244223
79,0.8674918,79,0.18625169,1.3000335,0.7045709
80,0.70373595,80,0.4879292,1.8741307,0.44540966
81,3.6432483,81,0.29348695,1.6603354,0.75649476
82,0.36896685,82,0.3032024,0.4544752,0.6990175
83,1.8420119,83,0.42006,1.0065507,0.7416171
84,0.39261627,84,0.28889441,0.477188,0.6357471
85,0.77622914,85,0.17585184,1.6740271,0.57157046
86,0.7159524,86,0.5310023,1.0389482,0.55804306
87,2.8504896,87,0.5518707,1.855448,0.5274536
88,0.55570495,88,0.6319142,1.0241636,0.32433906
89,0.41949224,89,0.3282307,0.4912951,0.6921764
90,1.5695647,90,0.549129,1.4200432,0.78078014
91,1.0618881,91,0.33519074,1.2341877,0.73911464
92,0.41283554,92,0.4657559,0.6166914,0.74933094
93,1.9748006,93,0.6454652,1.8764744,0.3818112
94,2.6446013,94,0.46203184,1.9068534,0.5773587
