,inferred dec temp,subject,inferred reward rate,inferred cached weight,inferred cached rate
0,0.62384737,0,0.78472424,0.51712054,0.81758547
1,1.1271348,1,0.5637527,0.8465711,0.60116297
2,1.6472168,2,0.7670078,0.9189255,0.7751195
3,1.0874248,3,0.6799319,1.1347753,0.7321373
4,0.5284202,4,0.80290633,0.47680768,0.78688735
5,0.5990927,5,0.80979186,0.6109676,0.8439249
6,2.2964458,6,0.050562393,0.8175574,0.27241424
7,0.6347025,7,0.80839455,0.5243244,0.81714827
8,1.7841326,8,0.70840687,0.88339,0.7379244
9,1.7367711,9,0.097886704,0.86374795,0.66055626
10,0.58181554,10,0.81519186,0.504063,0.80165476
11,1.0886922,11,0.7446895,0.7933111,0.7710472
12,0.5681508,12,0.80520964,0.5859833,0.8349166
13,0.59760195,13,0.7916354,0.57296705,0.8298197
14,0.5498373,14,0.78992224,0.5214771,0.81480175
15,0.8434481,15,0.48457646,0.726675,0.40265468
16,0.9910205,16,0.71738195,0.7282546,0.68680185
17,2.7157362,17,0.78213906,1.2155349,0.3856139
18,1.546865,18,0.04488159,0.7200008,0.8470453
19,1.751473,19,0.08288267,0.96591675,0.5518574
20,0.57586026,20,0.7986958,0.588323,0.83870065
21,0.95143723,21,0.39999896,0.65120465,0.8489915
22,1.9629803,22,0.20077686,0.78073704,0.89336485
23,2.1607707,23,0.84877914,0.93454593,0.7225893
24,0.5591285,24,0.8162279,0.5077677,0.78052
25,0.5239266,25,0.8076637,0.47816265,0.7843212
26,1.425199,26,0.5492271,1.0979841,0.54683286
27,2.009037,27,0.8411152,1.0828974,0.39300048
28,0.52269834,28,0.79708254,0.5918583,0.8127038
29,1.4126853,29,0.33426133,0.80591595,0.562032
30,0.5962438,30,0.8051194,0.5506078,0.8325902
31,0.5668344,31,0.7909891,0.5085238,0.8057498
32,1.7503005,32,0.055132598,0.9782385,0.61183107
33,1.0923734,33,0.47195125,0.73920536,0.6018629
34,0.5906337,34,0.80166763,0.5199519,0.8100666
35,0.62674385,35,0.79113394,0.6294222,0.8552723
36,2.7821414,36,0.85637295,0.6803717,0.780341
37,0.9242205,37,0.7925636,0.6075173,0.845153
38,2.750033,38,0.005416333,0.7557479,0.8588879
39,1.8371973,39,0.65726125,1.142563,0.53196424
40,0.9072957,40,0.48102382,0.77060604,0.60682786
41,0.68209374,41,0.80569094,0.8914866,0.3638761
42,1.0133955,42,0.6603911,1.0102609,0.58884645
43,3.2634118,43,0.9262575,1.0169735,0.7154447
44,0.7695587,44,0.5020725,0.7065457,0.5315864
45,2.6152773,45,0.47947764,0.6863949,0.8810111
