,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate
103,1.4682268,103,0.23896524,1.8692958,0.17500448
104,3.3946848,104,0.34608352,4.159096,0.44740593
105,2.1250741,105,0.31063238,2.950978,0.21326676
106,2.1305358,106,0.5126946,4.39936,0.4135535
107,2.5925791,107,0.5366686,4.4075813,0.27511048
108,2.4942038,108,0.62414396,4.1816144,0.6045674
109,1.1625441,109,0.13850129,3.3125603,0.22900744
110,0.81965303,110,0.24413961,2.265062,0.28094184
111,1.2276087,111,0.16549598,3.9052699,0.2830266
112,2.3336108,112,0.28422284,3.2042716,0.08377782
113,1.8422302,113,0.51864326,4.355482,0.52584565
114,2.7512822,114,0.5149632,4.456841,0.33631378
115,2.701703,115,0.5708157,4.455663,0.06640756
116,2.9272015,116,0.32465667,3.3176916,0.20584252
117,1.5321658,117,0.36225158,4.577782,0.37696874
118,1.3178653,118,0.34811068,2.0799994,0.29077125
119,2.472466,119,0.27997577,4.0507855,0.26365972
120,1.8727484,120,0.47388604,3.2931337,0.25979808
121,2.340438,121,0.33780983,3.958921,0.2862721
122,2.5975845,122,0.5452929,4.1465497,0.105001554
123,2.6922872,123,0.527008,3.9897242,0.098180816
124,2.960704,124,0.49051133,3.954687,0.07883066
125,1.8533437,125,0.55461144,3.624169,0.20012875
126,1.1562048,126,0.5675853,3.2491624,0.49336132
127,1.341716,127,0.33993354,0.96937174,0.17774558
128,1.7834184,128,0.5016488,4.0210605,0.35632795
129,2.4197047,129,0.3683872,1.637064,0.33929595
130,0.7399998,130,0.5165785,2.6557393,0.44169307
131,1.7788081,131,0.47158214,3.7126827,0.42376214
132,2.7242286,132,0.53749657,4.0671754,0.07535366
133,4.518496,133,0.28825322,3.382484,0.1987745
134,3.0670447,134,0.49629143,4.4042335,0.25923243
135,0.8701022,135,0.37328318,1.4069943,0.37057632
136,1.4687434,136,0.41620693,3.0845654,0.33073792
137,3.963609,137,0.40588713,3.8102655,0.33992085
138,2.5407472,138,0.27910602,3.8963606,0.5089865
139,3.0977862,139,0.308125,3.1994674,0.14375882
140,2.0533395,140,0.5385563,3.9002678,0.115853764
141,0.67544115,141,0.14930567,2.9035487,0.15890378
142,0.8931325,142,0.48377687,3.724725,0.50944865
143,0.9728031,143,0.6345476,2.7900784,0.325164
144,1.36035,144,0.3104497,1.0485257,0.14961557
145,1.527376,145,0.52329165,2.9474459,0.4244374
146,1.0196812,146,0.37796143,1.5123156,0.28883776
147,1.2397068,147,0.14467622,2.7201405,0.1859093
148,1.9164422,148,0.5085359,3.751574,0.11192332
149,0.91732806,149,0.290484,2.866384,0.31939214
150,0.7194037,150,0.39459187,1.7626753,0.32431513
151,2.0150268,151,0.55074036,3.7282164,0.16575351
152,1.3407863,152,0.49844676,4.006191,0.70534027
153,0.9092548,153,0.41251037,2.813562,0.43562958
154,2.2786176,154,0.3842395,3.9095676,0.38454378
155,2.6564617,155,0.5841903,4.358366,0.36465845
156,3.3295116,156,0.19631809,2.7732916,0.16066432
157,1.3305987,157,0.5994893,4.1818194,0.5448888
158,0.67879844,158,0.1524574,0.7659291,0.101967484
159,2.3088164,159,0.4892066,4.0780854,0.38295925
160,2.0577862,160,0.3993333,2.3682373,0.24352619
161,1.9209614,161,0.15634461,3.1593096,0.15093069
162,2.739352,162,0.39705816,4.014915,0.3800499
163,2.6645296,163,0.49420953,4.070239,0.100397736
164,2.7481172,164,0.51200086,4.1533465,0.068120375
165,1.1213878,165,0.2680427,4.2998915,0.3791407
166,1.4499856,166,0.46401465,3.3641841,0.50759304
167,1.4025373,167,0.18643948,4.5855875,0.2770974
168,0.6136245,168,0.26541784,1.4442871,0.22571276
169,3.921856,169,0.15245219,2.4980004,0.17091055
170,1.1828485,170,0.4616026,3.6226528,0.4965921
171,1.3001364,171,0.48187885,1.6830864,0.26863688
172,1.439564,172,0.34039575,1.5379658,0.20451239
173,3.1075652,173,0.5219369,4.166769,0.06499981
174,2.147077,174,0.15753108,4.097412,0.2630592
175,2.5954716,175,0.35172647,3.9959617,0.26819378
176,1.4526064,176,0.3062839,2.6873379,0.232991
177,1.9566416,177,0.52887475,4.343724,0.41301268
178,1.7127119,178,0.5099363,4.635777,0.50509536
179,2.1250248,179,0.48348516,3.3306458,0.33803716
180,1.8165505,180,0.5577337,4.0802093,0.36273792
181,2.9276161,181,0.52334404,4.0599036,0.08712991
182,0.8963073,182,0.3028883,4.236459,0.38635346
183,1.3431975,183,0.4723366,3.3292572,0.340197
184,1.3164402,184,0.43779206,4.0703545,0.4014521
185,1.5014912,185,0.20702809,2.716256,0.28003448
186,1.3172494,186,0.27029526,3.2612906,0.17966802
187,1.5242004,187,0.4641861,3.1090777,0.33909577
