,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate
0,3.035013,0,0.5872081,4.1153197,0.6940693
1,2.2287154,1,0.4100111,2.9994407,0.40453655
2,3.9150128,2,0.37189034,3.3261943,0.18877995
3,2.6541352,3,0.5169889,4.116144,0.09247371
4,0.8989898,4,0.14944333,2.2773097,0.1302096
5,3.2255242,5,0.45725086,4.420016,0.2738083
6,2.652022,6,0.52464575,4.3004045,0.36363286
7,3.1448846,7,0.40673754,3.6183937,0.22523996
8,1.9864006,8,0.2427118,2.8415205,0.22329429
9,1.939132,9,0.34167078,4.3611293,0.4235562
10,1.7537156,10,0.42327476,1.5939815,0.23213306
11,1.7313437,11,0.28245643,2.7421114,0.18297714
12,2.428605,12,0.35575873,2.9966807,0.11700378
13,1.3473963,13,0.4307602,3.9865463,0.4946469
14,2.1248975,14,0.48902774,3.4978325,0.1120166
15,1.7788684,15,0.47738042,4.127076,0.47397906
16,1.2905064,16,0.32017004,4.0027857,0.34807006
17,1.3968688,17,0.48622498,3.7140765,0.34163216
18,1.676293,18,0.3299503,4.5264697,0.41142035
19,1.944126,19,0.2548949,4.0519123,0.3694329
20,1.2422873,20,0.12542546,0.97039026,0.10018009
21,1.3481133,21,0.48951727,3.335251,0.34062108
22,2.8535514,22,0.5601647,4.2186503,0.30604488
23,3.3336277,23,0.43205032,4.470666,0.33355078
24,1.3257389,24,0.35079315,2.456912,0.22769988
25,2.8009362,25,0.54899645,4.242104,0.07832717
26,2.3369634,26,0.3975186,3.206566,0.21951142
27,4.5200243,27,0.17409073,2.5146587,0.13498199
28,2.140898,28,0.21886063,1.6047953,0.13797525
29,1.0002252,29,0.6020707,2.9255598,0.41690326
30,0.75978833,30,0.36245075,1.0913757,0.34877083
31,2.9498901,31,0.5321493,4.2957463,0.06845088
32,2.351065,32,0.5386587,4.6102567,0.47297388
33,1.5374331,33,0.43815863,4.217632,0.44982103
34,1.4813006,34,0.4911824,2.965257,0.2314781
35,1.5965792,35,0.209453,3.9224784,0.23462005
36,1.3511041,36,0.19072478,3.330887,0.2816547
37,0.83310056,37,0.40524969,1.9932832,0.40903082
38,1.8538138,38,0.25883985,2.2211206,0.15932135
39,2.5718486,39,0.52187526,4.0676293,0.08058021
40,1.589748,40,0.24312487,3.1846993,0.29163057
41,1.535872,41,0.5598052,3.2426555,0.43936065
42,2.8023949,42,0.5382711,4.1578903,0.08321617
43,1.1246983,43,0.46422234,3.171458,0.42317697
44,0.85225976,44,0.62050515,2.2164705,0.6468583
45,2.3206954,45,0.38007185,3.4019008,0.29744115
46,3.4586532,46,0.51448977,3.8357413,0.33195478
47,1.7792948,47,0.40115276,3.4168448,0.397944
48,2.4271562,48,0.4024699,3.7514548,0.09315851
49,2.4070454,49,0.4736735,2.49784,0.4764709
50,2.6953862,50,0.53648007,4.170783,0.08461164
51,1.6648176,51,0.56662816,3.172182,0.42331702
52,0.9715937,52,0.34942394,3.1740284,0.32944766
53,2.4095824,53,0.5120479,2.979412,0.55639535
54,2.658941,54,0.54268414,4.2133594,0.096050896
55,1.7962457,55,0.6222722,3.6808953,0.46549535
56,1.6799158,56,0.59118855,3.0625968,0.4235169
57,1.705959,57,0.36208174,3.4541805,0.29269975
58,1.2547716,58,0.5748142,3.3912387,0.38654613
59,2.4479156,59,0.571809,4.241396,0.098079726
60,3.1858466,60,0.46927184,4.3514752,0.3802869
61,1.7311013,61,0.17247692,3.4856875,0.182614
62,2.758632,62,0.5494551,4.328907,0.09054439
63,2.2568653,63,0.4292347,3.0905354,0.6356627
64,2.6063693,64,0.124262266,2.643866,0.15347822
65,2.1207411,65,0.22986254,2.9301674,0.19558251
66,2.1691396,66,0.46300617,3.1739082,0.5032047
67,1.4634162,67,0.12027409,3.6708257,0.15110789
68,1.8321309,68,0.48074067,3.6758199,0.15331827
69,2.4663074,69,0.42681926,4.0630927,0.36290315
70,1.7348589,70,0.5344511,3.3808672,0.34396228
71,1.4589531,71,0.602285,4.014972,0.41141883
72,1.2912523,72,0.4389679,2.704224,0.33312348
73,2.550467,73,0.55873144,4.5899262,0.42004278
74,2.8062491,74,0.55349004,4.3831525,0.05920959
75,1.5414156,75,0.436388,3.4624338,0.47041517
76,1.3622526,76,0.15582605,4.504258,0.27313092
77,2.0717063,77,0.42026466,3.299863,0.46353608
78,2.3861148,78,0.41072056,3.6438851,0.6235389
79,1.6563816,79,0.38448736,3.90405,0.2803744
80,3.1157064,80,0.52893627,4.1661434,0.08615094
81,3.1036518,81,0.3193441,3.5191967,0.20405416
82,2.2396567,82,0.48822248,2.6592412,0.32182062
83,1.7176921,83,0.3655181,3.8776767,0.25524613
84,1.9229698,84,0.23931402,3.798627,0.2151007
85,0.7676383,85,0.31786826,1.895341,0.33598146
86,1.2405032,86,0.41121203,4.540832,0.27072576
87,2.6976125,87,0.40457737,3.5181284,0.5053106
88,1.9362507,88,0.52292097,3.910902,0.43651503
89,2.2256188,89,0.60247666,4.3475943,0.6940552
90,2.63265,90,0.3621313,4.3846064,0.5239048
91,3.0999835,91,0.4317924,4.2632265,0.4331096
92,1.0752012,92,0.29590908,3.1413808,0.5377257
93,2.8794813,93,0.4877616,4.1374707,0.082734175
94,2.0891464,94,0.18551645,2.745557,0.100360006
95,0.8456659,95,0.48059905,2.9674897,0.35755044
96,2.9112415,96,0.42493725,2.9505782,0.26506922
97,1.6229548,97,0.24652487,1.3232783,0.16427466
98,2.223234,98,0.40770808,3.641408,0.25286105
99,1.2639213,99,0.32478485,2.6687627,0.26692992
100,2.2138107,100,0.3755171,3.2299838,0.2793524
101,0.5783939,101,0.41755494,1.8362634,0.29856306
102,1.7521858,102,0.21843152,3.2275996,0.19497319
