,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate
0,7.5048385,0,0.19696438,1.9957218,0.7214941
1,7.3824716,1,0.20563261,2.196248,0.684858
2,2.7262907,2,0.6359796,1.8850406,0.78254384
3,2.6568174,3,0.19834638,1.9777251,0.28869876
4,3.620406,4,0.5087087,2.076565,0.6962087
5,2.3525321,5,0.18310834,1.9220564,0.5874326
6,5.393001,6,0.2692486,2.0391917,0.6760608
7,2.7950773,7,0.6434396,1.9477268,0.3498822
8,6.380033,8,0.27463472,2.1716802,0.65785515
9,5.092629,9,0.34920445,1.9577476,0.698148
10,7.6666923,10,0.23021838,2.220459,0.6565434
11,6.80746,11,0.20890222,2.092521,0.6873262
12,7.6521277,12,0.19819908,2.0421727,0.5987106
13,7.003285,13,0.30679473,2.116896,0.74933857
14,3.94025,14,0.21736279,1.9724836,0.6077557
15,5.892746,15,0.38046694,2.0277352,0.68523544
16,3.178662,16,0.20493023,2.1548154,0.5623808
17,5.5473137,17,0.4958837,1.9203261,0.59375054
18,6.884683,18,0.46548206,2.320457,0.63555247
19,2.9601347,19,0.30978405,1.7901685,0.5414578
20,2.3958156,20,0.17848782,1.7229595,0.36915365
21,4.729794,21,0.35581836,1.7816985,0.39461005
22,6.0264816,22,0.18544699,2.0902855,0.68714225
23,5.945223,23,0.36945832,2.152162,0.7410953
24,3.3179781,24,0.62395203,1.7422556,0.59901935
25,7.1746902,25,0.2303245,2.0021408,0.6049292
26,1.8209043,26,0.22972497,1.7299888,0.6025398
27,7.174917,27,0.32782575,2.0116346,0.68910426
28,2.1789405,28,0.4450785,1.8293221,0.652653
29,3.2139926,29,0.32851666,1.8471675,0.5999658
30,4.484024,30,0.25004694,1.9806743,0.7063426
31,3.227866,31,0.3911564,1.8475534,0.25149307
32,2.5506225,32,0.6479491,1.8080999,0.74765956
33,5.2531404,33,0.65536034,1.9166179,0.27617553
34,1.8909416,34,0.3212876,1.7443781,0.3809323
35,2.671355,35,0.21680656,2.1504376,0.6703531
36,2.174271,36,0.24750412,1.774607,0.62344116
37,5.3098407,37,0.40161481,2.09712,0.48536924
38,4.52427,38,0.20320512,1.9516594,0.48321113
39,2.9119525,39,0.17964277,1.8223445,0.3691077
40,2.899918,40,0.6496597,1.864467,0.73338884
41,2.3015332,41,0.26740614,1.7857636,0.7164169
42,2.6670306,42,0.24461654,1.876041,0.45455313
43,7.6928396,43,0.3688048,2.032333,0.73174095
44,3.5188468,44,0.24695335,1.7935075,0.3975514
45,6.1417828,45,0.5906166,1.9212683,0.7039938
46,5.238407,46,0.26323122,1.8539957,0.73547244
47,6.534659,47,0.21843247,1.9713002,0.6611533
48,6.061329,48,0.4615373,2.0063024,0.7501179
49,5.7356396,49,0.3524499,1.8725319,0.6556809
50,6.908053,50,0.6028402,2.0044944,0.68395835
51,2.756486,51,0.4473941,1.8972543,0.38067254
52,6.699964,52,0.28162965,1.8969579,0.7349223
53,3.4699306,53,0.25846374,1.8276491,0.6877786
54,4.287416,54,0.36889106,2.020699,0.7563524
55,4.0694227,55,0.45944983,1.7932981,0.74240845
56,6.1210217,56,0.25957623,2.1582112,0.7341678
57,3.8006468,57,0.22438242,2.6040628,0.4487057
58,7.12292,58,0.24639817,1.9820945,0.748684
59,7.6695056,59,0.11951937,2.305688,0.6622071
60,3.8064988,60,0.36401564,1.7635396,0.7010044
61,4.9045725,61,0.12743801,2.0475352,0.6539882
62,6.458127,62,0.740689,1.9061965,0.7905699
63,3.2105572,63,0.5912684,1.8861221,0.70086926
64,7.654459,64,0.25900742,2.1088448,0.6821223
65,3.8755078,65,0.6438413,1.8594141,0.78696793
66,6.3264995,66,0.14146826,2.3345814,0.6422855
67,7.0375175,67,0.2578082,2.1370416,0.49713823
68,3.4657001,68,0.1698952,1.8393842,0.73302525
69,2.0839908,69,0.22410572,1.7547842,0.42196444
70,5.912342,70,0.55428535,2.155546,0.6888753
71,4.9666805,71,0.7327451,1.9451813,0.76145226
72,7.9806,72,0.7174451,1.9155903,0.8042473
73,4.161366,73,0.39356354,2.0925553,0.6879908
74,6.5158615,74,0.121195115,1.9868212,0.6517034
75,3.9022002,75,0.63161135,1.8100803,0.4489958
76,3.6449807,76,0.1782928,1.9326694,0.61686695
77,7.9602137,77,0.77052367,1.9480252,0.784278
78,3.7167835,78,0.6602344,1.7954473,0.4451877
79,6.0045147,79,0.5426913,1.8518281,0.329768
80,4.249887,80,0.21418764,1.9936682,0.68047124
81,7.61668,81,0.586079,1.9390168,0.7757754
82,1.7059267,82,0.53223807,1.8651906,0.36176795
83,7.364348,83,0.69935715,1.9136615,0.804686
84,1.7858012,84,0.4044373,1.8072932,0.34395593
85,3.9416823,85,0.2987535,1.7903329,0.6147135
86,3.9876053,86,0.26848933,1.8318416,0.75830823
87,7.522786,87,0.27053064,1.9558201,0.6006078
88,3.1365166,88,0.5311533,1.8589115,0.28451422
89,1.8048391,89,0.6581716,1.8329297,0.31513205
90,7.315778,90,0.72730315,2.0105414,0.7449287
91,5.005866,91,0.63804096,1.7954705,0.75798225
92,2.0716171,92,0.6910186,1.8217771,0.36790687
93,6.859511,93,0.12121282,1.9977176,0.5226494
94,6.683156,94,0.34567285,2.3059156,0.7382407
95,4.9858975,95,0.4344942,1.95849,0.74503696
96,2.0275319,96,0.6808367,1.8694664,0.64578897
97,6.016557,97,0.3434402,2.3540215,0.15910439
98,4.636457,98,0.5648103,2.0969787,0.74990666
99,4.2482395,99,0.29640344,2.4128616,0.6877681
100,1.8517894,100,0.6469213,1.8345746,0.23767808
101,7.545956,101,0.32382244,2.0750866,0.720687
102,4.6626163,102,0.50564307,1.80011,0.43275568
103,4.48514,103,0.4914761,1.814187,0.6942934
104,4.6334343,104,0.21116006,2.2602456,0.6579197
105,2.2493267,105,0.702221,1.9762403,0.31373185
106,1.9080273,106,0.7197362,1.8244746,0.3557087
107,2.204031,107,0.34327978,1.8157281,0.7151861
108,2.0633934,108,0.6767422,1.8346539,0.35891056
109,7.6798944,109,0.15521866,1.9064218,0.7406709
110,2.0738218,110,0.1946134,1.8029777,0.4571553
111,3.2079117,111,0.1591447,2.147886,0.4819323
112,3.051962,112,0.33085388,1.7359557,0.5562736
113,6.7580137,113,0.2565569,2.1708307,0.6374342
114,2.2013862,114,0.2945291,1.7662181,0.43091235
115,3.4757164,115,0.4878938,1.7996268,0.36280903
116,4.014837,116,0.652323,1.8422252,0.7202061
117,3.6421075,117,0.6984276,1.9275769,0.40299493
118,3.614806,118,0.18011402,1.7732263,0.24851815
119,2.0603378,119,0.66053253,1.8266716,0.36949146
120,3.8311553,120,0.7236346,1.8552253,0.6433755
121,8.039134,121,0.29976025,1.9843647,0.7014602
122,8.1232395,122,0.69580096,1.9195043,0.78897804
123,1.9523299,123,0.5440383,1.8314972,0.35392255
124,7.4571643,124,0.21953851,1.9725752,0.6928654
125,4.293206,125,0.4975459,2.160605,0.42410204
126,5.248577,126,0.31658632,1.8836826,0.43359494
127,6.49592,127,0.24930063,2.564243,0.19463997
128,2.5901628,128,0.7177793,1.7948669,0.30022463
129,1.7041919,129,0.66661924,1.9339665,0.37710816
130,2.657824,130,0.24638985,2.8152044,0.5851105
131,7.5691743,131,0.65442175,1.9286081,0.781004
132,8.1422825,132,0.68033767,1.9289187,0.72873455
133,6.3543377,133,0.396581,1.8308457,0.7784827
134,4.1762314,134,0.2926186,1.9008685,0.19507167
135,2.8418405,135,0.35261482,1.7201896,0.35989708
136,7.4560475,136,0.43337142,2.016768,0.7459944
137,3.5008144,137,0.33557647,1.9922234,0.6322726
138,6.756987,138,0.5712714,1.9919531,0.64893544
139,4.3680744,139,0.295944,1.9212308,0.6609762
140,2.7370176,140,0.69291455,1.8088403,0.63770515
141,7.0345006,141,0.41058978,2.1396613,0.65015125
142,7.238711,142,0.6196394,2.0888188,0.3904024
143,1.8542686,143,0.71674633,1.775,0.36702418
144,2.5264258,144,0.5037311,1.8017741,0.33083323
145,2.7141647,145,0.6864325,1.7931479,0.57840776
146,4.0103025,146,0.6704315,1.9025171,0.7909261
147,3.7499104,147,0.378265,2.0638218,0.7334503
148,7.6038938,148,0.38679737,2.0266488,0.71009564
149,7.95497,149,0.66979307,1.8936714,0.81944424
