,policy rate,reward rate,dec temp,habitual tendency,cached weight,cached rate,subject
0,0.9297239,0.12409368,4.4995255,3.1176376,5.5555115,0.88317704,0
1,0.91104925,0.4377896,2.9364917,1.541707,4.1867323,0.8715596,1
2,0.9437338,0.0065694065,5.583753,2.159648,4.473395,0.96227,2
3,0.9671369,0.48130196,1.3968723,3.0165768,6.1092405,0.8436959,3
4,0.86700517,0.5976172,0.696164,1.760386,3.4549413,0.8068375,4
5,0.85438097,0.22419967,2.913737,1.2480317,1.7794287,0.87454176,5
6,0.83899564,0.3315618,3.8547657,1.9932439,4.13756,0.9001205,6
7,0.89048374,0.81292474,4.6693373,1.7926658,2.6155553,0.8985549,7
8,0.89245373,0.9279203,3.0331886,1.2413685,2.7982788,0.8046948,8
9,0.92325735,0.5229498,2.8229613,2.2138007,4.1001596,0.80179137,9
10,0.92451257,0.8364816,5.464739,2.494482,4.935474,0.9636496,10
11,0.9439601,0.3636457,1.4323819,3.0478334,5.566018,0.8987393,11
12,0.90298784,0.86027867,3.645593,1.0764103,1.8565025,0.86351305,12
13,0.8869344,0.3779422,0.780151,2.1147552,4.567385,0.9431421,13
14,0.87396145,0.097975105,3.45691,2.8592343,5.293988,0.9163515,14
15,0.8966362,0.35344785,3.0119703,1.6112505,1.8745735,0.9112749,15
16,0.9270324,0.5721183,2.560339,1.9850693,3.0923474,0.8661476,16
17,0.9218511,0.84786177,0.9578044,1.2341617,2.0761642,0.89508396,17
18,0.81051654,0.41869643,3.279148,1.1957333,3.607432,0.74451184,18
19,0.9631755,0.3614637,4.2986574,1.8222439,2.9854848,0.89242953,19
20,0.9271723,0.41029948,4.801679,3.5550737,6.434416,0.9449636,20
21,0.88331866,0.83413404,4.8525887,2.0070794,4.0330133,0.87060714,21
22,0.9556266,0.07796871,3.737044,2.8058548,5.804697,0.9516541,22
23,0.9804465,0.6415592,3.4903293,3.069428,5.881363,0.95882636,23
24,0.949578,0.13037926,4.2663364,2.1212358,3.5703454,0.74464,0
25,0.9002561,0.5796855,3.029768,1.4853574,3.649612,0.8984182,1
26,0.9383453,0.008148857,4.4617805,1.8530309,2.9551105,0.84949446,2
27,0.86265975,0.7628772,1.4942664,0.7733618,0.9607709,0.832511,3
28,0.9000917,0.77863663,1.4317713,0.99092245,1.6942443,0.62185955,4
29,0.62164056,0.24100497,2.9894347,2.5777242,3.8964162,0.82326776,5
30,0.92085207,0.38896942,5.005124,1.9736565,4.557772,0.8090828,6
31,0.9264421,0.56677836,4.9035335,1.6590865,2.8996782,0.9409646,7
32,0.8904812,0.93304175,3.6979647,2.9822934,6.3301096,0.9306361,8
33,0.8937181,0.36001274,2.900946,2.5145268,5.7857285,0.6659823,9
34,0.9680136,0.82239246,5.8827424,3.597014,6.536316,0.9262192,10
35,0.9196574,0.98580706,1.1396877,1.4626594,3.2193937,0.82043254,11
36,0.918534,0.8776527,2.6771421,1.8948057,4.5149307,0.8771402,12
37,0.9023363,0.61123097,1.7753727,1.5474589,3.2493494,0.93489987,13
38,0.92085844,0.11838856,2.9459956,2.6593919,5.526231,0.88851523,14
39,0.91205376,0.29428554,1.9659543,1.6088651,2.0052907,0.7415869,15
40,0.7111997,0.31865183,2.160535,1.7511,4.049854,0.55268335,16
41,0.90697104,0.7023074,1.1516713,0.6675981,1.3963518,0.9321561,17
42,0.93991345,0.38601866,2.041307,2.849171,4.8465486,0.94174576,18
43,0.8987037,0.394464,4.933612,2.4536414,5.836528,0.755396,19
44,0.83968043,0.46795228,3.9714754,2.0476553,4.4929476,0.65103406,20
45,0.8790429,0.90863377,4.78411,1.9378763,3.841729,0.84730333,21
46,0.97154474,0.12909056,5.703132,2.5030909,4.9955373,0.9430626,22
47,0.9539227,0.8791307,3.0403776,2.5139418,3.7086163,0.9563516,23
48,0.9703791,0.08895571,4.0729117,2.2931008,5.189765,0.8157964,0
49,0.8188021,0.60186654,1.8740616,1.5796063,3.7598557,0.58766264,1
50,0.846113,0.0054477374,4.498939,0.70200753,1.1768233,0.82688576,2
51,0.9102496,0.45122916,1.7180003,3.3343568,5.9545736,0.9523675,3
52,0.9414455,0.7403631,1.2243229,2.4728823,3.5995107,0.8984341,4
53,0.9351665,0.355455,3.27183,1.7117946,2.0131693,0.9430438,5
54,0.89656353,0.32645306,4.105523,1.9420111,3.1807568,0.90837,6
55,0.95349157,0.788974,4.448529,1.7670593,2.0823028,0.94053465,7
56,0.9032951,0.8394229,2.9514267,2.173374,3.7261858,0.9471802,8
57,0.8938138,0.51187265,3.7023351,2.209465,4.84944,0.7838802,9
58,0.8965764,0.7321055,3.3552237,2.592312,5.944333,0.8936617,10
59,0.9114277,0.35768345,1.2243009,0.9544277,2.170696,0.7955024,11
60,0.8947133,0.7134668,1.9149733,2.6501825,5.554309,0.8566378,12
61,0.87735164,0.9251446,1.7655556,2.253717,3.9816113,0.91218555,13
62,0.8831418,0.124916635,2.7563663,2.0329876,3.0487256,0.8102458,14
63,0.93927324,0.2582924,1.464612,2.1369028,2.3158646,0.8803837,15
64,0.88461447,0.5665342,3.6258757,2.1080484,3.2481954,0.81740236,16
65,0.9156988,0.34438115,1.1492283,2.124634,3.6708279,0.9326152,17
66,0.93297464,0.36572167,3.2781305,2.1812682,5.263743,0.89430624,18
67,0.9241203,0.34010398,5.617959,2.1900578,3.569031,0.87919897,19
68,0.9369034,0.52349955,3.8611388,4.090858,7.368003,0.926684,20
69,0.9264378,0.7589716,4.9195404,1.133379,1.8642423,0.9171859,21
70,0.9200199,0.10951935,5.6922646,1.4497317,3.1273093,0.9100242,22
71,0.8855964,0.794521,2.4102786,2.9644446,5.3753495,0.96914434,23
72,0.9668405,0.114542924,3.3741832,2.7759469,5.7363553,0.9079666,0
73,0.90902144,0.7877883,3.704684,1.1310906,2.8618705,0.92483246,1
74,0.8857138,0.0041082725,5.1820145,1.789342,3.965438,0.89167565,2
75,0.84602946,0.7534876,1.2337329,1.501875,2.5470343,0.8154655,3
76,0.9453461,0.9376289,1.907288,3.7758377,6.715868,0.9315434,4
77,0.8863345,0.23037106,3.0035722,1.5213734,2.0989664,0.7755793,5
78,0.93170804,0.42785403,4.383684,1.6845454,3.6736324,0.8759862,6
