,inferred dec temp,subject,inferred reward rate
0,8.085924,0,0.45972034
1,1.5328665,1,0.62382835
2,8.294461,2,0.6318242
3,8.118548,3,0.37636572
4,7.703986,4,0.7200841
5,3.5637515,5,0.041299462
6,3.0381846,6,0.15143256
7,2.4832685,7,0.04342756
8,3.8137903,8,0.16251336
9,7.239929,9,0.3653273
10,4.573669,10,0.16015454
11,5.1771045,11,0.7202894
12,7.9027033,12,0.4979908
13,8.805961,13,0.7235394
14,7.440703,14,0.51758665
15,8.801389,15,0.5684362
16,2.035265,16,0.36343226
17,0.9889172,17,0.51199305
18,3.9754658,18,0.26512176
19,8.941431,19,0.75696313
20,8.600733,20,0.45168042
21,4.9946513,21,0.7598063
22,4.14792,22,0.5306774
23,6.7782054,23,0.47497898
