,inferred dec temp,subject,inferred reward rate
0,7.5327506,0,0.45172065
1,2.1816008,1,0.6480298
2,7.7015185,2,0.6201106
3,7.580537,3,0.37347966
4,7.2651463,4,0.69544107
5,5.3456492,5,0.20807002
6,3.9754076,6,0.2833674
7,2.3614109,7,0.15430138
8,3.9857416,8,0.19177851
9,6.9791765,9,0.3697907
10,4.979235,10,0.27507207
11,5.052807,11,0.67602336
12,7.398864,12,0.48586982
13,8.040937,13,0.6961332
14,7.275539,14,0.52690893
15,8.005374,15,0.5432915
16,2.3370578,16,0.43987313
17,1.8193082,17,0.59673536
18,4.199991,18,0.30098388
19,8.153073,19,0.72304064
20,7.850894,20,0.4383157
21,4.759597,21,0.695237
22,4.1403837,22,0.54345727
23,6.740142,23,0.4963318
