,inferred mb weight,subject,inferred discount,inferred mf weight,inferred learning rate,inferred prior lr,inferred prior weight
0,4.107672,0,0.27692485,1.1869912,0.79571897,0.17409489,0.69644773
1,0.3663186,1,0.20905744,0.49760407,0.7410851,0.14761323,0.82632756
2,4.4517493,2,0.25998464,1.3735276,0.8514656,0.16321124,0.74253803
3,3.498559,3,0.47236034,2.0199583,0.6954292,0.33339727,0.60946774
4,1.6117566,4,0.46543175,1.191642,0.8052987,0.25537482,0.6234534
5,3.0386474,5,0.21611957,1.060699,0.7962383,0.12799142,1.3273844
6,0.66186863,6,0.21609765,1.0621628,0.36644244,0.057613548,2.544346
7,0.32472482,7,0.19663723,0.49128643,0.69884384,0.15178894,1.0076131
8,0.48191297,8,0.20705928,0.96785706,0.60125756,0.14007021,0.9310039
9,4.9679317,9,0.24863388,1.4549838,0.8005377,0.15744519,0.766701
10,0.6577501,10,0.24890088,1.1041784,0.6088891,0.12274093,1.027771
11,1.0996761,11,0.2643343,1.1180892,0.7468077,0.17600703,0.7377415
12,4.6049757,12,0.3758401,1.5501558,0.8449712,0.19279785,0.73147607
13,3.6995044,13,0.24201149,1.2703152,0.8214126,0.13957345,0.86713743
14,1.4903704,14,0.68893456,2.706664,0.7957297,0.07750951,1.8609807
15,4.6530857,15,0.28523508,1.137519,0.84150106,0.14283271,0.9247565
16,0.48788935,16,0.19928886,0.6822109,0.77818495,0.20151404,0.760505
17,0.29837728,17,0.36580035,0.31191394,0.68849635,0.17378709,0.8256324
18,2.1053033,18,0.4478889,1.1657183,0.66822034,0.2922569,0.9116594
19,5.129541,19,0.26381186,0.99615043,0.8636334,0.16021705,0.78939
20,2.2697515,20,0.56917137,2.4235916,0.81879467,0.1518778,0.72099644
21,0.8954712,21,0.24053775,0.9069334,0.82551175,0.16933559,0.75872207
22,0.40186647,22,0.16597076,0.87531024,0.6280468,0.15232697,0.89226186
23,0.92821795,23,0.5478588,1.3953897,0.74563956,0.06988701,1.5305117
