,reward rate,dec temp,cached weight,cached rate,subject
0,0.6546372,6.7422066,5.0584526,0.63282365,0
1,0.18271773,5.4572196,4.3573775,0.68640006,1
2,0.08938136,3.274741,4.0604777,0.0027803008,2
3,0.0003343114,9.540234,3.9967048,0.031973425,3
4,0.42138982,1.1419692,1.751404,0.2314039,4
5,0.012558301,2.0663328,9.041889,0.053959563,5
6,0.6426032,7.591735,9.560625,0.05875809,6
7,0.8040518,1.074511,1.2006633,0.6743087,7
8,0.17136402,4.086671,8.760707,0.10278178,8
9,0.070406504,4.9862604,8.268558,0.22738299,9
10,0.0366004,5.2173524,9.139775,0.78311896,10
11,0.8112197,2.7182236,9.414994,0.033881787,11
12,0.0158398,5.357637,2.2197359,0.055932496,12
13,0.071960844,0.9751331,7.9441786,0.084447585,13
14,0.007898513,8.232625,7.6335325,0.0062944996,14
15,0.25845242,2.2296758,8.794075,0.7739538,15
16,0.6879105,2.836617,6.7730036,0.0006710776,16
17,0.5815074,0.4460713,4.8041625,0.48270085,17
18,0.09612591,7.379945,3.665914,0.97384024,18
19,0.4320953,3.54974,5.0478835,0.36817753,19
20,0.1062143,2.3671787,6.0345435,0.022730095,20
21,0.3126493,1.2316797,6.111405,0.3278617,21
22,0.89767444,3.6364946,3.4877315,0.28503382,22
23,0.32436743,7.643323,6.7700586,0.6369108,23
24,0.9930816,3.7651381,9.041266,0.2598749,24
25,0.830924,0.6247864,0.6457952,0.2561475,25
26,0.9632205,6.113203,6.380225,0.008417641,26
27,0.03367292,9.645359,2.964176,0.06552308,27
28,0.01824139,9.56658,2.7918015,0.0012335218,28
29,0.034980386,2.732642,3.4692674,0.44494733,29
30,0.41502112,0.88624984,1.5518625,0.16741584,30
31,0.041043755,0.46921727,0.7519091,0.059144143,31
32,0.88768613,3.744489,5.97115,0.14789118,32
33,0.17235355,5.5531864,6.840446,0.5297214,33
34,0.7972264,0.89205915,3.759324,0.53601897,34
35,0.018285502,4.32333,6.611458,0.69547486,35
36,0.07336874,7.463736,2.746054,0.3352527,36
37,0.071215734,5.014729,2.4593487,0.47361588,37
38,0.19443715,1.1313331,4.387891,0.08992163,38
39,0.14946361,3.3970122,7.3173037,0.011904422,39
40,0.006273094,9.383585,5.8495197,0.5679351,40
41,0.65486896,3.677734,6.581562,0.22458228,41
42,0.72899646,0.57766044,0.5128851,0.4113021,42
43,0.64251274,1.6232647,4.675428,0.7871079,43
44,0.30562323,2.515322,1.6229682,0.4403586,44
45,0.9200637,6.2367687,6.414274,0.121716775,45
46,0.082163535,3.5956004,8.059499,0.23310584,46
47,0.9341327,2.8493443,3.9439452,0.1664426,47
48,0.58621234,0.85887027,1.1895225,0.7182045,48
49,0.68356174,5.1935587,7.587376,0.067951865,49
50,0.14489764,0.27902785,0.3176913,0.7092274,50
51,0.93821204,1.4488803,6.999901,0.38607937,51
52,0.27241993,0.9785885,4.4624047,0.50148875,52
53,0.58831364,7.1051073,3.582274,0.5732259,53
54,0.0036717677,4.9966297,3.6039293,0.007797975,54
55,0.086602546,5.956655,7.9068704,0.72266364,55
56,0.20050915,3.8591292,6.5310545,0.8590343,56
57,0.16461203,4.275479,4.664215,0.9137051,57
58,0.07323121,3.138198,5.877002,0.7404498,58
59,0.14743097,0.42459473,0.48133928,0.09272293,59
60,0.718516,3.8406324,1.6579491,0.69825405,60
61,0.0001389849,8.964724,1.541962,0.2643349,61
62,0.8999682,0.43368566,0.44764107,0.89517367,62
63,0.9259032,4.0654125,1.9651269,0.6735519,63
64,0.043279376,1.4607745,2.6391232,0.043303233,64
65,0.0021452673,8.769194,9.167248,0.0066833855,65
66,0.28892732,6.279468,1.3487525,0.50607,66
67,0.011968595,2.1041007,3.4485781,0.018392429,67
68,0.33938858,0.7866388,7.444892,0.0016365991,68
69,0.97788894,3.0518298,6.7060843,0.25774094,69
70,0.009143816,4.7070556,1.2657895,0.80177516,70
71,0.7803918,1.4179263,6.871649,0.085854635,71
72,0.037381534,2.521246,4.851287,0.78732204,72
73,0.0115367705,2.755444,5.49893,0.38840297,73
74,0.047616713,0.94635814,0.9978989,0.0049192044,74
75,0.19443291,3.6979532,2.9990864,0.4695595,75
76,0.010777941,9.62597,3.001862,0.88759923,76
77,0.23613353,5.624978,5.5201664,0.48952454,77
78,0.5644753,6.2722754,3.01471,0.9299316,78
79,0.7333794,3.3752487,1.6548485,0.6111528,79
80,0.81953174,0.4484716,0.43406278,0.8431973,80
81,0.19430207,2.1146553,8.951332,0.011455187,81
82,0.84786224,1.5888195,5.8921976,0.892272,82
83,0.9072633,0.36280042,7.1383743,0.09800163,83
84,0.57875115,1.5339911,0.44930997,0.19587938,84
85,0.5182367,2.4351892,7.828457,0.085614845,85
86,0.68718845,1.0508666,1.9470816,0.589457,86
87,0.41702858,3.6683974,3.6141655,0.8067953,87
88,0.1737904,2.5295808,6.838022,0.34584913,88
89,0.47326505,3.5976348,9.312484,0.7325676,89
90,0.6378603,2.2878985,5.1869793,0.28031784,90
91,0.3577674,4.703064,6.2372303,0.30652344,91
92,0.967314,5.3212156,2.0209644,0.68485457,92
93,0.007952002,9.423127,0.40458864,0.07260307,93
94,0.9578315,2.9166424,2.325112,0.9328078,94
95,0.030627957,1.3768207,4.7878447,0.31288663,95
96,0.049583126,5.601776,5.5300527,0.67664343,96
97,0.036825206,3.6902952,8.949239,0.006186918,97
98,0.96515745,2.4142454,4.166839,0.091022335,98
99,0.17951383,3.8770022,6.595445,0.3655902,99
100,0.07600146,4.2722764,9.526681,0.01610666,100
101,0.775057,1.0259538,1.7058966,0.64907837,101
102,0.0073218322,3.0725627,9.396673,0.0022467792,102
103,0.32680345,5.1371408,0.8145667,0.054685313,103
104,0.5608346,6.4981456,8.711397,0.4140646,104
105,0.0059009623,8.797718,8.393644,0.014500812,105
106,0.21453828,0.96410626,4.3604336,0.32663107,106
107,0.75909585,1.0434372,1.9758415,0.24366572,107
108,0.16830811,2.3572078,8.1849785,0.9192943,108
109,0.37161493,3.6059031,4.6292663,0.18174776,109
110,0.8930901,4.137747,8.004944,0.022547537,110
111,0.3219083,1.4135578,6.3629537,0.23454744,111
112,0.01043033,5.9305563,5.7484217,0.81636965,112
113,0.5613303,1.4629008,7.9421177,0.5016244,113
114,0.20933816,3.0693545,5.1827736,0.22897293,114
115,0.013197064,1.0078347,0.62612003,0.017459858,115
116,0.014453191,8.654907,8.957926,0.058105085,116
117,0.08127743,0.9802674,6.8107176,0.82499176,117
118,0.14822158,6.453863,4.6580687,0.12094584,118
119,0.18365714,2.2556725,7.6184125,0.039483424,119
120,0.6149905,3.2878354,8.059565,0.00019990861,120
121,0.99237704,1.3944696,8.631088,0.1960746,121
122,0.0011813416,7.521169,9.532731,0.0040756175,122
123,0.0012845093,2.937768,1.8308704,0.08268375,123
124,0.016878976,5.9431458,3.6387024,0.028106097,124
125,0.050300542,3.5109744,7.5921383,0.00085382425,125
126,0.6750806,0.5533602,5.6611547,0.84779555,126
127,0.19610932,1.280091,9.3847475,0.010194379,127
128,0.4058607,2.3090587,6.821989,0.48445067,128
129,0.7648171,6.500668,4.060078,0.118461736,129
130,0.22292699,1.219732,5.191112,0.60317224,130
131,0.4338417,1.3110596,2.4448438,0.85437167,131
132,0.7418664,0.5658792,0.48960596,0.12916492,132
133,0.0062283985,9.822571,0.5314675,0.49503022,133
134,0.8172407,2.45678,1.614853,0.17626439,134
135,0.6453394,3.270627,1.5495176,0.10305173,135
136,0.59171045,2.691903,2.5958657,0.66548324,136
137,0.75079036,1.1683193,5.0987773,0.3100679,137
138,0.72001874,4.181011,1.4170539,0.07269994,138
139,0.4084965,0.472784,0.7242575,0.9777566,139
140,8.14285e-05,6.612837,0.31366795,0.025186293,140
141,0.9998493,0.17197642,2.0422463,0.68524176,141
142,0.24532154,0.6576831,5.985358,0.45234588,142
143,0.3786564,2.4592319,1.1516412,0.036327455,143
144,0.060550135,3.337958,9.865073,0.00017188479,144
145,0.2467251,2.590641,4.5466037,0.47459194,145
146,0.6917926,3.8718832,6.576085,0.04943172,146
147,0.5996888,0.80813956,2.9466283,0.5225235,147
148,0.51825315,3.9562962,0.1611013,0.8056332,148
149,0.2406211,5.090063,8.36615,0.20722477,149
150,0.22691028,1.8793831,2.3262086,0.9384237,150
151,0.09981565,0.66655105,8.581426,0.009893583,151
152,0.076169476,2.304219,6.787177,0.9421567,152
153,0.07181307,6.247796,2.8188608,0.99990034,153
154,0.1706619,3.5197563,8.09894,0.6259433,154
155,0.78179026,3.3971877,6.044412,0.10236257,155
156,0.409243,0.060065784,7.0154185,0.006103278,156
157,0.3598644,0.7531978,9.43441,0.71404743,157
158,0.54379356,1.7178805,2.2386189,0.24588493,158
159,0.39952144,2.079474,8.648251,0.1560871,159
160,0.49920553,1.7408167,7.9228897,0.0019443367,160
161,0.0050392016,5.6919928,1.1601268,0.8637743,161
162,0.023335941,3.4372864,7.481484,0.47839966,162
163,0.30142933,1.3980801,2.178707,0.03057204,163
164,0.0007461868,8.18878,0.24806441,0.87298054,164
165,0.27867526,2.4996402,6.894477,0.26827937,165
