,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate
0,3.3124993,0,0.57028735,0.4978801,0.5053087
1,3.3978088,1,0.5547697,0.5015559,0.49914074
2,3.0538833,2,0.66234434,0.49860314,0.48918238
3,2.971638,3,0.36275262,0.50559086,0.5051167
4,4.981916,4,0.6194093,0.48397905,0.482165
5,2.928101,5,0.39527413,0.48493847,0.5068483
6,4.0482073,6,0.40497378,0.5067916,0.5116585
7,3.094468,7,0.4053399,0.5013404,0.4930238
8,4.887465,8,0.63864815,0.48369497,0.5155658
9,3.618531,9,0.5530304,0.5045594,0.50941235
10,3.4081595,10,0.63433933,0.47808802,0.5085052
11,3.1069114,11,0.6404858,0.5194779,0.49018893
12,4.17725,12,0.5143345,0.4918072,0.51938325
13,3.1601663,13,0.6158512,0.5139766,0.5179376
14,4.2209125,14,0.31766993,0.48994762,0.4871126
15,4.1896834,15,0.6621151,0.49351045,0.49502942
16,3.4415789,16,0.49255574,0.47951636,0.50404924
17,3.7449536,17,0.6502274,0.5148553,0.5155746
18,3.42695,18,0.3476248,0.48982653,0.50003785
19,6.694129,19,0.61249876,0.5260642,0.5057452
20,3.8470554,20,0.65994984,0.48615807,0.5076089
21,5.232163,21,0.29007187,0.49412453,0.4882552
22,6.0836024,22,0.31976214,0.4825218,0.50211394
23,4.702111,23,0.59296304,0.49974054,0.5036283
24,4.1224413,24,0.6208757,0.4896603,0.5164277
25,2.8475766,25,0.3350003,0.5176096,0.50208104
26,3.443358,26,0.6710698,0.49620238,0.5094484
27,6.374308,27,0.6860664,0.4926297,0.51534736
28,3.186327,28,0.6156159,0.49981615,0.50561124
29,5.085485,29,0.60322034,0.4938821,0.52122873
30,3.5283775,30,0.66405547,0.48648888,0.5012092
31,3.76923,31,0.32049382,0.49969587,0.49756524
32,4.0734262,32,0.34392914,0.5061172,0.49335107
33,4.1948776,33,0.60925376,0.49220788,0.4893119
34,5.647449,34,0.295849,0.48336852,0.5133152
35,5.6614585,35,0.27361253,0.49875268,0.50938606
36,3.0210252,36,0.6286545,0.47465068,0.4857656
37,4.751953,37,0.32026047,0.49962512,0.50675446
38,3.457789,38,0.59851503,0.465244,0.50349873
39,5.6261663,39,0.64767694,0.4940011,0.5048922
40,2.9961443,40,0.31742102,0.49946553,0.5287786
41,5.671821,41,0.30553982,0.49668512,0.50291914
