,cached weight,cached rate,subject
259,0.654771,0.67521477,71
260,0.40621173,0.49885368,72
261,0.2926588,0.8317254,73
262,0.37811744,0.62611693,74
263,0.5025899,0.70745486,75
264,0.39421463,0.60679245,76
265,0.86092067,0.51657593,77
266,1.1226254,0.44039294,78
267,0.6241988,0.6649172,79
268,0.68495893,0.76602167,80
269,0.5629898,0.85864675,81
270,0.3972317,0.5561181,82
271,0.40589568,0.39736718,83
272,0.6027662,0.23163308,84
273,0.90600663,0.74823934,85
274,0.4827735,0.48110366,86
275,0.4606792,0.6350291,87
276,0.31046474,0.7657343,88
277,0.21243243,0.8195962,89
278,0.38137987,0.47054294,90
279,0.404937,0.61953086,91
280,0.36748254,0.8293961,92
281,0.5162054,0.77207595,93
282,0.9959406,0.56032985,94
283,0.3260725,0.38668677,95
284,0.33511317,0.1988302,96
285,0.9440348,0.8864438,97
286,0.66466475,0.7376709,98
287,0.62656826,0.36397988,99
288,0.2911141,0.51249135,100
289,0.43236238,0.5162917,101
290,0.41870588,0.7444031,102
291,0.36402,0.37324595,103
292,0.21694657,0.7510186,104
293,0.5768748,0.27807006,105
294,0.23718727,0.57594496,106
295,0.46354073,0.5808394,107
296,0.41808134,0.3824546,108
297,0.3263991,0.82547164,109
298,1.1262414,0.8880905,110
299,0.4540855,0.6726333,111
300,0.7176819,0.2970337,112
301,0.5761795,0.36864874,113
302,0.5576443,0.5058196,114
303,0.43804777,0.35059044,115
304,0.33259374,0.51259464,116
305,0.36490154,0.76675415,117
306,0.35540092,0.5669589,118
307,0.86871356,0.44345713,119
308,0.2675628,0.6338906,120
309,0.405021,0.65328884,121
310,0.89568466,0.42230958,122
311,0.34334153,0.8980723,123
312,0.45931435,0.5199999,124
313,0.46646726,0.29982865,125
314,0.25931704,0.62872803,126
315,0.94678867,0.8037461,127
316,0.46267614,0.6379424,128
317,0.3812522,0.5318744,129
318,0.3507805,0.5996877,130
319,0.39258087,0.47153416,131
320,0.43434057,0.8500851,132
321,0.2424983,0.6075219,133
322,0.4534578,0.46848854,134
323,0.27023602,0.2152188,135
324,0.31691152,0.74739647,136
325,0.8136227,0.8923505,137
326,0.34304458,0.59783554,138
327,0.3422677,0.7780838,139
328,0.14214425,0.77751184,140
329,0.27003825,0.70592684,141
330,0.739254,0.7215197,142
331,1.2453104,0.6893736,143
332,0.4125561,0.17889217,144
333,0.29096562,0.56669205,145
334,0.5965928,0.48278585,146
335,0.5319368,0.20862107,147
336,0.73707306,0.5682766,148
337,0.90666956,0.8807947,149
338,0.51929814,0.7388049,150
339,0.2722675,0.18432313,151
340,0.89040273,0.68234897,152
341,0.30008838,0.31822732,153
342,0.67130125,0.5967483,154
343,0.6654812,0.8785995,155
344,0.5206514,0.3407256,156
345,0.46231583,0.35803252,157
346,0.9135261,0.33754572,158
347,0.6689466,0.83046347,159
348,0.41076887,0.6979374,160
349,0.5588305,0.34799296,161
350,0.36969763,0.893043,162
351,1.1854484,0.6715504,163
352,0.25045073,0.34574097,164
353,0.7826998,0.69605005,165
354,0.66362095,0.37738565,166
355,0.15779555,0.80118775,167
356,0.45275834,0.62372184,168
357,0.47217694,0.40605643,169
358,0.57132155,0.8515344,170
359,0.3687693,0.5177392,171
360,0.6224272,0.84138113,172
361,0.8650794,0.43321532,173
362,0.60209644,0.46162984,174
363,0.43614173,0.79503906,175
364,0.22174315,0.6999778,176
365,0.23513174,0.53254426,177
366,0.40627956,0.5237179,178
367,0.35538954,0.7564975,179
368,0.5141876,0.21472396,180
369,0.87723637,0.81468993,181
370,0.42235106,0.7006101,182
371,0.5693432,0.84528524,183
372,0.24840845,0.7640845,184
373,0.47810382,0.22326997,185
374,0.9721874,0.43519598,186
375,0.33135378,0.44442856,187
376,0.50621206,0.45579445,0
377,0.28504515,0.6566761,1
378,0.49339625,0.7065955,2
379,0.31872454,0.5217795,3
380,0.47940123,0.8670948,4
381,0.45555985,0.78927416,5
382,0.7774941,0.79185784,6
383,0.33418518,0.5971933,7
384,0.30464068,0.73301077,8
385,0.27747136,0.81799227,9
386,0.2286469,0.5051137,10
387,0.50090694,0.5101849,11
388,0.2432676,0.3183196,12
389,0.2360585,0.6856948,13
390,0.58870524,0.18831962,14
391,0.3925755,0.23159634,15
392,0.6672989,0.80670613,16
393,0.36623627,0.68120027,17
394,0.48263782,0.46697643,18
395,0.34631684,0.6087266,19
396,2.203574,0.2550155,20
397,0.2776361,0.82764137,21
398,0.42243984,0.23447585,22
399,0.44181335,0.6056253,23
400,0.61780035,0.5168792,24
401,0.62943375,0.7017971,25
402,0.3087487,0.35024238,26
403,0.6626577,0.54945266,27
404,0.4497021,0.7191836,28
405,0.2901175,0.46240106,29
406,0.34950212,0.3403782,30
407,0.5230894,0.6872866,31
408,0.61717325,0.19668335,32
409,0.23818868,0.33460417,33
410,0.344867,0.5293594,34
411,0.36138147,0.23757198,35
412,0.3267838,0.29691353,36
413,0.6075747,0.78109044,37
414,0.22924347,0.7248951,38
415,0.36965096,0.51097006,39
416,0.45692563,0.18431965,40
417,0.4899825,0.35190073,41
418,0.42254192,0.75020593,42
419,0.35320115,0.77749324,43
420,0.48206714,0.81666803,44
421,0.2283048,0.54442525,45
422,0.76308674,0.8048084,46
423,0.5090439,0.65127057,47
424,0.3986043,0.7778359,48
425,0.9157651,0.9033593,49
426,0.37552413,0.41896552,50
427,0.62214303,0.13081071,51
428,0.6571382,0.6878141,52
429,0.29000643,0.2683557,53
430,0.28021777,0.65030175,54
431,0.606486,0.39431927,55
432,0.43597853,0.501415,56
433,0.47980577,0.6348066,57
434,0.25462043,0.5438414,58
435,0.6103355,0.5870159,59
436,0.6837959,0.41604817,60
437,0.25578177,0.26457444,61
438,0.51809627,0.7106749,62
439,0.35475475,0.5581003,63
440,1.005087,0.55611783,64
441,0.4544176,0.2843971,65
442,0.21639702,0.9461936,66
443,1.481774,0.86340696,67
444,0.28320378,0.61135757,68
445,1.3100989,0.07764924,69
446,0.37983266,0.29689828,70
447,0.61803204,0.5380363,71
448,0.6300395,0.56659347,72
449,0.4883464,0.8527453,73
450,0.3292191,0.62365854,74
451,0.5917568,0.65546054,75
452,0.61717325,0.5153077,76
453,0.7358346,0.8350518,77
454,0.15858543,0.6714608,78
455,0.17876,0.30496323,79
456,0.4073857,0.29803297,80
457,0.673308,0.38454503,81
458,0.19851556,0.81659424,82
459,0.5619668,0.28512585,83
460,0.6601011,0.7093336,84
461,0.35402262,0.36587754,85
462,0.68253094,0.5002051,86
463,0.40261242,0.6139918,87
464,0.33482343,0.6917477,88
465,0.23889609,0.54639214,89
466,0.5076058,0.4896105,90
467,0.3532749,0.6833197,91
468,0.7581585,0.62657887,92
469,0.3655651,0.944144,93
470,1.5802807,0.28288147,94
471,0.5922009,0.41376644,95
472,0.10575377,0.5677996,96
473,0.4095663,0.3459111,97
474,0.89325273,0.4556952,98
475,0.682984,0.46010447,99
476,0.45871782,0.45991033,100
477,0.33236718,0.70753545,101
478,0.9706858,0.15350188,102
479,0.6661916,0.42996284,103
480,0.31944615,0.8053047,104
481,0.3154597,0.71150225,105
482,0.3354888,0.511039,106
483,0.6259675,0.73218966,107
484,0.6719549,0.79068553,108
485,0.5951596,0.8152131,109
486,0.7229078,0.64597875,110
487,0.31013158,0.26870632,111
488,0.4780535,0.5866744,112
489,0.40617365,0.6562491,113
490,0.4446959,0.49090084,114
491,0.22994953,0.73766094,115
492,0.36639425,0.6940445,116
493,0.9395622,0.70093817,117
494,0.6192617,0.54813826,118
495,0.37787125,0.8392595,119
496,0.34934315,0.6041834,120
497,0.19506344,0.3178146,121
498,0.39757675,0.83930784,122
499,0.42960823,0.20726365,123
500,0.20014027,0.5669597,124
501,0.24306849,0.51873213,125
502,0.31440628,0.4170148,126
503,0.60760653,0.14287017,127
504,0.5865022,0.44928658,128
505,0.31078047,0.61287713,129
506,0.21482655,0.5646679,130
507,0.45188677,0.68988985,131
508,0.43293267,0.48659015,132
509,0.39230967,0.5501384,133
510,0.37369156,0.84460396,134
511,0.24855861,0.8797044,135
512,0.36819363,0.58710617,136
513,0.54013264,0.6158978,137
514,0.47866583,0.71930057,138
515,0.48828548,0.45089236,139
516,0.40671355,0.6158264,140
517,0.2907604,0.20365311,141
518,0.41765657,0.58100754,142
519,0.6453662,0.84293586,143
520,0.179106,0.5866782,144
521,0.33869678,0.9160351,145
522,0.75237066,0.86316127,146
523,0.6710648,0.2478453,147
524,0.85963374,0.5866656,148
525,0.26217476,0.53722566,149
526,0.4105161,0.9265775,150
527,0.6783945,0.47621006,151
528,0.38988468,0.31771088,152
529,0.78191936,0.566911,153
530,0.32873625,0.5480186,154
531,0.6008077,0.6211327,155
532,0.57674414,0.25921205,156
533,1.0716712,0.15907696,157
534,0.28706548,0.58839893,158
535,0.6223365,0.58383495,159
536,0.459792,0.33277395,160
537,0.51353925,0.7411806,161
538,0.29611412,0.65169865,162
539,0.5521281,0.71448606,163
540,0.29747066,0.85762346,164
541,0.118973345,0.57805246,165
542,0.5805258,0.89213955,166
543,0.7251436,0.47624385,167
544,0.59245056,0.37082583,168
545,0.59620816,0.47248146,169
546,0.44540292,0.6136334,170
547,1.2298334,0.7452549,171
548,0.5939938,0.56668514,172
549,1.0431902,0.737006,173
550,0.33276036,0.85096693,174
551,0.8119968,0.8384767,175
552,0.43883952,0.29128265,176
553,0.35287446,0.70951086,177
554,0.35463867,0.35231757,178
555,0.21913487,0.2696028,179
556,0.4121807,0.51029897,180
557,0.3966229,0.678568,181
558,0.39155996,0.831972,182
559,0.32693145,0.3371124,183
560,0.40098387,0.5854801,184
561,0.28112364,0.5497209,185
562,0.6916318,0.5708038,186
563,0.42878214,0.675041,187
564,0.5984576,0.67770445,0
565,0.7609068,0.6536614,1
566,0.5128952,0.35008225,2
567,0.4270544,0.6470694,3
568,0.3696361,0.4609948,4
569,0.90413654,0.5991834,5
570,0.35266343,0.18021914,6
571,0.39862487,0.3024507,7
572,0.6016511,0.33009255,8
573,0.32100093,0.5389579,9
574,0.60612804,0.5833831,10
575,0.857203,0.5440286,11
576,0.70951337,0.525877,12
577,0.3371122,0.5876538,13
578,0.5109781,0.33893898,14
579,1.223471,0.13467771,15
580,0.4636003,0.49322948,16
581,0.70889324,0.4208636,17
582,0.41730908,0.57877237,18
583,0.4110262,0.20410955,19
584,0.21938495,0.71822256,20
585,0.2682274,0.83202547,21
586,0.3199888,0.6065784,22
587,1.0289032,0.8864343,23
588,0.4965129,0.4646591,24
589,0.40463927,0.6769329,25
590,0.7157718,0.7614191,26
591,0.7227235,0.45794415,27
592,0.56216973,0.3255303,28
593,0.57307667,0.68589365,29
594,0.25543284,0.7136066,30
595,0.32024628,0.45249015,31
596,0.47533464,0.1429998,32
597,0.44437605,0.52165186,33
598,0.641812,0.58895165,34
599,0.8601929,0.8216505,35
600,0.25661173,0.7121102,36
601,0.7419754,0.7641083,37
602,0.43736666,0.33368847,38
603,0.36727783,0.7934285,39
604,0.44710493,0.8074545,40
605,0.39313543,0.5072701,41
606,0.3445745,0.467466,42
607,0.5963372,0.7282434,43
608,0.4599617,0.6996568,44
609,0.66274494,0.2532292,45
610,0.6737804,0.43425095,46
611,0.52323365,0.5154851,47
612,0.19853893,0.2906042,48
613,0.34118918,0.914721,49
614,0.7120333,0.81505984,50
615,1.045857,0.5873011,51
616,0.49991328,0.74709994,52
617,0.28512144,0.72454244,53
618,0.61469305,0.1146613,54
619,0.26651368,0.52255,55
620,0.4517697,0.6127366,56
621,0.46308842,0.5360216,57
622,0.3345011,0.47865364,58
623,0.63753664,0.08467345,59
624,0.82824636,0.84096295,60
625,0.2553091,0.28743845,61
626,0.77253604,0.31222078,62
627,0.591961,0.81674325,63
628,0.2086117,0.4383109,64
629,0.37572548,0.74769884,65
630,0.22332437,0.48188135,66
631,0.44169116,0.5174278,67
632,0.3208499,0.19726294,68
633,0.30125973,0.7966872,69
634,0.2701557,0.5781451,70
635,0.7064807,0.38929728,71
636,0.3219499,0.4682398,72
637,0.26029962,0.573065,73
638,0.47118205,0.7157713,74
639,0.32099143,0.8220972,75
640,0.42172077,0.67571837,76
641,0.41100726,0.42595577,77
642,0.7089308,0.14579904,78
643,0.6548108,0.6100137,79
644,0.41654152,0.3247385,80
645,0.35946313,0.5630931,81
646,0.48650202,0.6550679,82
647,0.9328001,0.622775,83
648,0.5609224,0.5296353,84
649,0.23328412,0.81001055,85
650,0.45059246,0.24584414,86
651,0.58821803,0.71680236,87
652,0.26507118,0.35812396,88
653,0.3171043,0.85434294,89
654,0.31241888,0.47285584,90
655,0.5001341,0.4178336,91
656,0.42833534,0.79826444,92
657,0.34137332,0.7225468,93
658,0.72520643,0.09595621,94
659,0.3802958,0.6296207,95
660,0.63110083,0.3096002,96
661,0.59739304,0.81114525,97
662,0.5579149,0.8321199,98
663,0.24087358,0.32042843,99
664,0.69449496,0.43681547,100
665,0.31824136,0.22741999,101
666,0.39131597,0.70906246,102
667,0.40463436,0.67994535,103
668,0.29078174,0.68818,104
669,0.7098788,0.4553913,105
670,0.29181156,0.7927592,106
671,0.8131342,0.8222286,107
672,0.5009381,0.54603314,108
673,0.42214897,0.56737775,109
674,0.53261447,0.8277679,110
675,0.39492604,0.59368837,111
676,0.54976535,0.27905056,112
677,0.58943295,0.39822274,113
678,0.51511955,0.6087486,114
679,0.3604077,0.77505666,115
680,0.67804426,0.47273773,116
681,0.6227879,0.6375766,117
682,0.18783903,0.71718323,118
683,0.38896072,0.73541075,119
684,0.44785246,0.23532768,120
685,0.6400373,0.61155653,121
686,0.4016236,0.5592535,122
687,1.1136491,0.43336284,123
688,0.20064911,0.37331855,124
689,0.36483154,0.43365732,125
690,0.43392006,0.93740314,126
691,0.4766186,0.4554423,127
692,1.011414,0.9061805,128
693,0.6344663,0.26381138,129
694,0.49440518,0.37997797,130
695,0.31964093,0.6721322,131
696,0.4058534,0.3240501,132
697,0.3890347,0.4577928,133
698,0.49829614,0.73550314,134
699,0.48649895,0.87498665,135
700,0.15024251,0.6652687,136
701,0.6252457,0.71485114,137
702,0.52046764,0.77068996,138
703,0.3649592,0.5880097,139
704,0.3740937,0.3021607,140
705,0.31299993,0.3591668,141
706,0.5374236,0.38215652,142
707,0.68054104,0.7289857,143
708,0.40945947,0.75011235,144
709,0.42649674,0.82925946,145
710,0.80078137,0.3404572,146
711,0.13033378,0.7657461,147
712,0.4866159,0.50346506,148
713,0.59021556,0.42076883,149
714,0.40913552,0.6579311,150
715,0.2642206,0.7601687,151
716,0.36715317,0.91176885,152
717,0.45429605,0.43981993,153
718,0.49099088,0.39342672,154
719,0.57775843,0.5541906,155
720,0.28126723,0.4645363,156
721,0.3766769,0.38634574,157
722,0.4022261,0.29032618,158
723,0.219633,0.86578715,159
724,0.36474776,0.42798474,160
725,0.8719032,0.4275398,161
726,0.53324336,0.63969934,162
727,1.0531743,0.47575402,163
728,0.46560344,0.4544759,164
729,0.41760284,0.6008599,165
730,0.51190627,0.5938048,166
731,0.5973146,0.80737597,167
732,0.34990224,0.62679857,168
733,0.5196458,0.8146226,169
734,0.9973781,0.33777532,170
735,0.539262,0.6449568,171
736,0.56900716,0.8965484,172
737,0.5864584,0.08851736,173
738,0.42957002,0.5307089,174
739,0.19488157,0.74729395,175
740,1.2382604,0.24321297,176
741,0.7339963,0.35468763,177
742,0.2933717,0.73190826,178
743,0.3113476,0.85127336,179
744,0.28137532,0.19807696,180
745,0.46540135,0.8907029,181
746,0.20003924,0.8010308,182
747,0.41843176,0.20763873,183
748,0.2695361,0.6441832,184
749,0.41040695,0.5796136,185
750,0.58396506,0.64893264,186
751,0.37710008,0.17737138,187
752,0.61222464,0.8098501,0
753,0.83773816,0.4025754,1
754,1.05062,0.4189939,2
755,0.38395596,0.6503865,3
756,0.44298437,0.38670534,4
757,0.32824638,0.627361,5
758,0.30457455,0.6572477,6
759,0.41319436,0.8159159,7
760,0.20633966,0.37064105,8
761,0.2993773,0.74212873,9
762,0.43418288,0.42454723,10
763,0.27993542,0.90834314,11
764,0.62291557,0.63481945,12
765,0.4900787,0.37507507,13
766,0.62596416,0.6588081,14
767,0.25361386,0.7644541,15
768,0.410901,0.5847159,16
769,0.3861041,0.8339307,17
770,0.37779266,0.2655923,18
771,0.3304176,0.30187455,19
772,0.20830277,0.3102045,20
773,0.3428989,0.1683064,21
774,0.7425449,0.8915282,22
775,0.3339618,0.7511573,23
776,0.3080653,0.7333978,24
777,0.53135777,0.33370256,25
778,0.56775916,0.5898977,26
779,0.7738096,0.36052987,27
780,0.44264412,0.59939086,28
781,0.9269205,0.51351553,29
782,0.72603434,0.40937108,30
783,0.50145996,0.5512813,31
784,0.24395087,0.3293431,32
785,1.0953705,0.5905506,33
786,0.48951954,0.6607936,34
787,0.4373924,0.68931127,35
788,0.25020427,0.5015408,36
789,0.38255173,0.863284,37
790,1.2366745,0.73016495,38
791,0.17081842,0.80753314,39
792,0.6713474,0.69463456,40
793,0.9655423,0.7336685,41
794,0.19390866,0.58083326,42
795,0.4664791,0.59424883,43
796,0.25642446,0.55900884,44
797,0.6302529,0.5597265,45
798,0.20818102,0.64449054,46
799,0.2877669,0.42729852,47
800,0.35708043,0.58623856,48
801,0.28057364,0.26211834,49
802,0.37757292,0.33943924,50
803,0.2966393,0.60543823,51
804,0.27306575,0.44253778,52
805,0.24334027,0.614139,53
806,0.6004756,0.4660788,54
807,0.35494214,0.45894873,55
808,0.5247521,0.38764995,56
809,0.4703696,0.6183196,57
810,0.2857465,0.78952926,58
811,0.3616317,0.6312448,59
812,0.56452954,0.6728941,60
813,0.448196,0.20642127,61
814,0.34728086,0.6399551,62
815,0.65512806,0.45018545,63
816,0.20097972,0.5849326,64
817,0.8032235,0.4494831,65
818,0.3317688,0.64272934,66
819,0.49193656,0.36095387,67
820,0.78500736,0.75181407,68
821,0.48813468,0.41570652,69
822,0.870473,0.54594404,70
823,0.3944174,0.34909666,71
824,0.81827545,0.81644154,72
825,0.30025852,0.7096926,73
826,0.15082358,0.42419875,74
827,0.5066254,0.6098226,75
828,0.34688646,0.8425345,76
829,0.768298,0.8296961,77
830,0.15345874,0.61880076,78
831,0.43560985,0.48066154,79
832,0.17026497,0.4160795,80
833,0.26506436,0.7285824,81
834,0.5237175,0.79014736,82
835,0.33600092,0.4915817,83
836,0.84766793,0.74278235,84
837,0.71095836,0.74443257,85
838,0.55736434,0.7286358,86
839,0.71370846,0.5379829,87
840,0.7355658,0.5006083,88
841,0.59789443,0.2557893,89
842,0.38391766,0.6202045,90
843,0.4854634,0.69701403,91
844,0.5165156,0.5503917,92
845,0.4835178,0.92086685,93
846,0.83492684,0.3376312,94
847,0.74737215,0.56177413,95
848,0.7244336,0.5790744,96
849,0.5343436,0.5974791,97
850,0.2931761,0.7936841,98
851,0.3811562,0.63234246,99
852,0.46472535,0.73092026,100
853,0.41716313,0.7852327,101
854,0.38002813,0.36339703,102
855,0.6076698,0.65890664,103
856,0.88151306,0.88212794,104
857,0.5903029,0.6698874,105
858,0.290549,0.47885683,106
859,0.7085871,0.4431015,107
860,0.3815847,0.29642028,108
861,0.69064504,0.45157102,109
862,0.78864396,0.6101944,110
863,0.7760538,0.29216954,111
864,0.48691046,0.41439065,112
865,0.9714654,0.8096556,113
866,0.2533199,0.79546547,114
867,0.44371393,0.77744097,115
868,0.47703597,0.7174189,116
869,0.7335568,0.7504618,117
870,0.51758295,0.25620598,118
871,0.46214366,0.3181909,119
872,0.88567626,0.5465218,120
873,0.6542661,0.45319232,121
874,0.35794753,0.5206826,122
875,0.43111745,0.5297131,123
876,0.24855739,0.5059619,124
