,cached weight,cached rate,subject
22391,0.4127443,0.75443363,19
22392,0.3802315,0.21488057,20
22393,0.36794603,0.58230054,21
22394,0.56035626,0.7932654,22
22395,0.95625156,0.2763028,23
22396,0.5934929,0.44525784,24
22397,0.4352426,0.43493226,25
22398,0.3054012,0.47421622,26
22399,0.41502535,0.46332744,27
22400,0.40927637,0.3704229,28
22401,0.30324996,0.8860991,29
22402,0.74788094,0.748207,30
22403,0.3192926,0.67002195,31
22404,0.25511903,0.7247543,32
22405,0.31805605,0.5955108,33
22406,0.7006545,0.31708875,34
22407,0.3668399,0.7065235,35
22408,0.2849845,0.41064057,36
22409,0.555462,0.5628927,37
22410,0.43260396,0.7471822,38
22411,0.35456377,0.70203876,39
22412,0.66821873,0.79489803,40
22413,0.36625278,0.56909406,41
22414,0.4070567,0.73099107,42
22415,0.31150237,0.31705096,43
22416,0.52914286,0.8903083,44
22417,0.20781922,0.8563533,45
22418,0.46365365,0.41422525,46
22419,0.5234951,0.8896274,47
22420,0.33480328,0.83519405,48
22421,0.7079667,0.5985516,49
22422,0.19641525,0.49444538,50
22423,0.9973017,0.5553513,51
22424,0.45409924,0.56675136,52
22425,0.29776597,0.5237312,53
22426,0.54070264,0.47528452,54
22427,0.5422858,0.5436467,55
22428,0.5891197,0.28309092,56
22429,0.8455522,0.5079207,57
22430,0.61509573,0.7007318,58
22431,0.41421953,0.40029994,59
22432,0.6837193,0.7394647,60
22433,0.24935378,0.56386226,61
22434,0.27115542,0.4811146,62
22435,0.8081125,0.43235388,63
22436,0.25850958,0.3291501,64
22437,0.30661738,0.639614,65
22438,0.23938018,0.83905923,66
22439,0.5925304,0.8775718,67
22440,0.28986025,0.62522227,68
22441,0.19234465,0.566132,69
22442,0.3075594,0.8709861,70
22443,0.45280313,0.47952044,71
22444,0.2263519,0.60416096,72
22445,0.31223956,0.5619919,73
22446,0.3484025,0.5247007,74
22447,0.27635345,0.33303452,75
22448,0.44879052,0.51109797,76
22449,0.49112782,0.8313761,77
22450,0.27056572,0.6495492,78
22451,0.7930287,0.7208166,79
22452,0.65557265,0.7787003,80
22453,0.60957325,0.6036668,81
22454,0.7361087,0.84633905,82
22455,0.43058428,0.88655365,83
22456,0.32975912,0.5825585,84
22457,0.86828977,0.7353036,85
22458,0.49751747,0.85950756,86
22459,0.393726,0.43966132,87
22460,0.1690869,0.8129768,88
22461,0.24679662,0.9008973,89
22462,0.29876465,0.24038248,90
22463,0.43535218,0.29709697,91
22464,0.41322383,0.3836881,92
22465,0.6276094,0.720069,93
22466,0.923847,0.11010141,94
22467,0.4372819,0.31374365,95
22468,0.25557828,0.39885628,96
22469,0.3677151,0.76192427,97
22470,0.42995813,0.58595985,98
22471,0.39306504,0.54907715,99
22472,0.57386214,0.3858102,100
22473,0.43943718,0.52161545,101
22474,0.2621917,0.9256168,102
22475,0.4217443,0.5916082,103
22476,0.19783938,0.53512627,104
22477,0.41719037,0.35784975,105
22478,0.47256622,0.30532885,106
22479,0.33164454,0.81881714,107
22480,0.80385274,0.76725554,108
22481,0.45650578,0.8271456,109
22482,0.4776669,0.8329762,110
22483,0.7089564,0.56605846,111
22484,1.1294843,0.38898307,112
22485,0.47600213,0.49923947,113
22486,0.33871558,0.4832382,114
22487,0.23120089,0.5167962,115
22488,0.3660141,0.69945765,116
22489,0.31934333,0.81609184,117
22490,0.36543846,0.6997631,118
22491,0.4765064,0.5028811,119
22492,1.2262001,0.59456515,120
22493,0.47396404,0.68238175,121
22494,0.24664122,0.77839625,122
22495,0.6502204,0.8167112,123
22496,0.5121052,0.88514036,124
22497,0.4282356,0.39488333,125
22498,0.20302252,0.7107159,126
22499,0.72587484,0.7116861,127
22500,0.42546985,0.6011055,128
22501,0.36932525,0.47549072,129
22502,0.5118742,0.33690575,130
22503,0.5160232,0.4246434,131
22504,0.41885692,0.90516466,132
22505,0.20980822,0.6732521,133
22506,0.48000705,0.782618,134
22507,0.4023831,0.5816215,135
22508,0.26177394,0.6151838,136
22509,0.36157802,0.9106378,137
22510,0.969137,0.52422553,138
22511,0.3814831,0.75430083,139
22512,0.27378085,0.36828923,140
22513,0.3286415,0.88936454,141
22514,0.34612682,0.5538765,142
22515,0.5617919,0.5724763,143
22516,0.371379,0.5753073,144
22517,0.32191658,0.83186406,145
22518,0.35241163,0.5427446,146
22519,0.54070437,0.17742065,147
22520,0.696629,0.6004091,148
22521,0.63409543,0.37154287,149
22522,0.30326182,0.6732319,150
22523,0.45077518,0.6822141,151
22524,0.9846668,0.76740634,152
22525,0.43451473,0.6051928,153
22526,0.2930778,0.36025035,154
22527,0.48292124,0.92496616,155
22528,0.40223214,0.52149534,156
22529,1.0012224,0.83502036,157
22530,0.45876092,0.8557511,158
22531,0.37405008,0.8024843,159
22532,0.31511244,0.41022775,160
22533,0.53407127,0.54964554,161
22534,0.4495858,0.3358198,162
22535,0.8067635,0.286286,163
22536,0.6044592,0.321986,164
22537,0.40747526,0.28412053,165
22538,0.39358887,0.63520366,166
22539,0.24629453,0.75445104,167
22540,0.5492446,0.7348773,168
22541,0.50288075,0.32170397,169
22542,0.46072215,0.7622944,170
22543,0.57872856,0.399213,171
22544,0.32781664,0.69953907,172
22545,0.30289182,0.4810848,173
22546,0.45276296,0.437055,174
22547,0.7794219,0.5377689,175
22548,0.9228138,0.39739543,176
22549,0.38203025,0.5745311,177
22550,0.36761832,0.88209593,178
22551,0.4938206,0.52784795,179
22552,0.40500703,0.6819514,180
22553,0.5341576,0.572582,181
22554,0.7052905,0.31297982,182
22555,0.47521526,0.5471705,183
22556,0.57571596,0.47465175,184
22557,0.39876822,0.6247493,185
22558,0.6027844,0.33792537,186
22559,0.28016052,0.8499797,187
22560,0.29157996,0.92642295,0
22561,0.3328913,0.6091085,1
22562,0.61239856,0.31291133,2
22563,0.32959926,0.59081995,3
22564,0.34215987,0.2037303,4
22565,0.35306257,0.64800507,5
22566,0.21672963,0.23668969,6
22567,0.3508301,0.87758136,7
22568,0.3695211,0.5467408,8
22569,0.5998203,0.62684155,9
22570,0.36565608,0.12541337,10
22571,0.487963,0.33725092,11
22572,0.31941462,0.31553572,12
22573,0.6366765,0.53518134,13
22574,0.6548008,0.25846127,14
22575,0.7297743,0.5139268,15
22576,0.8661547,0.88355124,16
22577,0.32885575,0.83506906,17
22578,0.2936405,0.6048263,18
22579,0.5855536,0.51149416,19
22580,0.66470927,0.3865058,20
22581,0.6062664,0.7954647,21
22582,0.7525566,0.38421875,22
22583,0.5640208,0.42386693,23
22584,0.27268082,0.68070966,24
22585,0.52327263,0.69054043,25
22586,0.51508,0.5496798,26
22587,0.7429979,0.5024912,27
22588,0.74871147,0.58033794,28
22589,0.6120354,0.19759718,29
22590,0.43989554,0.799482,30
22591,0.24264432,0.6273046,31
22592,0.3682686,0.4178287,32
22593,0.369554,0.35211462,33
22594,0.62536603,0.55590695,34
22595,0.8571539,0.599917,35
22596,0.46147677,0.59996444,36
22597,0.30766535,0.27301916,37
22598,0.4615976,0.5065691,38
22599,0.43865943,0.7014672,39
22600,0.43255836,0.76969725,40
22601,0.3455031,0.7318984,41
22602,0.38384998,0.3941528,42
22603,0.85418695,0.3553488,43
22604,0.26219708,0.6644162,44
22605,0.51542234,0.63595736,45
22606,0.7892643,0.4286009,46
22607,0.87537473,0.8931925,47
22608,0.41380084,0.5973644,48
22609,0.289257,0.3923374,49
22610,0.6600127,0.603699,50
22611,0.6556091,0.56634384,51
22612,0.2921162,0.51664317,52
22613,0.990982,0.3372148,53
22614,0.4197258,0.66630286,54
22615,0.356666,0.8683692,55
22616,0.5344372,0.6436061,56
22617,0.5534598,0.3785391,57
22618,0.53869534,0.8121273,58
22619,0.4137745,0.32939282,59
22620,0.66334283,0.3932999,60
22621,0.5213568,0.2680234,61
22622,0.25749916,0.43233678,62
22623,0.40219393,0.66816473,63
22624,0.63867354,0.36558652,64
22625,0.1856573,0.4198927,65
22626,0.47990948,0.38801134,66
22627,1.0061527,0.5366039,67
22628,0.84993815,0.8753452,68
22629,0.5308881,0.3457827,69
22630,0.42876446,0.7100816,70
22631,0.6939402,0.55372024,71
22632,0.57586396,0.6998139,72
22633,0.5208811,0.27932063,73
22634,0.35353744,0.76233876,74
22635,0.5689176,0.855706,75
22636,0.48576728,0.59568554,76
22637,0.8887661,0.8062316,77
22638,0.9699149,0.51971436,78
22639,0.27855706,0.5240238,79
22640,0.25941217,0.5385596,80
22641,1.1190412,0.8114098,81
22642,0.48087436,0.81138015,82
22643,0.25182635,0.63278645,83
22644,0.40537363,0.64593667,84
22645,0.3862018,0.8210319,85
22646,0.70112884,0.44635203,86
22647,0.9232051,0.6028061,87
22648,0.4094321,0.68272775,88
22649,0.50965196,0.56211454,89
22650,0.60826457,0.6023238,90
22651,0.5386855,0.32255962,91
22652,0.17926946,0.61743295,92
22653,0.26574573,0.7177077,93
22654,0.42533463,0.59219664,94
22655,0.5557918,0.6287726,95
22656,0.7185178,0.511835,96
22657,0.5332301,0.77865523,97
22658,0.4808389,0.54424953,98
22659,0.5026593,0.36189702,99
22660,0.31663153,0.33851779,100
22661,0.52382064,0.59479547,101
22662,0.5275311,0.7592235,102
22663,0.7648778,0.39579958,103
22664,0.5357033,0.5626218,104
22665,0.8339894,0.45556134,105
22666,0.25282153,0.75461715,106
22667,0.36227986,0.73480475,107
22668,0.42695332,0.90282226,108
22669,0.2505824,0.75441694,109
22670,0.39173013,0.6791414,110
22671,0.974617,0.32104927,111
22672,0.32786694,0.61828357,112
22673,0.5626457,0.4615767,113
22674,0.22860892,0.55936426,114
22675,0.25854194,0.55221003,115
22676,0.23915392,0.18494214,116
22677,0.3928588,0.48531592,117
22678,0.44409168,0.555428,118
22679,0.39697224,0.5204837,119
22680,0.21078107,0.70670885,120
22681,0.61890686,0.12592568,121
22682,0.5911442,0.18646134,122
22683,0.34065637,0.1842046,123
22684,0.47310218,0.81827044,124
22685,0.43743458,0.610944,125
22686,0.28244102,0.6688059,126
22687,0.7001387,0.7304692,127
22688,0.40861157,0.8188467,128
22689,0.26962912,0.26625225,129
22690,0.41961694,0.46824932,130
22691,0.30454445,0.79066384,131
22692,0.46952742,0.46573696,132
22693,0.24252716,0.375723,133
22694,0.6402942,0.4418511,134
22695,0.35001707,0.5271881,135
22696,0.4992549,0.79637694,136
22697,0.19122463,0.43349865,137
22698,1.091026,0.5460944,138
22699,0.34489107,0.36843058,139
22700,0.553421,0.63583714,140
22701,0.60113037,0.6889568,141
22702,0.86521125,0.5153369,142
22703,0.19158512,0.5822099,143
22704,0.39397833,0.48458096,144
22705,0.24066402,0.803582,145
22706,0.57748175,0.72192514,146
22707,0.41870886,0.36304778,147
22708,0.42092586,0.8780663,148
22709,0.3801838,0.58354187,149
22710,0.9140075,0.6476712,150
22711,0.16585445,0.51133066,151
22712,0.45091242,0.5632364,152
22713,0.37952536,0.6905016,153
22714,0.67813003,0.52081376,154
22715,0.76696306,0.64108187,155
22716,0.62867403,0.5529862,156
22717,0.7015866,0.5643578,157
22718,0.5826215,0.5938104,158
22719,0.7644171,0.36575776,159
22720,0.4861228,0.66091025,160
22721,0.5086229,0.65588576,161
22722,0.32961863,0.56186104,162
22723,0.3432789,0.49153966,163
22724,0.4347577,0.74642456,164
22725,0.4663362,0.7661663,165
22726,0.8858767,0.3730147,166
22727,0.49779743,0.23956949,167
22728,0.4251888,0.55328065,168
22729,0.38272625,0.16078156,169
22730,0.23943552,0.5421748,170
22731,0.41612062,0.4282014,171
22732,0.21731818,0.55273247,172
22733,0.33545232,0.5236224,173
22734,0.6805933,0.52033067,174
22735,0.38005933,0.46162662,175
22736,1.0974597,0.38914552,176
22737,0.66160023,0.7585237,177
22738,0.55041885,0.8757574,178
22739,0.56525904,0.90550965,179
22740,0.51926416,0.45259005,180
22741,0.35793018,0.7615618,181
22742,0.5032568,0.25290003,182
22743,0.6593919,0.8784977,183
22744,0.48715097,0.7809955,184
22745,0.3472593,0.37030613,185
22746,0.3550255,0.3420323,186
22747,0.3711385,0.61273587,187
22748,0.28287876,0.31565407,0
22749,0.730566,0.66638714,1
22750,0.5104922,0.08491488,2
22751,0.44570583,0.5543801,3
22752,0.3381121,0.5300085,4
22753,1.4922917,0.20595793,5
22754,0.37113994,0.53243315,6
22755,0.32256263,0.550372,7
22756,0.40172124,0.6361729,8
22757,0.47113612,0.811088,9
22758,0.4157939,0.7362093,10
22759,0.33273038,0.65269494,11
22760,0.3664006,0.6427456,12
22761,0.5099533,0.7443844,13
22762,0.1556491,0.53790015,14
22763,0.37271515,0.4101562,15
22764,0.14427286,0.691142,16
22765,0.4438835,0.64517194,17
22766,0.693877,0.62977654,18
22767,0.76372457,0.16084963,19
22768,0.48493463,0.48526925,20
22769,0.6186627,0.35877448,21
22770,0.75885797,0.23481058,22
22771,0.45304978,0.3886767,23
22772,0.8932146,0.6532691,24
22773,0.67256176,0.67689925,25
22774,0.12867805,0.8690121,26
22775,0.46160895,0.6690633,27
22776,0.4650134,0.5692479,28
22777,0.595157,0.50852996,29
22778,0.3057702,0.4479154,30
22779,0.75929177,0.7453376,31
22780,0.38748172,0.44086695,32
22781,0.55493987,0.73288965,33
22782,0.3343077,0.6123452,34
22783,0.43246102,0.7173195,35
22784,0.40033367,0.78177345,36
22785,0.34137583,0.65336794,37
22786,0.81013143,0.8397671,38
22787,0.78091383,0.71496654,39
22788,0.506837,0.44196388,40
22789,0.2494523,0.5148763,41
22790,0.33940387,0.37283096,42
22791,0.38934475,0.2851677,43
22792,0.45624164,0.7711542,44
22793,0.5442602,0.8252108,45
22794,0.29745343,0.67821527,46
22795,0.7218574,0.1557927,47
22796,0.32316136,0.8267032,48
22797,0.32876018,0.48650393,49
22798,0.48694736,0.5015725,50
22799,0.45840257,0.42369562,51
22800,0.5743866,0.53160757,52
22801,0.5763587,0.29426143,53
22802,0.6607366,0.8662046,54
22803,0.41925457,0.25088918,55
22804,0.4318285,0.08696621,56
22805,1.0228373,0.37219086,57
22806,0.22758864,0.64738786,58
22807,0.55628645,0.6170972,59
22808,1.1788787,0.4391728,60
22809,1.1120968,0.27196,61
22810,0.3532341,0.4237599,62
22811,0.6822251,0.3700611,63
22812,0.5682734,0.6559002,64
22813,0.98746026,0.34008107,65
22814,0.6975179,0.4083169,66
22815,0.40552676,0.8090262,67
22816,0.49187768,0.42915568,68
22817,0.63824743,0.25427866,69
22818,0.44194436,0.41210678,70
22819,0.42851192,0.6247187,71
22820,0.39266074,0.9280799,72
22821,0.22558758,0.8648762,73
22822,0.24056944,0.8605718,74
22823,0.6475587,0.6995699,75
22824,0.40609762,0.85221034,76
22825,0.3836922,0.73642176,77
22826,0.46421278,0.4447786,78
22827,0.37036854,0.7905256,79
22828,0.5188921,0.85531014,80
22829,0.49906757,0.74748737,81
22830,0.31565255,0.3783813,82
22831,0.82550675,0.70713687,83
22832,0.24872965,0.8298245,84
22833,0.3363858,0.331785,85
22834,0.6215963,0.7723479,86
22835,0.5863423,0.68303734,87
22836,0.6183606,0.7349351,88
22837,0.47081846,0.49572763,89
22838,0.37958637,0.43115017,90
22839,0.56860477,0.6716082,91
22840,0.35972947,0.65844464,92
22841,0.26453817,0.30771598,93
22842,0.5456227,0.3710916,94
22843,0.6192807,0.46849343,95
22844,1.3991785,0.67598414,96
22845,0.21296538,0.29985118,97
22846,0.53361213,0.38665405,98
22847,0.422875,0.45974728,99
22848,0.47810677,0.52751184,100
22849,0.42296612,0.41516024,101
22850,0.5188033,0.4882408,102
22851,0.28260815,0.58018386,103
22852,0.42852694,0.8644148,104
22853,0.17293005,0.57039714,105
22854,0.38259715,0.35941032,106
22855,0.5163859,0.7632816,107
22856,0.3169836,0.41890067,108
22857,0.43749034,0.66178584,109
22858,0.4340461,0.5853908,110
22859,0.40799338,0.8148399,111
22860,0.6236987,0.21796468,112
22861,0.31042495,0.40763527,113
22862,0.32421616,0.5031354,114
22863,0.5393334,0.5551769,115
22864,0.5363905,0.7220472,116
22865,0.45565876,0.7144845,117
22866,0.36662754,0.4530808,118
22867,0.7193706,0.7169162,119
22868,0.22983441,0.57173455,120
22869,1.1836566,0.7425447,121
22870,0.2653736,0.2462767,122
22871,0.22557697,0.86577857,123
22872,0.24576595,0.7662669,124
22873,0.55298865,0.6115202,125
22874,0.4902832,0.24467935,126
22875,0.4091784,0.62434834,127
22876,0.43906036,0.42479664,128
22877,0.3786875,0.5324777,129
22878,0.97283375,0.7404523,130
22879,0.5469347,0.55767864,131
22880,0.7901856,0.32749736,132
22881,0.84470904,0.6026353,133
22882,0.19535704,0.6041779,134
22883,0.16871691,0.3934603,135
22884,0.18044356,0.36644915,136
22885,0.91506255,0.7153959,137
22886,0.41529262,0.7067202,138
22887,0.9948516,0.6515477,139
22888,0.63927144,0.95396966,140
22889,0.31963468,0.4714177,141
22890,0.29653862,0.48271894,142
22891,0.3207852,0.38963985,143
22892,0.35047475,0.45513985,144
22893,0.2633349,0.66887784,145
22894,0.5867394,0.7386943,146
22895,0.7885885,0.19922411,147
22896,1.077101,0.39048406,148
22897,0.42257148,0.5896498,149
22898,0.6920049,0.85353154,150
22899,0.40988,0.6948341,151
22900,1.1647336,0.7471658,152
22901,0.42373702,0.83719385,153
22902,0.3408314,0.7309779,154
22903,0.30575493,0.32340273,155
22904,0.340296,0.5005949,156
22905,0.29419008,0.5269498,157
22906,0.9297497,0.6359722,158
22907,0.4105076,0.8111432,159
22908,0.19949526,0.8487913,160
22909,1.0591444,0.36772522,161
22910,0.761621,0.42380634,162
22911,0.44544584,0.7237916,163
22912,0.4567259,0.5574173,164
22913,0.24819374,0.17539681,165
22914,0.34484622,0.6778081,166
22915,0.4949455,0.45710558,167
22916,0.276524,0.7363367,168
22917,0.92376673,0.26943362,169
22918,0.3407145,0.60056907,170
22919,0.2339161,0.45244893,171
22920,0.61306983,0.5313716,172
22921,0.3120368,0.76068807,173
22922,0.28543627,0.34639543,174
22923,0.55945045,0.56354505,175
22924,0.44410464,0.50879955,176
22925,0.54882383,0.8246866,177
22926,0.35157952,0.7780625,178
22927,0.54634744,0.75990415,179
22928,0.3922385,0.36703405,180
22929,0.4161586,0.32500437,181
22930,0.43086147,0.56751764,182
22931,0.7284764,0.9115769,183
22932,0.70925903,0.51368624,184
22933,0.45751765,0.6950055,185
22934,0.4897276,0.7478696,186
22935,0.57293797,0.5877454,187
22936,0.3595433,0.43705764,0
22937,1.3063382,0.7148228,1
22938,0.4005541,0.8997343,2
22939,0.38480577,0.70068794,3
22940,0.9096565,0.85105824,4
22941,0.58927196,0.6218106,5
22942,0.30827022,0.7607503,6
22943,0.25844038,0.43854234,7
22944,0.5228017,0.4995235,8
22945,0.35893202,0.7151489,9
22946,0.46147764,0.3861037,10
22947,0.67104363,0.70127136,11
22948,0.22958311,0.61096746,12
22949,0.59868366,0.709571,13
22950,0.52454525,0.6242129,14
22951,0.39712277,0.6981103,15
22952,0.32608542,0.79457456,16
22953,0.4542427,0.12979117,17
22954,0.46528938,0.5713175,18
22955,0.5759085,0.78921187,19
22956,0.2775914,0.7354262,20
22957,0.4752573,0.8810053,21
22958,0.70743555,0.598269,22
22959,0.46114665,0.5967645,23
22960,0.6547656,0.3588912,24
22961,0.35862315,0.70015836,25
22962,0.20630182,0.5906392,26
22963,0.48414326,0.75249463,27
22964,0.70633936,0.5274645,28
22965,0.47218683,0.54615885,29
22966,0.7092185,0.5237558,30
22967,0.2725705,0.38370192,31
22968,0.49107236,0.8688197,32
22969,0.59101903,0.4534542,33
22970,0.5941739,0.8829058,34
22971,0.68436146,0.50994503,35
22972,0.41519517,0.55405736,36
22973,0.86299485,0.306623,37
22974,0.2561712,0.7601854,38
22975,0.69136214,0.4373993,39
22976,0.78057504,0.11889671,40
22977,0.21963331,0.43476564,41
22978,0.2934696,0.14890347,42
22979,0.6092967,0.78256637,43
22980,1.7768627,0.60662186,44
22981,0.34045357,0.509142,45
22982,0.62664187,0.6695226,46
22983,0.63502735,0.3941937,47
22984,0.43683064,0.8150557,48
22985,0.48239827,0.4402402,49
22986,0.26134786,0.4809527,50
22987,0.29510665,0.48561844,51
22988,0.37895814,0.4197111,52
22989,0.5675799,0.71027637,53
22990,0.35471404,0.630765,54
22991,0.29120487,0.9424463,55
22992,0.71318376,0.23528554,56
22993,0.37083745,0.17311345,57
22994,0.40687966,0.4028774,58
22995,0.533783,0.36155048,59
22996,1.4214016,0.6240306,60
22997,0.3180176,0.5732572,61
22998,0.46564406,0.58096004,62
22999,0.29215878,0.6510163,63
23000,0.26001513,0.4766777,64
23001,0.44545236,0.6936573,65
23002,0.36014292,0.57273,66
23003,0.53392315,0.41554943,67
23004,0.682865,0.8817618,68
23005,0.6393164,0.6898861,69
23006,0.6454026,0.38123444,70
23007,0.51870847,0.7509517,71
23008,0.31543764,0.6080199,72
23009,0.38031518,0.7364504,73
23010,0.28779414,0.28312498,74
23011,0.6575295,0.5146975,75
23012,1.0939108,0.91537476,76
23013,0.55770326,0.7027046,77
23014,0.24777445,0.7476788,78
23015,0.41441226,0.5970865,79
23016,0.39614677,0.25414407,80
23017,0.41833892,0.40639314,81
23018,0.4700089,0.71457726,82
23019,0.8044977,0.7548728,83
23020,0.15815763,0.4612993,84
23021,0.54605895,0.42928332,85
23022,0.22528394,0.5329297,86
23023,0.301614,0.3246498,87
23024,0.3575915,0.4582192,88
23025,0.39553759,0.7508538,89
23026,0.48240262,0.85686255,90
23027,0.48330325,0.7808508,91
23028,0.35760427,0.047929015,92
23029,0.44628924,0.25983733,93
23030,0.5275207,0.16685028,94
23031,0.32238576,0.46451917,95
23032,0.6700103,0.84005225,96
23033,0.40225017,0.36051893,97
23034,0.34695166,0.5067058,98
23035,0.42640203,0.7228989,99
23036,0.21824989,0.5277619,100
23037,0.64670706,0.6412489,101
23038,0.37827238,0.3378158,102
23039,0.68386126,0.6320536,103
23040,0.14150472,0.39112756,104
23041,0.20615162,0.68923956,105
23042,0.37374234,0.53863037,106
23043,0.3471011,0.8264132,107
23044,0.27707878,0.7136285,108
23045,0.4670261,0.34872618,109
23046,0.36390626,0.5882356,110
23047,0.42634082,0.62079406,111
23048,0.34101602,0.7077616,112
23049,0.5815764,0.46190953,113
23050,0.4141475,0.2649854,114
23051,0.18230154,0.24442211,115
23052,0.6061469,0.6418667,116
23053,0.6546733,0.3302677,117
23054,0.2484709,0.3847926,118
23055,0.55285156,0.59600955,119
23056,0.34148192,0.8926558,120
23057,0.2454678,0.8765166,121
23058,0.8261064,0.6191401,122
23059,0.5355032,0.6725553,123
23060,0.652148,0.9678665,124
23061,0.3162563,0.27680016,125
23062,0.21542715,0.62322015,126
23063,0.50497353,0.48379034,127
23064,0.33154815,0.7848458,128
23065,0.8560392,0.64306647,129
23066,0.46228135,0.53008664,130
23067,0.6265856,0.4448002,131
23068,0.29453075,0.50384605,132
23069,0.5560946,0.7946344,133
23070,0.3985622,0.82012504,134
23071,0.49268776,0.6577462,135
23072,0.50012714,0.6462105,136
23073,0.34388214,0.80799186,137
23074,0.75263536,0.34521288,138
23075,0.40698704,0.6259981,139
23076,1.095117,0.55700713,140
23077,0.44833004,0.62403554,141
23078,0.6343628,0.67415756,142
23079,0.45926034,0.9029858,143
23080,0.7397154,0.4413018,144
23081,0.3388068,0.55291563,145
23082,0.8773433,0.73302245,146
23083,0.89904994,0.8064994,147
23084,0.38375732,0.66785705,148
23085,0.5906119,0.39113164,149
23086,0.48733783,0.8463061,150
23087,0.5640381,0.6522513,151
23088,0.4671602,0.88793635,152
23089,0.9069311,0.687086,153
23090,0.6072837,0.70086616,154
23091,0.39942417,0.6514268,155
23092,0.24739741,0.7950814,156
23093,0.5247091,0.45992562,157
23094,0.40051746,0.22829089,158
23095,0.8673095,0.70626694,159
23096,0.3977762,0.4753882,160
23097,1.1615008,0.40694994,161
23098,0.58445954,0.93507975,162
23099,1.3782027,0.8519597,163
23100,0.59371597,0.57409567,164
23101,0.58209,0.7954231,165
23102,0.3279763,0.3309179,166
23103,0.6462758,0.7657775,167
23104,0.29284695,0.5710389,168
23105,1.0975955,0.18302086,169
23106,0.426743,0.8660047,170
23107,0.41418168,0.91296417,171
23108,0.6884581,0.45251748,172
23109,1.0342853,0.5403249,173
23110,0.59379154,0.5243389,174
23111,0.3227249,0.621038,175
23112,0.56970227,0.79707485,176
23113,0.38353646,0.44354984,177
23114,0.44807,0.35172305,178
23115,0.32960498,0.9513142,179
23116,0.41324064,0.86187494,180
23117,0.3696017,0.74391913,181
23118,0.924181,0.27964476,182
23119,1.2095354,0.5730229,183
23120,0.28762954,0.37199432,184
23121,0.23331067,0.94186354,185
23122,0.15152103,0.39640138,186
23123,0.2735031,0.28736246,187
23124,0.27847368,0.8232295,0
23125,0.7045888,0.54236704,1
23126,0.46510252,0.63211066,2
23127,1.1104136,0.5932217,3
23128,0.35963577,0.6149396,4
23129,0.37884146,0.8327476,5
23130,0.4402213,0.74488544,6
23131,0.3815535,0.49027705,7
23132,0.38254803,0.76238835,8
23133,1.6874018,0.68404883,9
23134,0.4099288,0.77412987,10
23135,0.45438126,0.49433944,11
23136,0.83947515,0.5959034,12
23137,0.5888799,0.9112842,13
23138,0.35659313,0.42282024,14
23139,0.34283662,0.6404568,15
23140,0.5907636,0.66794795,16
23141,0.69622284,0.44712973,17
23142,0.42465705,0.6352785,18
23143,0.32911226,0.8308282,19
23144,0.36836192,0.49197346,20
23145,0.32039458,0.6297318,21
23146,0.28345826,0.8297481,22
23147,0.21292248,0.08790295,23
23148,0.5147409,0.46510202,24
23149,0.51606464,0.7136952,25
23150,0.6119717,0.5918229,26
23151,0.29926893,0.43144077,27
23152,1.1033978,0.5834805,28
23153,0.32665312,0.85444146,29
23154,0.615642,0.8534848,30
23155,0.42435122,0.3524007,31
23156,0.40711898,0.50521463,32
23157,0.38428342,0.91518694,33
23158,0.44117337,0.5830652,34
23159,0.4770663,0.74515134,35
23160,0.46188015,0.5270629,36
23161,0.42406008,0.8446614,37
23162,0.1661145,0.23729564,38
23163,0.38157555,0.57885826,39
23164,0.33377653,0.6625322,40
23165,0.22692981,0.6545704,41
23166,0.40302426,0.6338313,42
23167,0.3987406,0.5748375,43
23168,1.2124662,0.5960829,44
23169,0.79065907,0.7721052,45
23170,0.45100164,0.8685247,46
23171,0.6437239,0.9220596,47
23172,0.45182103,0.54173887,48
23173,0.48748407,0.2961989,49
23174,0.54503256,0.27791327,50
23175,0.53966486,0.6705134,51
23176,0.8673027,0.6169076,52
23177,0.6801906,0.35071635,53
23178,0.40200695,0.60063934,54
23179,0.60766697,0.87322634,55
23180,0.46848524,0.4730284,56
23181,0.29009235,0.5747457,57
23182,1.1052144,0.8330967,58
23183,0.484003,0.4207727,59
23184,0.45019776,0.34003183,60
23185,0.5190546,0.8325052,61
23186,0.3184588,0.09880783,62
23187,1.3643415,0.6452594,63
23188,0.31793493,0.20634273,64
23189,0.45998517,0.35873142,65
23190,0.2729634,0.4724257,66
23191,0.47741234,0.88506424,67
23192,0.6520302,0.49725723,68
23193,0.34089622,0.44471702,69
23194,0.22140665,0.51108,70
23195,0.6526053,0.8368288,71
23196,0.4984212,0.76062816,72
23197,0.9100746,0.23278798,73
23198,0.50037366,0.66036254,74
23199,0.69793224,0.53810287,75
23200,1.0581652,0.74043965,76
23201,0.3057754,0.7928565,77
23202,0.6150534,0.41006976,78
23203,0.50526863,0.68331164,79
23204,0.6520877,0.63869554,80
23205,0.6463177,0.2950598,81
23206,0.24022466,0.59940886,82
23207,0.8392365,0.19257762,83
23208,0.31524834,0.57352865,84
23209,0.21661428,0.18065986,85
23210,0.4475203,0.58074,86
23211,0.22362055,0.724396,87
23212,0.6031979,0.6080032,88
23213,0.3229138,0.89489317,89
23214,0.35250482,0.5809784,90
23215,0.5334428,0.65453875,91
23216,0.65833795,0.7270081,92
