,inferred dec temp,subject,inferred reward rate
0,0.5377852,0,0.8151709
1,0.6631677,1,0.82964146
2,0.5997928,2,0.814124
3,0.53286475,3,0.81316876
4,0.5252073,4,0.8121438
5,0.8475848,5,0.8399209
6,0.5550424,6,0.8299534
7,1.7704473,7,0.075868316
8,0.64320993,8,0.8208851
9,0.64192283,9,0.8405627
10,0.7321333,10,0.82844007
11,0.9253305,11,0.29505756
12,0.67692524,12,0.81641054
13,0.5274137,13,0.8204834
14,0.5078869,14,0.81419945
15,1.0066484,15,0.6567661
16,0.6307431,16,0.8284967
17,0.5630406,17,0.801784
18,1.0838745,18,0.85481495
19,0.58320415,19,0.81606275
20,0.6344464,20,0.82143694
21,0.54379183,21,0.8117845
22,0.5788928,22,0.82960236
23,0.58286905,23,0.81768703
24,0.5584666,24,0.8117622
25,0.6579291,25,0.81459755
26,0.6515304,26,0.8004431
27,0.5713153,27,0.81963336
28,0.59374076,28,0.80316734
29,0.8679058,29,0.82980335
30,0.7679054,30,0.83658147
31,0.84949887,31,0.820883
32,0.7094849,32,0.80247545
33,0.60161185,33,0.81417143
34,0.55605185,34,0.80753326
35,0.50351596,35,0.80364144
36,0.68710315,36,0.833521
37,0.54927504,37,0.813745
38,0.6841007,38,0.83922166
39,0.57172984,39,0.8242951
40,0.85568166,40,0.7656343
41,0.66674477,41,0.8227339
42,0.5540195,42,0.7845205
43,0.6512493,43,0.82202387
44,0.57656395,44,0.82813865
45,0.5561825,45,0.80094725
46,0.5613251,46,0.814625
47,0.5593575,47,0.8121217
48,0.53403413,48,0.81531656
49,0.6700366,49,0.82107764
50,0.54698366,50,0.8297953
51,1.1548797,51,0.31332514
52,0.9609524,52,0.8347287
53,0.6151725,53,0.8271525
54,1.204299,54,0.5319507
55,0.56870425,55,0.81470466
56,0.542517,56,0.81318754
57,0.5968529,57,0.8180449
58,0.604614,58,0.81589967
59,0.54365593,59,0.8132643
60,0.70908546,60,0.8068207
61,0.7986052,61,0.76406956
62,0.78224427,62,0.8461508
63,0.55567455,63,0.80832607
64,0.65020883,64,0.8413052
65,0.5269657,65,0.82266515
66,0.551641,66,0.8112826
67,0.541838,67,0.8165643
68,0.6917777,68,0.8117998
69,0.51303345,69,0.8287135
70,0.55957025,70,0.8366473
71,0.9412069,71,0.8340714
72,0.54046804,72,0.82277113
73,0.5436356,73,0.82040673
74,0.5994104,74,0.8181248
75,0.6290151,75,0.81487787
76,0.6428613,76,0.82483006
77,0.607723,77,0.826397
78,0.7496042,78,0.8361507
79,0.54901195,79,0.8025052
80,1.0341374,80,0.83657163
81,0.5691029,81,0.82904124
82,1.2499273,82,0.88791746
83,1.286049,83,0.07158138
84,0.7373903,84,0.79604167
85,0.5900602,85,0.8061527
86,1.2000118,86,0.85293937
87,0.5815094,87,0.8325144
88,0.583593,88,0.8255607
89,0.50808376,89,0.8196457
90,0.5300683,90,0.8131493
91,0.607532,91,0.81090105
92,1.0155315,92,0.768752
93,0.93599087,93,0.8382367
94,0.5585804,94,0.8366628
95,0.72055763,95,0.81133425
96,0.84175354,96,0.7949657
97,0.64099026,97,0.80751085
98,0.51621413,98,0.8192248
99,0.5547135,99,0.8343478
100,0.58863986,100,0.81970996
101,0.73359436,101,0.6728704
102,0.750316,102,0.771611
103,0.52130085,103,0.8189107
104,0.5506185,104,0.8143429
105,0.5433152,105,0.8230067
106,0.6753735,106,0.8306108
107,0.5433709,107,0.8173729
108,0.57935405,108,0.8097716
109,0.5492218,109,0.8157887
110,1.2488941,110,0.73233545
111,0.83521044,111,0.69317746
112,0.6655656,112,0.8160974
113,0.7859186,113,0.8374692
114,2.3844333,114,0.02482629
115,0.6872617,115,0.813078
116,0.5202454,116,0.808582
117,0.5052982,117,0.81714576
118,0.6161052,118,0.81952894
119,0.56624645,119,0.82097715
120,0.5975613,120,0.831959
121,0.58002955,121,0.8140091
122,0.6801485,122,0.82936287
123,0.51046187,123,0.8111614
124,0.6639141,124,0.8066404
125,0.5589597,125,0.81471914
126,0.8849275,126,0.83573705
127,0.57355344,127,0.8124667
128,0.6721664,128,0.8252572
129,0.5652212,129,0.82126564
130,0.5408262,130,0.8244977
131,0.6089178,131,0.82264817
