,reward rate,dec temp,subject
0,0.044107154,2.068931,0
1,0.9726221,3.2068534,1
2,0.00035455785,2.5281646,2
3,0.62602776,0.48266196,3
4,0.9586329,0.9524638,4
5,0.87692064,0.38583216,5
6,0.49093407,6.0175204,6
7,0.7091368,1.9684253,7
8,0.98026156,3.136763,8
9,0.068827786,8.230111,9
10,0.67353857,6.9289017,10
11,0.17615701,2.6234734,11
12,0.85097945,1.9020202,12
13,0.3021229,2.5940106,13
14,0.62737477,4.4525676,14
15,0.6731294,5.194287,15
16,0.51980513,0.4852422,16
17,0.37916765,5.310486,17
18,0.50264466,5.988605,18
19,0.3482457,0.44833198,19
20,0.79220784,1.513639,20
21,0.9016601,3.9785366,21
22,0.059451144,1.888098,22
23,0.109547615,1.7034048,23
24,0.750649,4.0538077,24
25,0.6085366,3.2714782,25
26,0.8214325,3.4529517,26
27,0.017873574,3.0726027,27
28,0.345877,0.36922964,28
29,0.7832477,2.6671994,29
30,0.0016266234,5.5413704,30
31,0.67702854,4.0241632,31
32,0.13438503,5.1971145,32
33,0.92182314,3.5516336,33
34,0.63514745,0.5149077,34
35,0.21326907,2.8057194,35
36,3.8466073e-06,9.77171,36
37,0.004383477,9.367083,37
38,0.7052735,4.357763,38
39,0.7384843,2.5669863,39
40,0.0019618808,9.707068,40
41,0.6875614,6.3165045,41
42,0.13454892,3.434023,42
43,0.42350715,6.0297446,43
44,0.5771768,2.3147924,44
45,0.4693248,0.88748986,45
46,0.5530995,3.6665394,46
47,0.7160087,2.10228,47
48,0.08484175,1.3409339,48
49,0.0009966191,3.7321253,49
50,0.4883387,5.721114,50
51,0.07395201,3.8210654,51
52,0.0027491394,6.2316394,52
53,0.5806019,0.690841,53
54,0.0022821994,9.08008,54
55,0.7047527,0.17991053,55
56,0.97531664,0.6847811,56
57,0.08970849,0.8522102,57
58,0.84185314,0.6785185,58
59,0.32140315,4.8081093,59
60,0.9473747,2.641623,60
61,0.7439474,5.2885303,61
62,0.78962034,7.5319033,62
63,0.3294171,0.60659856,63
64,0.07120405,0.972184,64
65,0.49575236,4.6000757,65
66,0.013938044,1.2309899,66
67,0.16443586,8.81625,67
68,0.065968096,3.4174662,68
69,0.3032563,0.45198017,69
70,0.93445235,1.7832389,70
71,0.031140193,4.4333577,71
72,0.9608626,2.5522451,72
73,0.35612473,5.0361676,73
74,0.23670149,4.235964,74
75,0.5834858,1.7426549,75
76,0.8576235,0.9853953,76
77,0.005840772,9.53961,77
78,0.114385724,2.1703188,78
79,0.82102585,4.5667768,79
80,0.71970785,3.0317175,80
81,0.85425395,4.6497703,81
82,0.017167367,5.250617,82
83,0.43311042,7.710777,83
84,0.8718674,5.9400344,84
85,0.101950474,5.6649375,85
86,0.2990528,1.8681362,86
87,0.034754086,9.173487,87
88,0.14721563,7.8959584,88
89,0.1578119,7.5716085,89
90,0.2530042,6.5632014,90
91,0.21714306,1.8706193,91
92,0.08043494,1.4635363,92
93,0.05325344,1.7662699,93
94,0.06152715,0.50724995,94
95,0.05905197,1.2874174,95
96,0.4294016,0.4636029,96
97,0.027188964,7.0146613,97
98,0.015825564,8.90715,98
99,0.28046215,1.608802,99
100,0.12097662,7.7364774,100
101,0.9282095,0.95126116,101
102,0.5650339,2.2356873,102
103,0.09212529,4.6559124,103
104,0.64061666,0.6547742,104
105,0.58337015,6.273291,105
106,0.11705692,0.6424952,106
107,0.0030504093,5.929102,107
108,0.7100638,4.891639,108
109,0.79230744,0.70476854,109
110,0.25396168,4.7954636,110
111,0.0034154642,1.3396194,111
112,0.0573857,2.2255535,112
113,0.31204364,4.657379,113
114,0.17032212,1.5103852,114
115,0.004855134,8.091191,115
116,0.026730575,7.807742,116
117,0.009277348,2.7113056,117
118,0.26342842,0.3508247,118
119,0.05342069,6.5362024,119
120,0.71919125,2.505278,120
121,3.2731812e-05,4.2542353,121
122,0.15085636,5.271201,122
123,0.055562127,4.7355704,123
124,0.0047988365,4.43978,124
125,0.60760844,4.374411,125
126,0.0025591238,9.679333,126
127,0.8809767,8.154038,127
128,0.862012,1.6847986,128
129,0.5937457,3.7852576,129
130,0.88285404,4.4036,130
131,0.96240634,0.33265454,131
132,0.09555344,2.309526,132
133,0.15014301,1.6268084,133
134,0.49609503,2.0186205,134
135,0.0610898,2.499754,135
136,0.52217716,2.9430342,136
137,0.09514585,8.027516,137
138,0.010196976,0.6448345,138
139,0.18118638,1.9110515,139
140,0.00019305335,6.9356966,140
141,0.41292867,1.828723,141
142,0.5100954,3.7243927,142
143,0.00021461294,8.40849,143
144,0.92282355,4.3862343,144
145,0.9506794,7.125249,145
146,0.3043048,1.2379405,146
147,0.66614884,0.9322316,147
148,0.071108826,3.8560548,148
149,0.49396044,0.42570573,149
150,0.2199548,0.75489575,150
151,0.974274,5.280572,151
152,0.7387474,4.914646,152
153,0.9087193,0.63783497,153
154,0.7082397,3.6948252,154
155,0.35987622,1.7973458,155
156,0.28482446,1.9482338,156
157,0.91296387,1.4972463,157
158,0.6564081,1.7047963,158
159,0.686331,1.4674766,159
160,0.19096263,0.72954243,160
161,0.71379733,4.9527836,161
162,0.43000278,2.4555964,162
163,0.005082443,6.8575006,163
164,0.2551731,5.5925417,164
165,0.36207435,1.9721949,165
166,0.93731153,7.3397927,166
167,0.0045250133,9.470778,167
168,0.01594769,2.490512,168
169,0.9882853,3.2737372,169
170,0.9894956,0.6259215,170
171,0.3047963,1.5137844,171
172,0.047690786,2.186534,172
173,0.031070435,2.3763006,173
174,0.330929,3.3644671,174
175,0.3071783,1.5639856,175
176,0.96826863,1.3222351,176
177,0.0019642904,9.352666,177
178,0.75091755,3.2186759,178
179,0.167381,0.8041906,179
180,0.07557255,2.477587,180
181,0.045765903,1.2384231,181
182,0.66368574,2.2598016,182
183,0.1151134,6.846996,183
184,0.49449727,0.79886544,184
185,0.0731225,6.6276546,185
186,0.12543513,4.7309465,186
187,0.11561508,2.3852303,187
188,0.0735835,1.3340702,0
189,0.9597092,3.0312314,1
190,0.005129313,2.1541662,2
191,0.87658966,0.5978005,3
192,0.9038114,1.2924649,4
193,0.9847217,0.40037957,5
194,0.5437192,5.999549,6
195,0.40551823,2.6396177,7
196,0.9778505,3.9205575,8
197,0.07013087,7.6612477,9
198,0.7041125,6.629357,10
199,0.058391247,3.2949817,11
200,0.8214377,1.9071925,12
201,0.33095908,2.3299463,13
202,0.65964955,5.7925267,14
203,0.59280556,4.019194,15
204,0.08975743,0.971651,16
205,0.32796887,5.9877973,17
206,0.47391042,4.140179,18
207,0.34311104,0.6059564,19
208,0.94629896,1.0668697,20
209,0.81864184,3.868903,21
210,0.17896707,1.856582,22
211,0.2597015,1.7536585,23
212,0.8221836,4.9611263,24
213,0.6183332,3.2877007,25
214,0.8185414,3.701588,26
215,0.00080330705,3.0180047,27
216,0.3761928,0.61342263,28
217,0.54143256,2.7204714,29
218,0.0015659619,4.40984,30
219,0.7949144,4.591102,31
220,0.12489632,4.895233,32
221,0.8778755,3.534564,33
222,0.008217353,1.2522155,34
223,0.24060084,3.18557,35
224,0.031090718,2.2166195,36
225,0.008397323,9.384075,37
226,0.5617366,3.9519968,38
227,0.8335531,2.8140357,39
228,0.0032992281,9.207642,40
229,0.54632235,6.727202,41
230,0.16409001,2.762152,42
231,0.4968263,5.144704,43
232,0.59340817,2.6120152,44
233,0.3759427,1.3183088,45
234,0.3340851,2.8781047,46
235,0.95978343,1.8039732,47
236,0.0037361372,2.9807363,48
237,0.4098848,2.093797,49
238,0.29765102,5.826314,50
239,0.06729954,3.9319575,51
240,0.26614675,0.5758566,52
241,0.7341685,0.3342554,53
242,0.0030429473,9.44113,54
243,0.0003247453,7.2015505,55
244,0.98055273,0.42487037,56
245,0.48008555,0.43711576,57
246,0.91739255,0.70357895,58
247,0.31186247,7.499487,59
248,0.8769344,3.0901554,60
249,0.7154966,4.488826,61
250,0.6540185,6.7408733,62
251,2.0110409e-05,9.955384,63
252,0.16021211,1.3058314,64
253,0.46965155,3.4874747,65
254,0.9993525,0.07643183,66
255,0.1587123,9.014191,67
256,0.0315911,1.8984089,68
257,0.0070718364,0.9867435,69
258,0.8089755,1.5568266,70
259,0.004303591,4.4960003,71
260,0.97768503,3.4166052,72
261,0.2196791,5.9343724,73
262,0.18154421,4.0904694,74
263,0.21330194,1.1780537,75
264,0.93805057,1.548106,76
265,0.0009974294,9.7106285,77
266,0.14499769,2.5570016,78
