,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate,inferred habitual tendency,true habitual tendency,inferred policy rate,true policy rate
0,4.167471,4.3643866,0,0.30540296,0.32675624,1.6070073,0.9581237,0.72401035,0.6553273
1,4.70872,4.2920856,1,0.11856894,0.054296613,5.343398,4.914481,0.36364996,0.32793087
2,1.656552,0.821664,2,0.7549702,0.36198634,1.5043424,0.7059556,0.71009916,0.39803708
3,2.1848793,2.1311524,3,0.81698656,0.93415874,2.3614838,1.8719105,0.8311035,0.8787769
4,5.6429844,5.755227,4,0.47379968,0.2379793,2.7850294,2.6916127,0.07196402,0.035622716
5,5.7334156,5.9265676,5,0.51179075,0.5529764,4.8534045,5.4848824,0.78592736,0.977106
6,5.054659,3.739472,6,0.29157513,0.22556365,3.3898823,3.7237916,0.8258696,0.9429216
7,1.7572138,1.0010058,7,0.65480006,0.17262042,4.1191773,4.9292526,0.8882858,0.96046376
8,1.451919,1.6987542,8,0.6361876,0.38045508,3.2452755,3.3642707,0.52305204,0.5074003
9,2.9515102,1.9760445,9,0.2938558,0.14907753,3.3198419,3.2850776,0.81525844,0.75209045
10,6.130208,4.6956573,10,0.12802047,0.12418699,1.3904219,2.168373,0.5468829,0.6682979
11,2.2261455,2.158794,11,0.65731895,0.84158194,7.1504354,5.8300085,0.72610825,0.76767534
12,2.9240017,0.39155996,12,0.53955406,0.18937916,6.849345,5.460621,0.20661616,0.13161832
13,5.939461,5.476803,13,0.1478295,0.13593066,2.6154394,2.1122797,0.34147668,0.28035986
14,3.4511576,3.1310077,14,0.4220485,0.25500834,5.6861935,5.6307826,0.28148907,0.27791595
15,3.0466857,1.4460998,15,0.5294179,0.36971635,6.9243984,5.687335,0.21310188,0.2968874
16,1.4384423,1.630552,16,0.708374,0.767657,6.6107764,5.630712,0.8391625,0.81293684
17,1.4301955,1.0113738,17,0.74722207,0.6377852,2.2101812,2.6636689,0.7405661,0.8175896
18,2.9753008,3.9146824,18,0.545099,0.3780476,6.7190895,4.023607,0.21013483,0.07075071
19,2.7554998,2.8460536,19,0.601507,0.8253485,2.503204,2.3345366,0.33861232,0.40299082
20,1.9176359,5.2909126,20,0.7729778,0.9638354,1.0310732,0.5673795,0.6162788,0.7612749
21,3.3347723,3.443612,21,0.57750994,0.20052773,4.8358545,5.1320252,0.4328421,0.4099428
22,4.2192187,3.6743782,22,0.11210047,0.08045775,4.3401,3.9461036,0.3817643,0.3757437
23,1.5410442,1.9664083,23,0.5197896,0.62367296,2.3533287,3.1817603,0.15692867,0.2331106
24,2.6575913,3.103868,24,0.4544623,0.84376395,6.1963687,5.317774,0.8336538,0.77162516
25,3.2948463,5.6605763,25,0.42014825,0.6048001,4.701377,5.860149,0.8389708,0.9745013
26,1.1405656,1.814704,26,0.70132905,0.8979148,4.3005886,4.818372,0.85317504,0.92654777
27,4.083109,5.898528,27,0.5653838,0.21533531,6.6633253,4.6036315,0.18688738,0.020224094
28,1.5742233,0.35172594,28,0.60473853,0.2466842,1.6799911,1.7537212,0.81043696,0.9205309
29,3.4041839,2.8695445,29,0.5976159,0.52565867,3.8478646,4.195423,0.2263568,0.3286888
30,2.8386128,2.1741092,30,0.27230662,0.6439335,1.7581946,1.8186053,0.08275333,0.08223963
31,2.878271,2.3206534,31,0.3450074,0.4980709,1.1028099,1.233711,0.7432999,0.9958051
32,3.5557091,4.299489,32,0.66692865,0.78950536,4.837759,5.1752305,0.28196976,0.28099453
33,1.6899903,2.6241293,33,0.6673369,0.93391675,1.9754634,2.1212046,0.10295823,0.07924235
34,5.6311965,5.523927,34,0.43520442,0.4724378,1.4721445,1.2588794,0.7874837,0.9980001
35,2.4334419,2.0297923,35,0.509957,0.5772998,1.2184153,1.0614749,0.16120996,0.1924935
36,3.221482,1.0414485,36,0.6006449,0.53789186,6.2506123,3.8373928,0.25541598,0.116179705
37,6.659967,5.0932074,37,0.14903116,0.16278666,0.9315047,0.6878879,0.48637986,0.20517224
38,1.2863116,1.1236038,38,0.45589748,0.106386304,1.6188209,1.91368,0.5115831,0.6695736
39,2.0272644,2.4371405,39,0.56642884,0.0060393214,1.8536377,1.0196203,0.5023164,0.78675467
40,1.9511276,0.57614493,40,0.7285222,0.4235357,5.8489084,5.9173403,0.52372277,0.5087326
41,4.990539,5.5341635,41,0.064730965,0.06975198,2.0427535,2.1453257,0.72800964,0.731101
42,2.868509,0.44794786,42,0.54915416,0.8672562,7.1453195,3.3010612,0.21987432,0.043642223
43,1.2655443,0.4225477,43,0.6471961,0.930497,1.2788423,0.71361065,0.3613082,0.07577574
44,3.7644722,5.0630503,44,0.8309579,0.92526984,3.9373028,4.669778,0.5941162,0.53839886
45,1.2383901,0.64688015,45,0.7205138,0.8710144,2.9133594,2.1606245,0.6308574,0.67028064
46,2.1279426,0.29785466,46,0.68237954,0.8014267,2.1354117,2.2110772,0.34136468,0.39147538
47,2.4701462,1.3131791,47,0.7439165,0.66970325,3.1480587,3.0764217,0.8136382,0.89416087
48,1.1075425,0.29357243,48,0.55443406,0.7663502,1.3067988,1.576444,0.6054121,0.71131366
49,2.7478616,3.3014293,49,0.5444434,0.6432899,7.00816,3.7164896,0.21137226,0.058181047
