,inferred dec temp,subject,inferred reward rate,inferred habitual tendency,inferred policy rate
0,8.101032,0,0.628703,1.1002568,0.7655047
1,1.4971739,1,0.71089506,0.89453447,0.19455378
2,8.270551,2,0.6873907,1.0267146,0.61159706
3,7.2334433,3,0.42669308,1.6273115,0.7160415
4,7.568417,4,0.75458455,1.3026198,0.82365334
5,5.4055734,5,0.25816983,1.0081913,0.86765987
6,4.46347,6,0.47571483,1.5963414,0.07932038
7,1.7349668,7,0.13848294,0.8182942,0.33014497
8,4.3129015,8,0.38949257,0.9858599,0.17869505
9,7.7775493,9,0.4971438,1.1476189,0.81507164
10,5.3605714,10,0.5933686,0.995661,0.054359227
11,5.0262785,11,0.7894924,1.0875492,0.63480735
12,7.5582814,12,0.59594893,1.1868181,0.70010716
13,8.821074,13,0.7751672,1.1339694,0.8132012
14,8.715137,14,0.5590366,1.3403989,0.060144167
15,8.884301,15,0.62972766,1.037406,0.89567643
16,2.193089,16,0.4807158,0.91619915,0.37265497
17,0.7870274,17,0.54280823,0.90466505,0.2820041
18,4.023117,18,0.50448203,1.9008123,0.5939235
19,8.931469,19,0.81430376,1.0076128,0.8646335
20,8.801815,20,0.5722085,1.4721707,0.7054541
21,4.9773154,21,0.7856744,0.9420202,0.4481613
22,4.115551,22,0.6045368,0.87948096,0.20018175
23,7.337721,23,0.61534977,1.3060937,0.12374461
