,inferred dec temp,true dec temp,subject,inferred reward rate,true reward rate
0,3.9335992,2.6743057,0,0.6140618,0.97037977
1,3.6836944,5.9467435,1,0.8182918,0.99053526
2,3.8898473,3.0085046,2,0.3477843,0.38712966
3,1.7110945,2.9459763,3,0.61999315,0.9079782
4,3.0305684,1.7802478,4,0.4440041,0.1802749
5,5.8946943,5.3419247,5,0.37803024,0.4391033
6,2.0547194,1.7164527,6,0.72969073,0.67820764
7,3.6080704,2.9590526,7,0.22360456,0.18623662
8,2.2422132,4.06046,8,0.5555181,0.79328024
9,2.291211,3.592408,9,0.69684374,0.89557856
10,4.0494847,4.5124197,10,0.5889265,0.6521552
11,2.9893267,2.5815597,11,0.64938974,0.78854436
12,2.8547778,5.726712,12,0.35432044,0.67409223
13,5.697464,5.024563,13,0.30263394,0.27730966
14,3.9381833,5.0907116,14,0.17022222,0.13240099
15,5.6619744,5.487565,15,0.20001474,0.12933218
16,2.1080546,3.481573,16,0.7603578,0.97445506
17,5.7199326,6.1230145,17,0.33866647,0.2817881
